#             R [au]           V(R) [au]
   3.074358119373E-1   -1.104500000000E1
   3.081027009003E-1   -1.104500000000E1
   3.087695898633E-1   -1.104500000000E1
   3.094364788263E-1   -1.104500000000E1
   3.101033677893E-1   -1.104500000000E1
   3.107702567523E-1   -1.104500000000E1
   3.114371457152E-1   -1.104500000000E1
   3.121040346782E-1   -1.104500000000E1
   3.127709236412E-1   -1.104500000000E1
   3.134378126042E-1   -1.104500000000E1
   3.141047015672E-1   -1.104500000000E1
   3.147715905302E-1   -1.104500000000E1
   3.154384794932E-1   -1.104500000000E1
   3.161053684562E-1   -1.104500000000E1
   3.167722574191E-1   -1.104500000000E1
   3.174391463821E-1   -1.104500000000E1
   3.181060353451E-1   -1.104500000000E1
   3.187729243081E-1   -1.104500000000E1
   3.194398132711E-1   -1.104500000000E1
   3.201067022341E-1   -1.104500000000E1
   3.207735911971E-1   -1.104500000000E1
   3.214404801601E-1   -1.104500000000E1
   3.221073691230E-1   -1.104500000000E1
   3.227742580860E-1   -1.104500000000E1
   3.234411470490E-1   -1.104500000000E1
   3.241080360120E-1   -1.104500000000E1
   3.247749249750E-1   -1.104500000000E1
   3.254418139380E-1   -1.104500000000E1
   3.261087029010E-1   -1.104500000000E1
   3.267755918640E-1   -1.104500000000E1
   3.274424808269E-1   -1.104500000000E1
   3.281093697899E-1   -1.104500000000E1
   3.287762587529E-1   -1.104500000000E1
   3.294431477159E-1   -1.104500000000E1
   3.301100366789E-1   -1.104500000000E1
   3.307769256419E-1   -1.104500000000E1
   3.314438146049E-1   -1.104500000000E1
   3.321107035679E-1   -1.104500000000E1
   3.327775925308E-1   -1.104500000000E1
   3.334444814938E-1   -1.104500000000E1
   3.341113704568E-1   -1.104500000000E1
   3.347782594198E-1   -1.104500000000E1
   3.354451483828E-1   -1.104500000000E1
   3.361120373458E-1   -1.104500000000E1
   3.367789263088E-1   -1.104500000000E1
   3.374458152718E-1   -1.104500000000E1
   3.381127042347E-1   -1.104500000000E1
   3.387795931977E-1   -1.104500000000E1
   3.394464821607E-1   -1.104500000000E1
   3.401133711237E-1   -1.104500000000E1
   3.407802600867E-1   -1.104500000000E1
   3.414471490497E-1   -1.104500000000E1
   3.421140380127E-1   -1.104500000000E1
   3.427809269757E-1   -1.104500000000E1
   3.434478159386E-1   -1.104500000000E1
   3.441147049016E-1   -1.104500000000E1
   3.447815938646E-1   -1.104500000000E1
   3.454484828276E-1   -1.104500000000E1
   3.461153717906E-1   -1.104500000000E1
   3.467822607536E-1   -1.104500000000E1
   3.474491497166E-1   -1.104500000000E1
   3.481160386796E-1   -1.104500000000E1
   3.487829276425E-1   -1.104500000000E1
   3.494498166055E-1   -1.104500000000E1
   3.501167055685E-1   -1.104500000000E1
   3.507835945315E-1   -1.104500000000E1
   3.514504834945E-1   -1.104500000000E1
   3.521173724575E-1   -1.104500000000E1
   3.527842614205E-1   -1.104500000000E1
   3.534511503835E-1   -1.104500000000E1
   3.541180393464E-1   -1.104500000000E1
   3.547849283094E-1   -1.104500000000E1
   3.554518172724E-1   -1.104500000000E1
   3.561187062354E-1   -1.104500000000E1
   3.567855951984E-1   -1.104500000000E1
   3.574524841614E-1   -1.104500000000E1
   3.581193731244E-1   -1.104500000000E1
   3.587862620874E-1   -1.104500000000E1
   3.594531510504E-1   -1.104500000000E1
   3.601200400133E-1   -1.104500000000E1
   3.607869289763E-1   -1.104500000000E1
   3.614538179393E-1   -1.104500000000E1
   3.621207069023E-1   -1.104500000000E1
   3.627875958653E-1   -1.104500000000E1
   3.634544848283E-1   -1.104500000000E1
   3.641213737913E-1   -1.104500000000E1
   3.647882627543E-1   -1.104500000000E1
   3.654551517172E-1   -1.104500000000E1
   3.661220406802E-1   -1.104500000000E1
   3.667889296432E-1   -1.104500000000E1
   3.674558186062E-1   -1.104500000000E1
   3.681227075692E-1   -1.104500000000E1
   3.687895965322E-1   -1.104500000000E1
   3.694564854952E-1   -1.104500000000E1
   3.701233744582E-1   -1.104500000000E1
   3.707902634211E-1   -1.104500000000E1
   3.714571523841E-1   -1.104500000000E1
   3.721240413471E-1   -1.104500000000E1
   3.727909303101E-1   -1.104500000000E1
   3.734578192731E-1   -1.104500000000E1
   3.741247082361E-1   -1.104500000000E1
   3.747915971991E-1   -1.104500000000E1
   3.754584861621E-1   -1.104500000000E1
   3.761253751250E-1   -1.104500000000E1
   3.767922640880E-1   -1.104500000000E1
   3.774591530510E-1   -1.104500000000E1
   3.781260420140E-1   -1.104500000000E1
   3.787929309770E-1   -1.104500000000E1
   3.794598199400E-1   -1.104500000000E1
   3.801267089030E-1   -1.104500000000E1
   3.807935978660E-1   -1.104500000000E1
   3.814604868289E-1   -1.104500000000E1
   3.821273757919E-1   -1.104500000000E1
   3.827942647549E-1   -1.104500000000E1
   3.834611537179E-1   -1.104500000000E1
   3.841280426809E-1   -1.104500000000E1
   3.847949316439E-1   -1.104500000000E1
   3.854618206069E-1   -1.104500000000E1
   3.861287095699E-1   -1.104500000000E1
   3.867955985328E-1   -1.104500000000E1
   3.874624874958E-1   -1.104500000000E1
   3.881293764588E-1   -1.104500000000E1
   3.887962654218E-1   -1.104500000000E1
   3.894631543848E-1   -1.104500000000E1
   3.901300433478E-1   -1.104500000000E1
   3.907969323108E-1   -1.104500000000E1
   3.914638212738E-1   -1.104500000000E1
   3.921307102367E-1   -1.104500000000E1
   3.927975991997E-1   -1.104500000000E1
   3.934644881627E-1   -1.104500000000E1
   3.941313771257E-1   -1.104500000000E1
   3.947982660887E-1   -1.104500000000E1
   3.954651550517E-1   -1.104500000000E1
   3.961320440147E-1   -1.104500000000E1
   3.967989329777E-1   -1.104500000000E1
   3.974658219406E-1   -1.104500000000E1
   3.981327109036E-1   -1.104500000000E1
   3.987995998666E-1   -1.104500000000E1
   3.994664888296E-1   -1.104500000000E1
   4.001333777926E-1   -1.104500000000E1
   4.008002667556E-1   -1.104500000000E1
   4.014671557186E-1   -1.104500000000E1
   4.021340446816E-1   -1.104500000000E1
   4.028009336445E-1   -1.104500000000E1
   4.034678226075E-1   -1.104500000000E1
   4.041347115705E-1   -1.104500000000E1
   4.048016005335E-1   -1.104500000000E1
   4.054684894965E-1   -1.104500000000E1
   4.061353784595E-1   -1.104500000000E1
   4.068022674225E-1   -1.104500000000E1
   4.074691563855E-1   -1.104500000000E1
   4.081360453484E-1   -1.104500000000E1
   4.088029343114E-1   -1.104500000000E1
   4.094698232744E-1   -1.104500000000E1
   4.101367122374E-1   -1.104500000000E1
   4.108036012004E-1   -1.104500000000E1
   4.114704901634E-1   -1.104500000000E1
   4.121373791264E-1   -1.104500000000E1
   4.128042680894E-1   -1.104500000000E1
   4.134711570524E-1   -1.104500000000E1
   4.141380460153E-1   -1.104500000000E1
   4.148049349783E-1   -1.104500000000E1
   4.154718239413E-1   -1.104500000000E1
   4.161387129043E-1   -1.104500000000E1
   4.168056018673E-1   -1.104500000000E1
   4.174724908303E-1   -1.104500000000E1
   4.181393797933E-1   -1.104500000000E1
   4.188062687563E-1   -1.104500000000E1
   4.194731577192E-1   -1.104500000000E1
