#             E [au]         delta_0 [1]         delta_1 [1]         delta_2 [1]         delta_3 [1]
    2.950000000000E0   2.306510339689E-1   1.468951902304E-1   2.968554448428E-2   3.030265797805E-3
    3.000000000000E0   2.278236034542E-1   1.481136454455E-1   3.060989679278E-2   3.184661894989E-3
    3.050000000000E0   2.250351012728E-1   1.492775497585E-1   3.154034937282E-2   3.343655420419E-3
    3.100000000000E0   2.222857920851E-1   1.503877517660E-1   3.247646160442E-2   3.507268121988E-3
    3.150000000000E0   2.195758920886E-1   1.514451192547E-1   3.341779581404E-2   3.675519420691E-3
    3.200000000000E0   2.169055726991E-1   1.524505364766E-1   3.436391751746E-2   3.848426460723E-3
    3.250000000000E0   2.142749631280E-1   1.534049018285E-1   3.531439575418E-2   4.026004118573E-3
    3.300000000000E0   2.116841542583E-1   1.543091255060E-1   3.626880331321E-2   4.208265038218E-3
    3.350000000000E0   2.091332016787E-1   1.551641274066E-1   3.722671695237E-2   4.395219599316E-3
    3.400000000000E0   2.066221276620E-1   1.559708351693E-1   3.818771767216E-2   4.586875982022E-3
    3.450000000000E0   2.041509242123E-1   1.567301823685E-1   3.915139095530E-2   4.783240201757E-3
    3.500000000000E0   2.017195544151E-1   1.574431067256E-1   4.011732693365E-2   4.984316080565E-3
    3.550000000000E0   1.993279547744E-1   1.581105485745E-1   4.108512069575E-2   5.190105306262E-3
    3.600000000000E0   1.969760376171E-1   1.587334494104E-1   4.205437233531E-2   5.400607461097E-3
    3.650000000000E0   1.946636920666E-1   1.593127505005E-1   4.302468722258E-2   5.615820018557E-3
    3.700000000000E0   1.923907861380E-1   1.598493916651E-1   4.399567620205E-2   5.835738401267E-3
    3.750000000000E0   1.901571681124E-1   1.603443100837E-1   4.496695569718E-2   6.060355943887E-3
    3.800000000000E0   1.879626671309E-1   1.607984392831E-1   4.593814791214E-2   6.289664030497E-3
    3.850000000000E0   1.858070951950E-1   1.612127080974E-1   4.690888095378E-2   6.523651999530E-3
    3.900000000000E0   1.836902484775E-1   1.615880398281E-1   4.787878895235E-2   6.762307259979E-3
    3.950000000000E0   1.816119076966E-1   1.619253514193E-1   4.884751222010E-2   7.005615264933E-3
    4.000000000000E0   1.795718402150E-1   1.622255527035E-1   4.981469736253E-2   7.253559563696E-3
    4.050000000000E0   1.775697992479E-1   1.624895457109E-1   5.077999738340E-2   7.506121823931E-3
    4.100000000000E0   1.756055259435E-1   1.627182240981E-1   5.174307178303E-2   7.763281874861E-3
    4.150000000000E0   1.736787502264E-1   1.629124725416E-1   5.270358666083E-2   8.025017707978E-3
    4.200000000000E0   1.717891909832E-1   1.630731662802E-1   5.366121476061E-2   8.291305536045E-3
    4.250000000000E0   1.699365571959E-1   1.632011706590E-1   5.461563561880E-2   8.562119794888E-3
    4.300000000000E0   1.681205485252E-1   1.632973407365E-1   5.556653555246E-2   8.837433186408E-3
    4.350000000000E0   1.663408552955E-1   1.633625209147E-1   5.651360779792E-2   9.117216723694E-3
    4.400000000000E0   1.645971597017E-1   1.633975446328E-1   5.745655248389E-2   9.401439741356E-3
    4.450000000000E0   1.628891364012E-1   1.634032341131E-1   5.839507674327E-2   9.690069921952E-3
    4.500000000000E0   1.612164528453E-1   1.633804001322E-1   5.932889469735E-2   9.983073368779E-3
    4.550000000000E0   1.595787698839E-1   1.633298417873E-1   6.025772753377E-2   1.028041455240E-2
    4.600000000000E0   1.579757415172E-1   1.632523463513E-1   6.118130351361E-2   1.058205644179E-2
    4.650000000000E0   1.564070160224E-1   1.631486891522E-1   6.209935797068E-2   1.088796046834E-2
    4.700000000000E0   1.548722364450E-1   1.630196333962E-1   6.301163333779E-2   1.119808658517E-2
    4.750000000000E0   1.533710404612E-1   1.628659301674E-1   6.391787915358E-2   1.151239329178E-2
    4.800000000000E0   1.519030611897E-1   1.626883183028E-1   6.481785206445E-2   1.183083765892E-2
    4.850000000000E0   1.504679274346E-1   1.624875243772E-1   6.571131580107E-2   1.215337537646E-2
    4.900000000000E0   1.490652634087E-1   1.622642626634E-1   6.659804118684E-2   1.247996076732E-2
    4.950000000000E0   1.476946896756E-1   1.620192351346E-1   6.747780611178E-2   1.281054684324E-2
    5.000000000000E0   1.463558234549E-1   1.617531314986E-1   6.835039549428E-2   1.314508532332E-2
    5.050000000000E0   1.450482787989E-1   1.614666291850E-1   6.921560126025E-2   1.348352665745E-2
    5.100000000000E0   1.437716668703E-1   1.611603934293E-1   7.007322233816E-2   1.382582006500E-2
    5.150000000000E0   1.425255956976E-1   1.608350772865E-1   7.092306458757E-2   1.417191358017E-2
    5.200000000000E0   1.413096709729E-1   1.604913217375E-1   7.176494074923E-2   1.452175405927E-2
    5.250000000000E0   1.401234963842E-1   1.601297557218E-1   7.259867045179E-2   1.487528725470E-2
    5.300000000000E0   1.389666733624E-1   1.597509962664E-1   7.342408008272E-2   1.523245780893E-2
    5.350000000000E0   1.378388019533E-1   1.593556485684E-1   7.424100281380E-2   1.559320928992E-2
    5.400000000000E0   1.367394803543E-1   1.589443060747E-1   7.504927847826E-2   1.595748424039E-2
    5.450000000000E0   1.356683052049E-1   1.585175506110E-1   7.584875354766E-2   1.632522421075E-2
    5.500000000000E0   1.346248720204E-1   1.580759525019E-1   7.663928105666E-2   1.669636975724E-2
    5.550000000000E0   1.336087754905E-1   1.576200706869E-1   7.742072052425E-2   1.707086055395E-2
    5.600000000000E0   1.326196094895E-1   1.571504528435E-1   7.819293788129E-2   1.744863531924E-2
    5.650000000000E0   1.316569673913E-1   1.566676355195E-1   7.895580543087E-2   1.782963192100E-2
    5.700000000000E0   1.307204415607E-1   1.561721442727E-1   7.970920172898E-2   1.821378739228E-2
    5.750000000000E0   1.298096246462E-1   1.556644938083E-1   8.045301151301E-2   1.860103795094E-2
    5.800000000000E0   1.289241086084E-1   1.551451881049E-1   8.118712564716E-2   1.899131904726E-2
    5.850000000000E0   1.280634859017E-1   1.546147205794E-1   8.191144100330E-2   1.938456540619E-2
    5.900000000000E0   1.272273490375E-1   1.540735742247E-1   8.262586039899E-2   1.978071099181E-2
    5.950000000000E0   1.264152908545E-1   1.535222217415E-1   8.333029249777E-2   2.017968914447E-2
    6.000000000000E0   1.256269043990E-1   1.529611257096E-1   8.402465171865E-2   2.058143252417E-2
    6.050000000000E0   1.248617834032E-1   1.523907387045E-1   8.470885817499E-2   2.098587317140E-2
    6.100000000000E0   1.241195224783E-1   1.518115034948E-1   8.538283751749E-2   2.139294256942E-2
    6.150000000000E0   1.233997171350E-1   1.512238531525E-1   8.604652090518E-2   2.180257162179E-2
    6.200000000000E0   1.227019638671E-1   1.506282112021E-1   8.669984487608E-2   2.221469071668E-2
    6.250000000000E0   1.220258603149E-1   1.500249918068E-1   8.734275126715E-2   2.262922974610E-2
    6.300000000000E0   1.213710051535E-1   1.494145998731E-1   8.797518710427E-2   2.304611814365E-2
    6.350000000000E0   1.207369984188E-1   1.487974312200E-1   8.859710450282E-2   2.346528490326E-2
    6.400000000000E0   1.201234420082E-1   1.481738727314E-1   8.920846058218E-2   2.388665863055E-2
    6.450000000000E0   1.195299392801E-1   1.475443025053E-1   8.980921737574E-2   2.431016753512E-2
    6.500000000000E0   1.189560953533E-1   1.469090899763E-1   9.039934169376E-2   2.473573948985E-2
    6.550000000000E0   1.184015169383E-1   1.462685960956E-1   9.097880506316E-2   2.516330206937E-2
    6.600000000000E0   1.178658127498E-1   1.456231734327E-1   9.154758361353E-2   2.559278252999E-2
    6.650000000000E0   1.173485936487E-1   1.449731663542E-1   9.210565797630E-2   2.602410791593E-2
    6.700000000000E0   1.168494729030E-1   1.443189111622E-1   9.265301315485E-2   2.645720499968E-2
    6.750000000000E0   1.163680656312E-1   1.436607361998E-1   9.318963851548E-2   2.689200036973E-2
    6.800000000000E0   1.159039895949E-1   1.429989620293E-1   9.371552755417E-2   2.732842044745E-2
    6.850000000000E0   1.154568646801E-1   1.423339015400E-1   9.423067793020E-2   2.776639149094E-2
    6.900000000000E0   1.150263132992E-1   1.416658601087E-1   9.473509128358E-2   2.820583966280E-2
    6.950000000000E0   1.146119608760E-1   1.409951356858E-1   9.522877315035E-2   2.864669101335E-2
    7.000000000000E0   1.142134353632E-1   1.403220189952E-1   9.571173289573E-2   2.908887155191E-2
    7.050000000000E0   1.138303675501E-1   1.396467936101E-1   9.618398358204E-2   2.953230721410E-2
    7.100000000000E0   1.134623908723E-1   1.389697360808E-1   9.664554187020E-2   2.997692394521E-2
    7.150000000000E0   1.131091417197E-1   1.382911161017E-1   9.709642798790E-2   3.042264770629E-2
    7.200000000000E0   1.127702598634E-1   1.376111965907E-1   9.753666552753E-2   3.086940449126E-2
    7.250000000000E0   1.124453880503E-1   1.369302338311E-1   9.796628144495E-2   3.131712036133E-2
    7.300000000000E0   1.121341720979E-1   1.362484775919E-1   9.838530591793E-2   3.176572144049E-2
    7.350000000000E0   1.118362612622E-1   1.355661712392E-1   9.879377226344E-2   3.221513400856E-2
    7.400000000000E0   1.115513078282E-1   1.348835518606E-1   9.919171684334E-2   3.266528443097E-2
    7.450000000000E0   1.112789674212E-1   1.342008503666E-1   9.957917898773E-2   3.311609927263E-2
    7.500000000000E0   1.110188996738E-1   1.335182916007E-1   9.995620089901E-2   3.356750527019E-2
    7.550000000000E0   1.107707672476E-1   1.328360944824E-1   1.003228275382E-1   3.401942934402E-2
    7.600000000000E0   1.105342366292E-1   1.321544720791E-1   1.006791065659E-1   3.447179867131E-2
    7.650000000000E0   1.103089776166E-1   1.314736317154E-1   1.010250882489E-1   3.492454065432E-2
    7.700000000000E0   1.100946637017E-1   1.307937750984E-1   1.013608253937E-1   3.537758298026E-2
    7.750000000000E0   1.098909724451E-1   1.301150983976E-1   1.016863731999E-1   3.583085363285E-2
    7.800000000000E0   1.096975850241E-1   1.294377923809E-1   1.020017892434E-1   3.628428089355E-2
    7.850000000000E0   1.095141863319E-1   1.287620424522E-1   1.023071333738E-1   3.673779337838E-2
    7.900000000000E0   1.093404653286E-1   1.280880288236E-1   1.026024676137E-1   3.719132007221E-2
    7.950000000000E0   1.091761144717E-1   1.274159265496E-1   1.028878561103E-1   3.764479031419E-2
    8.000000000000E0   1.090208304297E-1   1.267459056547E-1   1.031633650308E-1   3.809813384496E-2
    8.050000000000E0   1.088743139794E-1   1.260781312078E-1   1.034290625130E-1   3.855128082379E-2
    8.100000000000E0   1.087362696972E-1   1.254127634305E-1   1.036850185549E-1   3.900416181682E-2
    8.150000000000E0   1.086064063976E-1   1.247499577757E-1   1.039313049644E-1   3.945670785711E-2
    8.200000000000E0   1.084844366504E-1   1.240898650083E-1   1.041679952829E-1   3.990885042983E-2
    8.250000000000E0   1.083700771462E-1   1.234326312956E-1   1.043951647292E-1   4.036052151278E-2
    8.300000000000E0   1.082630490456E-1   1.227783982938E-1   1.046128900891E-1   4.081165357952E-2
    8.350000000000E0   1.081630774793E-1   1.221273032347E-1   1.048212496791E-1   4.126217960789E-2
    8.400000000000E0   1.080698916538E-1   1.214794790025E-1   1.050203232728E-1   4.171203311991E-2
    8.450000000000E0   1.079832251571E-1   1.208350542098E-1   1.052101920141E-1   4.216114817338E-2
    8.500000000000E0   1.079028153704E-1   1.201941532733E-1   1.053909383967E-1   4.260945939363E-2
    8.550000000000E0   1.078284041542E-1   1.195568965024E-1   1.055626461566E-1   4.305690197330E-2
    8.600000000000E0   1.077597377105E-1   1.189234001615E-1   1.057254002251E-1   4.350341171006E-2
    8.650000000000E0   1.076965662799E-1   1.182937765514E-1   1.058792866891E-1   4.394892500115E-2
    8.700000000000E0   1.076386445201E-1   1.176681340848E-1   1.060243926782E-1   4.439337884505E-2
    8.750000000000E0   1.075857310192E-1   1.170465773404E-1   1.061608063582E-1   4.483671088365E-2
    8.800000000000E0   1.075375885838E-1   1.164292071584E-1   1.062886168754E-1   4.527885940220E-2
    8.850000000000E0   1.074939848152E-1   1.158161206869E-1   1.064079142487E-1   4.571976333862E-2
    8.900000000000E0   1.074546910794E-1   1.152074114589E-1   1.065187893620E-1   4.615936229669E-2
    8.950000000000E0   1.074194831034E-1   1.146031694549E-1   1.066213338946E-1   4.659759655724E-2
    9.000000000000E0   1.073881409823E-1   1.140034811795E-1   1.067156402630E-1   4.703440709029E-2
    9.050000000000E0   1.073604486642E-1   1.134084297083E-1   1.068018015922E-1   4.746973556557E-2
    9.100000000000E0   1.073361945646E-1   1.128180947606E-1   1.068799116514E-1   4.790352435959E-2
    9.150000000000E0   1.073151714371E-1   1.122325527505E-1   1.069500647978E-1   4.833571657442E-2
    9.200000000000E0   1.072971760349E-1   1.116518768677E-1   1.070123559487E-1   4.876625602658E-2
    9.250000000000E0   1.072820094858E-1   1.110761371215E-1   1.070668804971E-1   4.919508729363E-2
    9.300000000000E0   1.072694767093E-1   1.105054004006E-1   1.071137343248E-1   4.962215567017E-2
    9.350000000000E0   1.072593870110E-1   1.099397305330E-1   1.071530137260E-1   5.004740721941E-2
    9.400000000000E0   1.072515539728E-1   1.093791883405E-1   1.071848153593E-1   5.047078876105E-2
    9.450000000000E0   1.072457950791E-1   1.088238316938E-1   1.072092362075E-1   5.089224790240E-2
    9.500000000000E0   1.072419319699E-1   1.082737155767E-1   1.072263735511E-1   5.131173299091E-2
    9.550000000000E0   1.072397904695E-1   1.077288921311E-1   1.072363249212E-1   5.172919318436E-2
    9.600000000000E0   1.072392000940E-1   1.071894106997E-1   1.072391880713E-1   5.214457841378E-2
    9.650000000000E0   1.072399945938E-1   1.066553179026E-1   1.072350609222E-1   5.255783941621E-2
    9.700000000000E0   1.072420118579E-1   1.061266576662E-1   1.072240415395E-1   5.296892772280E-2
    9.750000000000E0   1.072450935302E-1   1.056034712836E-1   1.072062280881E-1   5.337779565817E-2
    9.800000000000E0   1.072490853705E-1   1.050857974711E-1   1.071817187992E-1   5.378439637655E-2
    9.850000000000E0   1.072538367057E-1   1.045736723907E-1   1.071506119579E-1   5.418868382145E-2
    9.900000000000E0   1.072592009059E-1   1.040671297388E-1   1.071130058515E-1   5.459061277670E-2
    9.950000000000E0   1.072650353668E-1   1.035662007480E-1   1.070689987416E-1   5.499013883000E-2
    1.000000000000E1   1.072712010617E-1   1.030709142682E-1   1.070186888214E-1   5.538721840447E-2
    1.005000000000E1   1.072775627977E-1   1.025812967974E-1   1.069621742102E-1   5.578180874614E-2
    1.010000000000E1   1.072839892187E-1   1.020973725318E-1   1.068995529165E-1   5.617386793193E-2
    1.015000000000E1   1.072903522999E-1   1.016191634019E-1   1.068309228113E-1   5.656335486198E-2
    1.020000000000E1   1.072965280504E-1   1.011466891347E-1   1.067563815900E-1   5.695022928425E-2
    1.025000000000E1   1.073023959642E-1   1.006799672635E-1   1.066760267568E-1   5.733445177850E-2
    1.030000000000E1   1.073078391210E-1   1.002190132107E-1   1.065899556091E-1   5.771598375417E-2
    1.035000000000E1   1.073127442371E-1   9.976384030359E-2   1.064982651789E-1   5.809478746506E-2
    1.040000000000E1   1.073170012442E-1   9.931445981502E-2   1.064010522488E-1   5.847082599959E-2
    1.045000000000E1   1.073205036752E-1   9.887088102259E-2   1.062984133203E-1   5.884406328772E-2
    1.050000000000E1   1.073231486644E-1   9.843311123162E-2   1.061904445807E-1   5.921446410448E-2
    1.055000000000E1   1.073248365152E-1   9.800115581586E-2   1.060772418681E-1   5.958199404948E-2
    1.060000000000E1   1.073254709084E-1   9.757501827459E-2   1.059589006876E-1   5.994661958168E-2
    1.065000000000E1   1.073249588680E-1   9.715470024187E-2   1.058355161721E-1   6.030830797231E-2
    1.070000000000E1   1.073232105503E-1   9.674020155194E-2   1.057071830591E-1   6.066702734731E-2
    1.075000000000E1   1.073201393089E-1   9.633152026613E-2   1.055739956835E-1   6.102274666061E-2
    1.080000000000E1   1.073156617678E-1   9.592865269047E-2   1.054360479444E-1   6.137543570683E-2
    1.085000000000E1   1.073096975881E-1   9.553159345674E-2   1.052934333160E-1   6.172506511285E-2
    1.090000000000E1   1.073021696196E-1   9.514033551754E-2   1.051462447831E-1   6.207160632489E-2
    1.095000000000E1   1.072930034538E-1   9.475487019583E-2   1.049945748875E-1   6.241503161962E-2
    1.100000000000E1   1.072821277602E-1   9.437518722896E-2   1.048385156669E-1   6.275531410551E-2
    1.105000000000E1   1.072694743515E-1   9.400127478343E-2   1.046781586582E-1   6.309242771833E-2
    1.110000000000E1   1.072549777069E-1   9.363311951432E-2   1.045135948653E-1   6.342634719435E-2
    1.115000000000E1   1.072385751922E-1   9.327070658341E-2   1.043449147724E-1   6.375704811427E-2
    1.120000000000E1   1.072202070048E-1   9.291401968765E-2   1.041722083188E-1   6.408450683997E-2
    1.125000000000E1   1.071998160033E-1   9.256304110378E-2   1.039955648884E-1   6.440870056026E-2
    1.130000000000E1   1.071773477109E-1   9.221775172414E-2   1.038150732950E-1   6.472960726776E-2
    1.135000000000E1   1.071527504261E-1   9.187813106413E-2   1.036308217600E-1   6.504720576683E-2
    1.140000000000E1   1.071259749837E-1   9.154415732935E-2   1.034428979275E-1   6.536147563689E-2
    1.145000000000E1   1.070969748844E-1   9.121580742794E-2   1.032513888269E-1   6.567239725814E-2
    1.150000000000E1   1.070657058390E-1   9.089305698625E-2   1.030563808903E-1   6.597995181256E-2
    1.155000000000E1   1.070321263051E-1   9.057588041850E-2   1.028579599197E-1   6.628412124139E-2
    1.160000000000E1   1.069961970765E-1   9.026425092451E-2   1.026562110950E-1   6.658488828789E-2
    1.165000000000E1   1.069578813075E-1   8.995814052878E-2   1.024512189409E-1   6.688223645243E-2
    1.170000000000E1   1.069171444814E-1   8.965752011719E-2   1.022430673515E-1   6.717615002338E-2
    1.175000000000E1   1.068739544052E-1   8.936235945756E-2   1.020318395596E-1   6.746661401490E-2
    1.180000000000E1   1.068282810407E-1   8.907262724081E-2   1.018176181288E-1   6.775361423721E-2
    1.185000000000E1   1.067800965098E-1   8.878829108413E-2   1.016004849716E-1   6.803713722422E-2
    1.190000000000E1   1.067293751965E-1   8.850931759187E-2   1.013805213110E-1   6.831717027064E-2
    1.195000000000E1   1.066760935312E-1   8.823567236585E-2   1.011578076959E-1   6.859370141840E-2
    1.200000000000E1   1.066202300351E-1   8.796732002535E-2   1.009324239696E-1   6.886671941042E-2
    1.205000000000E1   1.065617651813E-1   8.770422426472E-2   1.007044493058E-1   6.913621373758E-2
    1.210000000000E1   1.065006813553E-1   8.744634784556E-2   1.004739621709E-1   6.940217462371E-2
    1.215000000000E1   1.064369629972E-1   8.719365263710E-2   1.002410403310E-1   6.966459298227E-2
    1.220000000000E1   1.063705963776E-1   8.694609965630E-2   1.000057608204E-1   6.992346044382E-2
    1.225000000000E1   1.063015695957E-1   8.670364906736E-2   9.976819999308E-2   7.017876935380E-2
    1.230000000000E1   1.062298725354E-1   8.646626024692E-2   9.952843347168E-2   7.043051272158E-2
    1.235000000000E1   1.061554969790E-1   8.623389175557E-2   9.928653615395E-2   7.067868426404E-2
    1.240000000000E1   1.060784360565E-1   8.600650141061E-2   9.904258223666E-2   7.092327837932E-2
    1.245000000000E1   1.059986849083E-1   8.578404629102E-2   9.879664516896E-2   7.116429012766E-2
    1.250000000000E1   1.059162401895E-1   8.556648277537E-2   9.854879766534E-2   7.140171524633E-2
    1.255000000000E1   1.058311001903E-1   8.535376652566E-2   9.829911172830E-2   7.163555012822E-2
    1.260000000000E1   1.057432646742E-1   8.514585258191E-2   9.804765861574E-2   7.186579179396E-2
    1.265000000000E1   1.056527348782E-1   8.494269531341E-2   9.779450884626E-2   7.209243794438E-2
    1.270000000000E1   1.055595136271E-1   8.474424849361E-2   9.753973220991E-2   7.231548689633E-2
    1.275000000000E1   1.054636051239E-1   8.455046530130E-2   9.728339774045E-2   7.253493760535E-2
    1.280000000000E1   1.053650149190E-1   8.436129834719E-2   9.702557375129E-2   7.275078963856E-2
    1.285000000000E1   1.052637500754E-1   8.417669969752E-2   9.676632778805E-2   7.296304317072E-2
    1.290000000000E1   1.051598188566E-1   8.399662089575E-2   9.650572667449E-2   7.317169900202E-2
    1.295000000000E1   1.050532306332E-1   8.382101298709E-2   9.624383648227E-2   7.337675852180E-2
    1.300000000000E1   1.049439962961E-1   8.364982654026E-2   9.598072253422E-2   7.357822370297E-2
    1.305000000000E1   1.048321278382E-1   8.348301167358E-2   9.571644940311E-2   7.377609711353E-2
    1.310000000000E1   1.047176384640E-1   8.332051805937E-2   9.545108092980E-2   7.397038188379E-2
    1.315000000000E1   1.046005424528E-1   8.316229497274E-2   9.518468019614E-2   7.416108171561E-2
    1.320000000000E1   1.044808551476E-1   8.300829128447E-2   9.491730954412E-2   7.434820087279E-2
    1.325000000000E1   1.043585930763E-1   8.285845550792E-2   9.464903057541E-2   7.453174417170E-2
    1.330000000000E1   1.042337737382E-1   8.271273578766E-2   9.437990412017E-2   7.471171696321E-2
    1.335000000000E1   1.041064156161E-1   8.257107996090E-2   9.410999029888E-2   7.488812514705E-2
    1.340000000000E1   1.039765382884E-1   8.243343554182E-2   9.383934846442E-2   7.506097512978E-2
    1.345000000000E1   1.038441621853E-1   8.229974976995E-2   9.356803722826E-2   7.523027385791E-2
    1.350000000000E1   1.037093084504E-1   8.216996958881E-2   9.329611447169E-2   7.539602877939E-2
    1.355000000000E1   1.035719993847E-1   8.204404171529E-2   9.302363732433E-2   7.555824785000E-2
    1.360000000000E1   1.034322580288E-1   8.192191262330E-2   9.275066216978E-2   7.571693951606E-2
    1.365000000000E1   1.032901082231E-1   8.180352858055E-2   9.247724467238E-2   7.587211271183E-2
    1.370000000000E1   1.031455747367E-1   8.168883565715E-2   9.220343973050E-2   7.602377684481E-2
    1.375000000000E1   1.029986827427E-1   8.157777974644E-2   9.192930153752E-2   7.617194181617E-2
    1.380000000000E1   1.028494584739E-1   8.147030658760E-2   9.165488353462E-2   7.631661796632E-2
    1.385000000000E1   1.026979287417E-1   8.136636177233E-2   9.138023842882E-2   7.645781610821E-2
