#             R [au]        psi_0 [a.u.]        psi_1 [a.u.]
    1.536051201707E0   6.457505589894E-3  -4.117509516255E-2
    1.536717890596E0   6.420302513602E-3  -4.101131100164E-2
    1.537384579486E0   6.383314260699E-3  -4.084818268569E-2
    1.538051268376E0   6.346539587307E-3  -4.068570756599E-2
    1.538717957265E0   6.309977256773E-3  -4.052388300463E-2
    1.539384646155E0   6.273626039631E-3  -4.036270637448E-2
    1.540051335045E0   6.237484713555E-3  -4.020217505914E-2
    1.540718023934E0   6.201552063322E-3  -4.004228645290E-2
    1.541384712824E0   6.165826880767E-3  -3.988303796065E-2
    1.542051401713E0   6.130307964742E-3  -3.972442699793E-2
    1.542718090603E0   6.094994121079E-3  -3.956645099078E-2
    1.543384779493E0   6.059884162544E-3  -3.940910737577E-2
    1.544051468382E0   6.024976908801E-3  -3.925239359993E-2
    1.544718157272E0   5.990271186369E-3  -3.909630712071E-2
    1.545384846162E0   5.955765828582E-3  -3.894084540593E-2
    1.546051535051E0   5.921459675551E-3  -3.878600593374E-2
    1.546718223941E0   5.887351574125E-3  -3.863178619260E-2
    1.547384912830E0   5.853440377847E-3  -3.847818368121E-2
    1.548051601720E0   5.819724946921E-3  -3.832519590845E-2
    1.548718290610E0   5.786204148170E-3  -3.817282039340E-2
    1.549384979499E0   5.752876854997E-3  -3.802105466525E-2
    1.550051668389E0   5.719741947348E-3  -3.786989626325E-2
    1.550718357279E0   5.686798311674E-3  -3.771934273670E-2
    1.551385046168E0   5.654044840889E-3  -3.756939164492E-2
    1.552051735058E0   5.621480434341E-3  -3.742004055714E-2
    1.552718423947E0   5.589103997766E-3  -3.727128705254E-2
    1.553385112837E0   5.556914443254E-3  -3.712312872015E-2
    1.554051801727E0   5.524910689212E-3  -3.697556315885E-2
    1.554718490616E0   5.493091660329E-3  -3.682858797730E-2
    1.555385179506E0   5.461456287535E-3  -3.668220079391E-2
    1.556051868396E0   5.430003507967E-3  -3.653639923680E-2
    1.556718557285E0   5.398732264936E-3  -3.639118094377E-2
    1.557385246175E0   5.367641507886E-3  -3.624654356224E-2
    1.558051935065E0   5.336730192358E-3  -3.610248474922E-2
    1.558718623954E0   5.305997279960E-3  -3.595900217128E-2
    1.559385312844E0   5.275441738328E-3  -3.581609350449E-2
    1.560052001733E0   5.245062541089E-3  -3.567375643440E-2
    1.560718690623E0   5.214858667829E-3  -3.553198865599E-2
    1.561385379513E0   5.184829104059E-3  -3.539078787363E-2
    1.562052068402E0   5.154972841177E-3  -3.525015180106E-2
    1.562718757292E0   5.125288876437E-3  -3.511007816132E-2
    1.563385446182E0   5.095776212914E-3  -3.497056468673E-2
    1.564052135071E0   5.066433859467E-3  -3.483160911885E-2
    1.564718823961E0   5.037260830711E-3  -3.469320920845E-2
    1.565385512850E0   5.008256146978E-3  -3.455536271546E-2
    1.566052201740E0   4.979418834288E-3  -3.441806740893E-2
    1.566718890630E0   4.950747924312E-3  -3.428132106700E-2
    1.567385579519E0   4.922242454343E-3  -3.414512147687E-2
    1.568052268409E0   4.893901467260E-3  -3.400946643473E-2
    1.568718957299E0   4.865724011496E-3  -3.387435374577E-2
    1.569385646188E0   4.837709141009E-3  -3.373978122410E-2
    1.570052335078E0   4.809855915244E-3  -3.360574669276E-2
    1.570719023967E0   4.782163399107E-3  -3.347224798361E-2
    1.571385712857E0   4.754630662927E-3  -3.333928293738E-2
    1.572052401747E0   4.727256782432E-3  -3.320684940358E-2
    1.572719090636E0   4.700040838710E-3  -3.307494524046E-2
    1.573385779526E0   4.672981918182E-3  -3.294356831500E-2
    1.574052468416E0   4.646079112571E-3  -3.281271650288E-2
    1.574719157305E0   4.619331518869E-3  -3.268238768841E-2
    1.575385846195E0   4.592738239308E-3  -3.255257976450E-2
    1.576052535085E0   4.566298381330E-3  -3.242329063267E-2
    1.576719223974E0   4.540011057553E-3  -3.229451820296E-2
    1.577385912864E0   4.513875385745E-3  -3.216626039391E-2
    1.578052601753E0   4.487890488794E-3  -3.203851513254E-2
    1.578719290643E0   4.462055494674E-3  -3.191128035432E-2
    1.579385979533E0   4.436369536419E-3  -3.178455400309E-2
    1.580052668422E0   4.410831752094E-3  -3.165833403109E-2
    1.580719357312E0   4.385441284761E-3  -3.153261839887E-2
    1.581386046202E0   4.360197282458E-3  -3.140740507528E-2
    1.582052735091E0   4.335098898160E-3  -3.128269203743E-2
    1.582719423981E0   4.310145289758E-3  -3.115847727069E-2
    1.583386112870E0   4.285335620030E-3  -3.103475876858E-2
    1.584052801760E0   4.260669056605E-3  -3.091153453282E-2
    1.584719490650E0   4.236144771946E-3  -3.078880257323E-2
    1.585386179539E0   4.211761943312E-3  -3.066656090774E-2
    1.586052868429E0   4.187519752735E-3  -3.054480756234E-2
    1.586719557319E0   4.163417386992E-3  -3.042354057105E-2
    1.587386246208E0   4.139454037577E-3  -3.030275797587E-2
    1.588052935098E0   4.115628900671E-3  -3.018245782678E-2
    1.588719623987E0   4.091941177119E-3  -3.006263818168E-2
    1.589386312877E0   4.068390072400E-3  -2.994329710637E-2
    1.590053001767E0   4.044974796602E-3  -2.982443267452E-2
    1.590719690656E0   4.021694564392E-3  -2.970604296761E-2
    1.591386379546E0   3.998548594992E-3  -2.958812607495E-2
    1.592053068436E0   3.975536112152E-3  -2.947068009358E-2
    1.592719757325E0   3.952656344124E-3  -2.935370312832E-2
    1.593386446215E0   3.929908523634E-3  -2.923719329165E-2
    1.594053135105E0   3.907291887859E-3  -2.912114870375E-2
    1.594719823994E0   3.884805678397E-3  -2.900556749243E-2
    1.595386512884E0   3.862449141245E-3  -2.889044779312E-2
    1.596053201773E0   3.840221526772E-3  -2.877578774881E-2
    1.596719890663E0   3.818122089694E-3  -2.866158551004E-2
    1.597386579553E0   3.796150089046E-3  -2.854783923487E-2
    1.598053268442E0   3.774304788162E-3  -2.843454708885E-2
    1.598719957332E0   3.752585454644E-3  -2.832170724497E-2
    1.599386646222E0   3.730991360344E-3  -2.820931788365E-2
    1.600053335111E0   3.709521781331E-3  -2.809737719270E-2
    1.600720024001E0   3.688175997875E-3  -2.798588336731E-2
    1.601386712890E0   3.666953294417E-3  -2.787483460996E-2
    1.602053401780E0   3.645852959545E-3  -2.776422913047E-2
    1.602720090670E0   3.624874285973E-3  -2.765406514591E-2
    1.603386779559E0   3.604016570515E-3  -2.754434088061E-2
    1.604053468449E0   3.583279114060E-3  -2.743505456609E-2
    1.604720157339E0   3.562661221550E-3  -2.732620444107E-2
    1.605386846228E0   3.542162201958E-3  -2.721778875141E-2
    1.606053535118E0   3.521781368259E-3  -2.710980575009E-2
    1.606720224007E0   3.501518037412E-3  -2.700225369721E-2
    1.607386912897E0   3.481371530337E-3  -2.689513085989E-2
    1.608053601787E0   3.461341171887E-3  -2.678843551234E-2
    1.608720290676E0   3.441426290830E-3  -2.668216593572E-2
    1.609386979566E0   3.421626219823E-3  -2.657632041822E-2
    1.610053668456E0   3.401940295392E-3  -2.647089725494E-2
    1.610720357345E0   3.382367857908E-3  -2.636589474791E-2
    1.611387046235E0   3.362908251565E-3  -2.626131120608E-2
    1.612053735125E0   3.343560824357E-3  -2.615714494522E-2
    1.612720424014E0   3.324324928057E-3  -2.605339428796E-2
    1.613387112904E0   3.305199918196E-3  -2.595005756374E-2
    1.614053801793E0   3.286185154036E-3  -2.584713310877E-2
    1.614720490683E0   3.267279998556E-3  -2.574461926601E-2
    1.615387179573E0   3.248483818425E-3  -2.564251438516E-2
    1.616053868462E0   3.229795983982E-3  -2.554081682259E-2
    1.616720557352E0   3.211215869213E-3  -2.543952494137E-2
    1.617387246242E0   3.192742851734E-3  -2.533863711118E-2
    1.618053935131E0   3.174376312766E-3  -2.523815170835E-2
    1.618720624021E0   3.156115637116E-3  -2.513806711575E-2
    1.619387312910E0   3.137960213154E-3  -2.503838172285E-2
    1.620054001800E0   3.119909432796E-3  -2.493909392564E-2
    1.620720690690E0   3.101962691480E-3  -2.484020212662E-2
    1.621387379579E0   3.084119388146E-3  -2.474170473475E-2
    1.622054068469E0   3.066378925218E-3  -2.464360016546E-2
    1.622720757359E0   3.048740708580E-3  -2.454588684062E-2
    1.623387446248E0   3.031204147560E-3  -2.444856318846E-2
    1.624054135138E0   3.013768654907E-3  -2.435162764362E-2
    1.624720824027E0   2.996433646772E-3  -2.425507864708E-2
    1.625387512917E0   2.979198542689E-3  -2.415891464612E-2
    1.626054201807E0   2.962062765553E-3  -2.406313409435E-2
    1.626720890696E0   2.945025741603E-3  -2.396773545161E-2
    1.627387579586E0   2.928086900403E-3  -2.387271718403E-2
    1.628054268476E0   2.911245674820E-3  -2.377807776391E-2
    1.628720957365E0   2.894501501005E-3  -2.368381566977E-2
    1.629387646255E0   2.877853818377E-3  -2.358992938631E-2
    1.630054335145E0   2.861302069601E-3  -2.349641740434E-2
    1.630721024034E0   2.844845700571E-3  -2.340327822081E-2
    1.631387712924E0   2.828484160389E-3  -2.331051033876E-2
    1.632054401813E0   2.812216901349E-3  -2.321811226727E-2
    1.632721090703E0   2.796043378917E-3  -2.312608252150E-2
    1.633387779593E0   2.779963051713E-3  -2.303441962261E-2
    1.634054468482E0   2.763975381491E-3  -2.294312209774E-2
    1.634721157372E0   2.748079833124E-3  -2.285218848003E-2
    1.635387846262E0   2.732275874583E-3  -2.276161730853E-2
    1.636054535151E0   2.716562976920E-3  -2.267140712822E-2
    1.636721224041E0   2.700940614252E-3  -2.258155648999E-2
    1.637387912930E0   2.685408263739E-3  -2.249206395059E-2
    1.638054601820E0   2.669965405571E-3  -2.240292807260E-2
    1.638721290710E0   2.654611522945E-3  -2.231414742444E-2
    1.639387979599E0   2.639346102055E-3  -2.222572058034E-2
    1.640054668489E0   2.624168632065E-3  -2.213764612029E-2
    1.640721357379E0   2.609078605102E-3  -2.204992263002E-2
    1.641388046268E0   2.594075516231E-3  -2.196254870100E-2
    1.642054735158E0   2.579158863441E-3  -2.187552293042E-2
    1.642721424047E0   2.564328147627E-3  -2.178884392112E-2
    1.643388112937E0   2.549582872577E-3  -2.170251028163E-2
    1.644054801827E0   2.534922544947E-3  -2.161652062608E-2
    1.644721490716E0   2.520346674254E-3  -2.153087357424E-2
    1.645388179606E0   2.505854772852E-3  -2.144556775145E-2
    1.646054868496E0   2.491446355920E-3  -2.136060178864E-2
    1.646721557385E0   2.477120941442E-3  -2.127597432224E-2
    1.647388246275E0   2.462878050193E-3  -2.119168399424E-2
    1.648054935165E0   2.448717205724E-3  -2.110772945212E-2
    1.648721624054E0   2.434637934343E-3  -2.102410934881E-2
    1.649388312944E0   2.420639765099E-3  -2.094082234272E-2
    1.650055001833E0   2.406722229770E-3  -2.085786709768E-2
    1.650721690723E0   2.392884862842E-3  -2.077524228293E-2
    1.651388379613E0   2.379127201497E-3  -2.069294657309E-2
    1.652055068502E0   2.365448785596E-3  -2.061097864816E-2
    1.652721757392E0   2.351849157663E-3  -2.052933719345E-2
    1.653388446282E0   2.338327862870E-3  -2.044802089961E-2
    1.654055135171E0   2.324884449022E-3  -2.036702846261E-2
    1.654721824061E0   2.311518466541E-3  -2.028635858365E-2
    1.655388512950E0   2.298229468452E-3  -2.020600996922E-2
    1.656055201840E0   2.285017010367E-3  -2.012598133103E-2
    1.656721890730E0   2.271880650468E-3  -2.004627138601E-2
    1.657388579619E0   2.258819949496E-3  -1.996687885626E-2
    1.658055268509E0   2.245834470735E-3  -1.988780246907E-2
    1.658721957399E0   2.232923779994E-3  -1.980904095688E-2
    1.659388646288E0   2.220087445597E-3  -1.973059305724E-2
    1.660055335178E0   2.207325038365E-3  -1.965245751282E-2
    1.660722024067E0   2.194636131604E-3  -1.957463307137E-2
    1.661388712957E0   2.182020301086E-3  -1.949711848570E-2
    1.662055401847E0   2.169477125043E-3  -1.941991251368E-2
    1.662722090736E0   2.157006184144E-3  -1.934301391817E-2
    1.663388779626E0   2.144607061486E-3  -1.926642146708E-2
    1.664055468516E0   2.132279342577E-3  -1.919013393326E-2
    1.664722157405E0   2.120022615326E-3  -1.911415009455E-2
    1.665388846295E0   2.107836470023E-3  -1.903846873371E-2
    1.666055535185E0   2.095720499334E-3  -1.896308863843E-2
    1.666722224074E0   2.083674298275E-3  -1.888800860130E-2
    1.667388912964E0   2.071697464212E-3  -1.881322741981E-2
    1.668055601853E0   2.059789596836E-3  -1.873874389628E-2
    1.668722290743E0   2.047950298156E-3  -1.866455683789E-2
    1.669388979633E0   2.036179172484E-3  -1.859066505664E-2
    1.670055668522E0   2.024475826419E-3  -1.851706736932E-2
    1.670722357412E0   2.012839868840E-3  -1.844376259752E-2
    1.671389046302E0   2.001270910885E-3  -1.837074956758E-2
    1.672055735191E0   1.989768565943E-3  -1.829802711058E-2
    1.672722424081E0   1.978332449641E-3  -1.822559406234E-2
    1.673389112970E0   1.966962179829E-3  -1.815344926338E-2
    1.674055801860E0   1.955657376565E-3  -1.808159155889E-2
    1.674722490750E0   1.944417662109E-3  -1.801001979873E-2
    1.675389179639E0   1.933242660904E-3  -1.793873283743E-2
    1.676055868529E0   1.922131999566E-3  -1.786772953413E-2
    1.676722557419E0   1.911085306871E-3  -1.779700875257E-2
    1.677389246308E0   1.900102213741E-3  -1.772656936109E-2
    1.678055935198E0   1.889182353234E-3  -1.765641023261E-2
    1.678722624087E0   1.878325360531E-3  -1.758653024460E-2
    1.679389312977E0   1.867530872924E-3  -1.751692827905E-2
    1.680056001867E0   1.856798529799E-3  -1.744760322248E-2
    1.680722690756E0   1.846127972632E-3  -1.737855396591E-2
    1.681389379646E0   1.835518844970E-3  -1.730977940481E-2
    1.682056068536E0   1.824970792424E-3  -1.724127843916E-2
    1.682722757425E0   1.814483462652E-3  -1.717304997333E-2
    1.683389446315E0   1.804056505352E-3  -1.710509291616E-2
    1.684056135205E0   1.793689572247E-3  -1.703740618087E-2
    1.684722824094E0   1.783382317074E-3  -1.696998868507E-2
    1.685389512984E0   1.773134395573E-3  -1.690283935074E-2
    1.686056201873E0   1.762945465474E-3  -1.683595710423E-2
    1.686722890763E0   1.752815186488E-3  -1.676934087620E-2
    1.687389579653E0   1.742743220293E-3  -1.670298960165E-2
    1.688056268542E0   1.732729230523E-3  -1.663690221986E-2
    1.688722957432E0   1.722772882757E-3  -1.657107767440E-2
    1.689389646322E0   1.712873844510E-3  -1.650551491311E-2
    1.690056335211E0   1.703031785216E-3  -1.644021288808E-2
    1.690723024101E0   1.693246376224E-3  -1.637517055560E-2
    1.691389712990E0   1.683517290782E-3  -1.631038687621E-2
    1.692056401880E0   1.673844204025E-3  -1.624586081463E-2
    1.692723090770E0   1.664226792972E-3  -1.618159133975E-2
    1.693389779659E0   1.654664736503E-3  -1.611757742464E-2
    1.694056468549E0   1.645157715359E-3  -1.605381804649E-2
    1.694723157439E0   1.635705412127E-3  -1.599031218664E-2
    1.695389846328E0   1.626307511225E-3  -1.592705883053E-2
    1.696056535218E0   1.616963698901E-3  -1.586405696769E-2
    1.696723224107E0   1.607673663214E-3  -1.580130559173E-2
    1.697389912997E0   1.598437094026E-3  -1.573880370033E-2
    1.698056601887E0   1.589253682993E-3  -1.567655029520E-2
    1.698723290776E0   1.580123123555E-3  -1.561454438208E-2
    1.699389979666E0   1.571045110921E-3  -1.555278497073E-2
    1.700056668556E0   1.562019342065E-3  -1.549127107490E-2
    1.700723357445E0   1.553045515710E-3  -1.543000171232E-2
    1.701390046335E0   1.544123332324E-3  -1.536897590467E-2
    1.702056735225E0   1.535252494104E-3  -1.530819267758E-2
    1.702723424114E0   1.526432704970E-3  -1.524765106063E-2
    1.703390113004E0   1.517663670551E-3  -1.518735008729E-2
    1.704056801893E0   1.508945098180E-3  -1.512728879494E-2
    1.704723490783E0   1.500276696882E-3  -1.506746622483E-2
    1.705390179673E0   1.491658177361E-3  -1.500788142210E-2
    1.706056868562E0   1.483089251997E-3  -1.494853343570E-2
    1.706723557452E0   1.474569634830E-3  -1.488942131847E-2
    1.707390246342E0   1.466099041553E-3  -1.483054412701E-2
    1.708056935231E0   1.457677189503E-3  -1.477190092178E-2
    1.708723624121E0   1.449303797649E-3  -1.471349076698E-2
    1.709390313010E0   1.440978586588E-3  -1.465531273060E-2
    1.710057001900E0   1.432701278528E-3  -1.459736588441E-2
    1.710723690790E0   1.424471597284E-3  -1.453964930389E-2
    1.711390379679E0   1.416289268267E-3  -1.448216206826E-2
    1.712057068569E0   1.408154018475E-3  -1.442490326045E-2
    1.712723757459E0   1.400065576484E-3  -1.436787196708E-2
    1.713390446348E0   1.392023672439E-3  -1.431106727847E-2
    1.714057135238E0   1.384028038042E-3  -1.425448828860E-2
    1.714723824127E0   1.376078406549E-3  -1.419813409507E-2
    1.715390513017E0   1.368174512755E-3  -1.414200379917E-2
    1.716057201907E0   1.360316092988E-3  -1.408609650577E-2
    1.716723890796E0   1.352502885100E-3  -1.403041132336E-2
    1.717390579686E0   1.344734628458E-3  -1.397494736403E-2
    1.718057268576E0   1.337011063935E-3  -1.391970374344E-2
    1.718723957465E0   1.329331933900E-3  -1.386467958081E-2
    1.719390646355E0   1.321696982213E-3  -1.380987399892E-2
    1.720057335245E0   1.314105954212E-3  -1.375528612407E-2
    1.720724024134E0   1.306558596707E-3  -1.370091508610E-2
    1.721390713024E0   1.299054657971E-3  -1.364676001832E-2
    1.722057401913E0   1.291593887732E-3  -1.359282005758E-2
    1.722724090803E0   1.284176037163E-3  -1.353909434417E-2
    1.723390779693E0   1.276800858876E-3  -1.348558202184E-2
    1.724057468582E0   1.269468106910E-3  -1.343228223783E-2
    1.724724157472E0   1.262177536728E-3  -1.337919414277E-2
    1.725390846362E0   1.254928905203E-3  -1.332631689072E-2
    1.726057535251E0   1.247721970614E-3  -1.327364963918E-2
    1.726724224141E0   1.240556492636E-3  -1.322119154900E-2
    1.727390913030E0   1.233432232334E-3  -1.316894178443E-2
    1.728057601920E0   1.226348952150E-3  -1.311689951308E-2
    1.728724290810E0   1.219306415902E-3  -1.306506390593E-2
    1.729390979699E0   1.212304388770E-3  -1.301343413727E-2
    1.730057668589E0   1.205342637292E-3  -1.296200938473E-2
    1.730724357479E0   1.198420929351E-3  -1.291078882924E-2
    1.731391046368E0   1.191539034177E-3  -1.285977165505E-2
    1.732057735258E0   1.184696722327E-3  -1.280895704967E-2
    1.732724424147E0   1.177893765688E-3  -1.275834420390E-2
    1.733391113037E0   1.171129937461E-3  -1.270793231178E-2
    1.734057801927E0   1.164405012159E-3  -1.265772057061E-2
    1.734724490816E0   1.157718765597E-3  -1.260770818091E-2
    1.735391179706E0   1.151070974885E-3  -1.255789434643E-2
    1.736057868596E0   1.144461418420E-3  -1.250827827410E-2
    1.736724557485E0   1.137889875880E-3  -1.245885917407E-2
    1.737391246375E0   1.131356128213E-3  -1.240963625965E-2
    1.738057935265E0   1.124859957636E-3  -1.236060874734E-2
    1.738724624154E0   1.118401147620E-3  -1.231177585676E-2
    1.739391313044E0   1.111979482888E-3  -1.226313681069E-2
    1.740058001933E0   1.105594749408E-3  -1.221469083505E-2
    1.740724690823E0   1.099246734381E-3  -1.216643715884E-2
    1.741391379713E0   1.092935226239E-3  -1.211837501418E-2
    1.742058068602E0   1.086660014635E-3  -1.207050363630E-2
    1.742724757492E0   1.080420890438E-3  -1.202282226347E-2
    1.743391446382E0   1.074217645722E-3  -1.197533013706E-2
    1.744058135271E0   1.068050073765E-3  -1.192802650145E-2
    1.744724824161E0   1.061917969036E-3  -1.188091060411E-2
    1.745391513050E0   1.055821127192E-3  -1.183398169550E-2
    1.746058201940E0   1.049759345071E-3  -1.178723902910E-2
    1.746724890830E0   1.043732420683E-3  -1.174068186142E-2
    1.747391579719E0   1.037740153203E-3  -1.169430945192E-2
    1.748058268609E0   1.031782342968E-3  -1.164812106306E-2
    1.748724957499E0   1.025858791468E-3  -1.160211596027E-2
    1.749391646388E0   1.019969301336E-3  -1.155629341194E-2
    1.750058335278E0   1.014113676348E-3  -1.151065268937E-2
    1.750725024167E0   1.008291721411E-3  -1.146519306682E-2
    1.751391713057E0   1.002503242559E-3  -1.141991382147E-2
    1.752058401947E0   9.967480469471E-4  -1.137481423339E-2
    1.752725090836E0   9.910259428417E-4  -1.132989358554E-2
    1.753391779726E0   9.853367396173E-4  -1.128515116380E-2
    1.754058468616E0   9.796802477488E-4  -1.124058625687E-2
    1.754725157505E0   9.740562788053E-4  -1.119619815635E-2
    1.755391846395E0   9.684646454436E-4  -1.115198615668E-2
    1.756058535285E0   9.629051614022E-4  -1.110794955511E-2
    1.756725224174E0   9.573776414949E-4  -1.106408765175E-2
    1.757391913064E0   9.518819016045E-4  -1.102039974951E-2
    1.758058601953E0   9.464177586767E-4  -1.097688515410E-2
    1.758725290843E0   9.409850307138E-4  -1.093354317401E-2
    1.759391979733E0   9.355835367690E-4  -1.089037312053E-2
    1.760058668622E0   9.302130969397E-4  -1.084737430772E-2
    1.760725357512E0   9.248735323621E-4  -1.080454605236E-2
    1.761392046402E0   9.195646652046E-4  -1.076188767403E-2
    1.762058735291E0   9.142863186622E-4  -1.071939849501E-2
    1.762725424181E0   9.090383169506E-4  -1.067707784029E-2
    1.763392113070E0   9.038204852999E-4  -1.063492503762E-2
    1.764058801960E0   8.986326499491E-4  -1.059293941741E-2
    1.764725490850E0   8.934746381402E-4  -1.055112031278E-2
    1.765392179739E0   8.883462781122E-4  -1.050946705951E-2
    1.766058868629E0   8.832473990956E-4  -1.046797899609E-2
    1.766725557519E0   8.781778313064E-4  -1.042665546362E-2
    1.767392246408E0   8.731374059407E-4  -1.038549580587E-2
    1.768058935298E0   8.681259551687E-4  -1.034449936925E-2
    1.768725624187E0   8.631433121292E-4  -1.030366550279E-2
    1.769392313077E0   8.581893109241E-4  -1.026299355814E-2
    1.770059001967E0   8.532637866127E-4  -1.022248288954E-2
    1.770725690856E0   8.483665752064E-4  -1.018213285384E-2
    1.771392379746E0   8.434975136626E-4  -1.014194281046E-2
    1.772059068636E0   8.386564398798E-4  -1.010191212141E-2
    1.772725757525E0   8.338431926922E-4  -1.006204015125E-2
    1.773392446415E0   8.290576118637E-4  -1.002232626708E-2
    1.774059135305E0   8.242995380831E-4  -9.982769838581E-3
    1.774725824194E0   8.195688129585E-4  -9.943370237925E-3
    1.775392513084E0   8.148652790118E-4  -9.904126839825E-3
    1.776059201973E0   8.101887796740E-4  -9.865039021500E-3
    1.776725890863E0   8.055391592793E-4  -9.826106162672E-3
    1.777392579753E0   8.009162630601E-4  -9.787327645552E-3
    1.778059268642E0   7.963199371421E-4  -9.748702854832E-3
    1.778725957532E0   7.917500285386E-4  -9.710231177674E-3
    1.779392646422E0   7.872063851459E-4  -9.671912003702E-3
    1.780059335311E0   7.826888557376E-4  -9.633744724989E-3
    1.780726024201E0   7.781972899602E-4  -9.595728736051E-3
    1.781392713090E0   7.737315383274E-4  -9.557863433830E-3
    1.782059401980E0   7.692914522158E-4  -9.520148217694E-3
    1.782726090870E0   7.648768838590E-4  -9.482582489420E-3
    1.783392779759E0   7.604876863435E-4  -9.445165653185E-3
    1.784059468649E0   7.561237136033E-4  -9.407897115560E-3
    1.784726157539E0   7.517848204151E-4  -9.370776285496E-3
    1.785392846428E0   7.474708623934E-4  -9.333802574318E-3
    1.786059535318E0   7.431816959859E-4  -9.296975395712E-3
    1.786726224207E0   7.389171784681E-4  -9.260294165717E-3
    1.787392913097E0   7.346771679391E-4  -9.223758302717E-3
    1.788059601987E0   7.304615233168E-4  -9.187367227430E-3
    1.788726290876E0   7.262701043325E-4  -9.151120362897E-3
    1.789392979766E0   7.221027715272E-4  -9.115017134475E-3
    1.790059668656E0   7.179593862461E-4  -9.079056969828E-3
    1.790726357545E0   7.138398106343E-4  -9.043239298915E-3
    1.791393046435E0   7.097439076320E-4  -9.007563553983E-3
    1.792059735325E0   7.056715409703E-4  -8.972029169555E-3
    1.792726424214E0   7.016225751661E-4  -8.936635582427E-3
    1.793393113104E0   6.975968755180E-4  -8.901382231649E-3
    1.794059801993E0   6.935943081014E-4  -8.866268558526E-3
    1.794726490883E0   6.896147397643E-4  -8.831294006602E-3
    1.795393179773E0   6.856580381226E-4  -8.796458021654E-3
    1.796059868662E0   6.817240715561E-4  -8.761760051682E-3
    1.796726557552E0   6.778127092033E-4  -8.727199546899E-3
    1.797393246442E0   6.739238209579E-4  -8.692775959726E-3
    1.798059935331E0   6.700572774637E-4  -8.658488744777E-3
    1.798726624221E0   6.662129501108E-4  -8.624337358855E-3
    1.799393313110E0   6.623907110310E-4  -8.590321260943E-3
    1.800060002000E0   6.585904330936E-4  -8.556439912192E-3
    1.800726690890E0   6.548119899009E-4  -8.522692775912E-3
    1.801393379779E0   6.510552557844E-4  -8.489079317571E-3
    1.802060068669E0   6.473201058003E-4  -8.455599004774E-3
    1.802726757559E0   6.436064157254E-4  -8.422251307265E-3
    1.803393446448E0   6.399140620527E-4  -8.389035696913E-3
    1.804060135338E0   6.362429219878E-4  -8.355951647705E-3
    1.804726824227E0   6.325928734441E-4  -8.322998635737E-3
    1.805393513117E0   6.289637950393E-4  -8.290176139204E-3
    1.806060202007E0   6.253555660910E-4  -8.257483638395E-3
    1.806726890896E0   6.217680666126E-4  -8.224920615681E-3
    1.807393579786E0   6.182011773095E-4  -8.192486555511E-3
    1.808060268676E0   6.146547795752E-4  -8.160180944396E-3
    1.808726957565E0   6.111287554868E-4  -8.128003270910E-3
    1.809393646455E0   6.076229878015E-4  -8.095953025675E-3
    1.810060335345E0   6.041373599528E-4  -8.064029701354E-3
    1.810727024234E0   6.006717560459E-4  -8.032232792645E-3
    1.811393713124E0   5.972260608545E-4  -8.000561796271E-3
    1.812060402013E0   5.938001598168E-4  -7.969016210971E-3
    1.812727090903E0   5.903939390314E-4  -7.937595537495E-3
    1.813393779793E0   5.870072852536E-4  -7.906299278592E-3
    1.814060468682E0   5.836400858917E-4  -7.875126939005E-3
    1.814727157572E0   5.802922290032E-4  -7.844078025460E-3
    1.815393846462E0   5.769636032910E-4  -7.813152046661E-3
    1.816060535351E0   5.736540980995E-4  -7.782348513282E-3
    1.816727224241E0   5.703636034115E-4  -7.751666937954E-3
    1.817393913130E0   5.670920098436E-4  -7.721106835265E-3
    1.818060602020E0   5.638392086434E-4  -7.690667721745E-3
    1.818727290910E0   5.606050916853E-4  -7.660349115862E-3
    1.819393979799E0   5.573895514671E-4  -7.630150538014E-3
    1.820060668689E0   5.541924811062E-4  -7.600071510518E-3
    1.820727357579E0   5.510137743364E-4  -7.570111557608E-3
    1.821394046468E0   5.478533255041E-4  -7.540270205422E-3
    1.822060735358E0   5.447110295646E-4  -7.510546981996E-3
    1.822727424247E0   5.415867820788E-4  -7.480941417258E-3
    1.823394113137E0   5.384804792098E-4  -7.451453043017E-3
    1.824060802027E0   5.353920177192E-4  -7.422081392959E-3
    1.824727490916E0   5.323212949635E-4  -7.392826002638E-3
    1.825394179806E0   5.292682088912E-4  -7.363686409465E-3
    1.826060868696E0   5.262326580390E-4  -7.334662152708E-3
    1.826727557585E0   5.232145415281E-4  -7.305752773478E-3
    1.827394246475E0   5.202137590618E-4  -7.276957814724E-3
    1.828060935365E0   5.172302109209E-4  -7.248276821226E-3
    1.828727624254E0   5.142637979614E-4  -7.219709339585E-3
    1.829394313144E0   5.113144216107E-4  -7.191254918219E-3
    1.830061002033E0   5.083819838640E-4  -7.162913107356E-3
    1.830727690923E0   5.054663872820E-4  -7.134683459021E-3
    1.831394379813E0   5.025675349864E-4  -7.106565527036E-3
    1.832061068702E0   4.996853306576E-4  -7.078558867009E-3
    1.832727757592E0   4.968196785311E-4  -7.050663036326E-3
    1.833394446482E0   4.939704833944E-4  -7.022877594145E-3
    1.834061135371E0   4.911376505835E-4  -6.995202101390E-3
    1.834727824261E0   4.883210859802E-4  -6.967636120742E-3
    1.835394513150E0   4.855206960087E-4  -6.940179216634E-3
