#             R [au]        psi_0 [a.u.]        psi_1 [a.u.]        psi_2 [a.u.]
    3.962798759959E0  1.780957808807E-13 -1.947673391319E-11   1.281142505989E-7
    3.963465448848E0  1.769614163414E-13 -1.937016342985E-11   1.276550071672E-7
    3.964132137738E0  1.758342770316E-13 -1.926417606624E-11   1.271974099577E-7
    3.964798826628E0  1.747143169311E-13 -1.915876863172E-11   1.267414530693E-7
    3.965465515517E0  1.736014903123E-13 -1.905393795310E-11   1.262871306221E-7
    3.966132204407E0  1.724957517394E-13 -1.894968087456E-11   1.258344367572E-7
    3.966798893296E0  1.713970560657E-13 -1.884599425755E-11   1.253833656367E-7
    3.967465582186E0  1.703053584321E-13 -1.874287498066E-11   1.249339114437E-7
    3.968132271076E0  1.692206142651E-13 -1.864031993962E-11   1.244860683820E-7
    3.968798959965E0  1.681427792754E-13 -1.853832604708E-11   1.240398306763E-7
    3.969465648855E0  1.670718094556E-13 -1.843689023264E-11   1.235951925721E-7
    3.970132337745E0  1.660076610786E-13 -1.833600944266E-11   1.231521483352E-7
    3.970799026634E0  1.649502906959E-13 -1.823568064022E-11   1.227106922524E-7
    3.971465715524E0  1.638996551357E-13 -1.813590080503E-11   1.222708186305E-7
    3.972132404413E0  1.628557115011E-13 -1.803666693331E-11   1.218325217971E-7
    3.972799093303E0  1.618184171685E-13 -1.793797603772E-11   1.213957961000E-7
    3.973465782193E0  1.607877297859E-13 -1.783982514727E-11   1.209606359071E-7
    3.974132471082E0  1.597636072709E-13 -1.774221130723E-11   1.205270356067E-7
    3.974799159972E0  1.587460078091E-13 -1.764513157903E-11   1.200949896072E-7
    3.975465848862E0  1.577348898526E-13 -1.754858304017E-11   1.196644923369E-7
    3.976132537751E0  1.567302121181E-13 -1.745256278416E-11   1.192355382443E-7
    3.976799226641E0  1.557319335851E-13 -1.735706792040E-11   1.188081217976E-7
    3.977465915531E0  1.547400134945E-13 -1.726209557412E-11   1.183822374848E-7
    3.978132604420E0  1.537544113468E-13 -1.716764288626E-11   1.179578798138E-7
    3.978799293310E0  1.527750869005E-13 -1.707370701341E-11   1.175350433122E-7
    3.979465982199E0  1.518020001703E-13 -1.698028512774E-11   1.171137225271E-7
    3.980132671089E0  1.508351114257E-13 -1.688737441687E-11   1.166939120253E-7
    3.980799359979E0  1.498743811892E-13 -1.679497208381E-11   1.162756063928E-7
    3.981466048868E0  1.489197702347E-13 -1.670307534687E-11   1.158588002354E-7
    3.982132737758E0  1.479712395860E-13 -1.661168143961E-11   1.154434881778E-7
    3.982799426648E0  1.470287505152E-13 -1.652078761069E-11   1.150296648644E-7
    3.983466115537E0  1.460922645411E-13 -1.643039112385E-11   1.146173249584E-7
    3.984132804427E0  1.451617434274E-13 -1.634048925779E-11   1.142064631424E-7
    3.984799493316E0  1.442371491815E-13 -1.625107930610E-11   1.137970741180E-7
    3.985466182206E0  1.433184440529E-13 -1.616215857718E-11   1.133891526058E-7
    3.986132871096E0  1.424055905312E-13 -1.607372439416E-11   1.129826933453E-7
    3.986799559985E0  1.414985513453E-13 -1.598577409483E-11   1.125776910947E-7
    3.987466248875E0  1.405972894612E-13 -1.589830503151E-11   1.121741406313E-7
    3.988132937765E0  1.397017680811E-13 -1.581131457104E-11   1.117720367509E-7
    3.988799626654E0  1.388119506412E-13 -1.572480009465E-11   1.113713742681E-7
    3.989466315544E0  1.379278008109E-13 -1.563875899793E-11   1.109721480159E-7
    3.990133004433E0  1.370492824908E-13 -1.555318869067E-11   1.105743528460E-7
    3.990799693323E0  1.361763598116E-13 -1.546808659687E-11   1.101779836285E-7
    3.991466382213E0  1.353089971324E-13 -1.538345015463E-11   1.097830352518E-7
    3.992133071102E0  1.344471590391E-13 -1.529927681603E-11   1.093895026227E-7
    3.992799759992E0  1.335908103436E-13 -1.521556404712E-11   1.089973806664E-7
    3.993466448882E0  1.327399160817E-13 -1.513230932782E-11   1.086066643260E-7
    3.994133137771E0  1.318944415116E-13 -1.504951015182E-11   1.082173485629E-7
    3.994799826661E0  1.310543521134E-13 -1.496716402654E-11   1.078294283565E-7
    3.995466515551E0  1.302196135866E-13 -1.488526847302E-11   1.074428987043E-7
    3.996133204440E0  1.293901918493E-13 -1.480382102587E-11   1.070577546217E-7
    3.996799893330E0  1.285660530368E-13 -1.472281923322E-11   1.066739911419E-7
    3.997466582219E0  1.277471634998E-13 -1.464226065657E-11   1.062916033158E-7
    3.998133271109E0  1.269334898038E-13 -1.456214287078E-11   1.059105862124E-7
    3.998799959999E0  1.261249987268E-13 -1.448246346400E-11   1.055309349180E-7
    3.999466648888E0  1.253216572587E-13 -1.440322003755E-11   1.051526445367E-7
    4.000133337778E0  1.245234325994E-13 -1.432441020588E-11   1.047757101901E-7
    4.000800026668E0  1.237302921580E-13 -1.424603159651E-11   1.044001270174E-7
    4.001466715557E0  1.229422035510E-13 -1.416808184992E-11   1.040258901750E-7
    4.002133404447E0  1.221591346012E-13 -1.409055861951E-11   1.036529948369E-7
    4.002800093336E0  1.213810533364E-13 -1.401345957152E-11   1.032814361942E-7
    4.003466782226E0  1.206079279879E-13 -1.393678238496E-11   1.029112094554E-7
    4.004133471116E0  1.198397269896E-13 -1.386052475153E-11   1.025423098461E-7
    4.004800160005E0  1.190764189761E-13 -1.378468437559E-11   1.021747326090E-7
    4.005466848895E0  1.183179727822E-13 -1.370925897402E-11   1.018084730038E-7
    4.006133537785E0  1.175643574409E-13 -1.363424627622E-11   1.014435263073E-7
    4.006800226674E0  1.168155421826E-13 -1.355964402401E-11   1.010798878133E-7
    4.007466915564E0  1.160714964335E-13 -1.348544997155E-11   1.007175528323E-7
    4.008133604453E0  1.153321898147E-13 -1.341166188532E-11   1.003565166916E-7
    4.008800293343E0  1.145975921408E-13 -1.333827754398E-11   9.999677473546E-8
    4.009466982233E0  1.138676734185E-13 -1.326529473839E-11   9.963832232460E-8
    4.010133671122E0  1.131424038458E-13 -1.319271127145E-11   9.928115483648E-8
    4.010800360012E0  1.124217538102E-13 -1.312052495813E-11   9.892526766513E-8
    4.011467048902E0  1.117056938882E-13 -1.304873362531E-11   9.857065622107E-8
    4.012133737791E0  1.109941948433E-13 -1.297733511180E-11   9.821731593128E-8
    4.012800426681E0  1.102872276256E-13 -1.290632726821E-11   9.786524223913E-8
    4.013467115571E0  1.095847633698E-13 -1.283570795692E-11   9.751443060432E-8
    4.014133804460E0  1.088867733950E-13 -1.276547505200E-11   9.716487650283E-8
    4.014800493350E0  1.081932292024E-13 -1.269562643916E-11   9.681657542686E-8
    4.015467182239E0  1.075041024752E-13 -1.262616001569E-11   9.646952288476E-8
    4.016133871129E0  1.068193650767E-13 -1.255707369035E-11   9.612371440099E-8
    4.016800560019E0  1.061389890495E-13 -1.248836538337E-11   9.577914551605E-8
    4.017467248908E0  1.054629466142E-13 -1.242003302637E-11   9.543581178642E-8
    4.018133937798E0  1.047912101685E-13 -1.235207456225E-11   9.509370878451E-8
    4.018800626688E0  1.041237522856E-13 -1.228448794520E-11   9.475283209862E-8
    4.019467315577E0  1.034605457138E-13 -1.221727114058E-11   9.441317733283E-8
    4.020134004467E0  1.028015633746E-13 -1.215042212491E-11   9.407474010701E-8
    4.020800693356E0  1.021467783623E-13 -1.208393888576E-11   9.373751605671E-8
    4.021467382246E0  1.014961639423E-13 -1.201781942171E-11   9.340150083314E-8
    4.022134071136E0  1.008496935504E-13 -1.195206174231E-11   9.306669010309E-8
    4.022800760025E0  1.002073407917E-13 -1.188666386798E-11   9.273307954888E-8
    4.023467448915E0  9.956907943917E-14 -1.182162382998E-11   9.240066486831E-8
    4.024134137805E0  9.893488343310E-14 -1.175693967035E-11   9.206944177461E-8
    4.024800826694E0  9.830472687961E-14 -1.169260944184E-11   9.173940599637E-8
    4.025467515584E0  9.767858404977E-14 -1.162863120784E-11   9.141055327749E-8
    4.026134204473E0  9.705642937854E-14 -1.156500304236E-11   9.108287937713E-8
    4.026800893363E0  9.643823746372E-14 -1.150172302993E-11   9.075638006965E-8
    4.027467582253E0  9.582398306490E-14 -1.143878926557E-11   9.043105114456E-8
    4.028134271142E0  9.521364110244E-14 -1.137619985473E-11   9.010688840646E-8
    4.028800960032E0  9.460718665644E-14 -1.131395291319E-11   8.978388767498E-8
    4.029467648922E0  9.400459496572E-14 -1.125204656710E-11   8.946204478475E-8
    4.030134337811E0  9.340584142682E-14 -1.119047895280E-11   8.914135558534E-8
    4.030801026701E0  9.281090159299E-14 -1.112924821688E-11   8.882181594116E-8
    4.031467715591E0  9.221975117318E-14 -1.106835251604E-11   8.850342173149E-8
    4.032134404480E0  9.163236603109E-14 -1.100779001708E-11   8.818616885035E-8
    4.032801093370E0  9.104872218412E-14 -1.094755889681E-11   8.787005320649E-8
    4.033467782259E0  9.046879580243E-14 -1.088765734205E-11   8.755507072332E-8
    4.034134471149E0  8.989256320799E-14 -1.082808354951E-11   8.724121733888E-8
    4.034801160039E0  8.932000087355E-14 -1.076883572579E-11   8.692848900574E-8
    4.035467848928E0  8.875108542173E-14 -1.070991208729E-11   8.661688169101E-8
    4.036134537818E0  8.818579362406E-14 -1.065131086016E-11   8.630639137624E-8
    4.036801226708E0  8.762410240000E-14 -1.059303028028E-11   8.599701405738E-8
    4.037467915597E0  8.706598881604E-14 -1.053506859317E-11   8.568874574475E-8
    4.038134604487E0  8.651143008473E-14 -1.047742405395E-11   8.538158246296E-8
    4.038801293376E0  8.596040356377E-14 -1.042009492728E-11   8.507552025087E-8
    4.039467982266E0  8.541288675507E-14 -1.036307948732E-11   8.477055516154E-8
    4.040134671156E0  8.486885730384E-14 -1.030637601770E-11   8.446668326219E-8
    4.040801360045E0  8.432829299768E-14 -1.024998281139E-11   8.416390063411E-8
    4.041468048935E0  8.379117176568E-14 -1.019389817075E-11   8.386220337268E-8
    4.042134737825E0  8.325747167749E-14 -1.013812040739E-11   8.356158758723E-8
    4.042801426714E0  8.272717094246E-14 -1.008264784218E-11   8.326204940106E-8
    4.043468115604E0  8.220024790871E-14 -1.002747880518E-11   8.296358495138E-8
    4.044134804493E0  8.167668106231E-14 -9.972611635572E-12   8.266619038922E-8
    4.044801493383E0  8.115644902631E-14 -9.918044681640E-12   8.236986187942E-8
    4.045468182273E0  8.063953055997E-14 -9.863776300696E-12   8.207459560057E-8
    4.046134871162E0  8.012590455780E-14 -9.809804859044E-12   8.178038774494E-8
    4.046801560052E0  7.961555004875E-14 -9.756128731928E-12   8.148723451849E-8
    4.047468248942E0  7.910844619537E-14 -9.702746303479E-12   8.119513214074E-8
    4.048134937831E0  7.860457229289E-14 -9.649655966674E-12   8.090407684477E-8
    4.048801626721E0  7.810390776844E-14 -9.596856123278E-12   8.061406487717E-8
    4.049468315611E0  7.760643218020E-14 -9.544345183806E-12   8.032509249800E-8
    4.050135004500E0  7.711212521652E-14 -9.492121567466E-12   8.003715598070E-8
    4.050801693390E0  7.662096669514E-14 -9.440183702118E-12   7.975025161207E-8
    4.051468382279E0  7.613293656237E-14 -9.388530024223E-12   7.946437569224E-8
    4.052135071169E0  7.564801489221E-14 -9.337158978799E-12   7.917952453459E-8
    4.052801760059E0  7.516618188560E-14 -9.286069019371E-12   7.889569446571E-8
    4.053468448948E0  7.468741786958E-14 -9.235258607924E-12   7.861288182537E-8
    4.054135137838E0  7.421170329651E-14 -9.184726214863E-12   7.833108296646E-8
    4.054801826728E0  7.373901874324E-14 -9.134470318959E-12   7.805029425493E-8
    4.055468515617E0  7.326934491034E-14 -9.084489407307E-12   7.777051206977E-8
    4.056135204507E0  7.280266262131E-14 -9.034781975281E-12   7.749173280294E-8
    4.056801893396E0  7.233895282179E-14 -8.985346526489E-12   7.721395285935E-8
    4.057468582286E0  7.187819657878E-14 -8.936181572724E-12   7.693716865678E-8
    4.058135271176E0  7.142037507987E-14 -8.887285633923E-12   7.666137662585E-8
    4.058801960065E0  7.096546963249E-14 -8.838657238123E-12   7.638657321000E-8
    4.059468648955E0  7.051346166311E-14 -8.790294921414E-12   7.611275486538E-8
    4.060135337845E0  7.006433271653E-14 -8.742197227895E-12   7.583991806088E-8
    4.060802026734E0  6.961806445507E-14 -8.694362709632E-12   7.556805927803E-8
    4.061468715624E0  6.917463865786E-14 -8.646789926615E-12   7.529717501097E-8
    4.062135404513E0  6.873403722010E-14 -8.599477446712E-12   7.502726176641E-8
    4.062802093403E0  6.829624215227E-14 -8.552423845626E-12   7.475831606359E-8
    4.063468782293E0  6.786123557949E-14 -8.505627706856E-12   7.449033443422E-8
    4.064135471182E0  6.742899974067E-14 -8.459087621650E-12   7.422331342244E-8
    4.064802160072E0  6.699951698790E-14 -8.412802188964E-12   7.395724958479E-8
    4.065468848962E0  6.657276978564E-14 -8.366770015420E-12   7.369213949014E-8
    4.066135537851E0  6.614874071006E-14 -8.320989715266E-12   7.342797971967E-8
    4.066802226741E0  6.572741244830E-14 -8.275459910330E-12   7.316476686680E-8
    4.067468915631E0  6.530876779779E-14 -8.230179229983E-12   7.290249753719E-8
    4.068135604520E0  6.489278966550E-14 -8.185146311093E-12   7.264116834862E-8
    4.068802293410E0  6.447946106731E-14 -8.140359797990E-12   7.238077593105E-8
    4.069468982299E0  6.406876512723E-14 -8.095818342419E-12   7.212131692648E-8
    4.070135671189E0  6.366068507682E-14 -8.051520603503E-12   7.186278798897E-8
    4.070802360079E0  6.325520425439E-14 -8.007465247703E-12   7.160518578456E-8
    4.071469048968E0  6.285230610441E-14 -7.963650948776E-12   7.134850699124E-8
    4.072135737858E0  6.245197417679E-14 -7.920076387734E-12   7.109274829891E-8
    4.072802426748E0  6.205419212621E-14 -7.876740252809E-12   7.083790640936E-8
    4.073469115637E0  6.165894371146E-14 -7.833641239409E-12   7.058397803617E-8
    4.074135804527E0  6.126621279479E-14 -7.790778050080E-12   7.033095990471E-8
    4.074802493416E0  6.087598334122E-14 -7.748149394469E-12   7.007884875209E-8
    4.075469182306E0  6.048823941793E-14 -7.705753989281E-12   6.982764132713E-8
    4.076135871196E0  6.010296519355E-14 -7.663590558244E-12   6.957733439028E-8
    4.076802560085E0  5.972014493757E-14 -7.621657832071E-12   6.932792471362E-8
    4.077469248975E0  5.933976301967E-14 -7.579954548416E-12   6.907940908079E-8
    4.078135937865E0  5.896180390907E-14 -7.538479451844E-12   6.883178428697E-8
    4.078802626754E0  5.858625217393E-14 -7.497231293789E-12   6.858504713883E-8
    4.079469315644E0  5.821309248069E-14 -7.456208832514E-12   6.833919445447E-8
    4.080136004533E0  5.784230959347E-14 -7.415410833078E-12   6.809422306340E-8
    4.080802693423E0  5.747388837343E-14 -7.374836067299E-12   6.785012980652E-8
    4.081469382313E0  5.710781377813E-14 -7.334483313712E-12   6.760691153602E-8
    4.082136071202E0  5.674407086098E-14 -7.294351357538E-12   6.736456511539E-8
    4.082802760092E0  5.638264477056E-14 -7.254438990644E-12   6.712308741937E-8
    4.083469448982E0  5.602352075007E-14 -7.214745011506E-12   6.688247533389E-8
    4.084136137871E0  5.566668413668E-14 -7.175268225177E-12   6.664272575605E-8
    4.084802826761E0  5.531212036096E-14 -7.136007443247E-12   6.640383559407E-8
    4.085469515651E0  5.495981494629E-14 -7.096961483808E-12   6.616580176726E-8
    4.086136204540E0  5.460975350825E-14 -7.058129171421E-12   6.592862120595E-8
    4.086802893430E0  5.426192175403E-14 -7.019509337076E-12   6.569229085151E-8
    4.087469582319E0  5.391630548187E-14 -6.981100818162E-12   6.545680765624E-8
    4.088136271209E0  5.357289058047E-14 -6.942902458428E-12   6.522216858339E-8
    4.088802960099E0  5.323166302839E-14 -6.904913107950E-12   6.498837060708E-8
    4.089469648988E0  5.289260889352E-14 -6.867131623095E-12   6.475541071228E-8
    4.090136337878E0  5.255571433248E-14 -6.829556866489E-12   6.452328589478E-8
    4.090803026768E0  5.222096559007E-14 -6.792187706982E-12   6.429199316112E-8
    4.091469715657E0  5.188834899868E-14 -6.755023019611E-12   6.406152952858E-8
    4.092136404547E0  5.155785097779E-14 -6.718061685569E-12   6.383189202513E-8
    4.092803093436E0  5.122945803336E-14 -6.681302592173E-12   6.360307768939E-8
    4.093469782326E0  5.090315675729E-14 -6.644744632826E-12   6.337508357062E-8
    4.094136471216E0  5.057893382691E-14 -6.608386706987E-12   6.314790672861E-8
    4.094803160105E0  5.025677600437E-14 -6.572227720135E-12   6.292154423374E-8
    4.095469848995E0  4.993667013617E-14 -6.536266583740E-12   6.269599316686E-8
    4.096136537885E0  4.961860315257E-14 -6.500502215227E-12   6.247125061930E-8
    4.096803226774E0  4.930256206709E-14 -6.464933537946E-12   6.224731369280E-8
    4.097469915664E0  4.898853397596E-14 -6.429559481135E-12   6.202417949950E-8
    4.098136604553E0  4.867650605760E-14 -6.394378979895E-12   6.180184516189E-8
    4.098803293443E0  4.836646557209E-14 -6.359390975150E-12   6.158030781278E-8
    4.099469982333E0  4.805839986067E-14 -6.324594413621E-12   6.135956459526E-8
    4.100136671222E0  4.775229634518E-14 -6.289988247792E-12   6.113961266264E-8
    4.100803360112E0  4.744814252762E-14 -6.255571435877E-12   6.092044917845E-8
    4.101470049002E0  4.714592598956E-14 -6.221342941794E-12   6.070207131640E-8
    4.102136737891E0  4.684563439167E-14 -6.187301735126E-12   6.048447626030E-8
    4.102803426781E0  4.654725547323E-14 -6.153446791097E-12   6.026766120408E-8
    4.103470115671E0  4.625077705161E-14 -6.119777090536E-12   6.005162335173E-8
    4.104136804560E0  4.595618702176E-14 -6.086291619851E-12   5.983635991725E-8
    4.104803493450E0  4.566347335576E-14 -6.052989370994E-12   5.962186812462E-8
    4.105470182339E0  4.537262410227E-14 -6.019869341434E-12   5.940814520780E-8
    4.106136871229E0  4.508362738610E-14 -5.986930534124E-12   5.919518841063E-8
    4.106803560119E0  4.479647140767E-14 -5.954171957475E-12   5.898299498685E-8
    4.107470249008E0  4.451114444259E-14 -5.921592625322E-12   5.877156220006E-8
    4.108136937898E0  4.422763484111E-14 -5.889191556895E-12   5.856088732362E-8
    4.108803626788E0  4.394593102772E-14 -5.856967776793E-12   5.835096764072E-8
    4.109470315677E0  4.366602150061E-14 -5.824920314951E-12   5.814180044425E-8
    4.110137004567E0  4.338789483124E-14 -5.793048206610E-12   5.793338303683E-8
    4.110803693456E0  4.311153966386E-14 -5.761350492293E-12   5.772571273072E-8
    4.111470382346E0  4.283694471507E-14 -5.729826217771E-12   5.751878684784E-8
    4.112137071236E0  4.256409877330E-14 -5.698474434036E-12   5.731260271970E-8
    4.112803760125E0  4.229299069842E-14 -5.667294197274E-12   5.710715768737E-8
    4.113470449015E0  4.202360942126E-14 -5.636284568835E-12   5.690244910147E-8
    4.114137137905E0  4.175594394312E-14 -5.605444615204E-12   5.669847432210E-8
    4.114803826794E0  4.148998333540E-14 -5.574773407975E-12   5.649523071882E-8
    4.115470515684E0  4.122571673907E-14 -5.544270023821E-12   5.629271567064E-8
    4.116137204573E0  4.096313336428E-14 -5.513933544468E-12   5.609092656594E-8
    4.116803893463E0  4.070222248992E-14 -5.483763056665E-12   5.588986080249E-8
    4.117470582353E0  4.044297346315E-14 -5.453757652161E-12   5.568951578736E-8
    4.118137271242E0  4.018537569898E-14 -5.423916427671E-12   5.548988893692E-8
    4.118803960132E0  3.992941867986E-14 -5.394238484855E-12   5.529097767683E-8
    4.119470649022E0  3.967509195519E-14 -5.364722930288E-12   5.509277944193E-8
    4.120137337911E0  3.942238514099E-14 -5.335368875433E-12   5.489529167631E-8
    4.120804026801E0  3.917128791937E-14 -5.306175436615E-12   5.469851183317E-8
    4.121470715691E0  3.892179003819E-14 -5.277141734994E-12   5.450243737488E-8
    4.122137404580E0  3.867388131060E-14 -5.248266896539E-12   5.430706577287E-8
    4.122804093470E0  3.842755161463E-14 -5.219550052002E-12   5.411239450768E-8
    4.123470782359E0  3.818279089279E-14 -5.190990336890E-12   5.391842106883E-8
    4.124137471249E0  3.793958915163E-14 -5.162586891440E-12   5.372514295488E-8
    4.124804160139E0  3.769793646139E-14 -5.134338860596E-12   5.353255767333E-8
    4.125470849028E0  3.745782295551E-14 -5.106245393978E-12   5.334066274063E-8
    4.126137537918E0  3.721923883032E-14 -5.078305645859E-12   5.314945568213E-8
    4.126804226808E0  3.698217434456E-14 -5.050518775141E-12   5.295893403205E-8
    4.127470915697E0  3.674661981902E-14 -5.022883945328E-12   5.276909533344E-8
    4.128137604587E0  3.651256563617E-14 -4.995400324501E-12   5.257993713817E-8
    4.128804293476E0  3.628000223970E-14 -4.968067085291E-12   5.239145700689E-8
    4.129470982366E0  3.604892013419E-14 -4.940883404858E-12   5.220365250897E-8
    4.130137671256E0  3.581930988469E-14 -4.913848464865E-12   5.201652122251E-8
    4.130804360145E0  3.559116211636E-14 -4.886961451452E-12   5.183006073429E-8
    4.131471049035E0  3.536446751405E-14 -4.860221555210E-12   5.164426863975E-8
    4.132137737925E0  3.513921682196E-14 -4.833627971162E-12   5.145914254293E-8
    4.132804426814E0  3.491540084325E-14 -4.807179898735E-12   5.127468005647E-8
    4.133471115704E0  3.469301043962E-14 -4.780876541734E-12   5.109087880157E-8
    4.134137804593E0  3.447203653102E-14 -4.754717108323E-12   5.090773640794E-8
    4.134804493483E0  3.425247009521E-14 -4.728700810999E-12   5.072525051382E-8
    4.135471182373E0  3.403430216743E-14 -4.702826866565E-12   5.054341876588E-8
    4.136137871262E0  3.381752384001E-14 -4.677094496113E-12   5.036223881925E-8
    4.136804560152E0  3.360212626201E-14 -4.651502924995E-12   5.018170833745E-8
    4.137471249042E0  3.338810063889E-14 -4.626051382801E-12   5.000182499238E-8
    4.138137937931E0  3.317543823210E-14 -4.600739103338E-12   4.982258646430E-8
    4.138804626821E0  3.296413035877E-14 -4.575565324604E-12   4.964399044177E-8
    4.139471315711E0  3.275416839131E-14 -4.550529288768E-12   4.946603462164E-8
    4.140138004600E0  3.254554375710E-14 -4.525630242145E-12   4.928871670901E-8
    4.140804693490E0  3.233824793814E-14 -4.500867435173E-12   4.911203441721E-8
    4.141471382379E0  3.213227247064E-14 -4.476240122392E-12   4.893598546777E-8
    4.142138071269E0  3.192760894476E-14 -4.451747562421E-12   4.876056759039E-8
    4.142804760159E0  3.172424900420E-14 -4.427389017936E-12   4.858577852290E-8
    4.143471449048E0  3.152218434591E-14 -4.403163755646E-12   4.841161601124E-8
    4.144138137938E0  3.132140671969E-14 -4.379071046274E-12   4.823807780944E-8
    4.144804826828E0  3.112190792791E-14 -4.355110164533E-12   4.806516167958E-8
    4.145471515717E0  3.092367982517E-14 -4.331280389104E-12   4.789286539174E-8
    4.146138204607E0  3.072671431792E-14 -4.307581002614E-12   4.772118672402E-8
    4.146804893496E0  3.053100336418E-14 -4.284011291618E-12   4.755012346247E-8
    4.147471582386E0  3.033653897319E-14 -4.260570546571E-12   4.737967340108E-8
    4.148138271276E0  3.014331320508E-14 -4.237258061814E-12   4.720983434175E-8
    4.148804960165E0  2.995131817056E-14 -4.214073135547E-12   4.704060409427E-8
    4.149471649055E0  2.976054603058E-14 -4.191015069811E-12   4.687198047625E-8
    4.150138337945E0  2.957098899603E-14 -4.168083170464E-12   4.670396131315E-8
    4.150805026834E0  2.938263932742E-14 -4.145276747166E-12   4.653654443821E-8
    4.151471715724E0  2.919548933452E-14 -4.122595113351E-12   4.636972769246E-8
    4.152138404613E0  2.900953137614E-14 -4.100037586210E-12   4.620350892464E-8
    4.152805093503E0  2.882475785970E-14 -4.077603486672E-12   4.603788599121E-8
    4.153471782393E0  2.864116124101E-14 -4.055292139379E-12   4.587285675634E-8
    4.154138471282E0  2.845873402394E-14 -4.033102872671E-12   4.570841909181E-8
    4.154805160172E0  2.827746876009E-14 -4.011035018563E-12   4.554457087707E-8
    4.155471849062E0  2.809735804851E-14 -3.989087912721E-12   4.538130999915E-8
    4.156138537951E0  2.791839453538E-14 -3.967260894451E-12   4.521863435265E-8
    4.156805226841E0  2.774057091373E-14 -3.945553306672E-12   4.505654183974E-8
    4.157471915731E0  2.756387992313E-14 -3.923964495898E-12   4.489503037009E-8
    4.158138604620E0  2.738831434939E-14 -3.902493812219E-12   4.473409786087E-8
    4.158805293510E0  2.721386702426E-14 -3.881140609281E-12   4.457374223672E-8
    4.159471982399E0  2.704053082518E-14 -3.859904244267E-12   4.441396142970E-8
    4.160138671289E0  2.686829867492E-14 -3.838784077878E-12   4.425475337931E-8
    4.160805360179E0  2.669716354134E-14 -3.817779474310E-12   4.409611603243E-8
    4.161472049068E0  2.652711843711E-14 -3.796889801243E-12   4.393804734328E-8
    4.162138737958E0  2.635815641939E-14 -3.776114429811E-12   4.378054527343E-8
    4.162805426848E0  2.619027058954E-14 -3.755452734593E-12   4.362360779176E-8
    4.163472115737E0  2.602345409290E-14 -3.734904093590E-12   4.346723287442E-8
    4.164138804627E0  2.585770011845E-14 -3.714467888204E-12   4.331141850482E-8
    4.164805493516E0  2.569300189854E-14 -3.694143503224E-12   4.315616267359E-8
    4.165472182406E0  2.552935270866E-14 -3.673930326804E-12   4.300146337859E-8
    4.166138871296E0  2.536674586709E-14 -3.653827750445E-12   4.284731862483E-8
    4.166805560185E0  2.520517473470E-14 -3.633835168981E-12   4.269372642447E-8
    4.167472249075E0  2.504463271464E-14 -3.613951980553E-12   4.254068479681E-8
    4.168138937965E0  2.488511325206E-14 -3.594177586599E-12   4.238819176826E-8
    4.168805626854E0  2.472660983390E-14 -3.574511391828E-12   4.223624537227E-8
    4.169472315744E0  2.456911598853E-14 -3.554952804211E-12   4.208484364937E-8
    4.170139004633E0  2.441262528559E-14 -3.535501234954E-12   4.193398464709E-8
    4.170805693523E0  2.425713133565E-14 -3.516156098488E-12   4.178366641999E-8
    4.171472382413E0  2.410262778999E-14 -3.496916812445E-12   4.163388702958E-8
    4.172139071302E0  2.394910834031E-14 -3.477782797647E-12   4.148464454432E-8
    4.172805760192E0  2.379656671852E-14 -3.458753478082E-12   4.133593703960E-8
    4.173472449082E0  2.364499669642E-14 -3.439828280892E-12   4.118776259771E-8
    4.174139137971E0  2.349439208550E-14 -3.421006636352E-12   4.104011930781E-8
    4.174805826861E0  2.334474673667E-14 -3.402287977855E-12   4.089300526591E-8
    4.175472515751E0  2.319605453999E-14 -3.383671741894E-12   4.074641857485E-8
    4.176139204640E0  2.304830942445E-14 -3.365157368046E-12   4.060035734427E-8
    4.176805893530E0  2.290150535771E-14 -3.346744298954E-12   4.045481969057E-8
    4.177472582419E0  2.275563634584E-14 -3.328431980309E-12   4.030980373693E-8
    4.178139271309E0  2.261069643309E-14 -3.310219860839E-12   4.016530761324E-8
    4.178805960199E0  2.246667970166E-14 -3.292107392285E-12   4.002132945609E-8
    4.179472649088E0  2.232358027143E-14 -3.274094029388E-12   3.987786740876E-8
    4.180139337978E0  2.218139229973E-14 -3.256179229875E-12   3.973491962119E-8
    4.180806026868E0  2.204010998112E-14 -3.238362454438E-12   3.959248424993E-8
    4.181472715757E0  2.189972754711E-14 -3.220643166720E-12   3.945055945817E-8
    4.182139404647E0  2.176023926599E-14 -3.203020833300E-12   3.930914341565E-8
    4.182806093536E0  2.162163944251E-14 -3.185494923674E-12   3.916823429869E-8
    4.183472782426E0  2.148392241775E-14 -3.168064910243E-12   3.902783029015E-8
    4.184139471316E0  2.134708256878E-14 -3.150730268293E-12   3.888792957940E-8
    4.184806160205E0  2.121111430853E-14 -3.133490475981E-12   3.874853036229E-8
    4.185472849095E0  2.107601208548E-14 -3.116345014320E-12   3.860963084116E-8
    4.186139537985E0  2.094177038351E-14 -3.099293367164E-12   3.847122922476E-8
    4.186806226874E0  2.080838372158E-14 -3.082335021189E-12   3.833332372830E-8
    4.187472915764E0  2.067584665362E-14 -3.065469465881E-12   3.819591257336E-8
    4.188139604653E0  2.054415376820E-14 -3.048696193519E-12   3.805899398790E-8
    4.188806293543E0  2.041329968838E-14 -3.032014699159E-12   3.792256620624E-8
