#             R [au]        psi_0 [a.u.]        psi_1 [a.u.]        psi_2 [a.u.]
    2.002733424447E0   5.478013620513E-5  -6.460629707986E-4   6.717200658831E-2
    2.003400113337E0   5.444671337745E-5  -6.429639640587E-4   6.704734657413E-2
    2.004066802227E0   5.411532055441E-5  -6.398798314124E-4   6.692292003514E-2
    2.004733491116E0   5.378594537228E-5  -6.368105014183E-4   6.679872652821E-2
    2.005400180006E0   5.345857554270E-5  -6.337559029783E-4   6.667476561104E-2
    2.006066868896E0   5.313319885217E-5  -6.307159653361E-4   6.655103684220E-2
    2.006733557785E0   5.280980316159E-5  -6.276906180758E-4   6.642753978112E-2
    2.007400246675E0   5.248837640585E-5  -6.246797911195E-4   6.630427398808E-2
    2.008066935565E0   5.216890659334E-5  -6.216834147267E-4   6.618123902421E-2
    2.008733624454E0   5.185138180550E-5  -6.187014194917E-4   6.605843445149E-2
    2.009400313344E0   5.153579019640E-5  -6.157337363429E-4   6.593585983273E-2
    2.010067002233E0   5.122211999229E-5  -6.127802965402E-4   6.581351473161E-2
    2.010733691123E0   5.091035949113E-5  -6.098410316745E-4   6.569139871266E-2
    2.011400380013E0   5.060049706222E-5  -6.069158736651E-4   6.556951134122E-2
    2.012067068902E0   5.029252114568E-5  -6.040047547588E-4   6.544785218349E-2
    2.012733757792E0   4.998642025209E-5  -6.011076075279E-4   6.532642080652E-2
    2.013400446682E0   4.968218296202E-5  -5.982243648692E-4   6.520521677818E-2
    2.014067135571E0   4.937979792561E-5  -5.953549600015E-4   6.508423966719E-2
    2.014733824461E0   4.907925386217E-5  -5.924993264652E-4   6.496348904309E-2
    2.015400513350E0   4.878053955971E-5  -5.896573981196E-4   6.484296447625E-2
    2.016067202240E0   4.848364387459E-5  -5.868291091425E-4   6.472266553790E-2
    2.016733891130E0   4.818855573103E-5  -5.840143940276E-4   6.460259180006E-2
    2.017400580019E0   4.789526412074E-5  -5.812131875837E-4   6.448274283561E-2
    2.018067268909E0   4.760375810251E-5  -5.784254249330E-4   6.436311821824E-2
    2.018733957799E0   4.731402680178E-5  -5.756510415095E-4   6.424371752247E-2
    2.019400646688E0   4.702605941025E-5  -5.728899730575E-4   6.412454032363E-2
    2.020067335578E0   4.673984518545E-5  -5.701421556303E-4   6.400558619789E-2
    2.020734024467E0   4.645537345040E-5  -5.674075255883E-4   6.388685472223E-2
    2.021400713357E0   4.617263359312E-5  -5.646860195982E-4   6.376834547445E-2
    2.022067402247E0   4.589161506633E-5  -5.619775746307E-4   6.365005803316E-2
    2.022734091136E0   4.561230738697E-5  -5.592821279597E-4   6.353199197779E-2
    2.023400780026E0   4.533470013587E-5  -5.565996171607E-4   6.341414688858E-2
    2.024067468916E0   4.505878295734E-5  -5.539299801089E-4   6.329652234659E-2
    2.024734157805E0   4.478454555877E-5  -5.512731549784E-4   6.317911793368E-2
    2.025400846695E0   4.451197771026E-5  -5.486290802403E-4   6.306193323251E-2
    2.026067535585E0   4.424106924423E-5  -5.459976946616E-4   6.294496782658E-2
    2.026734224474E0   4.397181005506E-5  -5.433789373035E-4   6.282822130015E-2
    2.027400913364E0   4.370419009869E-5  -5.407727475201E-4   6.271169323833E-2
    2.028067602253E0   4.343819939223E-5  -5.381790649570E-4   6.259538322698E-2
    2.028734291143E0   4.317382801365E-5  -5.355978295500E-4   6.247929085281E-2
    2.029400980033E0   4.291106610134E-5  -5.330289815234E-4   6.236341570329E-2
    2.030067668922E0   4.264990385378E-5  -5.304724613889E-4   6.224775736672E-2
    2.030734357812E0   4.239033152915E-5  -5.279282099442E-4   6.213231543216E-2
    2.031401046702E0   4.213233944499E-5  -5.253961682714E-4   6.201708948950E-2
    2.032067735591E0   4.187591797783E-5  -5.228762777359E-4   6.190207912939E-2
    2.032734424481E0   4.162105756283E-5  -5.203684799847E-4   6.178728394328E-2
    2.033401113370E0   4.136774869342E-5  -5.178727169456E-4   6.167270352344E-2
    2.034067802260E0   4.111598192093E-5  -5.153889308253E-4   6.155833746287E-2
    2.034734491150E0   4.086574785427E-5  -5.129170641081E-4   6.144418535541E-2
    2.035401180039E0   4.061703715956E-5  -5.104570595552E-4   6.133024679565E-2
    2.036067868929E0   4.036984055978E-5  -5.080088602023E-4   6.121652137898E-2
    2.036734557819E0   4.012414883443E-5  -5.055724093595E-4   6.110300870157E-2
    2.037401246708E0   3.987995281918E-5  -5.031476506088E-4   6.098970836035E-2
    2.038067935598E0   3.963724340552E-5  -5.007345278038E-4   6.087661995305E-2
    2.038734624487E0   3.939601154045E-5  -4.983329850676E-4   6.076374307817E-2
    2.039401313377E0   3.915624822611E-5  -4.959429667920E-4   6.065107733499E-2
    2.040068002267E0   3.891794451945E-5  -4.935644176362E-4   6.053862232356E-2
    2.040734691156E0   3.868109153191E-5  -4.911972825250E-4   6.042637764468E-2
    2.041401380046E0   3.844568042907E-5  -4.888415066482E-4   6.031434289997E-2
    2.042068068936E0   3.821170243035E-5  -4.864970354589E-4   6.020251769177E-2
    2.042734757825E0   3.797914880864E-5  -4.841638146724E-4   6.009090162321E-2
    2.043401446715E0   3.774801089000E-5  -4.818417902648E-4   5.997949429819E-2
    2.044068135605E0   3.751828005334E-5  -4.795309084719E-4   5.986829532135E-2
    2.044734824494E0   3.728994773007E-5  -4.772311157878E-4   5.975730429814E-2
    2.045401513384E0   3.706300540382E-5  -4.749423589639E-4   5.964652083471E-2
    2.046068202273E0   3.683744461009E-5  -4.726645850074E-4   5.953594453802E-2
    2.046734891163E0   3.661325693594E-5  -4.703977411801E-4   5.942557501576E-2
    2.047401580053E0   3.639043401970E-5  -4.681417749973E-4   5.931541187639E-2
    2.048068268942E0   3.616896755062E-5  -4.658966342267E-4   5.920545472913E-2
    2.048734957832E0   3.594884926858E-5  -4.636622668867E-4   5.909570318393E-2
    2.049401646722E0   3.573007096378E-5  -4.614386212458E-4   5.898615685151E-2
    2.050068335611E0   3.551262447644E-5  -4.592256458209E-4   5.887681534334E-2
    2.050735024501E0   3.529650169647E-5  -4.570232893764E-4   5.876767827165E-2
    2.051401713390E0   3.508169456322E-5  -4.548315009229E-4   5.865874524939E-2
    2.052068402280E0   3.486819506509E-5  -4.526502297161E-4   5.855001589028E-2
    2.052735091170E0   3.465599523934E-5  -4.504794252553E-4   5.844148980877E-2
    2.053401780059E0   3.444508717170E-5  -4.483190372829E-4   5.833316662006E-2
    2.054068468949E0   3.423546299612E-5  -4.461690157825E-4   5.822504594010E-2
    2.054735157839E0   3.402711489447E-5  -4.440293109782E-4   5.811712738557E-2
    2.055401846728E0   3.382003509625E-5  -4.418998733331E-4   5.800941057388E-2
    2.056068535618E0   3.361421587828E-5  -4.397806535486E-4   5.790189512321E-2
    2.056735224507E0   3.340964956446E-5  -4.376716025629E-4   5.779458065243E-2
    2.057401913397E0   3.320632852540E-5  -4.355726715499E-4   5.768746678119E-2
    2.058068602287E0   3.300424517823E-5  -4.334838119182E-4   5.758055312984E-2
    2.058735291176E0   3.280339198624E-5  -4.314049753099E-4   5.747383931948E-2
    2.059401980066E0   3.260376145866E-5  -4.293361135995E-4   5.736732497193E-2
    2.060068668956E0   3.240534615032E-5  -4.272771788926E-4   5.726100970975E-2
    2.060735357845E0   3.220813866143E-5  -4.252281235251E-4   5.715489315621E-2
    2.061402046735E0   3.201213163725E-5  -4.231889000619E-4   5.704897493533E-2
    2.062068735625E0   3.181731776786E-5  -4.211594612960E-4   5.694325467183E-2
    2.062735424514E0   3.162368978787E-5  -4.191397602468E-4   5.683773199117E-2
    2.063402113404E0   3.143124047613E-5  -4.171297501600E-4   5.673240651952E-2
    2.064068802293E0   3.123996265549E-5  -4.151293845055E-4   5.662727788378E-2
    2.064735491183E0   3.104984919251E-5  -4.131386169771E-4   5.652234571157E-2
    2.065402180073E0   3.086089299722E-5  -4.111574014909E-4   5.641760963121E-2
    2.066068868962E0   3.067308702281E-5  -4.091856921846E-4   5.631306927175E-2
    2.066735557852E0   3.048642426543E-5  -4.072234434162E-4   5.620872426296E-2
    2.067402246742E0   3.030089776387E-5  -4.052706097630E-4   5.610457423531E-2
    2.068068935631E0   3.011650059932E-5  -4.033271460205E-4   5.600061881999E-2
    2.068735624521E0   2.993322589513E-5  -4.013930072016E-4   5.589685764889E-2
    2.069402313410E0   2.975106681652E-5  -3.994681485352E-4   5.579329035462E-2
    2.070069002300E0   2.957001657037E-5  -3.975525254654E-4   5.568991657050E-2
    2.070735691190E0   2.939006840491E-5  -3.956460936502E-4   5.558673593054E-2
    2.071402380079E0   2.921121560951E-5  -3.937488089611E-4   5.548374806947E-2
    2.072069068969E0   2.903345151442E-5  -3.918606274811E-4   5.538095262271E-2
    2.072735757859E0   2.885676949050E-5  -3.899815055046E-4   5.527834922640E-2
    2.073402446748E0   2.868116294902E-5  -3.881113995358E-4   5.517593751737E-2
    2.074069135638E0   2.850662534136E-5  -3.862502662881E-4   5.507371713313E-2
    2.074735824527E0   2.833315015878E-5  -3.843980626826E-4   5.497168771193E-2
    2.075402513417E0   2.816073093222E-5  -3.825547458476E-4   5.486984889268E-2
    2.076069202307E0   2.798936123199E-5  -3.807202731173E-4   5.476820031500E-2
    2.076735891196E0   2.781903466759E-5  -3.788946020310E-4   5.466674161921E-2
    2.077402580086E0   2.764974488742E-5  -3.770776903318E-4   5.456547244630E-2
    2.078069268976E0   2.748148557860E-5  -3.752694959661E-4   5.446439243797E-2
    2.078735957865E0   2.731425046667E-5  -3.734699770822E-4   5.436350123660E-2
    2.079402646755E0   2.714803331541E-5  -3.716790920294E-4   5.426279848528E-2
    2.080069335645E0   2.698282792657E-5  -3.698967993574E-4   5.416228382774E-2
    2.080736024534E0   2.681862813967E-5  -3.681230578147E-4   5.406195690845E-2
    2.081402713424E0   2.665542783175E-5  -3.663578263484E-4   5.396181737253E-2
    2.082069402313E0   2.649322091714E-5  -3.646010641023E-4   5.386186486578E-2
    2.082736091203E0   2.633200134723E-5  -3.628527304171E-4   5.376209903471E-2
    2.083402780093E0   2.617176311026E-5  -3.611127848285E-4   5.366251952649E-2
    2.084069468982E0   2.601250023110E-5  -3.593811870666E-4   5.356312598896E-2
    2.084736157872E0   2.585420677099E-5  -3.576578970552E-4   5.346391807065E-2
    2.085402846762E0   2.569687682737E-5  -3.559428749103E-4   5.336489542077E-2
    2.086069535651E0   2.554050453361E-5  -3.542360809399E-4   5.326605768920E-2
    2.086736224541E0   2.538508405882E-5  -3.525374756424E-4   5.316740452649E-2
    2.087402913430E0   2.523060960763E-5  -3.508470197062E-4   5.306893558386E-2
    2.088069602320E0   2.507707541995E-5  -3.491646740084E-4   5.297065051321E-2
    2.088736291210E0   2.492447577081E-5  -3.474903996142E-4   5.287254896711E-2
    2.089402980099E0   2.477280497009E-5  -3.458241577757E-4   5.277463059878E-2
    2.090069668989E0   2.462205736230E-5  -3.441659099313E-4   5.267689506213E-2
    2.090736357879E0   2.447222732645E-5  -3.425156177047E-4   5.257934201172E-2
    2.091403046768E0   2.432330927575E-5  -3.408732429037E-4   5.248197110278E-2
    2.092069735658E0   2.417529765745E-5  -3.392387475199E-4   5.238478199120E-2
    2.092736424547E0   2.402818695261E-5  -3.376120937273E-4   5.228777433353E-2
    2.093403113437E0   2.388197167592E-5  -3.359932438818E-4   5.219094778698E-2
    2.094069802327E0   2.373664637548E-5  -3.343821605199E-4   5.209430200944E-2
    2.094736491216E0   2.359220563257E-5  -3.327788063584E-4   5.199783665942E-2
    2.095403180106E0   2.344864406151E-5  -3.311831442928E-4   5.190155139611E-2
    2.096069868996E0   2.330595630940E-5  -3.295951373973E-4   5.180544587936E-2
    2.096736557885E0   2.316413705594E-5  -3.280147489233E-4   5.170951976965E-2
    2.097403246775E0   2.302318101324E-5  -3.264419422986E-4   5.161377272814E-2
    2.098069935665E0   2.288308292564E-5  -3.248766811269E-4   5.151820441662E-2
    2.098736624554E0   2.274383756945E-5  -3.233189291867E-4   5.142281449753E-2
    2.099403313444E0   2.260543975282E-5  -3.217686504305E-4   5.132760263399E-2
    2.100070002333E0   2.246788431552E-5  -3.202258089839E-4   5.123256848972E-2
    2.100736691223E0   2.233116612875E-5  -3.186903691450E-4   5.113771172912E-2
    2.101403380113E0   2.219528009492E-5  -3.171622953832E-4   5.104303201723E-2
    2.102070069002E0   2.206022114754E-5  -3.156415523388E-4   5.094852901971E-2
    2.102736757892E0   2.192598425092E-5  -3.141281048218E-4   5.085420240289E-2
    2.103403446782E0   2.179256440008E-5  -3.126219178114E-4   5.076005183373E-2
    2.104070135671E0   2.165995662052E-5  -3.111229564550E-4   5.066607697984E-2
    2.104736824561E0   2.152815596801E-5  -3.096311860672E-4   5.057227750944E-2
    2.105403513450E0   2.139715752847E-5  -3.081465721295E-4   5.047865309141E-2
    2.106070202340E0   2.126695641771E-5  -3.066690802892E-4   5.038520339527E-2
    2.106736891230E0   2.113754778132E-5  -3.051986763585E-4   5.029192809116E-2
    2.107403580119E0   2.100892679443E-5  -3.037353263139E-4   5.019882684987E-2
    2.108070269009E0   2.088108866158E-5  -3.022789962952E-4   5.010589934279E-2
    2.108736957899E0   2.075402861650E-5  -3.008296526052E-4   5.001314524199E-2
    2.109403646788E0   2.062774192195E-5  -2.993872617081E-4   4.992056422012E-2
    2.110070335678E0   2.050222386955E-5  -2.979517902297E-4   4.982815595048E-2
    2.110737024567E0   2.037746977959E-5  -2.965232049557E-4   4.973592010702E-2
    2.111403713457E0   2.025347500085E-5  -2.951014728316E-4   4.964385636427E-2
    2.112070402347E0   2.013023491046E-5  -2.936865609616E-4   4.955196439742E-2
    2.112737091236E0   2.000774491370E-5  -2.922784366079E-4   4.946024388227E-2
    2.113403780126E0   1.988600044380E-5  -2.908770671899E-4   4.936869449525E-2
    2.114070469016E0   1.976499696186E-5  -2.894824202837E-4   4.927731591339E-2
    2.114737157905E0   1.964472995657E-5  -2.880944636210E-4   4.918610781437E-2
    2.115403846795E0   1.952519494414E-5  -2.867131650885E-4   4.909506987646E-2
    2.116070535685E0   1.940638746804E-5  -2.853384927272E-4   4.900420177857E-2
    2.116737224574E0   1.928830309893E-5  -2.839704147317E-4   4.891350320022E-2
    2.117403913464E0   1.917093743441E-5  -2.826088994492E-4   4.882297382153E-2
    2.118070602353E0   1.905428609891E-5  -2.812539153790E-4   4.873261332325E-2
    2.118737291243E0   1.893834474349E-5  -2.799054311718E-4   4.864242138675E-2
    2.119403980133E0   1.882310904573E-5  -2.785634156288E-4   4.855239769398E-2
    2.120070669022E0   1.870857470949E-5  -2.772278377011E-4   4.846254192753E-2
    2.120737357912E0   1.859473746483E-5  -2.758986664888E-4   4.837285377058E-2
    2.121404046802E0   1.848159306780E-5  -2.745758712408E-4   4.828333290694E-2
    2.122070735691E0   1.836913730029E-5  -2.732594213532E-4   4.819397902100E-2
    2.122737424581E0   1.825736596989E-5  -2.719492863695E-4   4.810479179778E-2
    2.123404113470E0   1.814627490972E-5  -2.706454359794E-4   4.801577092288E-2
    2.124070802360E0   1.803585997828E-5  -2.693478400179E-4   4.792691608252E-2
    2.124737491250E0   1.792611705927E-5  -2.680564684654E-4   4.783822696352E-2
    2.125404180139E0   1.781704206149E-5  -2.667712914460E-4   4.774970325329E-2
    2.126070869029E0   1.770863091864E-5  -2.654922792276E-4   4.766134463985E-2
    2.126737557919E0   1.760087958917E-5  -2.642194022209E-4   4.757315081182E-2
    2.127404246808E0   1.749378405618E-5  -2.629526309785E-4   4.748512145840E-2
    2.128070935698E0   1.738734032719E-5  -2.616919361947E-4   4.739725626940E-2
    2.128737624587E0   1.728154443407E-5  -2.604372887044E-4   4.730955493524E-2
    2.129404313477E0   1.717639243283E-5  -2.591886594827E-4   4.722201714689E-2
    2.130071002367E0   1.707188040352E-5  -2.579460196440E-4   4.713464259596E-2
    2.130737691256E0   1.696800445004E-5  -2.567093404414E-4   4.704743097462E-2
    2.131404380146E0   1.686476070003E-5  -2.554785932663E-4   4.696038197564E-2
    2.132071069036E0   1.676214530472E-5  -2.542537496472E-4   4.687349529238E-2
    2.132737757925E0   1.666015443876E-5  -2.530347812497E-4   4.678677061878E-2
    2.133404446815E0   1.655878430011E-5  -2.518216598751E-4   4.670020764938E-2
    2.134071135705E0   1.645803110988E-5  -2.506143574605E-4   4.661380607929E-2
    2.134737824594E0   1.635789111219E-5  -2.494128460776E-4   4.652756560423E-2
    2.135404513484E0   1.625836057403E-5  -2.482170979322E-4   4.644148592046E-2
    2.136071202373E0   1.615943578513E-5  -2.470270853636E-4   4.635556672487E-2
    2.136737891263E0   1.606111305782E-5  -2.458427808442E-4   4.626980771490E-2
    2.137404580153E0   1.596338872688E-5  -2.446641569783E-4   4.618420858857E-2
    2.138071269042E0   1.586625914940E-5  -2.434911865018E-4   4.609876904450E-2
    2.138737957932E0   1.576972070467E-5  -2.423238422819E-4   4.601348878187E-2
    2.139404646822E0   1.567376979403E-5  -2.411620973156E-4   4.592836750043E-2
    2.140071335711E0   1.557840284072E-5  -2.400059247300E-4   4.584340490053E-2
    2.140738024601E0   1.548361628978E-5  -2.388552977810E-4   4.575860068307E-2
    2.141404713490E0   1.538940660788E-5  -2.377101898531E-4   4.567395454954E-2
    2.142071402380E0   1.529577028322E-5  -2.365705744586E-4   4.558946620198E-2
    2.142738091270E0   1.520270382538E-5  -2.354364252371E-4   4.550513534303E-2
    2.143404780159E0   1.511020376520E-5  -2.343077159545E-4   4.542096167588E-2
    2.144071469049E0   1.501826665464E-5  -2.331844205030E-4   4.533694490429E-2
    2.144738157939E0   1.492688906667E-5  -2.320665129000E-4   4.525308473259E-2
    2.145404846828E0   1.483606759510E-5  -2.309539672879E-4   4.516938086567E-2
    2.146071535718E0   1.474579885452E-5  -2.298467579330E-4   4.508583300901E-2
    2.146738224607E0   1.465607948012E-5  -2.287448592254E-4   4.500244086862E-2
    2.147404913497E0   1.456690612756E-5  -2.276482456782E-4   4.491920415110E-2
    2.148071602387E0   1.447827547290E-5  -2.265568919267E-4   4.483612256358E-2
    2.148738291276E0   1.439018421242E-5  -2.254707727282E-4   4.475319581379E-2
    2.149404980166E0   1.430262906253E-5  -2.243898629613E-4   4.467042360999E-2
    2.150071669056E0   1.421560675961E-5  -2.233141376249E-4   4.458780566101E-2
    2.150738357945E0   1.412911405995E-5  -2.222435718383E-4   4.450534167624E-2
    2.151405046835E0   1.404314773957E-5  -2.211781408402E-4   4.442303136562E-2
    2.152071735725E0   1.395770459413E-5  -2.201178199882E-4   4.434087443965E-2
    2.152738424614E0   1.387278143880E-5  -2.190625847581E-4   4.425887060937E-2
    2.153405113504E0   1.378837510814E-5  -2.180124107438E-4   4.417701958640E-2
    2.154071802393E0   1.370448245599E-5  -2.169672736561E-4   4.409532108289E-2
    2.154738491283E0   1.362110035535E-5  -2.159271493227E-4   4.401377481154E-2
    2.155405180173E0   1.353822569826E-5  -2.148920136870E-4   4.393238048562E-2
    2.156071869062E0   1.345585539569E-5  -2.138618428084E-4   4.385113781893E-2
    2.156738557952E0   1.337398637741E-5  -2.128366128610E-4   4.377004652583E-2
    2.157405246842E0   1.329261559190E-5  -2.118163001332E-4   4.368910632120E-2
    2.158071935731E0   1.321174000620E-5  -2.108008810277E-4   4.360831692051E-2
    2.158738624621E0   1.313135660584E-5  -2.097903320601E-4   4.352767803973E-2
    2.159405313510E0   1.305146239470E-5  -2.087846298589E-4   4.344718939541E-2
    2.160072002400E0   1.297205439489E-5  -2.077837511650E-4   4.336685070461E-2
    2.160738691290E0   1.289312964669E-5  -2.067876728307E-4   4.328666168496E-2
    2.161405380179E0   1.281468520835E-5  -2.057963718198E-4   4.320662205461E-2
    2.162072069069E0   1.273671815609E-5  -2.048098252064E-4   4.312673153226E-2
    2.162738757959E0   1.265922558388E-5  -2.038280101749E-4   4.304698983714E-2
    2.163405446848E0   1.258220460342E-5  -2.028509040192E-4   4.296739668902E-2
    2.164072135738E0   1.250565234400E-5  -2.018784841423E-4   4.288795180821E-2
    2.164738824627E0   1.242956595236E-5  -2.009107280555E-4   4.280865491555E-2
    2.165405513517E0   1.235394259265E-5  -1.999476133784E-4   4.272950573241E-2
    2.166072202407E0   1.227877944626E-5  -1.989891178378E-4   4.265050398071E-2
    2.166738891296E0   1.220407371175E-5  -1.980352192676E-4   4.257164938289E-2
    2.167405580186E0   1.212982260476E-5  -1.970858956082E-4   4.249294166191E-2
    2.168072269076E0   1.205602335784E-5  -1.961411249057E-4   4.241438054128E-2
    2.168738957965E0   1.198267322044E-5  -1.952008853119E-4   4.233596574503E-2
    2.169405646855E0   1.190976945874E-5  -1.942651550833E-4   4.225769699771E-2
    2.170072335745E0   1.183730935554E-5  -1.933339125809E-4   4.217957402441E-2
    2.170739024634E0   1.176529021022E-5  -1.924071362697E-4   4.210159655073E-2
    2.171405713524E0   1.169370933860E-5  -1.914848047179E-4   4.202376430281E-2
    2.172072402413E0   1.162256407283E-5  -1.905668965967E-4   4.194607700731E-2
    2.172739091303E0   1.155185176132E-5  -1.896533906798E-4   4.186853439140E-2
    2.173405780193E0   1.148156976860E-5  -1.887442658427E-4   4.179113618279E-2
    2.174072469082E0   1.141171547527E-5  -1.878395010625E-4   4.171388210970E-2
    2.174739157972E0   1.134228627789E-5  -1.869390754171E-4   4.163677190087E-2
    2.175405846862E0   1.127327958884E-5  -1.860429680849E-4   4.155980528555E-2
    2.176072535751E0   1.120469283627E-5  -1.851511583443E-4   4.148298199353E-2
    2.176739224641E0   1.113652346401E-5  -1.842636255732E-4   4.140630175510E-2
    2.177405913530E0   1.106876893143E-5  -1.833803492485E-4   4.132976430107E-2
    2.178072602420E0   1.100142671336E-5  -1.825013089457E-4   4.125336936275E-2
    2.178739291310E0   1.093449430005E-5  -1.816264843383E-4   4.117711667199E-2
    2.179405980199E0   1.086796919698E-5  -1.807558551973E-4   4.110100596113E-2
    2.180072669089E0   1.080184892486E-5  -1.798894013912E-4   4.102503696303E-2
    2.180739357979E0   1.073613101947E-5  -1.790271028849E-4   4.094920941106E-2
    2.181406046868E0   1.067081303161E-5  -1.781689397393E-4   4.087352303911E-2
    2.182072735758E0   1.060589252697E-5  -1.773148921115E-4   4.079797758156E-2
    2.182739424647E0   1.054136708610E-5  -1.764649402536E-4   4.072257277330E-2
    2.183406113537E0   1.047723430425E-5  -1.756190645125E-4   4.064730834974E-2
    2.184072802427E0   1.041349179132E-5  -1.747772453296E-4   4.057218404678E-2
    2.184739491316E0   1.035013717177E-5  -1.739394632401E-4   4.049719960084E-2
    2.185406180206E0   1.028716808451E-5  -1.731056988727E-4   4.042235474883E-2
    2.186072869096E0   1.022458218285E-5  -1.722759329492E-4   4.034764922816E-2
    2.186739557985E0   1.016237713437E-5  -1.714501462837E-4   4.027308277676E-2
    2.187406246875E0   1.010055062084E-5  -1.706283197828E-4   4.019865513304E-2
    2.188072935765E0   1.003910033819E-5  -1.698104344445E-4   4.012436603593E-2
    2.188739624654E0   9.978023996318E-6  -1.689964713581E-4   4.005021522483E-2
    2.189406313544E0   9.917319319116E-6  -1.681864117037E-4   3.997620243967E-2
    2.190073002433E0   9.856984044312E-6  -1.673802367518E-4   3.990232742085E-2
    2.190739691323E0   9.797015923412E-6  -1.665779278627E-4   3.982858990928E-2
    2.191406380213E0   9.737412721613E-6  -1.657794664865E-4   3.975498964637E-2
    2.192073069102E0   9.678172217718E-6  -1.649848341619E-4   3.968152637401E-2
    2.192739757992E0   9.619292204055E-6  -1.641940125167E-4   3.960819983458E-2
    2.193406446882E0   9.560770486392E-6  -1.634069832667E-4   3.953500977097E-2
    2.194073135771E0   9.502604883861E-6  -1.626237282153E-4   3.946195592654E-2
    2.194739824661E0   9.444793228868E-6  -1.618442292537E-4   3.938903804516E-2
    2.195406513550E0   9.387333367019E-6  -1.610684683596E-4   3.931625587117E-2
    2.196073202440E0   9.330223157036E-6  -1.602964275975E-4   3.924360914941E-2
    2.196739891330E0   9.273460470680E-6  -1.595280891181E-4   3.917109762521E-2
    2.197406580219E0   9.217043192668E-6  -1.587634351574E-4   3.909872104438E-2
    2.198073269109E0   9.160969220598E-6  -1.580024480371E-4   3.902647915320E-2
    2.198739957999E0   9.105236464866E-6  -1.572451101635E-4   3.895437169847E-2
    2.199406646888E0   9.049842848594E-6  -1.564914040275E-4   3.888239842743E-2
    2.200073335778E0   8.994786307546E-6  -1.557413122041E-4   3.881055908784E-2
    2.200740024667E0   8.940064790056E-6  -1.549948173519E-4   3.873885342792E-2
    2.201406713557E0   8.885676256949E-6  -1.542519022127E-4   3.866728119638E-2
    2.202073402447E0   8.831618681464E-6  -1.535125496112E-4   3.859584214240E-2
    2.202740091336E0   8.777890049183E-6  -1.527767424546E-4   3.852453601564E-2
    2.203406780226E0   8.724488357951E-6  -1.520444637321E-4   3.845336256626E-2
    2.204073469116E0   8.671411617801E-6  -1.513156965147E-4   3.838232154486E-2
    2.204740158005E0   8.618657850886E-6  -1.505904239545E-4   3.831141270254E-2
    2.205406846895E0   8.566225091397E-6  -1.498686292846E-4   3.824063579087E-2
    2.206073535785E0   8.514111385497E-6  -1.491502958185E-4   3.816999056189E-2
    2.206740224674E0   8.462314791241E-6  -1.484354069500E-4   3.809947676811E-2
    2.207406913564E0   8.410833378511E-6  -1.477239461524E-4   3.802909416253E-2
    2.208073602453E0   8.359665228937E-6  -1.470158969784E-4   3.795884249860E-2
    2.208740291343E0   8.308808435832E-6  -1.463112430598E-4   3.788872153026E-2
    2.209406980233E0   8.258261104115E-6  -1.456099681069E-4   3.781873101189E-2
    2.210073669122E0   8.208021350244E-6  -1.449120559080E-4   3.774887069836E-2
    2.210740358012E0   8.158087302144E-6  -1.442174903297E-4   3.767914034501E-2
    2.211407046902E0   8.108457099139E-6  -1.435262553155E-4   3.760953970764E-2
    2.212073735791E0   8.059128891879E-6  -1.428383348864E-4   3.754006854251E-2
    2.212740424681E0   8.010100842275E-6  -1.421537131400E-4   3.747072660636E-2
    2.213407113570E0   7.961371123429E-6  -1.414723742501E-4   3.740151365637E-2
    2.214073802460E0   7.912937919566E-6  -1.407943024667E-4   3.733242945021E-2
    2.214740491350E0   7.864799425963E-6  -1.401194821152E-4   3.726347374599E-2
    2.215407180239E0   7.816953848888E-6  -1.394478975964E-4   3.719464630230E-2
    2.216073869129E0   7.769399405528E-6  -1.387795333859E-4   3.712594687816E-2
    2.216740558019E0   7.722134323924E-6  -1.381143740339E-4   3.705737523309E-2
    2.217407246908E0   7.675156842906E-6  -1.374524041647E-4   3.698893112705E-2
    2.218073935798E0   7.628465212025E-6  -1.367936084764E-4   3.692061432043E-2
    2.218740624687E0   7.582057691489E-6  -1.361379717408E-4   3.685242457413E-2
    2.219407313577E0   7.535932552100E-6  -1.354854788023E-4   3.678436164946E-2
    2.220074002467E0   7.490088075185E-6  -1.348361145786E-4   3.671642530821E-2
    2.220740691356E0   7.444522552537E-6  -1.341898640595E-4   3.664861531261E-2
    2.221407380246E0   7.399234286348E-6  -1.335467123069E-4   3.658093142536E-2
    2.222074069136E0   7.354221589144E-6  -1.329066444545E-4   3.651337340959E-2
    2.222740758025E0   7.309482783729E-6  -1.322696457072E-4   3.644594102891E-2
    2.223407446915E0   7.265016203113E-6  -1.316357013410E-4   3.637863404734E-2
    2.224074135805E0   7.220820190459E-6  -1.310047967028E-4   3.631145222939E-2
    2.224740824694E0   7.176893099015E-6  -1.303769172094E-4   3.624439533999E-2
    2.225407513584E0   7.133233292053E-6  -1.297520483481E-4   3.617746314454E-2
    2.226074202473E0   7.089839142811E-6  -1.291301756754E-4   3.611065540887E-2
    2.226740891363E0   7.046709034433E-6  -1.285112848174E-4   3.604397189926E-2
    2.227407580253E0   7.003841359902E-6  -1.278953614693E-4   3.597741238245E-2
    2.228074269142E0   6.961234521987E-6  -1.272823913947E-4   3.591097662560E-2
    2.228740958032E0   6.918886933181E-6  -1.266723604256E-4   3.584466439633E-2
