#             R [au]        psi_0 [a.u.]        psi_1 [a.u.]        psi_2 [a.u.]
    1.210240341345E1  4.637476640961E-45 -1.967911281318E-35  7.699330211523E-14
    1.210307010234E1  4.609327588913E-45 -1.958512841673E-35  7.685427103006E-14
    1.210373679123E1  4.581349399241E-45 -1.949159287654E-35  7.671549101462E-14
    1.210440348012E1  4.553541034825E-45 -1.939850404895E-35  7.657696161549E-14
    1.210507016901E1  4.525901464838E-45 -1.930585980049E-35  7.643868238007E-14
    1.210573685790E1  4.498429664710E-45 -1.921365800793E-35  7.630065285658E-14
    1.210640354678E1  4.471124616090E-45 -1.912189655813E-35  7.616287259405E-14
    1.210707023567E1  4.443985306810E-45 -1.903057334810E-35  7.602534114231E-14
    1.210773692456E1  4.417010730845E-45 -1.893968628483E-35  7.588805805203E-14
    1.210840361345E1  4.390199888275E-45 -1.884923328536E-35  7.575102287469E-14
    1.210907030234E1  4.363551785251E-45 -1.875921227666E-35  7.561423516255E-14
    1.210973699123E1  4.337065433957E-45 -1.866962119557E-35  7.547769446870E-14
    1.211040368012E1  4.310739852572E-45 -1.858045798884E-35  7.534140034705E-14
    1.211107036901E1  4.284574065234E-45 -1.849172061298E-35  7.520535235229E-14
    1.211173705790E1  4.258567102006E-45 -1.840340703427E-35  7.506955003993E-14
    1.211240374679E1  4.232717998837E-45 -1.831551522873E-35  7.493399296628E-14
    1.211307043568E1  4.207025797530E-45 -1.822804318200E-35  7.479868068844E-14
    1.211373712457E1  4.181489545700E-45 -1.814098888938E-35  7.466361276432E-14
    1.211440381346E1  4.156108296748E-45 -1.805435035573E-35  7.452878875264E-14
    1.211507050235E1  4.130881109817E-45 -1.796812559544E-35  7.439420821290E-14
    1.211573719124E1  4.105807049763E-45 -1.788231263237E-35  7.425987070539E-14
    1.211640388013E1  4.080885187116E-45 -1.779690949983E-35  7.412577579122E-14
    1.211707056902E1  4.056114598051E-45 -1.771191424053E-35  7.399192303226E-14
    1.211773725791E1  4.031494364349E-45 -1.762732490652E-35  7.385831199121E-14
    1.211840394680E1  4.007023573363E-45 -1.754313955914E-35  7.372494223152E-14
    1.211907063569E1  3.982701317988E-45 -1.745935626901E-35  7.359181331745E-14
    1.211973732458E1  3.958526696624E-45 -1.737597311596E-35  7.345892481405E-14
    1.212040401347E1  3.934498813144E-45 -1.729298818898E-35  7.332627628714E-14
    1.212107070236E1  3.910616776860E-45 -1.721039958619E-35  7.319386730335E-14
    1.212173739125E1  3.886879702490E-45 -1.712820541480E-35  7.306169743006E-14
    1.212240408014E1  3.863286710128E-45 -1.704640379106E-35  7.292976623545E-14
    1.212307076903E1  3.839836925207E-45 -1.696499284021E-35  7.279807328848E-14
    1.212373745792E1  3.816529478467E-45 -1.688397069645E-35  7.266661815889E-14
    1.212440414680E1  3.793363505928E-45 -1.680333550288E-35  7.253540041719E-14
    1.212507083569E1  3.770338148852E-45 -1.672308541147E-35  7.240441963467E-14
    1.212573752458E1  3.747452553713E-45 -1.664321858304E-35  7.227367538338E-14
    1.212640421347E1  3.724705872169E-45 -1.656373318716E-35  7.214316723617E-14
    1.212707090236E1  3.702097261023E-45 -1.648462740216E-35  7.201289476665E-14
    1.212773759125E1  3.679625882199E-45 -1.640589941507E-35  7.188285754919E-14
    1.212840428014E1  3.657290902707E-45 -1.632754742158E-35  7.175305515893E-14
    1.212907096903E1  3.635091494615E-45 -1.624956962598E-35  7.162348717179E-14
    1.212973765792E1  3.613026835014E-45 -1.617196424117E-35  7.149415316445E-14
    1.213040434681E1  3.591096105991E-45 -1.609472948854E-35  7.136505271436E-14
    1.213107103570E1  3.569298494598E-45 -1.601786359801E-35  7.123618539971E-14
    1.213173772459E1  3.547633192821E-45 -1.594136480794E-35  7.110755079949E-14
    1.213240441348E1  3.526099397552E-45 -1.586523136511E-35  7.097914849341E-14
    1.213307110237E1  3.504696310555E-45 -1.578946152466E-35  7.085097806197E-14
    1.213373779126E1  3.483423138443E-45 -1.571405355009E-35  7.072303908641E-14
    1.213440448015E1  3.462279092640E-45 -1.563900571315E-35  7.059533114874E-14
    1.213507116904E1  3.441263389362E-45 -1.556431629389E-35  7.046785383171E-14
    1.213573785793E1  3.420375249578E-45 -1.548998358054E-35  7.034060671883E-14
    1.213640454682E1  3.399613898989E-45 -1.541600586953E-35  7.021358939436E-14
    1.213707123571E1  3.378978567993E-45 -1.534238146540E-35  7.008680144333E-14
    1.213773792460E1  3.358468491662E-45 -1.526910868082E-35  6.996024245148E-14
    1.213840461349E1  3.338082909709E-45 -1.519618583648E-35  6.983391200534E-14
    1.213907130238E1  3.317821066464E-45 -1.512361126113E-35  6.970780969216E-14
    1.213973799127E1  3.297682210842E-45 -1.505138329148E-35  6.958193509995E-14
    1.214040468016E1  3.277665596318E-45 -1.497950027218E-35  6.945628781745E-14
    1.214107136905E1  3.257770480898E-45 -1.490796055578E-35  6.933086743415E-14
    1.214173805794E1  3.237996127091E-45 -1.483676250274E-35  6.920567354029E-14
    1.214240474682E1  3.218341801885E-45 -1.476590448129E-35  6.908070572684E-14
    1.214307143571E1  3.198806776715E-45 -1.469538486750E-35  6.895596358550E-14
    1.214373812460E1  3.179390327439E-45 -1.462520204518E-35  6.883144670873E-14
    1.214440481349E1  3.160091734312E-45 -1.455535440585E-35  6.870715468971E-14
    1.214507150238E1  3.140910281954E-45 -1.448584034872E-35  6.858308712236E-14
    1.214573819127E1  3.121845259332E-45 -1.441665828065E-35  6.845924360133E-14
    1.214640488016E1  3.102895959725E-45 -1.434780661610E-35  6.833562372201E-14
    1.214707156905E1  3.084061680705E-45 -1.427928377711E-35  6.821222708050E-14
    1.214773825794E1  3.065341724105E-45 -1.421108819325E-35  6.808905327366E-14
    1.214840494683E1  3.046735395997E-45 -1.414321830159E-35  6.796610189906E-14
    1.214907163572E1  3.028242006665E-45 -1.407567254667E-35  6.784337255500E-14
    1.214973832461E1  3.009860870580E-45 -1.400844938045E-35  6.772086484050E-14
    1.215040501350E1  2.991591306373E-45 -1.394154726229E-35  6.759857835531E-14
    1.215107170239E1  2.973432636813E-45 -1.387496465892E-35  6.747651269990E-14
    1.215173839128E1  2.955384188776E-45 -1.380870004436E-35  6.735466747547E-14
    1.215240508017E1  2.937445293228E-45 -1.374275189994E-35  6.723304228393E-14
    1.215307176906E1  2.919615285193E-45 -1.367711871425E-35  6.711163672791E-14
    1.215373845795E1  2.901893503733E-45 -1.361179898309E-35  6.699045041077E-14
    1.215440514684E1  2.884279291921E-45 -1.354679120943E-35  6.686948293657E-14
    1.215507183573E1  2.866771996817E-45 -1.348209390340E-35  6.674873391010E-14
    1.215573852462E1  2.849370969447E-45 -1.341770558227E-35  6.662820293684E-14
    1.215640521351E1  2.832075564773E-45 -1.335362477034E-35  6.650788962300E-14
    1.215707190240E1  2.814885141673E-45 -1.328984999901E-35  6.638779357552E-14
    1.215773859129E1  2.797799062919E-45 -1.322637980666E-35  6.626791440201E-14
    1.215840528018E1  2.780816695148E-45 -1.316321273866E-35  6.614825171081E-14
    1.215907196907E1  2.763937408843E-45 -1.310034734733E-35  6.602880511098E-14
    1.215973865796E1  2.747160578307E-45 -1.303778219190E-35  6.590957421225E-14
    1.216040534684E1  2.730485581642E-45 -1.297551583848E-35  6.579055862509E-14
    1.216107203573E1  2.713911800725E-45 -1.291354686005E-35  6.567175796066E-14
    1.216173872462E1  2.697438621184E-45 -1.285187383636E-35  6.555317183081E-14
    1.216240541351E1  2.681065432378E-45 -1.279049535399E-35  6.543479984812E-14
    1.216307210240E1  2.664791627369E-45 -1.272941000623E-35  6.531664162585E-14
    1.216373879129E1  2.648616602907E-45 -1.266861639313E-35  6.519869677794E-14
    1.216440548018E1  2.632539759401E-45 -1.260811312139E-35  6.508096491908E-14
    1.216507216907E1  2.616560500901E-45 -1.254789880438E-35  6.496344566460E-14
    1.216573885796E1  2.600678235074E-45 -1.248797206209E-35  6.484613863056E-14
    1.216640554685E1  2.584892373182E-45 -1.242833152110E-35  6.472904343370E-14
    1.216707223574E1  2.569202330061E-45 -1.236897581456E-35  6.461215969146E-14
    1.216773892463E1  2.553607524098E-45 -1.230990358212E-35  6.449548702195E-14
    1.216840561352E1  2.538107377213E-45 -1.225111346997E-35  6.437902504401E-14
    1.216907230241E1  2.522701314831E-45 -1.219260413072E-35  6.426277337712E-14
    1.216973899130E1  2.507388765868E-45 -1.213437422345E-35  6.414673164148E-14
    1.217040568019E1  2.492169162704E-45 -1.207642241362E-35  6.403089945798E-14
    1.217107236908E1  2.477041941166E-45 -1.201874737308E-35  6.391527644816E-14
    1.217173905797E1  2.462006540506E-45 -1.196134778001E-35  6.379986223428E-14
    1.217240574686E1  2.447062403377E-45 -1.190422231892E-35  6.368465643926E-14
    1.217307243575E1  2.432208975818E-45 -1.184736968058E-35  6.356965868671E-14
    1.217373912464E1  2.417445707228E-45 -1.179078856204E-35  6.345486860092E-14
    1.217440581353E1  2.402772050351E-45 -1.173447766654E-35  6.334028580686E-14
    1.217507250242E1  2.388187461250E-45 -1.167843570354E-35  6.322590993016E-14
    1.217573919131E1  2.373691399291E-45 -1.162266138866E-35  6.311174059716E-14
    1.217640588020E1  2.359283327121E-45 -1.156715344364E-35  6.299777743484E-14
    1.217707256909E1  2.344962710650E-45 -1.151191059633E-35  6.288402007087E-14
    1.217773925798E1  2.330729019029E-45 -1.145693158067E-35  6.277046813360E-14
    1.217840594686E1  2.316581724631E-45 -1.140221513663E-35  6.265712125204E-14
    1.217907263575E1  2.302520303032E-45 -1.134776001020E-35  6.254397905587E-14
    1.217973932464E1  2.288544232991E-45 -1.129356495337E-35  6.243104117544E-14
    1.218040601353E1  2.274652996430E-45 -1.123962872407E-35  6.231830724176E-14
    1.218107270242E1  2.260846078419E-45 -1.118595008619E-35  6.220577688654E-14
    1.218173939131E1  2.247122967149E-45 -1.113252780949E-35  6.209344974211E-14
    1.218240608020E1  2.233483153921E-45 -1.107936066964E-35  6.198132544149E-14
    1.218307276909E1  2.219926133122E-45 -1.102644744813E-35  6.186940361835E-14
    1.218373945798E1  2.206451402210E-45 -1.097378693229E-35  6.175768390705E-14
    1.218440614687E1  2.193058461691E-45 -1.092137791522E-35  6.164616594257E-14
    1.218507283576E1  2.179746815105E-45 -1.086921919580E-35  6.153484936057E-14
    1.218573952465E1  2.166515969003E-45 -1.081730957865E-35  6.142373379737E-14
    1.218640621354E1  2.153365432934E-45 -1.076564787408E-35  6.131281888995E-14
    1.218707290243E1  2.140294719422E-45 -1.071423289810E-35  6.120210427593E-14
    1.218773959132E1  2.127303343952E-45 -1.066306347236E-35  6.109158959360E-14
    1.218840628021E1  2.114390824946E-45 -1.061213842415E-35  6.098127448188E-14
    1.218907296910E1  2.101556683754E-45 -1.056145658636E-35  6.087115858038E-14
    1.218973965799E1  2.088800444629E-45 -1.051101679745E-35  6.076124152934E-14
    1.219040634688E1  2.076121634710E-45 -1.046081790142E-35  6.065152296963E-14
    1.219107303577E1  2.063519784010E-45 -1.041085874780E-35  6.054200254280E-14
    1.219173972466E1  2.050994425392E-45 -1.036113819162E-35  6.043267989103E-14
    1.219240641355E1  2.038545094556E-45 -1.031165509336E-35  6.032355465716E-14
    1.219307310244E1  2.026171330019E-45 -1.026240831896E-35  6.021462648467E-14
    1.219373979133E1  2.013872673100E-45 -1.021339673977E-35  6.010589501766E-14
    1.219440648022E1  2.001648667902E-45 -1.016461923252E-35  5.999735990092E-14
    1.219507316911E1  1.989498861295E-45 -1.011607467933E-35  5.988902077983E-14
    1.219573985800E1  1.977422802901E-45 -1.006776196763E-35  5.978087730045E-14
    1.219640654688E1  1.965420045072E-45 -1.001967999018E-35  5.967292910946E-14
    1.219707323577E1  1.953490142882E-45 -9.971827645023E-36  5.956517585419E-14
    1.219773992466E1  1.941632654102E-45 -9.924203835473E-36  5.945761718259E-14
    1.219840661355E1  1.929847139189E-45 -9.876807470070E-36  5.935025274326E-14
    1.219907330244E1  1.918133161268E-45 -9.829637462573E-36  5.924308218542E-14
    1.219973999133E1  1.906490286115E-45 -9.782692731927E-36  5.913610515895E-14
    1.220040668022E1  1.894918082141E-45 -9.735972202240E-36  5.902932131434E-14
    1.220107336911E1  1.883416120380E-45 -9.689474802760E-36  5.892273030272E-14
    1.220174005800E1  1.871983974466E-45 -9.643199467847E-36  5.881633177583E-14
    1.220240674689E1  1.860621220624E-45 -9.597145136951E-36  5.871012538608E-14
    1.220307343578E1  1.849327437648E-45 -9.551310754586E-36  5.860411078647E-14
    1.220374012467E1  1.838102206893E-45 -9.505695270309E-36  5.849828763064E-14
    1.220440681356E1  1.826945112250E-45 -9.460297638692E-36  5.839265557287E-14
    1.220507350245E1  1.815855740141E-45 -9.415116819302E-36  5.828721426803E-14
    1.220574019134E1  1.804833679494E-45 -9.370151776671E-36  5.818196337165E-14
    1.220640688023E1  1.793878521736E-45 -9.325401480281E-36  5.807690253986E-14
    1.220707356912E1  1.782989860770E-45 -9.280864904531E-36  5.797203142942E-14
    1.220774025801E1  1.772167292967E-45 -9.236541028723E-36  5.786734969770E-14
    1.220840694690E1  1.761410417147E-45 -9.192428837030E-36  5.776285700270E-14
    1.220907363579E1  1.750718834566E-45 -9.148527318478E-36  5.765855300304E-14
    1.220974032468E1  1.740092148898E-45 -9.104835466920E-36  5.755443735794E-14
    1.221040701357E1  1.729529966225E-45 -9.061352281017E-36  5.745050972725E-14
    1.221107370246E1  1.719031895019E-45 -9.018076764209E-36  5.734676977143E-14
    1.221174039135E1  1.708597546129E-45 -8.975007924697E-36  5.724321715155E-14
    1.221240708024E1  1.698226532766E-45 -8.932144775420E-36  5.713985152930E-14
    1.221307376913E1  1.687918470489E-45 -8.889486334028E-36  5.703667256698E-14
    1.221374045802E1  1.677672977189E-45 -8.847031622866E-36  5.693367992748E-14
    1.221440714690E1  1.667489673078E-45 -8.804779668946E-36  5.683087327433E-14
    1.221507383579E1  1.657368180674E-45 -8.762729503926E-36  5.672825227164E-14
    1.221574052468E1  1.647308124784E-45 -8.720880164092E-36  5.662581658415E-14
    1.221640721357E1  1.637309132494E-45 -8.679230690329E-36  5.652356587719E-14
    1.221707390246E1  1.627370833154E-45 -8.637780128105E-36  5.642149981670E-14
    1.221774059135E1  1.617492858361E-45 -8.596527527446E-36  5.631961806923E-14
    1.221840728024E1  1.607674841951E-45 -8.555471942915E-36  5.621792030191E-14
    1.221907396913E1  1.597916419982E-45 -8.514612433590E-36  5.611640618249E-14
    1.221974065802E1  1.588217230720E-45 -8.473948063042E-36  5.601507537933E-14
    1.222040734691E1  1.578576914629E-45 -8.433477899317E-36  5.591392756135E-14
    1.222107403580E1  1.568995114352E-45 -8.393201014909E-36  5.581296239812E-14
    1.222174072469E1  1.559471474704E-45 -8.353116486744E-36  5.571217955976E-14
    1.222240741358E1  1.550005642655E-45 -8.313223396153E-36  5.561157871701E-14
    1.222307410247E1  1.540597267318E-45 -8.273520828858E-36  5.551115954120E-14
    1.222374079136E1  1.531245999935E-45 -8.234007874947E-36  5.541092170426E-14
    1.222440748025E1  1.521951493866E-45 -8.194683628851E-36  5.531086487870E-14
    1.222507416914E1  1.512713404574E-45 -8.155547189329E-36  5.521098873762E-14
    1.222574085803E1  1.503531389615E-45 -8.116597659442E-36  5.511129295474E-14
    1.222640754692E1  1.494405108622E-45 -8.077834146537E-36  5.501177720432E-14
    1.222707423581E1  1.485334223294E-45 -8.039255762221E-36  5.491244116126E-14
    1.222774092470E1  1.476318397385E-45 -8.000861622346E-36  5.481328450101E-14
    1.222840761359E1  1.467357296689E-45 -7.962650846988E-36  5.471430689962E-14
    1.222907430248E1  1.458450589028E-45 -7.924622560421E-36  5.461550803372E-14
    1.222974099137E1  1.449597944242E-45 -7.886775891106E-36  5.451688758053E-14
    1.223040768026E1  1.440799034173E-45 -7.849109971663E-36  5.441844521786E-14
    1.223107436915E1  1.432053532656E-45 -7.811623938857E-36  5.432018062409E-14
    1.223174105804E1  1.423361115505E-45 -7.774316933573E-36  5.422209347817E-14
    1.223240774692E1  1.414721460504E-45 -7.737188100802E-36  5.412418345965E-14
    1.223307443581E1  1.406134247391E-45 -7.700236589617E-36  5.402645024867E-14
    1.223374112470E1  1.397599157847E-45 -7.663461553154E-36  5.392889352590E-14
    1.223440781359E1  1.389115875488E-45 -7.626862148594E-36  5.383151297264E-14
    1.223507450248E1  1.380684085848E-45 -7.590437537145E-36  5.373430827073E-14
    1.223574119137E1  1.372303476370E-45 -7.554186884019E-36  5.363727910260E-14
    1.223640788026E1  1.363973736396E-45 -7.518109358415E-36  5.354042515125E-14
    1.223707456915E1  1.355694557152E-45 -7.482204133500E-36  5.344374610025E-14
    1.223774125804E1  1.347465631738E-45 -7.446470386391E-36  5.334724163375E-14
    1.223840794693E1  1.339286655119E-45 -7.410907298134E-36  5.325091143647E-14
    1.223907463582E1  1.331157324110E-45 -7.375514053686E-36  5.315475519368E-14
    1.223974132471E1  1.323077337365E-45 -7.340289841897E-36  5.305877259123E-14
    1.224040801360E1  1.315046395370E-45 -7.305233855490E-36  5.296296331556E-14
    1.224107470249E1  1.307064200427E-45 -7.270345291045E-36  5.286732705364E-14
    1.224174139138E1  1.299130456646E-45 -7.235623348978E-36  5.277186349303E-14
    1.224240808027E1  1.291244869932E-45 -7.201067233524E-36  5.267657232184E-14
    1.224307476916E1  1.283407147976E-45 -7.166676152718E-36  5.258145322875E-14
    1.224374145805E1  1.275617000244E-45 -7.132449318379E-36  5.248650590300E-14
    1.224440814694E1  1.267874137963E-45 -7.098385946088E-36  5.239173003440E-14
    1.224507483583E1  1.260178274116E-45 -7.064485255173E-36  5.229712531331E-14
    1.224574152472E1  1.252529123425E-45 -7.030746468691E-36  5.220269143064E-14
    1.224640821361E1  1.244926402346E-45 -6.997168813410E-36  5.210842807789E-14
    1.224707490250E1  1.237369829056E-45 -6.963751519790E-36  5.201433494708E-14
    1.224774159139E1  1.229859123441E-45 -6.930493821966E-36  5.192041173081E-14
    1.224840828028E1  1.222394007088E-45 -6.897394957731E-36  5.182665812224E-14
    1.224907496917E1  1.214974203275E-45 -6.864454168518E-36  5.173307381505E-14
    1.224974165806E1  1.207599436959E-45 -6.831670699383E-36  5.163965850352E-14
    1.225040834694E1  1.200269434765E-45 -6.799043798988E-36  5.154641188244E-14
    1.225107503583E1  1.192983924980E-45 -6.766572719583E-36  5.145333364718E-14
    1.225174172472E1  1.185742637538E-45 -6.734256716989E-36  5.136042349364E-14
    1.225240841361E1  1.178545304014E-45 -6.702095050581E-36  5.126768111829E-14
    1.225307510250E1  1.171391657611E-45 -6.670086983271E-36  5.117510621813E-14
    1.225374179139E1  1.164281433153E-45 -6.638231781492E-36  5.108269849072E-14
    1.225440848028E1  1.157214367071E-45 -6.606528715179E-36  5.099045763415E-14
    1.225507516917E1  1.150190197399E-45 -6.574977057756E-36  5.089838334708E-14
    1.225574185806E1  1.143208663758E-45 -6.543576086115E-36  5.080647532869E-14
    1.225640854695E1  1.136269507353E-45 -6.512325080601E-36  5.071473327872E-14
    1.225707523584E1  1.129372470956E-45 -6.481223324999E-36  5.062315689744E-14
    1.225774192473E1  1.122517298903E-45 -6.450270106512E-36  5.053174588567E-14
    1.225840861362E1  1.115703737082E-45 -6.419464715748E-36  5.044049994476E-14
    1.225907530251E1  1.108931532921E-45 -6.388806446702E-36  5.034941877662E-14
    1.225974199140E1  1.102200435384E-45 -6.358294596742E-36  5.025850208367E-14
    1.226040868029E1  1.095510194956E-45 -6.327928466592E-36  5.016774956889E-14
    1.226107536918E1  1.088860563639E-45 -6.297707360315E-36  5.007716093579E-14
    1.226174205807E1  1.082251294939E-45 -6.267630585297E-36  4.998673588842E-14
    1.226240874696E1  1.075682143859E-45 -6.237697452232E-36  4.989647413134E-14
    1.226307543585E1  1.069152866887E-45 -6.207907275108E-36  4.980637536968E-14
    1.226374212474E1  1.062663221993E-45 -6.178259371187E-36  4.971643930908E-14
    1.226440881363E1  1.056212968612E-45 -6.148753060993E-36  4.962666565571E-14
    1.226507550252E1  1.049801867641E-45 -6.119387668294E-36  4.953705411629E-14
    1.226574219141E1  1.043429681430E-45 -6.090162520089E-36  4.944760439804E-14
    1.226640888030E1  1.037096173768E-45 -6.061076946589E-36  4.935831620874E-14
    1.226707556919E1  1.030801109881E-45 -6.032130281207E-36  4.926918925668E-14
    1.226774225808E1  1.024544256418E-45 -6.003321860537E-36  4.918022325067E-14
    1.226840894696E1  1.018325381445E-45 -5.974651024342E-36  4.909141790007E-14
    1.226907563585E1  1.012144254436E-45 -5.946117115538E-36  4.900277291475E-14
    1.226974232474E1  1.006000646265E-45 -5.917719480179E-36  4.891428800510E-14
    1.227040901363E1  9.998943291945E-46 -5.889457467444E-36  4.882596288203E-14
    1.227107570252E1  9.938250768721E-46 -5.861330429619E-36  4.873779725699E-14
    1.227174239141E1  9.877926643178E-46 -5.833337722081E-36  4.864979084195E-14
    1.227240908030E1  9.817968679173E-46 -5.805478703290E-36  4.856194334937E-14
    1.227307576919E1  9.758374654139E-46 -5.777752734767E-36  4.847425449227E-14
    1.227374245808E1  9.699142358999E-46 -5.750159181084E-36  4.838672398415E-14
    1.227440914697E1  9.640269598084E-46 -5.722697409845E-36  4.829935153907E-14
    1.227507583586E1  9.581754189055E-46 -5.695366791677E-36  4.821213687156E-14
    1.227574252475E1  9.523593962816E-46 -5.668166700212E-36  4.812507969670E-14
    1.227640921364E1  9.465786763441E-46 -5.641096512073E-36  4.803817973008E-14
    1.227707590253E1  9.408330448088E-46 -5.614155606861E-36  4.795143668778E-14
    1.227774259142E1  9.351222886922E-46 -5.587343367139E-36  4.786485028642E-14
    1.227840928031E1  9.294461963036E-46 -5.560659178419E-36  4.777842024312E-14
    1.227907596920E1  9.238045572374E-46 -5.534102429149E-36  4.769214627551E-14
    1.227974265809E1  9.181971623649E-46 -5.507672510695E-36  4.760602810173E-14
    1.228040934698E1  9.126238038270E-46 -5.481368817332E-36  4.752006544043E-14
    1.228107603587E1  9.070842750262E-46 -5.455190746228E-36  4.743425801078E-14
    1.228174272476E1  9.015783706190E-46 -5.429137697429E-36  4.734860553244E-14
    1.228240941365E1  8.961058865084E-46 -5.403209073846E-36  4.726310772558E-14
    1.228307610254E1  8.906666198362E-46 -5.377404281242E-36  4.717776431089E-14
    1.228374279143E1  8.852603689755E-46 -5.351722728219E-36  4.709257500953E-14
    1.228440948032E1  8.798869335233E-46 -5.326163826203E-36  4.700753954320E-14
    1.228507616921E1  8.745461142931E-46 -5.300726989430E-36  4.692265763410E-14
    1.228574285810E1  8.692377133073E-46 -5.275411634933E-36  4.683792900489E-14
    1.228640954698E1  8.639615337900E-46 -5.250217182532E-36  4.675335337879E-14
    1.228707623587E1  8.587173801600E-46 -5.225143054816E-36  4.666893047948E-14
    1.228774292476E1  8.535050580230E-46 -5.200188677131E-36  4.658466003115E-14
    1.228840961365E1  8.483243741646E-46 -5.175353477569E-36  4.650054175849E-14
    1.228907630254E1  8.431751365434E-46 -5.150636886952E-36  4.641657538668E-14
    1.228974299143E1  8.380571542836E-46 -5.126038338821E-36  4.633276064141E-14
    1.229040968032E1  8.329702376680E-46 -5.101557269423E-36  4.624909724886E-14
    1.229107636921E1  8.279141981309E-46 -5.077193117696E-36  4.616558493569E-14
    1.229174305810E1  8.228888482512E-46 -5.052945325259E-36  4.608222342907E-14
    1.229240974699E1  8.178940017456E-46 -5.028813336397E-36  4.599901245666E-14
    1.229307643588E1  8.129294734612E-46 -5.004796598048E-36  4.591595174661E-14
    1.229374312477E1  8.079950793693E-46 -4.980894559793E-36  4.583304102756E-14
    1.229440981366E1  8.030906365581E-46 -4.957106673841E-36  4.575028002864E-14
    1.229507650255E1  7.982159632260E-46 -4.933432395017E-36  4.566766847947E-14
    1.229574319144E1  7.933708786749E-46 -4.909871180751E-36  4.558520611016E-14
    1.229640988033E1  7.885552033037E-46 -4.886422491062E-36  4.550289265131E-14
    1.229707656922E1  7.837687586013E-46 -4.863085788551E-36  4.542072783399E-14
    1.229774325811E1  7.790113671403E-46 -4.839860538381E-36  4.533871138979E-14
    1.229840994700E1  7.742828525700E-46 -4.816746208274E-36  4.525684305074E-14
    1.229907663589E1  7.695830396105E-46 -4.793742268491E-36  4.517512254939E-14
    1.229974332478E1  7.649117540456E-46 -4.770848191825E-36  4.509354961876E-14
    1.230041001367E1  7.602688227165E-46 -4.748063453585E-36  4.501212399235E-14
    1.230107670256E1  7.556540735156E-46 -4.725387531587E-36  4.493084540413E-14
    1.230174339145E1  7.510673353802E-46 -4.702819906140E-36  4.484971358859E-14
    1.230241008034E1  7.465084382854E-46 -4.680360060037E-36  4.476872828065E-14
    1.230307676923E1  7.419772132388E-46 -4.658007478539E-36  4.468788921575E-14
    1.230374345812E1  7.374734922735E-46 -4.635761649365E-36  4.460719612978E-14
    1.230441014700E1  7.329971084423E-46 -4.613622062684E-36  4.452664875912E-14
    1.230507683589E1  7.285478958114E-46 -4.591588211095E-36  4.444624684061E-14
    1.230574352478E1  7.241256894540E-46 -4.569659589624E-36  4.436599011160E-14
    1.230641021367E1  7.197303254445E-46 -4.547835695708E-36  4.428587830989E-14
    1.230707690256E1  7.153616408523E-46 -4.526116029182E-36  4.420591117374E-14
    1.230774359145E1  7.110194737359E-46 -4.504500092273E-36  4.412608844190E-14
    1.230841028034E1  7.067036631366E-46 -4.482987389583E-36  4.404640985361E-14
    1.230907696923E1  7.024140490727E-46 -4.461577428080E-36  4.396687514855E-14
    1.230974365812E1  6.981504725338E-46 -4.440269717088E-36  4.388748406687E-14
    1.231041034701E1  6.939127754744E-46 -4.419063768274E-36  4.380823634922E-14
    1.231107703590E1  6.897008008084E-46 -4.397959095637E-36  4.372913173670E-14
    1.231174372479E1  6.855143924034E-46 -4.376955215495E-36  4.365016997086E-14
    1.231241041368E1  6.813533950745E-46 -4.356051646481E-36  4.357135079375E-14
    1.231307710257E1  6.772176545787E-46 -4.335247909521E-36  4.349267394785E-14
    1.231374379146E1  6.731070176095E-46 -4.314543527834E-36  4.341413917615E-14
    1.231441048035E1  6.690213317908E-46 -4.293938026913E-36  4.333574622206E-14
    1.231507716924E1  6.649604456714E-46 -4.273430934518E-36  4.325749482948E-14
    1.231574385813E1  6.609242087195E-46 -4.253021780665E-36  4.317938474277E-14
    1.231641054702E1  6.569124713168E-46 -4.232710097614E-36  4.310141570673E-14
    1.231707723591E1  6.529250847533E-46 -4.212495419859E-36  4.302358746665E-14
    1.231774392480E1  6.489619012218E-46 -4.192377284116E-36  4.294589976827E-14
    1.231841061369E1  6.450227738121E-46 -4.172355229316E-36  4.286835235778E-14
    1.231907730258E1  6.411075565057E-46 -4.152428796591E-36  4.279094498183E-14
    1.231974399147E1  6.372161041706E-46 -4.132597529263E-36  4.271367738754E-14
    1.232041068036E1  6.333482725556E-46 -4.112860972837E-36  4.263654932248E-14
    1.232107736925E1  6.295039182851E-46 -4.093218674987E-36  4.255956053468E-14
    1.232174405814E1  6.256828988538E-46 -4.073670185549E-36  4.248271077261E-14
    1.232241074702E1  6.218850726214E-46 -4.054215056508E-36  4.240599978520E-14
    1.232307743591E1  6.181102988074E-46 -4.034852841988E-36  4.232942732185E-14
    1.232374412480E1  6.143584374857E-46 -4.015583098244E-36  4.225299313240E-14
    1.232441081369E1  6.106293495797E-46 -3.996405383648E-36  4.217669696713E-14
    1.232507750258E1  6.069228968568E-46 -3.977319258684E-36  4.210053857680E-14
    1.232574419147E1  6.032389419236E-46 -3.958324285933E-36  4.202451771259E-14
    1.232641088036E1  5.995773482206E-46 -3.939420030066E-36  4.194863412615E-14
    1.232707756925E1  5.959379800172E-46 -3.920606057831E-36  4.187288756957E-14
    1.232774425814E1  5.923207024068E-46 -3.901881938050E-36  4.179727779539E-14
    1.232841094703E1  5.887253813015E-46 -3.883247241598E-36  4.172180455659E-14
