#             R [au]        psi_0 [a.u.]        psi_1 [a.u.]
   2.333411113704E-2   6.420785116380E-6   2.755529784560E-5
   2.400080002667E-2   7.186137711287E-6   3.083736426516E-5
   2.466748891630E-2   8.017909416768E-6   3.440381530317E-5
   2.533417780593E-2   8.919828305184E-6   3.827055044997E-5
   2.600086669556E-2   9.895723184923E-6   4.245389183223E-5
   2.666755558519E-2   1.094952348689E-5   4.697058316663E-5
   2.733424447482E-2   1.208525914804E-5   5.183778868635E-5
   2.800093336445E-2   1.330706049183E-5   5.707309204032E-5
   2.866762225408E-2   1.461915810584E-5   6.269449516542E-5
   2.933431114370E-2   1.602588271621E-5   6.872041713155E-5
   3.000100003333E-2   1.753166505930E-5   7.516969295968E-5
   3.066768892296E-2   1.914103575018E-5   8.206157241299E-5
   3.133437781259E-2   2.085862514831E-5   8.941571876107E-5
   3.200106670222E-2   2.268916322012E-5   9.725220751728E-5
   3.266775559185E-2   2.463747939867E-5   1.055915251494E-4
   3.333444448148E-2   2.670850244038E-5   1.144545677633E-4
   3.400113337111E-2   2.890726027874E-5   1.238626397605E-4
   3.466782226074E-2   3.123887987506E-5   1.338374524686E-4
   3.533451115037E-2   3.370858706631E-5   1.444011227455E-4
   3.600120004000E-2   3.632170640995E-5   1.555761715568E-4
   3.666788892963E-2   3.908366102586E-5   1.673855225277E-4
   3.733457781926E-2   4.199997243529E-5   1.798525004671E-4
   3.800126670889E-2   4.507626039688E-5   1.930008298674E-4
   3.866795559852E-2   4.831824273974E-5   2.068546333761E-4
   3.933464448815E-2   5.173173519358E-5   2.214384302429E-4
   4.000133337778E-2   5.532265121593E-5   2.367771347402E-4
   4.066802226741E-2   5.909700181645E-5   2.528960545572E-4
   4.133471115704E-2   6.306089537823E-5   2.698208891690E-4
   4.200140004667E-2   6.722053747627E-5   2.875777281793E-4
   4.266808893630E-2   7.158223069301E-5   3.061930496377E-4
   4.333477782593E-2   7.615237443092E-5   3.256937183313E-4
   4.400146671556E-2   8.093746472221E-5   3.461069840508E-4
   4.466815560519E-2   8.594409403563E-5   3.674604798310E-4
   4.533484449482E-2   9.117895108041E-5   3.897822201662E-4
   4.600153338445E-2   9.664882060720E-5   4.131005992001E-4
   4.666822227408E-2   1.023605832063E-4   4.374443888907E-4
   4.733491116371E-2   1.083212151026E-4   4.628427371500E-4
   4.800160005334E-2   1.145377879486E-4   4.893251659586E-4
   4.866828894296E-2   1.210174686129E-4   5.169215694555E-4
   4.933497783259E-2   1.277675189678E-4   5.456622120033E-4
   5.000166672222E-2   1.347952956724E-4   5.755777262283E-4
   5.066835561185E-2   1.421082499536E-4   6.066991110362E-4
   5.133504450148E-2   1.497139273845E-4   6.390577296029E-4
   5.200173339111E-2   1.576199676589E-4   6.726853073419E-4
   5.266842228074E-2   1.658341043642E-4   7.076139298457E-4
   5.333511117037E-2   1.743641647507E-4   7.438760408048E-4
   5.400180006000E-2   1.832180694982E-4   7.815044399011E-4
   5.466848894963E-2   1.924038324798E-4   8.205322806780E-4
   5.533517783926E-2   2.019295605231E-4   8.609930683866E-4
   5.600186672889E-2   2.118034531680E-4   9.029206578079E-4
   5.666855561852E-2   2.220338024225E-4   9.463492510509E-4
   5.733524450815E-2   2.326289925149E-4   9.913133953282E-4
   5.800193339778E-2   2.435974996437E-4   1.037847980707E-3
   5.866862228741E-2   2.549478917247E-4   1.085988237837E-3
   5.933531117704E-2   2.666888281348E-4   1.135769735655E-3
   6.000200006667E-2   2.788290594535E-4   1.187228379069E-3
   6.066868895630E-2   2.913774272019E-4   1.240400406612E-3
   6.133537784593E-2   3.043428635779E-4   1.295322388082E-3
   6.200206673556E-2   3.177343911895E-4   1.352031222152E-3
   6.266875562519E-2   3.315611227854E-4   1.410564133963E-3
   6.333544451482E-2   3.458322609820E-4   1.470958672688E-3
   6.400213340445E-2   3.605570979886E-4   1.533252709081E-3
   6.466882229408E-2   3.757450153291E-4   1.597484432995E-3
   6.533551118371E-2   3.914054835617E-4   1.663692350888E-3
   6.600220007334E-2   4.075480619951E-4   1.731915283298E-3
   6.666888896297E-2   4.241823984026E-4   1.802192362299E-3
   6.733557785260E-2   4.413182287331E-4   1.874563028939E-3
   6.800226674222E-2   4.589653768194E-4   1.949067030650E-3
   6.866895563185E-2   4.771337540843E-4   2.025744418638E-3
   6.933564452148E-2   4.958333592434E-4   2.104635545260E-3
   7.000233341111E-2   5.150742780050E-4   2.185781061362E-3
   7.066902230074E-2   5.348666827687E-4   2.269221913617E-3
   7.133571119037E-2   5.552208323193E-4   2.354999341823E-3
   7.200240008000E-2   5.761470715200E-4   2.443154876192E-3
   7.266908896963E-2   5.976558310014E-4   2.533730334617E-3
   7.333577785926E-2   6.197576268486E-4   2.626767819908E-3
   7.400246674889E-2   6.424630602860E-4   2.722309717026E-3
   7.466915563852E-2   6.657828173581E-4   2.820398690276E-3
   7.533584452815E-2   6.897276686094E-4   2.921077680495E-3
   7.600253341778E-2   7.143084687603E-4   3.024389902216E-3
   7.666922230741E-2   7.395361563811E-4   3.130378840804E-3
   7.733591119704E-2   7.654217535630E-4   3.239088249587E-3
   7.800260008667E-2   7.919763655870E-4   3.350562146951E-3
   7.866928897630E-2   8.192111805894E-4   3.464844813431E-3
   7.933597786593E-2   8.471374692258E-4   3.581980788769E-3
   8.000266675556E-2   8.757665843312E-4   3.702014868962E-3
   8.066935564519E-2   9.051099605790E-4   3.824992103287E-3
   8.133604453482E-2   9.351791141358E-4   3.950957791307E-3
   8.200273342445E-2   9.659856423153E-4   4.079957479861E-3
   8.266942231408E-2   9.975412232285E-4   4.212036960031E-3
   8.333611120371E-2   1.029857615431E-3   4.347242264092E-3
   8.400280009334E-2   1.062946657571E-3   4.485619662448E-3
   8.466948898297E-2   1.096820268028E-3   4.627215660543E-3
   8.533617787260E-2   1.131490444557E-3   4.772076995757E-3
   8.600286676223E-2   1.166969263926E-3   4.920250634285E-3
   8.666955565186E-2   1.203268881548E-3   5.071783767999E-3
   8.733624454148E-2   1.240401531118E-3   5.226723811286E-3
   8.800293343111E-2   1.278379524241E-3   5.385118397878E-3
   8.866962232074E-2   1.317215250063E-3   5.547015377659E-3
   8.933631121037E-2   1.356921174891E-3   5.712462813452E-3
   9.000300010000E-2   1.397509841820E-3   5.881508977798E-3
   9.066968898963E-2   1.438993870356E-3   6.054202349709E-3
   9.133637787926E-2   1.481385956025E-3   6.230591611413E-3
   9.200306676889E-2   1.524698870001E-3   6.410725645072E-3
   9.266975565852E-2   1.568945458708E-3   6.594653529494E-3
   9.333644454815E-2   1.614138643439E-3   6.782424536821E-3
   9.400313343778E-2   1.660291419958E-3   6.974088129208E-3
   9.466982232741E-2   1.707416858111E-3   7.169693955480E-3
   9.533651121704E-2   1.755528101428E-3   7.369291847776E-3
   9.600320010667E-2   1.804638366724E-3   7.572931818179E-3
   9.666988899630E-2   1.854760943697E-3   7.780664055325E-3
   9.733657788593E-2   1.905909194526E-3   7.992538921005E-3
   9.800326677556E-2   1.958096553465E-3   8.208606946747E-3
   9.866995566519E-2   2.011336526433E-3   8.428918830381E-3
   9.933664455482E-2   2.065642690606E-3   8.653525432595E-3
   1.000033334444E-1   2.121028694004E-3   8.882477773475E-3
   1.006700223341E-1   2.177508255074E-3   9.115827029024E-3
   1.013367112237E-1   2.235095162272E-3   9.353624527678E-3
   1.020034001133E-1   2.293803273646E-3   9.595921746799E-3
   1.026700890030E-1   2.353646516414E-3   9.842770309160E-3
   1.033367778926E-1   2.414638886536E-3   1.009422197941E-2
   1.040034667822E-1   2.476794448290E-3   1.035032866053E-2
   1.046701556719E-1   2.540127333844E-3   1.061114239029E-2
   1.053368445615E-1   2.604651742823E-3   1.087671533764E-2
   1.060035334511E-1   2.670381941877E-3   1.114709979918E-2
   1.066702223407E-1   2.737332264242E-3   1.142234819551E-2
   1.073369112304E-1   2.805517109309E-3   1.170251306766E-2
   1.080036001200E-1   2.874950942177E-3   1.198764707344E-2
   1.086702890096E-1   2.945648293216E-3   1.227780298383E-2
   1.093369778993E-1   3.017623757617E-3   1.257303367934E-2
   1.100036667889E-1   3.090891994952E-3   1.287339214629E-2
   1.106703556785E-1   3.165467728720E-3   1.317893147323E-2
   1.113370445682E-1   3.241365745898E-3   1.348970484720E-2
   1.120037334578E-1   3.318600896490E-3   1.380576555006E-2
   1.126704223474E-1   3.397188093069E-3   1.412716695476E-2
   1.133371112370E-1   3.477142310317E-3   1.445396252167E-2
   1.140038001267E-1   3.558478584574E-3   1.478620579482E-2
   1.146704890163E-1   3.641212013369E-3   1.512395039818E-2
   1.153371779059E-1   3.725357754958E-3   1.546725003192E-2
   1.160038667956E-1   3.810931027860E-3   1.581615846862E-2
   1.166705556852E-1   3.897947110389E-3   1.617072954955E-2
   1.173372445748E-1   3.986421340182E-3   1.653101718086E-2
   1.180039334644E-1   4.076369113729E-3   1.689707532982E-2
   1.186706223541E-1   4.167805885897E-3   1.726895802100E-2
   1.193373112437E-1   4.260747169458E-3   1.764671933249E-2
   1.200040001333E-1   4.355208534606E-3   1.803041339206E-2
   1.206706890230E-1   4.451205608481E-3   1.842009437336E-2
   1.213373779126E-1   4.548754074683E-3   1.881581649210E-2
   1.220040668022E-1   4.647869672792E-3   1.921763400217E-2
   1.226707556919E-1   4.748568197880E-3   1.962560119183E-2
   1.233374445815E-1   4.850865500023E-3   2.003977237983E-2
   1.240041334711E-1   4.954777483811E-3   2.046020191157E-2
   1.246708223607E-1   5.060320107855E-3   2.088694415521E-2
   1.253375112504E-1   5.167509384298E-3   2.132005349780E-2
   1.260042001400E-1   5.276361378313E-3   2.175958434139E-2
   1.266708890296E-1   5.386892207608E-3   2.220559109915E-2
   1.273375779193E-1   5.499118041928E-3   2.265812819146E-2
   1.280042668089E-1   5.613055102552E-3   2.311725004197E-2
   1.286709556985E-1   5.728719661790E-3   2.358301107377E-2
   1.293376445882E-1   5.846128042475E-3   2.405546570539E-2
   1.300043334778E-1   5.965296617463E-3   2.453466834692E-2
   1.306710223674E-1   6.086241809117E-3   2.502067339604E-2
   1.313377112570E-1   6.208980088798E-3   2.551353523414E-2
   1.320044001467E-1   6.333527976357E-3   2.601330822233E-2
   1.326710890363E-1   6.459902039615E-3   2.652004669750E-2
   1.333377779259E-1   6.588118893848E-3   2.703380496838E-2
   1.340044668156E-1   6.718195201273E-3   2.755463731157E-2
   1.346711557052E-1   6.850147670523E-3   2.808259796760E-2
   1.353378445948E-1   6.983993056130E-3   2.861774113693E-2
   1.360045334844E-1   7.119748157998E-3   2.916012097599E-2
   1.366712223741E-1   7.257429820882E-3   2.970979159322E-2
   1.373379112637E-1   7.397054933858E-3   3.026680704507E-2
   1.380046001533E-1   7.538640429795E-3   3.083122133203E-2
   1.386712890430E-1   7.682203284829E-3   3.140308839463E-2
   1.393379779326E-1   7.827760517825E-3   3.198246210948E-2
   1.400046668222E-1   7.975329189848E-3   3.256939628523E-2
   1.406713557119E-1   8.124926403629E-3   3.316394465861E-2
   1.413380446015E-1   8.276569303021E-3   3.376616089042E-2
   1.420047334911E-1   8.430275072470E-3   3.437609856151E-2
   1.426714223807E-1   8.586060936469E-3   3.499381116883E-2
   1.433381112704E-1   8.743944159017E-3   3.561935212135E-2
   1.440048001600E-1   8.903942043079E-3   3.625277473612E-2
   1.446714890496E-1   9.066071930038E-3   3.689413223422E-2
   1.453381779393E-1   9.230351199150E-3   3.754347773675E-2
   1.460048668289E-1   9.396797266994E-3   3.820086426085E-2
   1.466715557185E-1   9.565427586927E-3   3.886634471565E-2
   1.473382446082E-1   9.736259648528E-3   3.953997189827E-2
   1.480049334978E-1   9.909310977051E-3   4.022179848980E-2
   1.486716223874E-1   1.008459913286E-2   4.091187705132E-2
   1.493383112770E-1   1.026214171090E-2   4.161026001983E-2
   1.500050001667E-1   1.044195634009E-2   4.231699970426E-2
   1.506716890563E-1   1.062406068282E-2   4.303214828146E-2
   1.513383779459E-1   1.080847243437E-2   4.375575779218E-2
   1.520050668356E-1   1.099520932232E-2   4.448788013705E-2
   1.526717557252E-1   1.118428910604E-2   4.522856707258E-2
   1.533384446148E-1   1.137572957608E-2   4.597787020713E-2
   1.540051335045E-1   1.156954855363E-2   4.673584099690E-2
   1.546718223941E-1   1.176576388994E-2   4.750253074194E-2
   1.553385112837E-1   1.196439346577E-2   4.827799058212E-2
   1.560052001733E-1   1.216545519079E-2   4.906227149315E-2
   1.566718890630E-1   1.236896700303E-2   4.985542428251E-2
   1.573385779526E-1   1.257494686831E-2   5.065749958556E-2
   1.580052668422E-1   1.278341277967E-2   5.146854786141E-2
   1.586719557319E-1   1.299438275675E-2   5.228861938902E-2
   1.593386446215E-1   1.320787484528E-2   5.311776426317E-2
   1.600053335111E-1   1.342390711645E-2   5.395603239047E-2
   1.606720224007E-1   1.364249766637E-2   5.480347348536E-2
   1.613387112904E-1   1.386366461546E-2   5.566013706615E-2
   1.620054001800E-1   1.408742610788E-2   5.652607245102E-2
   1.626720890696E-1   1.431380031094E-2   5.740132875404E-2
   1.633387779593E-1   1.454280541453E-2   5.828595488122E-2
   1.640054668489E-1   1.477445963053E-2   5.917999952652E-2
   1.646721557385E-1   1.500878119221E-2   6.008351116789E-2
   1.653388446282E-1   1.524578835367E-2   6.099653806332E-2
   1.660055335178E-1   1.548549938921E-2   6.191912824685E-2
   1.666722224074E-1   1.572793259279E-2   6.285132952469E-2
   1.673389112970E-1   1.597310627740E-2   6.379318947119E-2
   1.680056001867E-1   1.622103877448E-2   6.474475542497E-2
   1.686722890763E-1   1.647174843333E-2   6.570607448495E-2
   1.693389779659E-1   1.672525362051E-2   6.667719350644E-2
   1.700056668556E-1   1.698157271927E-2   6.765815909720E-2
   1.706723557452E-1   1.724072412890E-2   6.864901761354E-2
   1.713390446348E-1   1.750272626417E-2   6.964981515643E-2
   1.720057335245E-1   1.776759755475E-2   7.066059756754E-2
   1.726724224141E-1   1.803535644456E-2   7.168141042541E-2
   1.733391113037E-1   1.830602139120E-2   7.271229904152E-2
   1.740058001933E-1   1.857961086535E-2   7.375330845644E-2
   1.746724890830E-1   1.885614335015E-2   7.480448343591E-2
   1.753391779726E-1   1.913563734062E-2   7.586586846705E-2
   1.760058668622E-1   1.941811134302E-2   7.693750775443E-2
   1.766725557519E-1   1.970358387430E-2   7.801944521625E-2
   1.773392446415E-1   1.999207346142E-2   7.911172448053E-2
   1.780059335311E-1   2.028359864082E-2   8.021438888123E-2
   1.786726224207E-1   2.057817795775E-2   8.132748145443E-2
   1.793393113104E-1   2.087582996568E-2   8.245104493456E-2
   1.800060002000E-1   2.117657322572E-2   8.358512175056E-2
   1.806726890896E-1   2.148042630597E-2   8.472975402209E-2
   1.813393779793E-1   2.178740778091E-2   8.588498355574E-2
   1.820060668689E-1   2.209753623081E-2   8.705085184127E-2
   1.826727557585E-1   2.241083024112E-2   8.822740004784E-2
   1.833394446482E-1   2.272730840181E-2   8.941466902023E-2
   1.840061335378E-1   2.304698930681E-2   9.061269927512E-2
   1.846728224274E-1   2.336989155337E-2   9.182153099737E-2
   1.853395113170E-1   2.369603374143E-2   9.304120403624E-2
   1.860062002067E-1   2.402543447302E-2   9.427175790172E-2
   1.866728890963E-1   2.435811235165E-2   9.551323176085E-2
   1.873395779859E-1   2.469408598167E-2   9.676566443395E-2
   1.880062668756E-1   2.503337396766E-2   9.802909439103E-2
   1.886729557652E-1   2.537599491380E-2   9.930355974805E-2
   1.893396446548E-1   2.572196742329E-2   1.005890982633E-1
   1.900063335445E-1   2.607131009767E-2   1.018857473338E-1
   1.906730224341E-1   2.642404153623E-2   1.031935439916E-1
   1.913397113237E-1   2.678018033538E-2   1.045125249002E-1
   1.920064002133E-1   2.713974508804E-2   1.058427263508E-1
   1.926730891030E-1   2.750275438300E-2   1.071841842590E-1
   1.933397779926E-1   2.786922680429E-2   1.085369341610E-1
   1.940064668822E-1   2.823918093057E-2   1.099010112101E-1
   1.946731557719E-1   2.861263533452E-2   1.112764501731E-1
   1.953398446615E-1   2.898960858217E-2   1.126632854268E-1
   1.960065335511E-1   2.937011923228E-2   1.140615509546E-1
   1.966732224407E-1   2.975418583578E-2   1.154712803427E-1
   1.973399113304E-1   3.014182693504E-2   1.168925067769E-1
   1.980066002200E-1   3.053306106332E-2   1.183252630389E-1
   1.986732891096E-1   3.092790674410E-2   1.197695815029E-1
   1.993399779993E-1   3.132638249048E-2   1.212254941322E-1
   2.000066668889E-1   3.172850680453E-2   1.226930324758E-1
   2.006733557785E-1   3.213429817664E-2   1.241722276649E-1
   2.013400446682E-1   3.254377508495E-2   1.256631104093E-1
   2.020067335578E-1   3.295695599466E-2   1.271657109945E-1
   2.026734224474E-1   3.337385935744E-2   1.286800592779E-1
   2.033401113370E-1   3.379450361075E-2   1.302061846854E-1
   2.040068002267E-1   3.421890717727E-2   1.317441162085E-1
   2.046734891163E-1   3.464708846421E-2   1.332938824006E-1
   2.053401780059E-1   3.507906586273E-2   1.348555113738E-1
   2.060068668956E-1   3.551485774726E-2   1.364290307957E-1
   2.066735557852E-1   3.595448247488E-2   1.380144678857E-1
   2.073402446748E-1   3.639795838471E-2   1.396118494124E-1
   2.080069335645E-1   3.684530379726E-2   1.412212016900E-1
   2.086736224541E-1   3.729653701378E-2   1.428425505749E-1
   2.093403113437E-1   3.775167631565E-2   1.444759214628E-1
   2.100070002333E-1   3.821073996373E-2   1.461213392855E-1
   2.106736891230E-1   3.867374619775E-2   1.477788285074E-1
   2.113403780126E-1   3.914071323563E-2   1.494484131228E-1
   2.120070669022E-1   3.961165927289E-2   1.511301166524E-1
   2.126737557919E-1   4.008660248198E-2   1.528239621404E-1
   2.133404446815E-1   4.056556101168E-2   1.545299721513E-1
   2.140071335711E-1   4.104855298643E-2   1.562481687668E-1
   2.146738224607E-1   4.153559650572E-2   1.579785735829E-1
   2.153405113504E-1   4.202670964343E-2   1.597212077067E-1
   2.160072002400E-1   4.252191044723E-2   1.614760917534E-1
   2.166738891296E-1   4.302121693789E-2   1.632432458433E-1
   2.173405780193E-1   4.352464710870E-2   1.650226895989E-1
   2.180072669089E-1   4.403221892481E-2   1.668144421419E-1
   2.186739557985E-1   4.454395032259E-2   1.686185220902E-1
   2.193406446882E-1   4.505985920898E-2   1.704349475550E-1
   2.200073335778E-1   4.557996346090E-2   1.722637361379E-1
   2.206740224674E-1   4.610428092458E-2   1.741049049282E-1
   2.213407113570E-1   4.663282941490E-2   1.759584704997E-1
   2.220074002467E-1   4.716562671483E-2   1.778244489080E-1
   2.226740891363E-1   4.770269057472E-2   1.797028556880E-1
   2.233407780259E-1   4.824403871169E-2   1.815937058505E-1
   2.240074669156E-1   4.878968880902E-2   1.834970138799E-1
   2.246741558052E-1   4.933965851546E-2   1.854127937313E-1
   2.253408446948E-1   4.989396544465E-2   1.873410588277E-1
   2.260075335845E-1   5.045262717446E-2   1.892818220575E-1
   2.266742224741E-1   5.101566124634E-2   1.912350957715E-1
   2.273409113637E-1   5.158308516470E-2   1.932008917804E-1
   2.280076002533E-1   5.215491639631E-2   1.951792213522E-1
   2.286742891430E-1   5.273117236958E-2   1.971700952096E-1
   2.293409780326E-1   5.331187047402E-2   1.991735235273E-1
   2.300076669222E-1   5.389702805954E-2   2.011895159293E-1
   2.306743558119E-1   5.448666243584E-2   2.032180814868E-1
   2.313410447015E-1   5.508079087179E-2   2.052592287151E-1
   2.320077335911E-1   5.567943059477E-2   2.073129655715E-1
   2.326744224807E-1   5.628259879005E-2   2.093792994528E-1
   2.333411113704E-1   5.689031260015E-2   2.114582371925E-1
   2.340078002600E-1   5.750258912424E-2   2.135497850586E-1
   2.346744891496E-1   5.811944541745E-2   2.156539487515E-1
   2.353411780393E-1   5.874089849030E-2   2.177707334009E-1
   2.360078669289E-1   5.936696530800E-2   2.199001435641E-1
   2.366745558185E-1   5.999766278991E-2   2.220421832233E-1
   2.373412447082E-1   6.063300780881E-2   2.241968557834E-1
   2.380079335978E-1   6.127301719035E-2   2.263641640695E-1
   2.386746224874E-1   6.191770771237E-2   2.285441103252E-1
   2.393413113770E-1   6.256709610430E-2   2.307366962096E-1
   2.400080002667E-1   6.322119904650E-2   2.329419227957E-1
   2.406746891563E-1   6.388003316968E-2   2.351597905680E-1
   2.413413780459E-1   6.454361505423E-2   2.373902994201E-1
   2.420080669356E-1   6.521196122961E-2   2.396334486529E-1
   2.426747558252E-1   6.588508817370E-2   2.418892369725E-1
   2.433414447148E-1   6.656301231223E-2   2.441576624877E-1
   2.440081336045E-1   6.724575001809E-2   2.464387227084E-1
   2.446748224941E-1   6.793331761073E-2   2.487324145432E-1
   2.453415113837E-1   6.862573135558E-2   2.510387342978E-1
   2.460082002733E-1   6.932300746332E-2   2.533576776727E-1
   2.466748891630E-1   7.002516208939E-2   2.556892397611E-1
   2.473415780526E-1   7.073221133323E-2   2.580334150475E-1
   2.480082669422E-1   7.144417123779E-2   2.603901974052E-1
   2.486749558319E-1   7.216105778880E-2   2.627595800950E-1
   2.493416447215E-1   7.288288691422E-2   2.651415557629E-1
   2.500083336111E-1   7.360967448357E-2   2.675361164384E-1
   2.506750225008E-1   7.434143630737E-2   2.699432535328E-1
   2.513417113904E-1   7.507818813645E-2   2.723629578373E-1
   2.520084002800E-1   7.581994566139E-2   2.747952195214E-1
   2.526750891696E-1   7.656672451188E-2   2.772400281312E-1
   2.533417780593E-1   7.731854025610E-2   2.796973725874E-1
   2.540084669489E-1   7.807540840011E-2   2.821672411840E-1
   2.546751558385E-1   7.883734438724E-2   2.846496215865E-1
   2.553418447282E-1   7.960436359747E-2   2.871445008303E-1
   2.560085336178E-1   8.037648134680E-2   2.896518653193E-1
   2.566752225074E-1   8.115371288668E-2   2.921717008240E-1
   2.573419113970E-1   8.193607340336E-2   2.947039924804E-1
   2.580086002867E-1   8.272357801730E-2   2.972487247881E-1
   2.586752891763E-1   8.351624178256E-2   2.998058816091E-1
   2.593419780659E-1   8.431407968616E-2   3.023754461664E-1
   2.600086669556E-1   8.511710664752E-2   3.049574010424E-1
   2.606753558452E-1   8.592533751782E-2   3.075517281777E-1
   2.613420447348E-1   8.673878707941E-2   3.101584088694E-1
   2.620087336245E-1   8.755747004519E-2   3.127774237706E-1
   2.626754225141E-1   8.838140105803E-2   3.154087528879E-1
   2.633421114037E-1   8.921059469012E-2   3.180523755815E-1
   2.640088002933E-1   9.004506544245E-2   3.207082705626E-1
   2.646754891830E-1   9.088482774410E-2   3.233764158935E-1
   2.653421780726E-1   9.172989595175E-2   3.260567889853E-1
   2.660088669622E-1   9.258028434900E-2   3.287493665976E-1
   2.666755558519E-1   9.343600714580E-2   3.314541248368E-1
   2.673422447415E-1   9.429707847787E-2   3.341710391556E-1
   2.680089336311E-1   9.516351240608E-2   3.369000843512E-1
   2.686756225208E-1   9.603532291586E-2   3.396412345651E-1
   2.693423114104E-1   9.691252391662E-2   3.423944632814E-1
   2.700090003000E-1   9.779512924114E-2   3.451597433263E-1
   2.706756891896E-1   9.868315264499E-2   3.479370468669E-1
   2.713423780793E-1   9.957660780594E-2   3.507263454106E-1
   2.720090669689E-1   1.004755083234E-1   3.535276098038E-1
   2.726757558585E-1   1.013798677176E-1   3.563408102314E-1
   2.733424447482E-1   1.022896994296E-1   3.591659162160E-1
   2.740091336378E-1   1.032050168199E-1   3.620028966168E-1
   2.746758225274E-1   1.041258331686E-1   3.648517196292E-1
   2.753425114170E-1   1.050521616741E-1   3.677123527838E-1
   2.760092003067E-1   1.059840154533E-1   3.705847629461E-1
   2.766758891963E-1   1.069214075403E-1   3.734689163153E-1
   2.773425780859E-1   1.078643508864E-1   3.763647784242E-1
   2.780092669756E-1   1.088128583591E-1   3.792723141382E-1
   2.786759558652E-1   1.097669427417E-1   3.821914876551E-1
   2.793426447548E-1   1.107266167328E-1   3.851222625043E-1
   2.800093336445E-1   1.116918929454E-1   3.880646015462E-1
   2.806760225341E-1   1.126627839069E-1   3.910184669723E-1
   2.813427114237E-1   1.136393020580E-1   3.939838203040E-1
   2.820094003133E-1   1.146214597524E-1   3.969606223928E-1
   2.826760892030E-1   1.156092692560E-1   3.999488334197E-1
   2.833427780926E-1   1.166027427466E-1   4.029484128946E-1
   2.840094669822E-1   1.176018923133E-1   4.059593196565E-1
   2.846761558719E-1   1.186067299558E-1   4.089815118729E-1
   2.853428447615E-1   1.196172675838E-1   4.120149470396E-1
   2.860095336511E-1   1.206335170166E-1   4.150595819805E-1
   2.866762225408E-1   1.216554899826E-1   4.181153728474E-1
   2.873429114304E-1   1.226831981185E-1   4.211822751199E-1
   2.880096003200E-1   1.237166529688E-1   4.242602436051E-1
   2.886762892096E-1   1.247558659855E-1   4.273492324379E-1
   2.893429780993E-1   1.258008485271E-1   4.304491950806E-1
   2.900096669889E-1   1.268516118585E-1   4.335600843228E-1
   2.906763558785E-1   1.279081671503E-1   4.366818522818E-1
   2.913430447682E-1   1.289705254780E-1   4.398144504024E-1
   2.920097336578E-1   1.300386978217E-1   4.429578294570E-1
   2.926764225474E-1   1.311126950657E-1   4.461119395455E-1
   2.933431114370E-1   1.321925279976E-1   4.492767300959E-1
   2.940098003267E-1   1.332782073079E-1   4.524521498641E-1
   2.946764892163E-1   1.343697435897E-1   4.556381469342E-1
   2.953431781059E-1   1.354671473376E-1   4.588346687189E-1
   2.960098669956E-1   1.365704289479E-1   4.620416619593E-1
   2.966765558852E-1   1.376795987173E-1   4.652590727259E-1
   2.973432447748E-1   1.387946668431E-1   4.684868464182E-1
   2.980099336645E-1   1.399156434220E-1   4.717249277656E-1
   2.986766225541E-1   1.410425384501E-1   4.749732608277E-1
