#             R [au]          psi [a.u.]
    3.431715857929E0   2.872966318836E-5
    3.436718359180E0   2.815349669945E-5
    3.441720860430E0   2.758888509097E-5
    3.446723361681E0   2.703559663257E-5
    3.451725862931E0   2.649340424120E-5
    3.456728364182E0   2.596208538790E-5
    3.461730865433E0   2.544142200648E-5
    3.466733366683E0   2.493120040401E-5
    3.471735867934E0   2.443121117313E-5
    3.476738369185E0   2.394124910608E-5
    3.481740870435E0   2.346111311050E-5
    3.486743371686E0   2.299060612689E-5
    3.491745872936E0   2.252953504774E-5
    3.496748374187E0   2.207771063824E-5
    3.501750875438E0   2.163494745866E-5
    3.506753376688E0   2.120106378821E-5
    3.511755877939E0   2.077588155046E-5
    3.516758379190E0   2.035922624029E-5
    3.521760880440E0   1.995092685220E-5
    3.526763381691E0   1.955081581019E-5
    3.531765882941E0   1.915872889894E-5
    3.536768384192E0   1.877450519645E-5
    3.541770885443E0   1.839798700794E-5
    3.546773386693E0   1.802901980120E-5
    3.551775887944E0   1.766745214309E-5
    3.556778389195E0   1.731313563744E-5
    3.561780890445E0   1.696592486414E-5
    3.566783391696E0   1.662567731944E-5
    3.571785892946E0   1.629225335745E-5
    3.576788394197E0   1.596551613286E-5
    3.581790895448E0   1.564533154478E-5
    3.586793396698E0   1.533156818163E-5
    3.591795897949E0   1.502409726731E-5
    3.596798399200E0   1.472279260826E-5
    3.601800900450E0   1.442753054172E-5
    3.606803401701E0   1.413818988494E-5
    3.611805902951E0   1.385465188549E-5
    3.616808404202E0   1.357680017245E-5
    3.621810905453E0   1.330452070872E-5
    3.626813406703E0   1.303770174418E-5
    3.631815907954E0   1.277623376984E-5
    3.636818409205E0   1.252000947287E-5
    3.641820910455E0   1.226892369258E-5
    3.646823411706E0   1.202287337726E-5
    3.651825912956E0   1.178175754186E-5
    3.656828414207E0   1.154547722658E-5
    3.661830915458E0   1.131393545622E-5
    3.666833416708E0   1.108703720041E-5
    3.671835917959E0   1.086468933457E-5
    3.676838419210E0   1.064680060173E-5
    3.681840920460E0   1.043328157505E-5
    3.686843421711E0   1.022404462112E-5
    3.691845922961E0   1.001900386401E-5
    3.696848424212E0   9.818075149986E-6
    3.701850925463E0   9.621176013023E-6
    3.706853426713E0   9.428225640920E-6
    3.711855927964E0   9.239144842145E-6
    3.716858429215E0   9.053856013337E-6
    3.721860930465E0   8.872283107449E-6
    3.726863431716E0   8.694351602540E-6
    3.731865932966E0   8.519988471189E-6
    3.736868434217E0   8.349122150522E-6
    3.741870935468E0   8.181682512842E-6
    3.746873436718E0   8.017600836844E-6
    3.751875937969E0   7.856809779415E-6
    3.756878439220E0   7.699243347990E-6
    3.761880940470E0   7.544836873469E-6
    3.766883441721E0   7.393526983678E-6
    3.771885942971E0   7.245251577352E-6
    3.776888444222E0   7.099949798657E-6
    3.781890945473E0   6.957562012204E-6
    3.786893446723E0   6.818029778580E-6
    3.791895947974E0   6.681295830359E-6
    3.796898449225E0   6.547304048600E-6
    3.801900950475E0   6.415999439814E-6
    3.806903451726E0   6.287328113393E-6
    3.811905952976E0   6.161237259492E-6
    3.816908454227E0   6.037675127354E-6
    3.821910955478E0   5.916591004074E-6
    3.826913456728E0   5.797935193778E-6
    3.831915957979E0   5.681658997235E-6
    3.836918459230E0   5.567714691861E-6
    3.841920960480E0   5.456055512141E-6
    3.846923461731E0   5.346635630428E-6
    3.851925962981E0   5.239410138139E-6
    3.856928464232E0   5.134335027322E-6
    3.861930965483E0   5.031367172593E-6
    3.866933466733E0   4.930464313439E-6
    3.871935967984E0   4.831585036869E-6
    3.876938469235E0   4.734688760421E-6
    3.881940970485E0   4.639735715504E-6
    3.886943471736E0   4.546686931077E-6
    3.891945972986E0   4.455504217654E-6
    3.896948474237E0   4.366150151629E-6
    3.901950975488E0   4.278588059918E-6
    3.906953476738E0   4.192782004908E-6
    3.911955977989E0   4.108696769704E-6
    3.916958479240E0   4.026297843678E-6
    3.921960980490E0   3.945551408306E-6
    3.926963481741E0   3.866424323285E-6
    3.931965982991E0   3.788884112933E-6
    3.936968484242E0   3.712898952859E-6
    3.941970985493E0   3.638437656904E-6
    3.946973486743E0   3.565469664340E-6
    3.951975987994E0   3.493965027326E-6
    3.956978489245E0   3.423894398619E-6
    3.961980990495E0   3.355229019526E-6
    3.966983491746E0   3.287940708104E-6
    3.971985992996E0   3.222001847592E-6
    3.976988494247E0   3.157385375076E-6
    3.981990995498E0   3.094064770384E-6
    3.986993496748E0   3.032014045197E-6
    3.991995997999E0   2.971207732388E-6
    3.996998499250E0   2.911620875564E-6
    4.002001000500E0   2.853229018830E-6
    4.007003501751E0   2.796008196746E-6
    4.012006003002E0   2.739934924494E-6
    4.017008504252E0   2.684986188237E-6
    4.022011005503E0   2.631139435677E-6
    4.027013506753E0   2.578372566795E-6
    4.032016008004E0   2.526663924783E-6
    4.037018509255E0   2.475992287157E-6
    4.042021010505E0   2.426336857043E-6
    4.047023511756E0   2.377677254643E-6
    4.052026013007E0   2.329993508872E-6
    4.057028514257E0   2.283266049159E-6
    4.062031015508E0   2.237475697418E-6
    4.067033516758E0   2.192603660174E-6
    4.072036018009E0   2.148631520850E-6
    4.077038519260E0   2.105541232210E-6
    4.082041020510E0   2.063315108949E-6
    4.087043521761E0   2.021935820440E-6
    4.092046023012E0   1.981386383615E-6
    4.097048524262E0   1.941650155998E-6
    4.102051025513E0   1.902710828873E-6
    4.107053526763E0   1.864552420594E-6
    4.112056028014E0   1.827159270019E-6
    4.117058529265E0   1.790516030090E-6
    4.122061030515E0   1.754607661529E-6
    4.127063531766E0   1.719419426668E-6
    4.132066033017E0   1.684936883398E-6
    4.137068534267E0   1.651145879244E-6
    4.142071035518E0   1.618032545555E-6
    4.147073536768E0   1.585583291814E-6
    4.152076038019E0   1.553784800055E-6
    4.157078539270E0   1.522624019405E-6
    4.162081040520E0   1.492088160720E-6
    4.167083541771E0   1.462164691340E-6
    4.172086043022E0   1.432841329946E-6
    4.177088544272E0   1.404106041515E-6
    4.182091045523E0   1.375947032386E-6
    4.187093546773E0   1.348352745416E-6
    4.192096048024E0   1.321311855237E-6
    4.197098549275E0   1.294813263611E-6
    4.202101050525E0   1.268846094870E-6
    4.207103551776E0   1.243399691456E-6
    4.212106053027E0   1.218463609545E-6
    4.217108554277E0   1.194027614762E-6
    4.222111055528E0   1.170081677981E-6
    4.227113556778E0   1.146615971205E-6
    4.232116058029E0   1.123620863538E-6
    4.237118559280E0   1.101086917227E-6
    4.242121060530E0   1.079004883793E-6
    4.247123561781E0   1.057365700231E-6
    4.252126063032E0   1.036160485293E-6
    4.257128564282E0   1.015380535844E-6
    4.262131065533E0   9.950173232850E-7
    4.267133566783E0   9.750624900590E-7
    4.272136068034E0   9.555078462165E-7
    4.277138569285E0   9.363453660555E-7
    4.282141070535E0   9.175671848276E-7
    4.287143571786E0   8.991655955102E-7
    4.292146073037E0   8.811330456429E-7
    4.297148574287E0   8.634621342284E-7
    4.302151075538E0   8.461456086944E-7
    4.307153576788E0   8.291763619173E-7
    4.312156078039E0   8.125474293050E-7
    4.317158579290E0   7.962519859388E-7
    4.322161080540E0   7.802833437721E-7
    4.327163581791E0   7.646349488853E-7
    4.332166083042E0   7.493003787963E-7
    4.337168584292E0   7.342733398241E-7
    4.342171085543E0   7.195476645061E-7
    4.347173586793E0   7.051173090667E-7
    4.352176088044E0   6.909763509368E-7
    4.357178589295E0   6.771189863228E-7
    4.362181090545E0   6.635395278249E-7
    4.367183591796E0   6.502324021029E-7
    4.372186093047E0   6.371921475883E-7
    4.377188594297E0   6.244134122432E-7
    4.382191095548E0   6.118909513636E-7
    4.387193596798E0   5.996196254267E-7
    4.392196098049E0   5.875943979815E-7
    4.397198599300E0   5.758103335820E-7
    4.402201100550E0   5.642625957613E-7
    4.407203601801E0   5.529464450465E-7
    4.412206103052E0   5.418572370141E-7
    4.417208604302E0   5.309904203830E-7
    4.422211105553E0   5.203415351472E-7
    4.427213606803E0   5.099062107449E-7
    4.432216108054E0   4.996801642649E-7
    4.437218609305E0   4.896591986889E-7
    4.442221110555E0   4.798392011685E-7
    4.447223611806E0   4.702161413378E-7
    4.452226113057E0   4.607860696587E-7
    4.457228614307E0   4.515451158002E-7
    4.462231115558E0   4.424894870499E-7
    4.467233616808E0   4.336154667573E-7
    4.472236118059E0   4.249194128084E-7
    4.477238619310E0   4.163977561311E-7
    4.482241120560E0   4.080469992299E-7
    4.487243621811E0   3.998637147509E-7
    4.492246123062E0   3.918445440749E-7
    4.497248624312E0   3.839861959391E-7
    4.502251125563E0   3.762854450861E-7
    4.507253626813E0   3.687391309403E-7
    4.512256128064E0   3.613441563106E-7
    4.517258629315E0   3.540974861195E-7
    4.522261130565E0   3.469961461569E-7
    4.527263631816E0   3.400372218603E-7
    4.532266133067E0   3.332178571175E-7
    4.537268634317E0   3.265352530954E-7
    4.542271135568E0   3.199866670905E-7
    4.547273636818E0   3.135694114037E-7
    4.552276138069E0   3.072808522370E-7
    4.557278639320E0   3.011184086128E-7
    4.562281140570E0   2.950795513140E-7
    4.567283641821E0   2.891618018466E-7
    4.572286143072E0   2.833627314223E-7
    4.577288644322E0   2.776799599613E-7
    4.582291145573E0   2.721111551159E-7
    4.587293646823E0   2.666540313129E-7
    4.592296148074E0   2.613063488160E-7
    4.597298649325E0   2.560659128060E-7
    4.602301150575E0   2.509305724804E-7
    4.607303651826E0   2.458982201706E-7
    4.612306153077E0   2.409667904766E-7
    4.617308654327E0   2.361342594197E-7
    4.622311155578E0   2.313986436114E-7
    4.627313656828E0   2.267579994398E-7
    4.632316158079E0   2.222104222715E-7
    4.637318659330E0   2.177540456701E-7
    4.642321160580E0   2.133870406301E-7
    4.647323661831E0   2.091076148265E-7
    4.652326163082E0   2.049140118786E-7
    4.657328664332E0   2.008045106297E-7
    4.662331165583E0   1.967774244405E-7
    4.667333666833E0   1.928311004967E-7
    4.672336168084E0   1.889639191310E-7
    4.677338669335E0   1.851742931579E-7
    4.682341170585E0   1.814606672227E-7
    4.687343671836E0   1.778215171630E-7
    4.692346173087E0   1.742553493828E-7
    4.697348674337E0   1.707607002403E-7
    4.702351175588E0   1.673361354462E-7
    4.707353676838E0   1.639802494758E-7
    4.712356178089E0   1.606916649918E-7
    4.717358679340E0   1.574690322791E-7
    4.722361180590E0   1.543110286908E-7
    4.727363681841E0   1.512163581053E-7
    4.732366183092E0   1.481837503944E-7
    4.737368684342E0   1.452119609022E-7
    4.742371185593E0   1.422997699339E-7
    4.747373686843E0   1.394459822553E-7
    4.752376188094E0   1.366494266027E-7
    4.757378689345E0   1.339089552013E-7
    4.762381190595E0   1.312234432952E-7
    4.767383691846E0   1.285917886848E-7
    4.772386193097E0   1.260129112749E-7
    4.777388694347E0   1.234857526316E-7
    4.782391195598E0   1.210092755473E-7
    4.787393696848E0   1.185824636157E-7
    4.792396198099E0   1.162043208140E-7
    4.797398699350E0   1.138738710944E-7
    4.802401200600E0   1.115901579838E-7
    4.807403701851E0   1.093522441906E-7
    4.812406203102E0   1.071592112206E-7
    4.817408704352E0   1.050101589996E-7
    4.822411205603E0   1.029042055043E-7
    4.827413706853E0   1.008404864001E-7
    4.832416208104E0   9.881815468642E-8
    4.837418709355E0   9.683638034911E-8
    4.842421210605E0   9.489435001974E-8
    4.847423711856E0   9.299126664178E-8
    4.852426213107E0   9.112634914348E-8
    4.857428714357E0   8.929883211730E-8
    4.862431215608E0   8.750796550576E-8
    4.867433716858E0   8.575301429361E-8
    4.872436218109E0   8.403325820615E-8
    4.877438719360E0   8.234799141361E-8
    4.882441220610E0   8.069652224147E-8
    4.887443721861E0   7.907817288658E-8
    4.892446223112E0   7.749227913897E-8
    4.897448724362E0   7.593819010923E-8
    4.902451225613E0   7.441526796139E-8
    4.907453726863E0   7.292288765114E-8
    4.912456228114E0   7.146043666925E-8
    4.917458729365E0   7.002731479025E-8
    4.922461230615E0   6.862293382602E-8
    4.927463731866E0   6.724671738443E-8
    4.932466233117E0   6.589810063274E-8
    4.937468734367E0   6.457653006582E-8
    4.942471235618E0   6.328146327892E-8
    4.947473736868E0   6.201236874512E-8
    4.952476238119E0   6.076872559711E-8
    4.957478739370E0   5.955002341347E-8
    4.962481240620E0   5.835576200916E-8
    4.967483741871E0   5.718545123023E-8
    4.972486243122E0   5.603861075264E-8
    4.977488744372E0   5.491476988513E-8
    4.982491245623E0   5.381346737606E-8
    4.987493746873E0   5.273425122407E-8
    4.992496248124E0   5.167667849258E-8
    4.997498749375E0   5.064031512798E-8
    5.002501250625E0   4.962473578153E-8
    5.007503751876E0   4.862952363474E-8
    5.012506253127E0   4.765427022831E-8
    5.017508754377E0   4.669857529451E-8
    5.022511255628E0   4.576204659287E-8
    5.027513756878E0   4.484429974920E-8
    5.032516258129E0   4.394495809787E-8
    5.037518759380E0   4.306365252716E-8
    5.042521260630E0   4.220002132781E-8
    5.047523761881E0   4.135371004456E-8
    5.052526263132E0   4.052437133064E-8
    5.057528764382E0   3.971166480528E-8
    5.062531265633E0   3.891525691391E-8
    5.067533766883E0   3.813482079135E-8
    5.072536268134E0   3.737003612762E-8
    5.077538769385E0   3.662058903648E-8
    5.082541270635E0   3.588617192658E-8
    5.087543771886E0   3.516648337529E-8
    5.092546273137E0   3.446122800488E-8
    5.097548774387E0   3.377011636138E-8
    5.102551275638E0   3.309286479577E-8
    5.107553776888E0   3.242919534749E-8
    5.112556278139E0   3.177883563046E-8
    5.117558779390E0   3.114151872122E-8
    5.122561280640E0   3.051698304938E-8
    5.127563781891E0   2.990497229032E-8
    5.132566283142E0   2.930523525990E-8
    5.137568784392E0   2.871752581146E-8
    5.142571285643E0   2.814160273472E-8
    5.147573786893E0   2.757722965685E-8
    5.152576288144E0   2.702417494538E-8
    5.157578789395E0   2.648221161320E-8
    5.162581290645E0   2.595111722537E-8
    5.167583791896E0   2.543067380781E-8
    5.172586293147E0   2.492066775788E-8
    5.177588794397E0   2.442088975668E-8
    5.182591295648E0   2.393113468316E-8
    5.187593796898E0   2.345120152990E-8
    5.192596298149E0   2.298089332066E-8
    5.197598799400E0   2.252001702950E-8
    5.202601300650E0   2.206838350157E-8
    5.207603801901E0   2.162580737547E-8
    5.212606303152E0   2.119210700719E-8
    5.217608804402E0   2.076710439554E-8
    5.222611305653E0   2.035062510910E-8
    5.227613806903E0   1.994249821463E-8
    5.232616308154E0   1.954255620692E-8
    5.237618809405E0   1.915063494003E-8
    5.242621310655E0   1.876657355993E-8
    5.247623811906E0   1.839021443849E-8
    5.252626313157E0   1.802140310876E-8
    5.257628814407E0   1.765998820158E-8
    5.262631315658E0   1.730582138349E-8
    5.267633816908E0   1.695875729580E-8
    5.272636318159E0   1.661865349495E-8
    5.277638819410E0   1.628537039407E-8
    5.282641320660E0   1.595877120566E-8
    5.287643821911E0   1.563872188547E-8
    5.292646323162E0   1.532509107745E-8
    5.297648824412E0   1.501775005990E-8
    5.302651325663E0   1.471657269257E-8
    5.307653826913E0   1.442143536494E-8
    5.312656328164E0   1.413221694547E-8
    5.317658829415E0   1.384879873188E-8
    5.322661330665E0   1.357106440243E-8
    5.327663831916E0   1.329889996819E-8
    5.332666333167E0   1.303219372625E-8
    5.337668834417E0   1.277083621389E-8
    5.342671335668E0   1.251472016360E-8
    5.347673836918E0   1.226374045914E-8
    5.352676338169E0   1.201779409232E-8
    5.357678839420E0   1.177678012076E-8
    5.362681340670E0   1.154059962646E-8
    5.367683841921E0   1.130915567520E-8
    5.372686343172E0   1.108235327674E-8
    5.377688844422E0   1.086009934587E-8
    5.382691345673E0   1.064230266415E-8
    5.387693846923E0   1.042887384253E-8
    5.392696348174E0   1.021972528462E-8
    5.397698849425E0   1.001477115076E-8
    5.402701350675E0   9.813927322783E-9
    5.407703851926E0   9.617111369497E-9
    5.412706353177E0   9.424242512843E-9
    5.417708854427E0   9.235241594744E-9
    5.422711355678E0   9.050031044625E-9
    5.427713856928E0   8.868534847565E-9
    5.432716358179E0   8.690678513107E-9
    5.437718859430E0   8.516389044681E-9
    5.442721360680E0   8.345594909648E-9
    5.447723861931E0   8.178226009935E-9
    5.452726363182E0   8.014213653272E-9
    5.457728864432E0   7.853490524995E-9
    5.462731365683E0   7.695990660420E-9
    5.467733866933E0   7.541649417767E-9
    5.472736368184E0   7.390403451633E-9
    5.477738869435E0   7.242190686992E-9
    5.482741370685E0   7.096950293717E-9
    5.487743871936E0   6.954622661615E-9
    5.492746373187E0   6.815149375960E-9
    5.497748874437E0   6.678473193521E-9
    5.502751375688E0   6.544538019065E-9
    5.507753876938E0   6.413288882337E-9
    5.512756378189E0   6.284671915494E-9
    5.517758879440E0   6.158634331003E-9
    5.522761380690E0   6.035124399971E-9
    5.527763881941E0   5.914091430915E-9
    5.532766383192E0   5.795485748958E-9
    5.537768884442E0   5.679258675442E-9
    5.542771385693E0   5.565362507945E-9
    5.547773886943E0   5.453750500707E-9
    5.552776388194E0   5.344376845444E-9
    5.557778889445E0   5.237196652545E-9
    5.562781390695E0   5.132165932650E-9
    5.567783891946E0   5.029241578594E-9
    5.572786393197E0   4.928381347716E-9
    5.577788894447E0   4.829543844523E-9
    5.582791395698E0   4.732688503697E-9
    5.587793896948E0   4.637775573447E-9
    5.592796398199E0   4.544766099198E-9
    5.597798899450E0   4.453621907597E-9
    5.602801400700E0   4.364305590848E-9
    5.607803901951E0   4.276780491360E-9
    5.612806403202E0   4.191010686702E-9
    5.617808904452E0   4.106960974859E-9
    5.622811405703E0   4.024596859782E-9
    5.627813906953E0   3.943884537233E-9
    5.632816408204E0   3.864790880911E-9
    5.637818909455E0   3.787283428852E-9
    5.642821410705E0   3.711330370113E-9
    5.647823911956E0   3.636900531708E-9
    5.652826413207E0   3.563963365821E-9
    5.657828914457E0   3.492488937261E-9
    5.662831415708E0   3.422447911185E-9
    5.667833916958E0   3.353811541050E-9
    5.672836418209E0   3.286551656818E-9
    5.677838919460E0   3.220640653396E-9
    5.682841420710E0   3.156051479303E-9
    5.687843921961E0   3.092757625569E-9
    5.692846423212E0   3.030733114858E-9
    5.697848924462E0   2.969952490798E-9
    5.702851425713E0   2.910390807543E-9
    5.707853926963E0   2.852023619527E-9
    5.712856428214E0   2.794826971437E-9
    5.717858929465E0   2.738777388374E-9
    5.722861430715E0   2.683851866226E-9
    5.727863931966E0   2.630027862221E-9
    5.732866433217E0   2.577283285677E-9
    5.737868934467E0   2.525596488937E-9
    5.742871435718E0   2.474946258480E-9
    5.747873936968E0   2.425311806219E-9
    5.752876438219E0   2.376672760967E-9
    5.757878939470E0   2.329009160075E-9
    5.762881440720E0   2.282301441241E-9
    5.767883941971E0   2.236530434480E-9
    5.772886443222E0   2.191677354257E-9
    5.777888944472E0   2.147723791775E-9
    5.782891445723E0   2.104651707423E-9
    5.787893946973E0   2.062443423369E-9
    5.792896448224E0   2.021081616305E-9
    5.797898949475E0   1.980549310338E-9
    5.802901450725E0   1.940829870024E-9
    5.807903951976E0   1.901906993538E-9
    5.812906453227E0   1.863764705982E-9
    5.817908954477E0   1.826387352835E-9
    5.822911455728E0   1.789759593520E-9
    5.827913956978E0   1.753866395112E-9
    5.832916458229E0   1.718693026171E-9
    5.837918959480E0   1.684225050688E-9
    5.842921460730E0   1.650448322168E-9
    5.847923961981E0   1.617348977819E-9
    5.852926463232E0   1.584913432864E-9
    5.857928964482E0   1.553128374966E-9
    5.862931465733E0   1.521980758763E-9
    5.867933966983E0   1.491457800515E-9
    5.872936468234E0   1.461546972858E-9
    5.877938969485E0   1.432235999659E-9
    5.882941470735E0   1.403512850981E-9
    5.887943971986E0   1.375365738146E-9
    5.892946473237E0   1.347783108892E-9
    5.897948974487E0   1.320753642637E-9
    5.902951475738E0   1.294266245830E-9
    5.907953976988E0   1.268310047399E-9
    5.912956478239E0   1.242874394288E-9
    5.917958979490E0   1.217948847086E-9
    5.922961480740E0   1.193523175741E-9
    5.927963981991E0   1.169587355363E-9
    5.932966483242E0   1.146131562108E-9
    5.937968984492E0   1.123146169149E-9
    5.942971485743E0   1.100621742720E-9
    5.947973986993E0   1.078549038249E-9
    5.952976488244E0   1.056918996560E-9
    5.957978989495E0   1.035722740157E-9
    5.962981490745E0   1.014951569581E-9
    5.967983991996E0  9.945969598372E-10
    5.972986493247E0  9.746505568991E-10
    5.977988994497E0  9.551041742771E-10
    5.982991495748E0  9.359497896598E-10
    5.987993996998E0  9.171795416214E-10
    5.992996498249E0  8.987857263953E-10
    5.997998999500E0  8.807607947118E-10
    6.003001500750E0  8.630973487002E-10
    6.008004002001E0  8.457881388523E-10
    6.013006503252E0  8.288260610469E-10
    6.018009004502E0  8.122041536344E-10
    6.023011505753E0  7.959155945793E-10
    6.028014007004E0  7.799536986604E-10
    6.033016508254E0  7.643119147271E-10
    6.038019009505E0  7.489838230104E-10
    6.043021510755E0  7.339631324884E-10
    6.048024012006E0  7.192436783040E-10
    6.053026513257E0  7.048194192348E-10
    6.058029014507E0  6.906844352139E-10
    6.063031515758E0  6.768329248995E-10
    6.068034017009E0  6.632592032947E-10
    6.073036518259E0  6.499576994137E-10
    6.078039019510E0  6.369229539955E-10
    6.083041520760E0  6.241496172633E-10
    6.088044022011E0  6.116324467286E-10
    6.093046523262E0  5.993663050400E-10
    6.098049024512E0  5.873461578743E-10
    6.103051525763E0  5.755670718704E-10
    6.108054027014E0  5.640242126048E-10
    6.113056528264E0  5.527128426070E-10
    6.118059029515E0  5.416283194153E-10
    6.123061530765E0  5.307660936717E-10
    6.128064032016E0  5.201217072541E-10
    6.133066533267E0  5.096907914474E-10
    6.138069034517E0  4.994690651496E-10
    6.143071535768E0  4.894523331156E-10
    6.148074037019E0  4.796364842346E-10
    6.153076538269E0  4.700174898432E-10
    6.158079039520E0  4.605914020721E-10
    6.163081540770E0  4.513543522252E-10
    6.168084042021E0  4.423025491926E-10
    6.173086543272E0  4.334322778938E-10
    6.178089044522E0  4.247398977535E-10
    6.183091545773E0  4.162218412074E-10
    6.188094047024E0  4.078746122377E-10
    6.193096548274E0  3.996947849384E-10
    6.198099049525E0  3.916790021092E-10
    6.203101550775E0  3.838239738778E-10
    6.208104052026E0  3.761264763492E-10
    6.213106553277E0  3.685833502832E-10
    6.218109054527E0  3.611914997972E-10
    6.223111555778E0  3.539478910957E-10
    6.228114057029E0  3.468495512254E-10
    6.233116558279E0  3.398935668548E-10
    6.238119059530E0  3.330770830787E-10
    6.243121560780E0  3.263973022461E-10
    6.248124062031E0  3.198514828123E-10
    6.253126563282E0  3.134369382137E-10
    6.258129064532E0  3.071510357650E-10
    6.263131565783E0  3.009911955789E-10
    6.268134067034E0  2.949548895069E-10
    6.273136568284E0  2.890396401022E-10
    6.278139069535E0  2.832430196022E-10
    6.283141570785E0  2.775626489330E-10
    6.288144072036E0  2.719961967320E-10
    6.293146573287E0  2.665413783918E-10
    6.298149074537E0  2.611959551221E-10
    6.303151575788E0  2.559577330311E-10
    6.308154077039E0  2.508245622250E-10
    6.313156578289E0  2.457943359253E-10
    6.318159079540E0  2.408649896049E-10
    6.323161580790E0  2.360345001400E-10
    6.328164082041E0  2.313008849801E-10
    6.333166583292E0  2.266622013344E-10
    6.338169084542E0  2.221165453740E-10
    6.343171585793E0  2.176620514512E-10
    6.348174087044E0  2.132968913332E-10
    6.353176588294E0  2.090192734520E-10
    6.358179089545E0  2.048274421691E-10
    6.363181590795E0  2.007196770550E-10
    6.368184092046E0  1.966942921827E-10
    6.373186593297E0  1.927496354364E-10
    6.378189094547E0  1.888840878329E-10
    6.383191595798E0  1.850960628573E-10
    6.388194097049E0  1.813840058120E-10
    6.393196598299E0  1.777463931784E-10
    6.398199099550E0  1.741817319917E-10
    6.403201600800E0  1.706885592282E-10
    6.408204102051E0  1.672654412048E-10
    6.413206603302E0  1.639109729904E-10
    6.418209104552E0  1.606237778297E-10
    6.423211605803E0  1.574025065777E-10
    6.428214107054E0  1.542458371463E-10
    6.433216608304E0  1.511524739616E-10
    6.438219109555E0  1.481211474319E-10
    6.443221610805E0  1.451506134270E-10
    6.448224112056E0  1.422396527675E-10
    6.453226613307E0  1.393870707243E-10
    6.458229114557E0  1.365916965283E-10
    6.463231615808E0  1.338523828897E-10
    6.468234117059E0  1.311680055277E-10
    6.473236618309E0  1.285374627083E-10
    6.478239119560E0  1.259596747929E-10
    6.483241620810E0  1.234335837944E-10
    6.488244122061E0  1.209581529436E-10
    6.493246623312E0  1.185323662635E-10
    6.498249124562E0  1.161552281521E-10
    6.503251625813E0  1.138257629741E-10
    6.508254127064E0  1.115430146603E-10
    6.513256628314E0  1.093060463152E-10
    6.518259129565E0  1.071139398324E-10
    6.523261630815E0  1.049657955182E-10
    6.528264132066E0  1.028607317219E-10
    6.533266633317E0  1.007978844739E-10
    6.538269134567E0  9.877640713164E-11
    6.543271635818E0  9.679547003151E-11
    6.548274137069E0  9.485426014872E-11
    6.553276638319E0  9.295198076348E-11
    6.558279139570E0  9.108785113403E-11
    6.563281640820E0  8.926110617617E-11
    6.568284142071E0  8.747099614932E-11
    6.573286643322E0  8.571678634872E-11
    6.578289144572E0  8.399775680399E-11
    6.583291645823E0  8.231320198353E-11
    6.588294147074E0  8.066243050505E-11
    6.593296648324E0  7.904476485174E-11
    6.598299149575E0  7.745954109423E-11
    6.603301650825E0  7.590610861811E-11
    6.608304152076E0  7.438382985687E-11
    6.613306653327E0  7.289208003024E-11
    6.618309154577E0  7.143024688779E-11
    6.623311655828E0  6.999773045760E-11
    6.628314157079E0  6.859394280005E-11
    6.633316658329E0  6.721830776651E-11
    6.638319159580E0  6.587026076288E-11
    6.643321660830E0  6.454924851786E-11
    6.648324162081E0  6.325472885585E-11
    6.653326663332E0  6.198617047447E-11
    6.658329164582E0  6.074305272648E-11
    6.663331665833E0  5.952486540609E-11
    6.668334167084E0  5.833110853957E-11
    6.673336668334E0  5.716129218005E-11
    6.678339169585E0  5.601493620640E-11
    6.683341670835E0  5.489157012623E-11
    6.688344172086E0  5.379073288275E-11
    6.693346673337E0  5.271197266556E-11
    6.698349174587E0  5.165484672520E-11
    6.703351675838E0  5.061892119145E-11
    6.708354177089E0  4.960377089525E-11
    6.713356678339E0  4.860897919422E-11
    6.718359179590E0  4.763413780161E-11
    6.723361680840E0  4.667884661878E-11
    6.728364182091E0  4.574271357098E-11
    6.733366683342E0  4.482535444642E-11
    6.738369184592E0  4.392639273858E-11
    6.743371685843E0  4.304545949169E-11
    6.748374187094E0  4.218219314930E-11
    6.753376688344E0  4.133623940588E-11
    6.758379189595E0  4.050725106143E-11
    6.763381690845E0  3.969488787894E-11
    6.768384192096E0  3.889881644479E-11
    6.773386693347E0  3.811871003189E-11
    6.778389194597E0  3.735424846557E-11
    6.783391695848E0  3.660511799220E-11
    6.788394197099E0  3.587101115038E-11
    6.793396698349E0  3.515162664480E-11
    6.798399199600E0  3.444666922255E-11
    6.803401700850E0  3.375584955194E-11
    6.808404202101E0  3.307888410375E-11
    6.813406703352E0  3.241549503490E-11
    6.818409204602E0  3.176541007434E-11
    6.823411705853E0  3.112836241140E-11
    6.828414207104E0  3.050409058620E-11
    6.833416708354E0  2.989233838238E-11
    6.838419209605E0  2.929285472195E-11
    6.843421710855E0  2.870539356222E-11
    6.848424212106E0  2.812971379483E-11
    6.853426713357E0  2.756557914678E-11
    6.858429214607E0  2.701275808349E-11
    6.863431715858E0  2.647102371374E-11
    6.868434217109E0  2.594015369653E-11
    6.873436718359E0  2.541993014991E-11
    6.878439219610E0  2.491013956146E-11
    6.883441720860E0  2.441057270071E-11
    6.888444222111E0  2.392102453327E-11
    6.893446723362E0  2.344129413663E-11
    6.898449224612E0  2.297118461778E-11
    6.903451725863E0  2.251050303233E-11
    6.908454227114E0  2.205906030532E-11
    6.913456728364E0  2.161667115368E-11
    6.918459229615E0  2.118315401013E-11
    6.923461730865E0  2.075833094868E-11
