#             R [au]        psi_0 [a.u.]        psi_1 [a.u.]
   5.533517783926E-2   1.799333747186E-1   1.888250660981E-1
   5.600186672889E-2   1.820862787317E-1   1.910456387395E-1
   5.666855561852E-2   1.842386457332E-1   1.932642654348E-1
   5.733524450815E-2   1.863904693753E-1   1.954809235854E-1
   5.800193339778E-2   1.885417433118E-1   1.976955906131E-1
   5.866862228741E-2   1.906924611983E-1   1.999082439597E-1
   5.933531117704E-2   1.928426166917E-1   2.021188610877E-1
   6.000200006667E-2   1.949922034507E-1   2.043274194802E-1
   6.066868895630E-2   1.971412151359E-1   2.065338966415E-1
   6.133537784593E-2   1.992896454093E-1   2.087382700968E-1
   6.200206673556E-2   2.014374879346E-1   2.109405173929E-1
   6.266875562519E-2   2.035847363775E-1   2.131406160982E-1
   6.333544451482E-2   2.057313844053E-1   2.153385438030E-1
   6.400213340445E-2   2.078774256870E-1   2.175342781198E-1
   6.466882229408E-2   2.100228538935E-1   2.197277966833E-1
   6.533551118371E-2   2.121676626975E-1   2.219190771509E-1
   6.600220007334E-2   2.143118457735E-1   2.241080972027E-1
   6.666888896297E-2   2.164553967977E-1   2.262948345418E-1
   6.733557785260E-2   2.185983094485E-1   2.284792668946E-1
   6.800226674222E-2   2.207405774059E-1   2.306613720111E-1
   6.866895563185E-2   2.228821943519E-1   2.328411276648E-1
   6.933564452148E-2   2.250231539703E-1   2.350185116532E-1
   7.000233341111E-2   2.271634499472E-1   2.371935017980E-1
   7.066902230074E-2   2.293030759702E-1   2.393660759453E-1
   7.133571119037E-2   2.314420257292E-1   2.415362119657E-1
   7.200240008000E-2   2.335802929159E-1   2.437038877547E-1
   7.266908896963E-2   2.357178712241E-1   2.458690812330E-1
   7.333577785926E-2   2.378547543497E-1   2.480317703463E-1
   7.400246674889E-2   2.399909359904E-1   2.501919330660E-1
   7.466915563852E-2   2.421264098463E-1   2.523495473892E-1
   7.533584452815E-2   2.442611696195E-1   2.545045913389E-1
   7.600253341778E-2   2.463952090139E-1   2.566570429643E-1
   7.666922230741E-2   2.485285217359E-1   2.588068803412E-1
   7.733591119704E-2   2.506611014939E-1   2.609540815717E-1
   7.800260008667E-2   2.527929419984E-1   2.630986247850E-1
   7.866928897630E-2   2.549240369622E-1   2.652404881372E-1
   7.933597786593E-2   2.570543801002E-1   2.673796498118E-1
   8.000266675556E-2   2.591839651297E-1   2.695160880198E-1
   8.066935564519E-2   2.613127857699E-1   2.716497810001E-1
   8.133604453482E-2   2.634408357426E-1   2.737807070191E-1
   8.200273342445E-2   2.655681087716E-1   2.759088443720E-1
   8.266942231408E-2   2.676945985832E-1   2.780341713818E-1
   8.333611120371E-2   2.698202989059E-1   2.801566664007E-1
   8.400280009334E-2   2.719452034705E-1   2.822763078092E-1
   8.466948898297E-2   2.740693060103E-1   2.843930740173E-1
   8.533617787260E-2   2.761926002608E-1   2.865069434641E-1
   8.600286676223E-2   2.783150799600E-1   2.886178946181E-1
   8.666955565186E-2   2.804367388482E-1   2.907259059778E-1
   8.733624454148E-2   2.825575706682E-1   2.928309560714E-1
   8.800293343111E-2   2.846775691652E-1   2.949330234574E-1
   8.866962232074E-2   2.867967280869E-1   2.970320867245E-1
   8.933631121037E-2   2.889150411833E-1   2.991281244924E-1
   9.000300010000E-2   2.910325022073E-1   3.012211154110E-1
   9.066968898963E-2   2.931491049138E-1   3.033110381619E-1
   9.133637787926E-2   2.952648430606E-1   3.053978714575E-1
   9.200306676889E-2   2.973797104080E-1   3.074815940417E-1
   9.266975565852E-2   2.994937007187E-1   3.095621846904E-1
   9.333644454815E-2   3.016068077581E-1   3.116396222111E-1
   9.400313343778E-2   3.037190252941E-1   3.137138854434E-1
   9.466982232741E-2   3.058303470976E-1   3.157849532595E-1
   9.533651121704E-2   3.079407669416E-1   3.178528045639E-1
   9.600320010667E-2   3.100502786021E-1   3.199174182940E-1
   9.666988899630E-2   3.121588758577E-1   3.219787734201E-1
   9.733657788593E-2   3.142665524897E-1   3.240368489457E-1
   9.800326677556E-2   3.163733022821E-1   3.260916239078E-1
   9.866995566519E-2   3.184791190216E-1   3.281430773768E-1
   9.933664455482E-2   3.205839964978E-1   3.301911884572E-1
   1.000033334444E-1   3.226879285028E-1   3.322359362874E-1
   1.006700223341E-1   3.247909088318E-1   3.342773000400E-1
   1.013367112237E-1   3.268929312827E-1   3.363152589223E-1
   1.020034001133E-1   3.289939896560E-1   3.383497921760E-1
   1.026700890030E-1   3.310940777553E-1   3.403808790778E-1
   1.033367778926E-1   3.331931893871E-1   3.424084989396E-1
   1.040034667822E-1   3.352913183605E-1   3.444326311085E-1
   1.046701556719E-1   3.373884584878E-1   3.464532549672E-1
   1.053368445615E-1   3.394846035840E-1   3.484703499341E-1
   1.060035334511E-1   3.415797474672E-1   3.504838954635E-1
   1.066702223407E-1   3.436738839583E-1   3.524938710459E-1
   1.073369112304E-1   3.457670068812E-1   3.545002562081E-1
   1.080036001200E-1   3.478591100629E-1   3.565030305137E-1
   1.086702890096E-1   3.499501873334E-1   3.585021735628E-1
   1.093369778993E-1   3.520402325255E-1   3.604976649926E-1
   1.100036667889E-1   3.541292394754E-1   3.624894844775E-1
   1.106703556785E-1   3.562172020220E-1   3.644776117293E-1
   1.113370445682E-1   3.583041140075E-1   3.664620264973E-1
   1.120037334578E-1   3.603899692772E-1   3.684427085689E-1
   1.126704223474E-1   3.624747616794E-1   3.704196377693E-1
   1.133371112370E-1   3.645584850657E-1   3.723927939618E-1
   1.140038001267E-1   3.666411332906E-1   3.743621570484E-1
   1.146704890163E-1   3.687227002121E-1   3.763277069697E-1
   1.153371779059E-1   3.708031796910E-1   3.782894237049E-1
   1.160038667956E-1   3.728825655917E-1   3.802472872726E-1
   1.166705556852E-1   3.749608517816E-1   3.822012777303E-1
   1.173372445748E-1   3.770380321314E-1   3.841513751752E-1
   1.180039334644E-1   3.791141005149E-1   3.860975597441E-1
   1.186706223541E-1   3.811890508095E-1   3.880398116135E-1
   1.193373112437E-1   3.832628768957E-1   3.899781110001E-1
   1.200040001333E-1   3.853355726573E-1   3.919124381609E-1
   1.206706890230E-1   3.874071319814E-1   3.938427733933E-1
   1.213373779126E-1   3.894775487587E-1   3.957690970353E-1
   1.220040668022E-1   3.915468168830E-1   3.976913894658E-1
   1.226707556919E-1   3.936149302516E-1   3.996096311049E-1
   1.233374445815E-1   3.956818827652E-1   4.015238024137E-1
   1.240041334711E-1   3.977476683278E-1   4.034338838950E-1
   1.246708223607E-1   3.998122808471E-1   4.053398560931E-1
   1.253375112504E-1   4.018757142341E-1   4.072416995942E-1
   1.260042001400E-1   4.039379624032E-1   4.091393950266E-1
   1.266708890296E-1   4.059990192725E-1   4.110329230609E-1
   1.273375779193E-1   4.080588787634E-1   4.129222644099E-1
   1.280042668089E-1   4.101175348009E-1   4.148073998293E-1
   1.286709556985E-1   4.121749813138E-1   4.166883101175E-1
   1.293376445882E-1   4.142312122340E-1   4.185649761161E-1
   1.300043334778E-1   4.162862214974E-1   4.204373787097E-1
   1.306710223674E-1   4.183400030432E-1   4.223054988265E-1
   1.313377112570E-1   4.203925508145E-1   4.241693174383E-1
   1.320044001467E-1   4.224438587577E-1   4.260288155606E-1
   1.326710890363E-1   4.244939208233E-1   4.278839742531E-1
   1.333377779259E-1   4.265427309651E-1   4.297347746194E-1
   1.340044668156E-1   4.285902831406E-1   4.315811978079E-1
   1.346711557052E-1   4.306365713114E-1   4.334232250112E-1
   1.353378445948E-1   4.326815894423E-1   4.352608374669E-1
   1.360045334844E-1   4.347253315023E-1   4.370940164575E-1
   1.366712223741E-1   4.367677914638E-1   4.389227433108E-1
   1.373379112637E-1   4.388089633032E-1   4.407469993995E-1
   1.380046001533E-1   4.408488410007E-1   4.425667661425E-1
   1.386712890430E-1   4.428874185402E-1   4.443820250039E-1
   1.393379779326E-1   4.449246899096E-1   4.461927574939E-1
   1.400046668222E-1   4.469606491004E-1   4.479989451688E-1
   1.406713557119E-1   4.489952901082E-1   4.498005696313E-1
   1.413380446015E-1   4.510286069324E-1   4.515976125303E-1
   1.420047334911E-1   4.530605935764E-1   4.533900555617E-1
   1.426714223807E-1   4.550912440472E-1   4.551778804680E-1
   1.433381112704E-1   4.571205523562E-1   4.569610690389E-1
   1.440048001600E-1   4.591485125185E-1   4.587396031113E-1
   1.446714890496E-1   4.611751185531E-1   4.605134645693E-1
   1.453381779393E-1   4.632003644831E-1   4.622826353449E-1
   1.460048668289E-1   4.652242443358E-1   4.640470974176E-1
   1.466715557185E-1   4.672467521422E-1   4.658068328152E-1
   1.473382446082E-1   4.692678819374E-1   4.675618236133E-1
   1.480049334978E-1   4.712876277609E-1   4.693120519361E-1
   1.486716223874E-1   4.733059836559E-1   4.710574999560E-1
   1.493383112770E-1   4.753229436698E-1   4.727981498944E-1
   1.500050001667E-1   4.773385018542E-1   4.745339840215E-1
   1.506716890563E-1   4.793526522647E-1   4.762649846563E-1
   1.513383779459E-1   4.813653889613E-1   4.779911341675E-1
   1.520050668356E-1   4.833767060079E-1   4.797124149727E-1
   1.526717557252E-1   4.853865974727E-1   4.814288095395E-1
   1.533384446148E-1   4.873950574281E-1   4.831403003850E-1
   1.540051335045E-1   4.894020799508E-1   4.848468700764E-1
   1.546718223941E-1   4.914076591215E-1   4.865485012310E-1
   1.553385112837E-1   4.934117890255E-1   4.882451765164E-1
   1.560052001733E-1   4.954144637521E-1   4.899368786505E-1
   1.566718890630E-1   4.974156773949E-1   4.916235904023E-1
   1.573385779526E-1   4.994154240520E-1   4.933052945911E-1
   1.580052668422E-1   5.014136978257E-1   4.949819740875E-1
   1.586719557319E-1   5.034104928226E-1   4.966536118134E-1
   1.593386446215E-1   5.054058031538E-1   4.983201907417E-1
   1.600053335111E-1   5.073996229347E-1   4.999816938971E-1
   1.606720224007E-1   5.093919462851E-1   5.016381043559E-1
   1.613387112904E-1   5.113827673291E-1   5.032894052463E-1
   1.620054001800E-1   5.133720801954E-1   5.049355797485E-1
   1.626720890696E-1   5.153598790172E-1   5.065766110950E-1
   1.633387779593E-1   5.173461579319E-1   5.082124825706E-1
   1.640054668489E-1   5.193309110816E-1   5.098431775128E-1
   1.646721557385E-1   5.213141326129E-1   5.114686793116E-1
   1.653388446282E-1   5.232958166768E-1   5.130889714100E-1
   1.660055335178E-1   5.252759574288E-1   5.147040373042E-1
   1.666722224074E-1   5.272545490291E-1   5.163138605434E-1
   1.673389112970E-1   5.292315856425E-1   5.179184247304E-1
   1.680056001867E-1   5.312070614382E-1   5.195177135215E-1
   1.686722890763E-1   5.331809705901E-1   5.211117106267E-1
   1.693389779659E-1   5.351533072767E-1   5.227003998098E-1
   1.700056668556E-1   5.371240656813E-1   5.242837648889E-1
   1.706723557452E-1   5.390932399915E-1   5.258617897362E-1
   1.713390446348E-1   5.410608243999E-1   5.274344582784E-1
   1.720057335245E-1   5.430268131037E-1   5.290017544964E-1
   1.726724224141E-1   5.449912003047E-1   5.305636624264E-1
   1.733391113037E-1   5.469539802095E-1   5.321201661589E-1
   1.740058001933E-1   5.489151470295E-1   5.336712498399E-1
   1.746724890830E-1   5.508746949807E-1   5.352168976704E-1
   1.753391779726E-1   5.528326182841E-1   5.367570939067E-1
   1.760058668622E-1   5.547889111653E-1   5.382918228608E-1
   1.766725557519E-1   5.567435678548E-1   5.398210689004E-1
   1.773392446415E-1   5.586965825878E-1   5.413448164487E-1
   1.780059335311E-1   5.606479496046E-1   5.428630499854E-1
   1.786726224207E-1   5.625976631500E-1   5.443757540460E-1
   1.793393113104E-1   5.645457174741E-1   5.458829132225E-1
   1.800060002000E-1   5.664921068315E-1   5.473845121633E-1
   1.806726890896E-1   5.684368254819E-1   5.488805355735E-1
   1.813393779793E-1   5.703798676900E-1   5.503709682149E-1
   1.820060668689E-1   5.723212277253E-1   5.518557949064E-1
   1.826727557585E-1   5.742608998623E-1   5.533350005238E-1
   1.833394446482E-1   5.761988783805E-1   5.548085700003E-1
   1.840061335378E-1   5.781351575643E-1   5.562764883265E-1
   1.846728224274E-1   5.800697317033E-1   5.577387405505E-1
   1.853395113170E-1   5.820025950921E-1   5.591953117781E-1
   1.860062002067E-1   5.839337420301E-1   5.606461871731E-1
   1.866728890963E-1   5.858631668220E-1   5.620913519571E-1
   1.873395779859E-1   5.877908637775E-1   5.635307914101E-1
   1.880062668756E-1   5.897168272115E-1   5.649644908702E-1
   1.886729557652E-1   5.916410514437E-1   5.663924357342E-1
   1.893396446548E-1   5.935635307994E-1   5.678146114573E-1
   1.900063335445E-1   5.954842596087E-1   5.692310035535E-1
   1.906730224341E-1   5.974032322069E-1   5.706415975959E-1
   1.913397113237E-1   5.993204429346E-1   5.720463792165E-1
   1.920064002133E-1   6.012358861375E-1   5.734453341064E-1
   1.926730891030E-1   6.031495561666E-1   5.748384480162E-1
   1.933397779926E-1   6.050614473780E-1   5.762257067561E-1
   1.940064668822E-1   6.069715541332E-1   5.776070961957E-1
   1.946731557719E-1   6.088798707988E-1   5.789826022645E-1
   1.953398446615E-1   6.107863917469E-1   5.803522109520E-1
   1.960065335511E-1   6.126911113546E-1   5.817159083075E-1
   1.966732224407E-1   6.145940240045E-1   5.830736804409E-1
   1.973399113304E-1   6.164951240846E-1   5.844255135221E-1
   1.980066002200E-1   6.183944059881E-1   5.857713937818E-1
   1.986732891096E-1   6.202918641136E-1   5.871113075110E-1
   1.993399779993E-1   6.221874928650E-1   5.884452410617E-1
   2.000066668889E-1   6.240812866519E-1   5.897731808469E-1
   2.006733557785E-1   6.259732398889E-1   5.910951133404E-1
   2.013400446682E-1   6.278633469963E-1   5.924110250773E-1
   2.020067335578E-1   6.297516023998E-1   5.937209026541E-1
   2.026734224474E-1   6.316380005304E-1   5.950247327286E-1
   2.033401113370E-1   6.335225358249E-1   5.963225020203E-1
   2.040068002267E-1   6.354052027252E-1   5.976141973105E-1
   2.046734891163E-1   6.372859956790E-1   5.988998054423E-1
   2.053401780059E-1   6.391649091395E-1   6.001793133207E-1
   2.060068668956E-1   6.410419375653E-1   6.014527079130E-1
   2.066735557852E-1   6.429170754207E-1   6.027199762487E-1
   2.073402446748E-1   6.447903171754E-1   6.039811054197E-1
   2.080069335645E-1   6.466616573050E-1   6.052360825805E-1
   2.086736224541E-1   6.485310902903E-1   6.064848949480E-1
   2.093403113437E-1   6.503986106181E-1   6.077275298022E-1
   2.100070002333E-1   6.522642127806E-1   6.089639744860E-1
   2.106736891230E-1   6.541278912758E-1   6.101942164051E-1
   2.113403780126E-1   6.559896406072E-1   6.114182430287E-1
   2.120070669022E-1   6.578494552842E-1   6.126360418890E-1
   2.126737557919E-1   6.597073298218E-1   6.138476005820E-1
   2.133404446815E-1   6.615632587407E-1   6.150529067668E-1
   2.140071335711E-1   6.634172365674E-1   6.162519481665E-1
   2.146738224607E-1   6.652692578341E-1   6.174447125681E-1
   2.153405113504E-1   6.671193170787E-1   6.186311878222E-1
   2.160072002400E-1   6.689674088452E-1   6.198113618437E-1
   2.166738891296E-1   6.708135276829E-1   6.209852226117E-1
   2.173405780193E-1   6.726576681475E-1   6.221527581694E-1
   2.180072669089E-1   6.744998248000E-1   6.233139566247E-1
   2.186739557985E-1   6.763399922075E-1   6.244688061497E-1
   2.193406446882E-1   6.781781649431E-1   6.256172949816E-1
   2.200073335778E-1   6.800143375855E-1   6.267594114220E-1
   2.206740224674E-1   6.818485047195E-1   6.278951438376E-1
   2.213407113570E-1   6.836806609358E-1   6.290244806602E-1
   2.220074002467E-1   6.855108008308E-1   6.301474103865E-1
   2.226740891363E-1   6.873389190072E-1   6.312639215787E-1
   2.233407780259E-1   6.891650100734E-1   6.323740028642E-1
   2.240074669156E-1   6.909890686438E-1   6.334776429360E-1
   2.246741558052E-1   6.928110893390E-1   6.345748305527E-1
   2.253408446948E-1   6.946310667855E-1   6.356655545386E-1
   2.260075335845E-1   6.964489956156E-1   6.367498037839E-1
   2.266742224741E-1   6.982648704679E-1   6.378275672445E-1
   2.273409113637E-1   7.000786859871E-1   6.388988339428E-1
   2.280076002533E-1   7.018904368238E-1   6.399635929669E-1
   2.286742891430E-1   7.037001176348E-1   6.410218334716E-1
   2.293409780326E-1   7.055077230829E-1   6.420735446778E-1
   2.300076669222E-1   7.073132478371E-1   6.431187158730E-1
   2.306743558119E-1   7.091166865725E-1   6.441573364114E-1
   2.313410447015E-1   7.109180339704E-1   6.451893957139E-1
   2.320077335911E-1   7.127172847182E-1   6.462148832680E-1
   2.326744224807E-1   7.145144335097E-1   6.472337886285E-1
   2.333411113704E-1   7.163094750445E-1   6.482461014170E-1
   2.340078002600E-1   7.181024040287E-1   6.492518113224E-1
   2.346744891496E-1   7.198932151746E-1   6.502509081006E-1
   2.353411780393E-1   7.216819032007E-1   6.512433815752E-1
   2.360078669289E-1   7.234684628318E-1   6.522292216370E-1
   2.366745558185E-1   7.252528887989E-1   6.532084182445E-1
   2.373412447082E-1   7.270351758394E-1   6.541809614238E-1
   2.380079335978E-1   7.288153186968E-1   6.551468412688E-1
   2.386746224874E-1   7.305933121213E-1   6.561060479414E-1
   2.393413113770E-1   7.323691508692E-1   6.570585716712E-1
   2.400080002667E-1   7.341428297030E-1   6.580044027561E-1
   2.406746891563E-1   7.359143433918E-1   6.589435315620E-1
   2.413413780459E-1   7.376836867110E-1   6.598759485232E-1
   2.420080669356E-1   7.394508544426E-1   6.608016441424E-1
   2.426747558252E-1   7.412158413747E-1   6.617206089905E-1
   2.433414447148E-1   7.429786423019E-1   6.626328337073E-1
   2.440081336045E-1   7.447392520255E-1   6.635383090010E-1
   2.446748224941E-1   7.464976653530E-1   6.644370256487E-1
   2.453415113837E-1   7.482538770984E-1   6.653289744963E-1
   2.460082002733E-1   7.500078820823E-1   6.662141464585E-1
   2.466748891630E-1   7.517596751318E-1   6.670925325193E-1
   2.473415780526E-1   7.535092510805E-1   6.679641237315E-1
   2.480082669422E-1   7.552566047685E-1   6.688289112174E-1
   2.486749558319E-1   7.570017310424E-1   6.696868861685E-1
   2.493416447215E-1   7.587446247555E-1   6.705380398455E-1
   2.500083336111E-1   7.604852807677E-1   6.713823635790E-1
   2.506750225008E-1   7.622236939454E-1   6.722198487686E-1
   2.513417113904E-1   7.639598591616E-1   6.730504868842E-1
   2.520084002800E-1   7.656937712959E-1   6.738742694648E-1
   2.526750891696E-1   7.674254252348E-1   6.746911881198E-1
   2.533417780593E-1   7.691548158712E-1   6.755012345282E-1
   2.540084669489E-1   7.708819381047E-1   6.763044004389E-1
   2.546751558385E-1   7.726067868418E-1   6.771006776712E-1
   2.553418447282E-1   7.743293569954E-1   6.778900581144E-1
   2.560085336178E-1   7.760496434853E-1   6.786725337280E-1
   2.566752225074E-1   7.777676412380E-1   6.794480965418E-1
   2.573419113970E-1   7.794833451868E-1   6.802167386563E-1
   2.580086002867E-1   7.811967502717E-1   6.809784522422E-1
   2.586752891763E-1   7.829078514395E-1   6.817332295408E-1
   2.593419780659E-1   7.846166436438E-1   6.824810628642E-1
   2.600086669556E-1   7.863231218450E-1   6.832219445952E-1
   2.606753558452E-1   7.880272810104E-1   6.839558671872E-1
   2.613420447348E-1   7.897291161139E-1   6.846828231646E-1
   2.620087336245E-1   7.914286221366E-1   6.854028051230E-1
   2.626754225141E-1   7.931257940661E-1   6.861158057288E-1
   2.633421114037E-1   7.948206268973E-1   6.868218177194E-1
   2.640088002933E-1   7.965131156316E-1   6.875208339036E-1
   2.646754891830E-1   7.982032552775E-1   6.882128471613E-1
   2.653421780726E-1   7.998910408506E-1   6.888978504440E-1
   2.660088669622E-1   8.015764673730E-1   6.895758367743E-1
   2.666755558519E-1   8.032595298742E-1   6.902467992465E-1
   2.673422447415E-1   8.049402233904E-1   6.909107310261E-1
   2.680089336311E-1   8.066185429648E-1   6.915676253507E-1
   2.686756225208E-1   8.082944836479E-1   6.922174755291E-1
   2.693423114104E-1   8.099680404968E-1   6.928602749423E-1
   2.700090003000E-1   8.116392085759E-1   6.934960170427E-1
   2.706756891896E-1   8.133079829566E-1   6.941246953549E-1
   2.713423780793E-1   8.149743587172E-1   6.947463034753E-1
   2.720090669689E-1   8.166383309433E-1   6.953608350724E-1
   2.726757558585E-1   8.182998947275E-1   6.959682838866E-1
   2.733424447482E-1   8.199590451694E-1   6.965686437306E-1
   2.740091336378E-1   8.216157773759E-1   6.971619084894E-1
   2.746758225274E-1   8.232700864609E-1   6.977480721200E-1
   2.753425114170E-1   8.249219675454E-1   6.983271286520E-1
   2.760092003067E-1   8.265714157578E-1   6.988990721871E-1
   2.766758891963E-1   8.282184262335E-1   6.994638968998E-1
   2.773425780859E-1   8.298629941150E-1   7.000215970368E-1
   2.780092669756E-1   8.315051145523E-1   7.005721669175E-1
   2.786759558652E-1   8.331447827022E-1   7.011156009340E-1
   2.793426447548E-1   8.347819937292E-1   7.016518935510E-1
   2.800093336445E-1   8.364167428046E-1   7.021810393058E-1
   2.806760225341E-1   8.380490251073E-1   7.027030328089E-1
   2.813427114237E-1   8.396788358234E-1   7.032178687432E-1
   2.820094003133E-1   8.413061701461E-1   7.037255418648E-1
   2.826760892030E-1   8.429310232761E-1   7.042260470026E-1
   2.833427780926E-1   8.445533904214E-1   7.047193790585E-1
   2.840094669822E-1   8.461732667972E-1   7.052055330077E-1
   2.846761558719E-1   8.477906476262E-1   7.056845038983E-1
   2.853428447615E-1   8.494055281384E-1   7.061562868516E-1
   2.860095336511E-1   8.510179035712E-1   7.066208770621E-1
   2.866762225408E-1   8.526277691692E-1   7.070782697976E-1
   2.873429114304E-1   8.542351201848E-1   7.075284603993E-1
   2.880096003200E-1   8.558399518774E-1   7.079714442815E-1
   2.886762892096E-1   8.574422595140E-1   7.084072169321E-1
   2.893429780993E-1   8.590420383692E-1   7.088357739126E-1
   2.900096669889E-1   8.606392837247E-1   7.092571108576E-1
   2.906763558785E-1   8.622339908701E-1   7.096712234756E-1
   2.913430447682E-1   8.638261551021E-1   7.100781075485E-1
   2.920097336578E-1   8.654157717252E-1   7.104777589318E-1
   2.926764225474E-1   8.670028360512E-1   7.108701735549E-1
   2.933431114370E-1   8.685873433995E-1   7.112553474207E-1
   2.940098003267E-1   8.701692890970E-1   7.116332766058E-1
   2.946764892163E-1   8.717486684783E-1   7.120039572608E-1
   2.953431781059E-1   8.733254768854E-1   7.123673856100E-1
   2.960098669956E-1   8.748997096681E-1   7.127235579517E-1
   2.966765558852E-1   8.764713621834E-1   7.130724706579E-1
   2.973432447748E-1   8.780404297964E-1   7.134141201747E-1
   2.980099336645E-1   8.796069078794E-1   7.137485030221E-1
   2.986766225541E-1   8.811707918127E-1   7.140756157942E-1
