#             R [au]        psi_0 [a.u.]
    0.000000000000E0    0.000000000000E0
   6.666888896297E-4   2.623210823086E-6
   1.333377779259E-3   1.003661408053E-5
   2.000066668889E-3   2.248547762974E-5
   2.666755558519E-3   3.993233730427E-5
   3.333444448148E-3   6.237077998832E-5
   4.000133337778E-3   8.979859980943E-5
   4.666822227408E-3   1.222147307562E-4
   5.333511117037E-3   1.596185082431E-4
   6.000200006667E-3   2.020094257895E-4
   6.666888896297E-3   2.493870381395E-4
   7.333577785926E-3   3.017509173214E-4
   8.000266675556E-3   3.591006307036E-4
   8.666955565186E-3   4.214357291868E-4
   9.333644454815E-3   4.887557404613E-4
   1.000033334444E-2   5.610601649630E-4
   1.066702223407E-2   6.383484733477E-4
   1.133371112370E-2   7.206201048584E-4
   1.200040001333E-2   8.078744662382E-4
   1.266708890296E-2   9.001109309879E-4
   1.333377779259E-2   9.973288388476E-4
   1.400046668222E-2   1.099527495427E-3
   1.466715557185E-2   1.206706171941E-3
   1.533384446148E-2   1.318864105010E-3
   1.600053335111E-2   1.436000496518E-3
   1.666722224074E-2   1.558114513499E-3
   1.733391113037E-2   1.685205288061E-3
   1.800060002000E-2   1.817271917314E-3
   1.866728890963E-2   1.954313463333E-3
   1.933397779926E-2   2.096328953109E-3
   2.000066668889E-2   2.243317378533E-3
   2.066735557852E-2   2.395277696365E-3
   2.133404446815E-2   2.552208828226E-3
   2.200073335778E-2   2.714109660581E-3
   2.266742224741E-2   2.880979044734E-3
   2.333411113704E-2   3.052815796820E-3
   2.400080002667E-2   3.229618697807E-3
   2.466748891630E-2   3.411386493491E-3
   2.533417780593E-2   3.598117894496E-3
   2.600086669556E-2   3.789811576279E-3
   2.666755558519E-2   3.986466179131E-3
   2.733424447482E-2   4.188080308184E-3
   2.800093336445E-2   4.394652533410E-3
   2.866762225408E-2   4.606181389633E-3
   2.933431114370E-2   4.822665376533E-3
   3.000100003333E-2   5.044102958652E-3
   3.066768892296E-2   5.270492565402E-3
   3.133437781259E-2   5.501832591074E-3
   3.200106670222E-2   5.738121394848E-3
   3.266775559185E-2   5.979357300797E-3
   3.333444448148E-2   6.225538597900E-3
   3.400113337111E-2   6.476663540053E-3
   3.466782226074E-2   6.732730346075E-3
   3.533451115037E-2   6.993737199721E-3
   3.600120004000E-2   7.259682249692E-3
   3.666788892963E-2   7.530563609646E-3
   3.733457781926E-2   7.806379358212E-3
   3.800126670889E-2   8.087127538995E-3
   3.866795559852E-2   8.372806160596E-3
   3.933464448815E-2   8.663413196617E-3
   4.000133337778E-2   8.958946585678E-3
   4.066802226741E-2   9.259404231429E-3
   4.133471115704E-2   9.564784002561E-3
   4.200140004667E-2   9.875083732821E-3
   4.266808893630E-2   1.019030122102E-2
   4.333477782593E-2   1.051043423107E-2
   4.400146671556E-2   1.083548049195E-2
   4.466815560519E-2   1.116543769778E-2
   4.533484449482E-2   1.150030350777E-2
   4.600153338445E-2   1.184007554631E-2
   4.666822227408E-2   1.218475140292E-2
   4.733491116371E-2   1.253432863229E-2
   4.800160005334E-2   1.288880475430E-2
   4.866828894296E-2   1.324817725404E-2
   4.933497783259E-2   1.361244358179E-2
   5.000166672222E-2   1.398160115310E-2
   5.066835561185E-2   1.435564734873E-2
   5.133504450148E-2   1.473457951473E-2
   5.200173339111E-2   1.511839496243E-2
   5.266842228074E-2   1.550709096845E-2
   5.333511117037E-2   1.590066477473E-2
   5.400180006000E-2   1.629911358854E-2
   5.466848894963E-2   1.670243458252E-2
   5.533517783926E-2   1.711062489465E-2
   5.600186672889E-2   1.752368162832E-2
   5.666855561852E-2   1.794160185232E-2
   5.733524450815E-2   1.836438260085E-2
   5.800193339778E-2   1.879202087357E-2
   5.866862228741E-2   1.922451363559E-2
   5.933531117704E-2   1.966185781751E-2
   6.000200006667E-2   2.010405031543E-2
   6.066868895630E-2   2.055108799096E-2
   6.133537784593E-2   2.100296767125E-2
   6.200206673556E-2   2.145968614903E-2
   6.266875562519E-2   2.192124018259E-2
   6.333544451482E-2   2.238762649582E-2
   6.400213340445E-2   2.285884177824E-2
   6.466882229408E-2   2.333488268502E-2
   6.533551118371E-2   2.381574583696E-2
   6.600220007334E-2   2.430142782059E-2
   6.666888896297E-2   2.479192518811E-2
   6.733557785260E-2   2.528723445746E-2
   6.800226674222E-2   2.578735211235E-2
   6.866895563185E-2   2.629227460222E-2
   6.933564452148E-2   2.680199834235E-2
   7.000233341111E-2   2.731651971381E-2
   7.066902230074E-2   2.783583506351E-2
   7.133571119037E-2   2.835994070424E-2
   7.200240008000E-2   2.888883291467E-2
