#             e [au]            f [a.u.]
   7.500000000000E-3    1.000000000000E0
   7.492567567568E-3   9.988400136256E-1
   7.485135135135E-3   9.895168594789E-1
   7.477702702703E-3   9.719453341157E-1
   7.470270270270E-3   9.496510933472E-1
   7.462837837838E-3   9.251921245223E-1
   7.455405405405E-3   9.000863629189E-1
   7.447972972973E-3   8.751895240352E-1
   7.440540540541E-3   8.509676583275E-1
   7.433108108108E-3   8.276606054264E-1
   7.425675675676E-3   8.053769372146E-1
   7.418243243243E-3   7.841492006835E-1
   7.410810810811E-3   7.639663850650E-1
   7.403378378378E-3   7.447932025076E-1
   7.395945945946E-3   7.265816226205E-1
   7.388513513514E-3   7.092777895792E-1
   7.381081081081E-3   6.928261494776E-1
   7.373648648649E-3   6.771718750345E-1
   7.366216216216E-3   6.622622431707E-1
   7.358783783784E-3   6.480473670643E-1
   7.351351351351E-3   6.344805308659E-1
   7.343918918919E-3   6.215182822280E-1
   7.336486486486E-3   6.091203803483E-1
   7.329054054054E-3   5.972496606927E-1
   7.321621621622E-3   5.858718553876E-1
   7.314189189189E-3   5.749553934039E-1
   7.306756756757E-3   5.644711954878E-1
   7.299324324324E-3   5.543924731183E-1
   7.291891891892E-3   5.446945363379E-1
   7.284459459459E-3   5.353546139017E-1
   7.277027027027E-3   5.263516860242E-1
   7.269594594595E-3   5.176663312144E-1
   7.262162162162E-3   5.092805858557E-1
   7.254729729730E-3   5.011778165545E-1
   7.247297297297E-3   4.933426040860E-1
   7.239864864865E-3   4.857606382638E-1
   7.232432432432E-3   4.784186226188E-1
   7.225000000000E-3   4.713041883212E-1
   7.217567567568E-3   4.644058158884E-1
   7.210135135135E-3   4.577127647357E-1
   7.202702702703E-3   4.512150089704E-1
   7.195270270270E-3   4.449031795671E-1
   7.187837837838E-3   4.387685114979E-1
   7.180405405405E-3   4.328027961956E-1
   7.172972972973E-3   4.269983379595E-1
   7.165540540541E-3   4.213479146160E-1
   7.158108108108E-3   4.158447413766E-1
   7.150675675676E-3   4.104824383583E-1
   7.143243243243E-3   4.052550004462E-1
   7.135810810811E-3   4.001567700089E-1
   7.128378378378E-3   3.951824120107E-1
   7.120945945946E-3   3.903268911334E-1
   7.113513513514E-3   3.855854506859E-1
   7.106081081081E-3   3.809535936553E-1
   7.098648648649E-3   3.764270646385E-1
   7.091216216216E-3   3.720018340217E-1
   7.083783783784E-3   3.676740827675E-1
   7.076351351351E-3   3.634401888035E-1
   7.068918918919E-3   3.592967140103E-1
   7.061486486486E-3   3.552403929486E-1
   7.054054054054E-3   3.512681216695E-1
   7.046621621622E-3   3.473769477795E-1
   7.039189189189E-3   3.435640611837E-1
   7.031756756757E-3   3.398267854081E-1
   7.024324324324E-3   3.361625697117E-1
   7.016891891892E-3   3.325689815862E-1
   7.009459459459E-3   3.290436998643E-1
   7.002027027027E-3   3.255845083179E-1
   6.994594594595E-3   3.221892896725E-1
   6.987162162162E-3   3.188560200891E-1
   6.979729729730E-3   3.155827638050E-1
   6.972297297297E-3   3.123676685621E-1
   6.964864864865E-3   3.092089608506E-1
   6.957432432432E-3   3.061049417943E-1
   6.950000000000E-3   3.030539830291E-1
   6.942567567568E-3   3.000545233091E-1
   6.935135135135E-3   2.971050646601E-1
   6.927702702703E-3   2.942041693870E-1
   6.920270270270E-3   2.913504568512E-1
   6.912837837838E-3   2.885426007517E-1
   6.905405405405E-3   2.857793263060E-1
   6.897972972973E-3   2.830594077496E-1
   6.890540540541E-3   2.803816659862E-1
   6.883108108108E-3   2.777449662453E-1
   6.875675675676E-3   2.751482161714E-1
   6.868243243243E-3   2.725903634546E-1
   6.860810810811E-3   2.700703943956E-1
   6.853378378378E-3   2.675873318475E-1
   6.845945945946E-3   2.651402335288E-1
   6.838513513514E-3   2.627281906492E-1
   6.831081081081E-3   2.603503261505E-1
   6.823648648649E-3   2.580057935169E-1
   6.816216216216E-3   2.556937753012E-1
   6.808783783784E-3   2.534134818290E-1
   6.801351351351E-3   2.511641501168E-1
   6.793918918919E-3   2.489450426855E-1
   6.786486486486E-3   2.467554463990E-1
   6.779054054054E-3   2.445946715807E-1
   6.771621621622E-3   2.424620508785E-1
   6.764189189189E-3   2.403569384778E-1
   6.756756756757E-3   2.382787091807E-1
   6.749324324324E-3   2.362267574775E-1
   6.741891891892E-3   2.342004969037E-1
   6.734459459459E-3   2.321993591759E-1
   6.727027027027E-3   2.302227934998E-1
   6.719594594595E-3   2.282702659335E-1
   6.712162162162E-3   2.263412586774E-1
   6.704729729730E-3   2.244352694192E-1
   6.697297297297E-3   2.225518109233E-1
   6.689864864865E-3   2.206904101455E-1
   6.682432432432E-3   2.188506079934E-1
   6.675000000000E-3   2.170319586851E-1
   6.667567567568E-3   2.152340292522E-1
   6.660135135135E-3   2.134563990621E-1
   6.652702702703E-3   2.116986594930E-1
   6.645270270270E-3   2.099604132339E-1
   6.637837837838E-3   2.082412742184E-1
   6.630405405405E-3   2.065408669681E-1
   6.622972972973E-3   2.048588262387E-1
   6.615540540541E-3   2.031947968599E-1
   6.608108108108E-3   2.015484331995E-1
   6.600675675676E-3   1.999193988356E-1
   6.593243243243E-3   1.983073663862E-1
   6.585810810811E-3   1.967120170283E-1
   6.578378378378E-3   1.951330403750E-1
   6.570945945946E-3   1.935701340807E-1
   6.563513513514E-3   1.920230035415E-1
   6.556081081081E-3   1.904913617741E-1
   6.548648648649E-3   1.889749290939E-1
   6.541216216216E-3   1.874734328620E-1
   6.533783783784E-3   1.859866072879E-1
   6.526351351351E-3   1.845141931773E-1
   6.518918918919E-3   1.830559377533E-1
   6.511486486486E-3   1.816115944862E-1
   6.504054054054E-3   1.801809227863E-1
   6.496621621622E-3   1.787636879098E-1
   6.489189189189E-3   1.773596607904E-1
   6.481756756757E-3   1.759686178115E-1
   6.474324324324E-3   1.745903406241E-1
   6.466891891892E-3   1.732246161180E-1
   6.459459459459E-3   1.718712361002E-1
   6.452027027027E-3   1.705299971846E-1
   6.444594594595E-3   1.692007007226E-1
   6.437162162162E-3   1.678831526535E-1
   6.429729729730E-3   1.665771632811E-1
   6.422297297297E-3   1.652825472211E-1
   6.414864864865E-3   1.639991233043E-1
   6.407432432432E-3   1.627267143534E-1
   6.400000000000E-3   1.614651471765E-1
   6.392567567568E-3   1.602142523348E-1
   6.385135135135E-3   1.589738641701E-1
   6.377702702703E-3   1.577438205755E-1
   6.370270270270E-3   1.565239629860E-1
   6.362837837838E-3   1.553141362813E-1
   6.355405405405E-3   1.541141886108E-1
   6.347972972973E-3   1.529239713981E-1
   6.340540540541E-3   1.517433391348E-1
   6.333108108108E-3   1.505721494895E-1
   6.325675675676E-3   1.494102629042E-1
   6.318243243243E-3   1.482575428852E-1
   6.310810810811E-3   1.471138557413E-1
   6.303378378378E-3   1.459790704495E-1
   6.295945945946E-3   1.448530587247E-1
   6.288513513514E-3   1.437356948191E-1
   6.281081081081E-3   1.426268555766E-1
   6.273648648649E-3   1.415264203134E-1
   6.266216216216E-3   1.404342706600E-1
   6.258783783784E-3   1.393502906983E-1
   6.251351351351E-3   1.382743666912E-1
   6.243918918919E-3   1.372063872658E-1
   6.236486486486E-3   1.361462430600E-1
   6.229054054054E-3   1.350938269432E-1
   6.221621621622E-3   1.340490337980E-1
   6.214189189189E-3   1.330117605955E-1
   6.206756756757E-3   1.319819061141E-1
   6.199324324324E-3   1.309593711776E-1
   6.191891891892E-3   1.299440584341E-1
   6.184459459459E-3   1.289358723936E-1
   6.177027027027E-3   1.279347192829E-1
   6.169594594595E-3   1.269405070850E-1
   6.162162162162E-3   1.259531455972E-1
   6.154729729730E-3   1.249725460507E-1
   6.147297297297E-3   1.239986214701E-1
   6.139864864865E-3   1.230312863905E-1
   6.132432432432E-3   1.220704568612E-1
   6.125000000000E-3   1.211160505835E-1
   6.117567567568E-3   1.201679865172E-1
   6.110135135135E-3   1.192261852274E-1
   6.102702702703E-3   1.182905685987E-1
   6.095270270270E-3   1.173610599805E-1
   6.087837837838E-3   1.164375839188E-1
   6.080405405405E-3   1.155200664133E-1
   6.072972972973E-3   1.146084346498E-1
   6.065540540541E-3   1.137026171512E-1
   6.058108108108E-3   1.128025436025E-1
   6.050675675676E-3   1.119081448597E-1
   6.043243243243E-3   1.110193531524E-1
   6.035810810811E-3   1.101361015761E-1
   6.028378378378E-3   1.092583245301E-1
   6.020945945946E-3   1.083859574780E-1
   6.013513513514E-3   1.075189369523E-1
   6.006081081081E-3   1.066572004811E-1
   5.998648648649E-3   1.058006867401E-1
   5.991216216216E-3   1.049493352683E-1
   5.983783783784E-3   1.041030867862E-1
   5.976351351351E-3   1.032618827813E-1
   5.968918918919E-3   1.024256657993E-1
   5.961486486486E-3   1.015943792860E-1
   5.954054054054E-3   1.007679675817E-1
   5.946621621622E-3   9.994637593732E-2
   5.939189189189E-3   9.912955044445E-2
   5.931756756757E-3   9.831743808762E-2
   5.924324324324E-3   9.750998668929E-2
   5.916891891892E-3   9.670714482787E-2
   5.909459459459E-3   9.590886194754E-2
   5.902027027027E-3   9.511508824047E-2
   5.894594594595E-3   9.432577467755E-2
   5.887162162162E-3   9.354087301701E-2
   5.879729729730E-3   9.276033567322E-2
   5.872297297297E-3   9.198411587448E-2
   5.864864864865E-3   9.121216753901E-2
   5.857432432432E-3   9.044444526740E-2
   5.850000000000E-3   8.968090436299E-2
   5.842567567568E-3   8.892150075926E-2
   5.835135135135E-3   8.816619104361E-2
   5.827702702703E-3   8.741493252641E-2
   5.820270270270E-3   8.666768310996E-2
   5.812837837838E-3   8.592440124927E-2
   5.805405405405E-3   8.518504610948E-2
   5.797972972973E-3   8.444957737976E-2
   5.790540540541E-3   8.371795542862E-2
   5.783108108108E-3   8.299014109026E-2
   5.775675675676E-3   8.226609581799E-2
   5.768243243243E-3   8.154578161924E-2
   5.760810810811E-3   8.082916101825E-2
   5.753378378378E-3   8.011619704083E-2
   5.745945945946E-3   7.940685344838E-2
   5.738513513514E-3   7.870109423154E-2
   5.731081081081E-3   7.799888402093E-2
   5.723648648649E-3   7.730018797985E-2
   5.716216216216E-3   7.660497165514E-2
   5.708783783784E-3   7.591320121025E-2
   5.701351351351E-3   7.522484310927E-2
   5.693918918919E-3   7.453986436418E-2
   5.686486486486E-3   7.385823253176E-2
   5.679054054054E-3   7.317991545007E-2
   5.671621621622E-3   7.250488149300E-2
   5.664189189189E-3   7.183309940729E-2
   5.656756756757E-3   7.116453847850E-2
   5.649324324324E-3   7.049916823560E-2
   5.641891891892E-3   6.983695871763E-2
   5.634459459459E-3   6.917788036945E-2
   5.627027027027E-3   6.852190397834E-2
   5.619594594595E-3   6.786900078951E-2
   5.612162162162E-3   6.721914236437E-2
   5.604729729730E-3   6.657230063881E-2
   5.597297297297E-3   6.592844802071E-2
   5.589864864865E-3   6.528755708342E-2
   5.582432432432E-3   6.464960094897E-2
   5.575000000000E-3   6.401455295847E-2
   5.567567567568E-3   6.338238687203E-2
   5.560135135135E-3   6.275307678587E-2
   5.552702702703E-3   6.212659708253E-2
   5.545270270270E-3   6.150292250567E-2
   5.537837837838E-3   6.088202807677E-2
   5.530405405405E-3   6.026388919840E-2
   5.522972972973E-3   5.964848154774E-2
   5.515540540541E-3   5.903578108653E-2
   5.508108108108E-3   5.842576407145E-2
   5.500675675676E-3   5.781840719817E-2
   5.493243243243E-3   5.721368726633E-2
   5.485810810811E-3   5.661158141306E-2
   5.478378378378E-3   5.601206711781E-2
   5.470945945946E-3   5.541512213785E-2
   5.463513513514E-3   5.482072439057E-2
   5.456081081081E-3   5.422885216419E-2
   5.448648648649E-3   5.363948399916E-2
   5.441216216216E-3   5.305259872478E-2
   5.433783783784E-3   5.246817528773E-2
   5.426351351351E-3   5.188619306856E-2
   5.418918918919E-3   5.130663158744E-2
   5.411486486486E-3   5.072947062761E-2
   5.404054054054E-3   5.015469018790E-2
   5.396621621622E-3   4.958227060479E-2
   5.389189189189E-3   4.901219230905E-2
   5.381756756757E-3   4.844443608892E-2
   5.374324324324E-3   4.787898289887E-2
   5.366891891892E-3   4.731581386485E-2
   5.359459459459E-3   4.675491047864E-2
   5.352027027027E-3   4.619625425960E-2
   5.344594594595E-3   4.563982708719E-2
   5.337162162162E-3   4.508561102926E-2
   5.329729729730E-3   4.453358823404E-2
   5.322297297297E-3   4.398374128247E-2
   5.314864864865E-3   4.343605275070E-2
   5.307432432432E-3   4.289050548120E-2
   5.300000000000E-3   4.234708257492E-2
   5.292567567568E-3   4.180576721912E-2
   5.285135135135E-3   4.126654284139E-2
   5.277702702703E-3   4.072939305264E-2
   5.270270270270E-3   4.019430169130E-2
   5.262837837838E-3   3.966125266122E-2
   5.255405405405E-3   3.913023020357E-2
   5.247972972973E-3   3.860121860003E-2
   5.240540540541E-3   3.807420236381E-2
   5.233108108108E-3   3.754916618587E-2
   5.225675675676E-3   3.702609485614E-2
   5.218243243243E-3   3.650497346551E-2
   5.210810810811E-3   3.598578711127E-2
   5.203378378378E-3   3.546852115259E-2
   5.195945945946E-3   3.495316112839E-2
   5.188513513514E-3   3.443969267602E-2
   5.181081081081E-3   3.392810156723E-2
   5.173648648649E-3   3.341837377033E-2
   5.166216216216E-3   3.291049541110E-2
   5.158783783784E-3   3.240445274031E-2
   5.151351351351E-3   3.190023215620E-2
   5.143918918919E-3   3.139782020123E-2
   5.136486486486E-3   3.089720364459E-2
   5.129054054054E-3   3.039836920276E-2
   5.121621621622E-3   2.990130390321E-2
   5.114189189189E-3   2.940599485612E-2
   5.106756756757E-3   2.891242930373E-2
   5.099324324324E-3   2.842059459950E-2
   5.091891891892E-3   2.793047826062E-2
   5.084459459459E-3   2.744206791590E-2
   5.077027027027E-3   2.695535136042E-2
   5.069594594595E-3   2.647031645175E-2
   5.062162162162E-3   2.598695121845E-2
   5.054729729730E-3   2.550524377031E-2
   5.047297297297E-3   2.502518243246E-2
   5.039864864865E-3   2.454675551647E-2
   5.032432432432E-3   2.406995146347E-2
   5.025000000000E-3   2.359475900804E-2
   5.017567567568E-3   2.312116686686E-2
   5.010135135135E-3   2.264916376338E-2
   5.002702702703E-3   2.217873879604E-2
   4.995270270270E-3   2.170988090999E-2
   4.987837837838E-3   2.124257932197E-2
   4.980405405405E-3   2.077682331095E-2
   4.972972972973E-3   2.031260224542E-2
   4.965540540541E-3   1.984990561087E-2
   4.958108108108E-3   1.938872304565E-2
   4.950675675676E-3   1.892904417608E-2
   4.943243243243E-3   1.847085886751E-2
   4.935810810811E-3   1.801415698967E-2
   4.928378378378E-3   1.755892852975E-2
   4.920945945946E-3   1.710516353176E-2
   4.913513513514E-3   1.665285228873E-2
   4.906081081081E-3   1.620198496320E-2
   4.898648648649E-3   1.575255204071E-2
   4.891216216216E-3   1.530454391007E-2
   4.883783783784E-3   1.485795116218E-2
   4.876351351351E-3   1.441276444949E-2
   4.868918918919E-3   1.396897451988E-2
   4.861486486486E-3   1.352657215859E-2
   4.854054054054E-3   1.308554829568E-2
   4.846621621622E-3   1.264589395171E-2
   4.839189189189E-3   1.220760018722E-2
   4.831756756757E-3   1.177065815957E-2
   4.824324324324E-3   1.133505911976E-2
   4.816891891892E-3   1.090079445775E-2
   4.809459459459E-3   1.046785556999E-2
   4.802027027027E-3   1.003623380901E-2
   4.794594594595E-3   9.605920931929E-3
   4.787162162162E-3   9.176908476154E-3
   4.779729729730E-3   8.749188198626E-3
   4.772297297297E-3   8.322751887216E-3
   4.764864864865E-3   7.897591481423E-3
   4.757432432432E-3   7.473698855375E-3
   4.750000000000E-3   7.051066068487E-3
   4.742567567568E-3   6.629685173529E-3
   4.735135135135E-3   6.209548369034E-3
   4.727702702703E-3   5.790647908434E-3
   4.720270270270E-3   5.372976096115E-3
   4.712837837838E-3   4.956525261401E-3
   4.705405405405E-3   4.541287931624E-3
   4.697972972973E-3   4.127256583636E-3
   4.690540540541E-3   3.714423777567E-3
   4.683108108108E-3   3.302782126823E-3
   4.675675675676E-3   2.892324413775E-3
   4.668243243243E-3   2.483043395804E-3
   4.660810810811E-3   2.074931877617E-3
   4.653378378378E-3   1.667982784892E-3
   4.645945945946E-3   1.262189096712E-3
   4.638513513514E-3   8.575438365282E-4
   4.631081081081E-3   4.540400909338E-4
   4.623648648649E-3   5.167099130471E-5
   4.616216216216E-3  -3.495703001526E-4
   4.608783783784E-3  -7.496904560578E-4
   4.601351351351E-3  -1.148696135527E-3
   4.593918918919E-3  -1.546594008031E-3
   4.586486486486E-3  -1.943390638708E-3
   4.579054054054E-3  -2.339092451609E-3
   4.571621621622E-3  -2.733705979536E-3
