#             e [au]            f [a.u.]
   1.500000000000E-2    1.000000000000E0
   1.498513513514E-2   9.999495389321E-1
   1.497027027027E-2   9.988548292292E-1
   1.495540540541E-2   9.953379268049E-1
   1.494054054054E-2   9.891947528614E-1
   1.492567567568E-2   9.808186475507E-1
   1.491081081081E-2   9.707211903024E-1
   1.489594594595E-2   9.593680084150E-1
   1.488108108108E-2   9.471398677249E-1
   1.486621621622E-2   9.343347251643E-1
   1.485135135135E-2   9.211808656325E-1
   1.483648648649E-2   9.078511603496E-1
   1.482162162162E-2   8.944754760276E-1
   1.480675675676E-2   8.811506700846E-1
   1.479189189189E-2   8.679483789790E-1
   1.477702702703E-2   8.549209975053E-1
   1.476216216216E-2   8.421062418066E-1
   1.474729729730E-2   8.295306260891E-1
   1.473243243243E-2   8.172121141064E-1
   1.471756756757E-2   8.051621452690E-1
   1.470270270270E-2   7.933871872516E-1
   1.468783783784E-2   7.818899288287E-1
   1.467297297297E-2   7.706701990593E-1
   1.465810810811E-2   7.597256771398E-1
   1.464324324324E-2   7.490524418358E-1
   1.462837837838E-2   7.386453972465E-1
   1.461351351351E-2   7.284986032178E-1
   1.459864864865E-2   7.186055316612E-1
   1.458378378378E-2   7.089592653137E-1
   1.456891891892E-2   6.995526514906E-1
   1.455405405405E-2   6.903784207812E-1
   1.453918918919E-2   6.814292782267E-1
   1.452432432432E-2   6.726979728099E-1
   1.450945945946E-2   6.641773499663E-1
   1.449459459459E-2   6.558603907507E-1
   1.447972972973E-2   6.477402405254E-1
   1.446486486486E-2   6.398102292904E-1
   1.445000000000E-2   6.320638855950E-1
   1.443513513514E-2   6.244949452903E-1
   1.442027027027E-2   6.170973565046E-1
   1.440540540541E-2   6.098652812499E-1
   1.439054054054E-2   6.027930948882E-1
   1.437567567568E-2   5.958753837112E-1
   1.436081081081E-2   5.891069410602E-1
   1.434594594595E-2   5.824827625664E-1
   1.433108108108E-2   5.759980405712E-1
   1.431621621622E-2   5.696481580145E-1
   1.430135135135E-2   5.634286821312E-1
   1.428648648649E-2   5.573353576957E-1
   1.427162162162E-2   5.513641004244E-1
   1.425675675676E-2   5.455109902608E-1
   1.424189189189E-2   5.397722646515E-1
   1.422702702703E-2   5.341443120909E-1
   1.421216216216E-2   5.286236657402E-1
   1.419729729730E-2   5.232069971048E-1
   1.418243243243E-2   5.178911101403E-1
   1.416756756757E-2   5.126729352997E-1
   1.415270270270E-2   5.075495241279E-1
   1.413783783784E-2   5.025180436480E-1
   1.412297297297E-2   4.975757713409E-1
   1.410810810811E-2   4.927200902017E-1
   1.409324324324E-2   4.879484839976E-1
   1.407837837838E-2   4.832585326983E-1
   1.406351351351E-2   4.786479081733E-1
   1.404864864865E-2   4.741143702052E-1
   1.403378378378E-2   4.696557624693E-1
   1.401891891892E-2   4.652700087523E-1
   1.400405405405E-2   4.609551094976E-1
   1.398918918919E-2   4.567091384081E-1
   1.397432432432E-2   4.525302391920E-1
   1.395945945946E-2   4.484166224813E-1
   1.394459459459E-2   4.443665629554E-1
   1.392972972973E-2   4.403783965802E-1
   1.391486486486E-2   4.364505179373E-1
   1.390000000000E-2   4.325813776709E-1
   1.388513513514E-2   4.287694801810E-1
   1.387027027027E-2   4.250133812965E-1
   1.385540540541E-2   4.213116861249E-1
   1.384054054054E-2   4.176630469774E-1
   1.382567567568E-2   4.140661614241E-1
   1.381081081081E-2   4.105197704099E-1
   1.379594594595E-2   4.070226564762E-1
   1.378108108108E-2   4.035736421196E-1
   1.376621621622E-2   4.001715880467E-1
   1.375135135135E-2   3.968153917798E-1
   1.373648648649E-2   3.935039860372E-1
   1.372162162162E-2   3.902363375454E-1
   1.370675675676E-2   3.870114454921E-1
   1.369189189189E-2   3.838283403374E-1
   1.367702702703E-2   3.806860826530E-1
   1.366216216216E-2   3.775837618232E-1
   1.364729729730E-2   3.745204951085E-1
   1.363243243243E-2   3.714954264979E-1
   1.361756756757E-2   3.685077256108E-1
   1.360270270270E-2   3.655565869937E-1
   1.358783783784E-2   3.626412287910E-1
   1.357297297297E-2   3.597608923850E-1
   1.355810810811E-2   3.569148409995E-1
   1.354324324324E-2   3.541023594071E-1
   1.352837837838E-2   3.513227526748E-1
   1.351351351351E-2   3.485753458831E-1
   1.349864864865E-2   3.458594829995E-1
   1.348378378378E-2   3.431745265738E-1
   1.346891891892E-2   3.405198568158E-1
   1.345405405405E-2   3.378948711122E-1
   1.343918918919E-2   3.352989833543E-1
   1.342432432432E-2   3.327316234444E-1
   1.340945945946E-2   3.301922367123E-1
   1.339459459459E-2   3.276802833653E-1
   1.337972972973E-2   3.251952379510E-1
   1.336486486486E-2   3.227365891051E-1
   1.335000000000E-2   3.203038386944E-1
   1.333513513514E-2   3.178965017882E-1
   1.332027027027E-2   3.155141058122E-1
   1.330540540541E-2   3.131561905800E-1
   1.329054054054E-2   3.108223074820E-1
   1.327567567568E-2   3.085120194501E-1
   1.326081081081E-2   3.062249002945E-1
   1.324594594595E-2   3.039605346699E-1
   1.323108108108E-2   3.017185173746E-1
   1.321621621622E-2   2.994984533392E-1
   1.320135135135E-2   2.972999571475E-1
   1.318648648649E-2   2.951226528647E-1
   1.317162162162E-2   2.929661734463E-1
   1.315675675676E-2   2.908301609272E-1
   1.314189189189E-2   2.887142657150E-1
   1.312702702703E-2   2.866181466650E-1
   1.311216216216E-2   2.845414705049E-1
   1.309729729730E-2   2.824839119508E-1
   1.308243243243E-2   2.804451531387E-1
   1.306756756757E-2   2.784248837313E-1
   1.305270270270E-2   2.764228003260E-1
   1.303783783784E-2   2.744386066108E-1
   1.302297297297E-2   2.724720128903E-1
