#             e [au]            f [a.u.]
  -5.000000000000E-1  -9.640275905600E-1
  -4.994994994995E-1  -9.639567829539E-1
  -4.989989989990E-1  -9.638858030002E-1
  -4.984984984985E-1  -9.638146500971E-1
  -4.979979979980E-1  -9.637433237987E-1
  -4.974974974975E-1  -9.636718235514E-1
  -4.969969969970E-1  -9.636001487827E-1
  -4.964964964965E-1  -9.635282990758E-1
  -4.959959959960E-1  -9.634562738201E-1
  -4.954954954955E-1  -9.633840725614E-1
  -4.949949949950E-1  -9.633116947363E-1
  -4.944944944945E-1  -9.632391397784E-1
  -4.939939939940E-1  -9.631664072102E-1
  -4.934934934935E-1  -9.630934964647E-1
  -4.929929929930E-1  -9.630204070599E-1
  -4.924924924925E-1  -9.629471383852E-1
  -4.919919919920E-1  -9.628736899756E-1
  -4.914914914915E-1  -9.628000612528E-1
  -4.909909909910E-1  -9.627262516206E-1
  -4.904904904905E-1  -9.626522606419E-1
  -4.899899899900E-1  -9.625780876794E-1
  -4.894894894895E-1  -9.625037322578E-1
  -4.889889889890E-1  -9.624291937517E-1
  -4.884884884885E-1  -9.623544716829E-1
  -4.879879879880E-1  -9.622795654408E-1
  -4.874874874875E-1  -9.622044744676E-1
  -4.869869869870E-1  -9.621291982608E-1
  -4.864864864865E-1  -9.620537361846E-1
  -4.859859859860E-1  -9.619780877509E-1
  -4.854854854855E-1  -9.619022523194E-1
  -4.849849849850E-1  -9.618262293792E-1
  -4.844844844845E-1  -9.617500183617E-1
  -4.839839839840E-1  -9.616736186374E-1
  -4.834834834835E-1  -9.615970297098E-1
  -4.829829829830E-1  -9.615202509268E-1
  -4.824824824825E-1  -9.614432817863E-1
  -4.819819819820E-1  -9.613661216141E-1
  -4.814814814815E-1  -9.612887699417E-1
  -4.809809809810E-1  -9.612112261285E-1
  -4.804804804805E-1  -9.611334895507E-1
  -4.799799799800E-1  -9.610555596937E-1
  -4.794794794795E-1  -9.609774358922E-1
  -4.789789789790E-1  -9.608991176104E-1
  -4.784784784785E-1  -9.608206042546E-1
  -4.779779779780E-1  -9.607418951670E-1
  -4.774774774775E-1  -9.606629898272E-1
  -4.769769769770E-1  -9.605838875566E-1
  -4.764764764765E-1  -9.605045878275E-1
  -4.759759759760E-1  -9.604250899365E-1
  -4.754754754755E-1  -9.603453933928E-1
  -4.749749749750E-1  -9.602654975280E-1
  -4.744744744745E-1  -9.601854016882E-1
  -4.739739739740E-1  -9.601051053383E-1
  -4.734734734735E-1  -9.600246077802E-1
  -4.729729729730E-1  -9.599439084540E-1
  -4.724724724725E-1  -9.598630066983E-1
  -4.719719719720E-1  -9.597819019489E-1
  -4.714714714715E-1  -9.597005935382E-1
  -4.709709709710E-1  -9.596190807963E-1
  -4.704704704705E-1  -9.595373631534E-1
  -4.699699699700E-1  -9.594554399344E-1
  -4.694694694695E-1  -9.593733105635E-1
  -4.689689689690E-1  -9.592909743213E-1
  -4.684684684685E-1  -9.592084306494E-1
  -4.679679679680E-1  -9.591256788612E-1
  -4.674674674675E-1  -9.590427182501E-1
  -4.669669669670E-1  -9.589595482918E-1
  -4.664664664665E-1  -9.588761682314E-1
  -4.659659659660E-1  -9.587925774997E-1
  -4.654654654655E-1  -9.587087753988E-1
  -4.649649649650E-1  -9.586247612283E-1
  -4.644644644645E-1  -9.585405343920E-1
  -4.639639639640E-1  -9.584560941823E-1
  -4.634634634635E-1  -9.583714399987E-1
  -4.629629629630E-1  -9.582865710873E-1
  -4.624624624625E-1  -9.582014868627E-1
  -4.619619619620E-1  -9.581161866093E-1
  -4.614614614615E-1  -9.580306695872E-1
  -4.609609609610E-1  -9.579449352464E-1
  -4.604604604605E-1  -9.578589827989E-1
  -4.599599599600E-1  -9.577728116453E-1
  -4.594594594595E-1  -9.576864210158E-1
  -4.589589589590E-1  -9.575998103072E-1
  -4.584584584585E-1  -9.575129787619E-1
  -4.579579579580E-1  -9.574259256883E-1
  -4.574574574575E-1  -9.573386504526E-1
  -4.569569569570E-1  -9.572511522685E-1
  -4.564564564565E-1  -9.571634305226E-1
  -4.559559559560E-1  -9.570754844226E-1
  -4.554554554555E-1  -9.569873133254E-1
  -4.549549549550E-1  -9.568989165224E-1
  -4.544544544545E-1  -9.568102932346E-1
  -4.539539539540E-1  -9.567214428338E-1
  -4.534534534535E-1  -9.566323645133E-1
  -4.529529529530E-1  -9.565430576418E-1
  -4.524524524525E-1  -9.564535213824E-1
  -4.519519519520E-1  -9.563637551432E-1
  -4.514514514515E-1  -9.562737581284E-1
  -4.509509509510E-1  -9.561835295602E-1
  -4.504504504505E-1  -9.560930687935E-1
  -4.499499499499E-1  -9.560023750002E-1
  -4.494494494494E-1  -9.559114475073E-1
  -4.489489489489E-1  -9.558202855702E-1
  -4.484484484484E-1  -9.557288883757E-1
  -4.479479479479E-1  -9.556372552660E-1
  -4.474474474474E-1  -9.555453853946E-1
  -4.469469469469E-1  -9.554532781016E-1
  -4.464464464464E-1  -9.553609325102E-1
  -4.459459459459E-1  -9.552683480004E-1
  -4.454454454454E-1  -9.551755237376E-1
  -4.449449449449E-1  -9.550824589087E-1
  -4.444444444444E-1  -9.549891528355E-1
  -4.439439439439E-1  -9.548956046533E-1
  -4.434434434434E-1  -9.548018136553E-1
  -4.429429429429E-1  -9.547077790157E-1
  -4.424424424424E-1  -9.546135000225E-1
  -4.419419419419E-1  -9.545189758450E-1
  -4.414414414414E-1  -9.544242056452E-1
  -4.409409409409E-1  -9.543291887043E-1
  -4.404404404404E-1  -9.542339241805E-1
  -4.399399399399E-1  -9.541384113468E-1
  -4.394394394394E-1  -9.540426493088E-1
  -4.389389389389E-1  -9.539466373559E-1
  -4.384384384384E-1  -9.538503746348E-1
  -4.379379379379E-1  -9.537538602628E-1
  -4.374374374374E-1  -9.536570935705E-1
  -4.369369369369E-1  -9.535600736211E-1
  -4.364364364364E-1  -9.534627996912E-1
  -4.359359359359E-1  -9.533652708627E-1
  -4.354354354354E-1  -9.532674864047E-1
  -4.349349349349E-1  -9.531694454148E-1
  -4.344344344344E-1  -9.530711470592E-1
  -4.339339339339E-1  -9.529725905779E-1
  -4.334334334334E-1  -9.528737750303E-1
  -4.329329329329E-1  -9.527746996746E-1
  -4.324324324324E-1  -9.526753636138E-1
  -4.319319319319E-1  -9.525757659260E-1
  -4.314314314314E-1  -9.524759059043E-1
  -4.309309309309E-1  -9.523757825695E-1
  -4.304304304304E-1  -9.522753951627E-1
  -4.299299299299E-1  -9.521747427198E-1
  -4.294294294294E-1  -9.520738244747E-1
  -4.289289289289E-1  -9.519726394820E-1
  -4.284284284284E-1  -9.518711868678E-1
  -4.279279279279E-1  -9.517694658326E-1
  -4.274274274274E-1  -9.516674753931E-1
  -4.269269269269E-1  -9.515652147674E-1
  -4.264264264264E-1  -9.514626829670E-1
  -4.259259259259E-1  -9.513598791752E-1
  -4.254254254254E-1  -9.512568024998E-1
  -4.249249249249E-1  -9.511534519643E-1
  -4.244244244244E-1  -9.510498267695E-1
  -4.239239239239E-1  -9.509459259084E-1
  -4.234234234234E-1  -9.508417485729E-1
  -4.229229229229E-1  -9.507372937232E-1
  -4.224224224224E-1  -9.506325605961E-1
  -4.219219219219E-1  -9.505275481965E-1
  -4.214214214214E-1  -9.504222555457E-1
  -4.209209209209E-1  -9.503166818221E-1
  -4.204204204204E-1  -9.502108259876E-1
  -4.199199199199E-1  -9.501046871881E-1
  -4.194194194194E-1  -9.499982644314E-1
  -4.189189189189E-1  -9.498915568537E-1
  -4.184184184184E-1  -9.497845634566E-1
  -4.179179179179E-1  -9.496772832350E-1
  -4.174174174174E-1  -9.495697153418E-1
  -4.169169169169E-1  -9.494618586856E-1
  -4.164164164164E-1  -9.493537124637E-1
  -4.159159159159E-1  -9.492452756330E-1
  -4.154154154154E-1  -9.491365471649E-1
  -4.149149149149E-1  -9.490275261988E-1
  -4.144144144144E-1  -9.489182116164E-1
  -4.139139139139E-1  -9.488086026019E-1
  -4.134134134134E-1  -9.486986980322E-1
  -4.129129129129E-1  -9.485884970278E-1
  -4.124124124124E-1  -9.484779985400E-1
  -4.119119119119E-1  -9.483672015147E-1
  -4.114114114114E-1  -9.482561050323E-1
  -4.109109109109E-1  -9.481447080324E-1
  -4.104104104104E-1  -9.480330095878E-1
  -4.099099099099E-1  -9.479210085710E-1
  -4.094094094094E-1  -9.478087040763E-1
  -4.089089089089E-1  -9.476960950258E-1
  -4.084084084084E-1  -9.475831803065E-1
  -4.079079079079E-1  -9.474699590562E-1
  -4.074074074074E-1  -9.473564301001E-1
  -4.069069069069E-1  -9.472425925080E-1
  -4.064064064064E-1  -9.471284451242E-1
  -4.059059059059E-1  -9.470139870146E-1
  -4.054054054054E-1  -9.468992170394E-1
  -4.049049049049E-1  -9.467841341412E-1
  -4.044044044044E-1  -9.466687373462E-1
  -4.039039039039E-1  -9.465530254729E-1
  -4.034034034034E-1  -9.464369975642E-1
  -4.029029029029E-1  -9.463206524307E-1
  -4.024024024024E-1  -9.462039890811E-1
  -4.019019019019E-1  -9.460870064302E-1
  -4.014014014014E-1  -9.459697033018E-1
  -4.009009009009E-1  -9.458520787212E-1
  -4.004004004004E-1  -9.457341314695E-1
  -3.998998998999E-1  -9.456158605692E-1
  -3.993993993994E-1  -9.454972648198E-1
  -3.988988988989E-1  -9.453783431104E-1
  -3.983983983984E-1  -9.452590944165E-1
  -3.978978978979E-1  -9.451395174961E-1
  -3.973973973974E-1  -9.450196113424E-1
  -3.968968968969E-1  -9.448993747075E-1
  -3.963963963964E-1  -9.447788065459E-1
  -3.958958958959E-1  -9.446579057168E-1
  -3.953953953954E-1  -9.445366709855E-1
  -3.948948948949E-1  -9.444151013242E-1
  -3.943943943944E-1  -9.442931954582E-1
  -3.938938938939E-1  -9.441709523478E-1
  -3.933933933934E-1  -9.440483706783E-1
  -3.928928928929E-1  -9.439254494626E-1
  -3.923923923924E-1  -9.438021874357E-1
  -3.918918918919E-1  -9.436785833583E-1
  -3.913913913914E-1  -9.435546361668E-1
  -3.908908908909E-1  -9.434303445513E-1
  -3.903903903904E-1  -9.433057074090E-1
  -3.898898898899E-1  -9.431807234811E-1
  -3.893893893894E-1  -9.430553916542E-1
  -3.888888888889E-1  -9.429297106579E-1
  -3.883883883884E-1  -9.428036792139E-1
  -3.878878878879E-1  -9.426772962280E-1
  -3.873873873874E-1  -9.425505603212E-1
  -3.868868868869E-1  -9.424234704491E-1
  -3.863863863864E-1  -9.422960252195E-1
  -3.858858858859E-1  -9.421682235176E-1
  -3.853853853854E-1  -9.420400640344E-1
  -3.848848848849E-1  -9.419115454234E-1
  -3.843843843844E-1  -9.417826666194E-1
  -3.838838838839E-1  -9.416534261996E-1
  -3.833833833834E-1  -9.415238230243E-1
  -3.828828828829E-1  -9.413938557576E-1
  -3.823823823824E-1  -9.412635230531E-1
  -3.818818818819E-1  -9.411328237281E-1
  -3.813813813814E-1  -9.410017564240E-1
  -3.808808808809E-1  -9.408703199454E-1
  -3.803803803804E-1  -9.407385128606E-1
  -3.798798798799E-1  -9.406063339952E-1
  -3.793793793794E-1  -9.404737819692E-1
  -3.788788788789E-1  -9.403408553662E-1
  -3.783783783784E-1  -9.402075530623E-1
  -3.778778778779E-1  -9.400738735610E-1
  -3.773773773774E-1  -9.399398156609E-1
  -3.768768768769E-1  -9.398053778883E-1
  -3.763763763764E-1  -9.396705590282E-1
  -3.758758758759E-1  -9.395353576291E-1
