#             R [au]        psi_0 [a.u.]        psi_1 [a.u.]
   3.866795559852E-2   1.268000157329E-1   1.677513513548E-1
   3.933464448815E-2   1.289787399086E-1   1.706087061995E-1
   4.000133337778E-2   1.311570806126E-1   1.734642752605E-1
   4.066802226741E-2   1.333350313686E-1   1.763180286482E-1
   4.133471115704E-2   1.355125857012E-1   1.791699364920E-1
   4.200140004667E-2   1.376897371361E-1   1.820199689406E-1
   4.266808893630E-2   1.398664792005E-1   1.848680961624E-1
   4.333477782593E-2   1.420428054226E-1   1.877142883455E-1
   4.400146671556E-2   1.442187093318E-1   1.905585156986E-1
   4.466815560519E-2   1.463941844589E-1   1.934007484507E-1
   4.533484449482E-2   1.485692243359E-1   1.962409568519E-1
   4.600153338445E-2   1.507438224962E-1   1.990791111732E-1
   4.666822227408E-2   1.529179724743E-1   2.019151817074E-1
   4.733491116371E-2   1.550916678061E-1   2.047491387690E-1
   4.800160005334E-2   1.572649020291E-1   2.075809526944E-1
   4.866828894296E-2   1.594376686818E-1   2.104105938429E-1
   4.933497783259E-2   1.616099613044E-1   2.132380325960E-1
   5.000166672222E-2   1.637817734383E-1   2.160632393588E-1
   5.066835561185E-2   1.659530986263E-1   2.188861845593E-1
   5.133504450148E-2   1.681239304130E-1   2.217068386494E-1
   5.200173339111E-2   1.702942623440E-1   2.245251721050E-1
   5.266842228074E-2   1.724640879667E-1   2.273411554262E-1
   5.333511117037E-2   1.746334008299E-1   2.301547591377E-1
   5.400180006000E-2   1.768021944839E-1   2.329659537892E-1
   5.466848894963E-2   1.789704624807E-1   2.357747099555E-1
   5.533517783926E-2   1.811381983735E-1   2.385809982371E-1
   5.600186672889E-2   1.833053957176E-1   2.413847892600E-1
   5.666855561852E-2   1.854720480694E-1   2.441860536768E-1
   5.733524450815E-2   1.876381489872E-1   2.469847621661E-1
   5.800193339778E-2   1.898036920310E-1   2.497808854336E-1
   5.866862228741E-2   1.919686707623E-1   2.525743942118E-1
   5.933531117704E-2   1.941330787442E-1   2.553652592607E-1
   6.000200006667E-2   1.962969095417E-1   2.581534513680E-1
   6.066868895630E-2   1.984601567214E-1   2.609389413492E-1
   6.133537784593E-2   2.006228138518E-1   2.637217000484E-1
   6.200206673556E-2   2.027848745028E-1   2.665016983380E-1
   6.266875562519E-2   2.049463322465E-1   2.692789071194E-1
   6.333544451482E-2   2.071071806565E-1   2.720532973231E-1
   6.400213340445E-2   2.092674133082E-1   2.748248399094E-1
   6.466882229408E-2   2.114270237791E-1   2.775935058681E-1
   6.533551118371E-2   2.135860056484E-1   2.803592662191E-1
   6.600220007334E-2   2.157443524969E-1   2.831220920130E-1
   6.666888896297E-2   2.179020579078E-1   2.858819543308E-1
   6.733557785260E-2   2.200591154658E-1   2.886388242847E-1
   6.800226674222E-2   2.222155187578E-1   2.913926730183E-1
   6.866895563185E-2   2.243712613724E-1   2.941434717065E-1
   6.933564452148E-2   2.265263369002E-1   2.968911915565E-1
   7.000233341111E-2   2.286807389341E-1   2.996358038075E-1
   7.066902230074E-2   2.308344610686E-1   3.023772797312E-1
   7.133571119037E-2   2.329874969004E-1   3.051155906324E-1
   7.200240008000E-2   2.351398400283E-1   3.078507078487E-1
   7.266908896963E-2   2.372914840530E-1   3.105826027512E-1
   7.333577785926E-2   2.394424225774E-1   3.133112467450E-1
   7.400246674889E-2   2.415926492065E-1   3.160366112689E-1
   7.466915563852E-2   2.437421575474E-1   3.187586677961E-1
   7.533584452815E-2   2.458909412092E-1   3.214773878347E-1
   7.600253341778E-2   2.480389938033E-1   3.241927429272E-1
   7.666922230741E-2   2.501863089434E-1   3.269047046519E-1
   7.733591119704E-2   2.523328802450E-1   3.296132446221E-1
   7.800260008667E-2   2.544787013262E-1   3.323183344874E-1
   7.866928897630E-2   2.566237658072E-1   3.350199459330E-1
   7.933597786593E-2   2.587680673103E-1   3.377180506810E-1
   8.000266675556E-2   2.609115994603E-1   3.404126204899E-1
   8.066935564519E-2   2.630543558841E-1   3.431036271553E-1
   8.133604453482E-2   2.651963302111E-1   3.457910425101E-1
   8.200273342445E-2   2.673375160728E-1   3.484748384247E-1
   8.266942231408E-2   2.694779071032E-1   3.511549868076E-1
   8.333611120371E-2   2.716174969387E-1   3.538314596051E-1
   8.400280009334E-2   2.737562792179E-1   3.565042288024E-1
   8.466948898297E-2   2.758942475820E-1   3.591732664232E-1
   8.533617787260E-2   2.780313956744E-1   3.618385445304E-1
   8.600286676223E-2   2.801677171411E-1   3.645000352261E-1
   8.666955565186E-2   2.823032056307E-1   3.671577106522E-1
   8.733624454148E-2   2.844378547938E-1   3.698115429903E-1
   8.800293343111E-2   2.865716582840E-1   3.724615044627E-1
   8.866962232074E-2   2.887046097572E-1   3.751075673316E-1
   8.933631121037E-2   2.908367028718E-1   3.777497039005E-1
   9.000300010000E-2   2.929679312887E-1   3.803878865137E-1
   9.066968898963E-2   2.950982886717E-1   3.830220875571E-1
   9.133637787926E-2   2.972277686867E-1   3.856522794580E-1
   9.200306676889E-2   2.993563650026E-1   3.882784346861E-1
   9.266975565852E-2   3.014840712907E-1   3.909005257528E-1
   9.333644454815E-2   3.036108812252E-1   3.935185252126E-1
   9.400313343778E-2   3.057367884826E-1   3.961324056624E-1
   9.466982232741E-2   3.078617867425E-1   3.987421397423E-1
   9.533651121704E-2   3.099858696868E-1   4.013477001361E-1
   9.600320010667E-2   3.121090310004E-1   4.039490595708E-1
   9.666988899630E-2   3.142312643708E-1   4.065461908179E-1
   9.733657788593E-2   3.163525634883E-1   4.091390666926E-1
   9.800326677556E-2   3.184729220461E-1   4.117276600552E-1
   9.866995566519E-2   3.205923337399E-1   4.143119438104E-1
   9.933664455482E-2   3.227107922686E-1   4.168918909081E-1
   1.000033334444E-1   3.248282913336E-1   4.194674743438E-1
   1.006700223341E-1   3.269448246393E-1   4.220386671585E-1
   1.013367112237E-1   3.290603858929E-1   4.246054424392E-1
   1.020034001133E-1   3.311749688047E-1   4.271677733190E-1
   1.026700890030E-1   3.332885670877E-1   4.297256329778E-1
   1.033367778926E-1   3.354011744578E-1   4.322789946420E-1
   1.040034667822E-1   3.375127846339E-1   4.348278315854E-1
   1.046701556719E-1   3.396233913381E-1   4.373721171289E-1
   1.053368445615E-1   3.417329882950E-1   4.399118246411E-1
   1.060035334511E-1   3.438415692327E-1   4.424469275386E-1
   1.066702223407E-1   3.459491278820E-1   4.449773992862E-1
   1.073369112304E-1   3.480556579769E-1   4.475032133969E-1
   1.080036001200E-1   3.501611532543E-1   4.500243434329E-1
   1.086702890096E-1   3.522656074543E-1   4.525407630052E-1
   1.093369778993E-1   3.543690143202E-1   4.550524457739E-1
   1.100036667889E-1   3.564713675981E-1   4.575593654491E-1
   1.106703556785E-1   3.585726610374E-1   4.600614957904E-1
   1.113370445682E-1   3.606728883909E-1   4.625588106078E-1
   1.120037334578E-1   3.627720434141E-1   4.650512837615E-1
   1.126704223474E-1   3.648701198660E-1   4.675388891624E-1
   1.133371112370E-1   3.669671115087E-1   4.700216007725E-1
   1.140038001267E-1   3.690630121077E-1   4.724993926050E-1
   1.146704890163E-1   3.711578154314E-1   4.749722387243E-1
   1.153371779059E-1   3.732515152518E-1   4.774401132471E-1
   1.160038667956E-1   3.753441053440E-1   4.799029903415E-1
   1.166705556852E-1   3.774355794864E-1   4.823608442285E-1
   1.173372445748E-1   3.795259314608E-1   4.848136491813E-1
   1.180039334644E-1   3.816151550523E-1   4.872613795262E-1
   1.186706223541E-1   3.837032440493E-1   4.897040096423E-1
   1.193373112437E-1   3.857901922437E-1   4.921415139623E-1
   1.200040001333E-1   3.878759934307E-1   4.945738669727E-1
   1.206706890230E-1   3.899606414089E-1   4.970010432136E-1
   1.213373779126E-1   3.920441299803E-1   4.994230172794E-1
   1.220040668022E-1   3.941264529505E-1   5.018397638190E-1
   1.226707556919E-1   3.962076041284E-1   5.042512575361E-1
   1.233374445815E-1   3.982875773265E-1   5.066574731892E-1
   1.240041334711E-1   4.003663663608E-1   5.090583855921E-1
   1.246708223607E-1   4.024439650506E-1   5.114539696142E-1
   1.253375112504E-1   4.045203672190E-1   5.138442001806E-1
   1.260042001400E-1   4.065955666926E-1   5.162290522723E-1
   1.266708890296E-1   4.086695573016E-1   5.186085009270E-1
   1.273375779193E-1   4.107423328796E-1   5.209825212385E-1
   1.280042668089E-1   4.128138872641E-1   5.233510883577E-1
   1.286709556985E-1   4.148842142959E-1   5.257141774924E-1
   1.293376445882E-1   4.169533078198E-1   5.280717639080E-1
   1.300043334778E-1   4.190211616841E-1   5.304238229272E-1
   1.306710223674E-1   4.210877697406E-1   5.327703299307E-1
   1.313377112570E-1   4.231531258452E-1   5.351112603574E-1
   1.320044001467E-1   4.252172238572E-1   5.374465897044E-1
   1.326710890363E-1   4.272800576398E-1   5.397762935275E-1
   1.333377779259E-1   4.293416210599E-1   5.421003474415E-1
   1.340044668156E-1   4.314019079881E-1   5.444187271200E-1
   1.346711557052E-1   4.334609122990E-1   5.467314082964E-1
   1.353378445948E-1   4.355186278709E-1   5.490383667635E-1
   1.360045334844E-1   4.375750485858E-1   5.513395783740E-1
   1.366712223741E-1   4.396301683298E-1   5.536350190409E-1
   1.373379112637E-1   4.416839809927E-1   5.559246647376E-1
   1.380046001533E-1   4.437364804683E-1   5.582084914979E-1
   1.386712890430E-1   4.457876606541E-1   5.604864754168E-1
   1.393379779326E-1   4.478375154518E-1   5.627585926503E-1
   1.400046668222E-1   4.498860387667E-1   5.650248194158E-1
   1.406713557119E-1   4.519332245085E-1   5.672851319926E-1
   1.413380446015E-1   4.539790665905E-1   5.695395067215E-1
   1.420047334911E-1   4.560235589302E-1   5.717879200057E-1
   1.426714223807E-1   4.580666954489E-1   5.740303483109E-1
   1.433381112704E-1   4.601084700723E-1   5.762667681652E-1
   1.440048001600E-1   4.621488767297E-1   5.784971561597E-1
   1.446714890496E-1   4.641879093548E-1   5.807214889487E-1
   1.453381779393E-1   4.662255618852E-1   5.829397432497E-1
   1.460048668289E-1   4.682618282628E-1   5.851518958441E-1
   1.466715557185E-1   4.702967024335E-1   5.873579235769E-1
   1.473382446082E-1   4.723301783472E-1   5.895578033573E-1
   1.480049334978E-1   4.743622499581E-1   5.917515121589E-1
   1.486716223874E-1   4.763929112247E-1   5.939390270200E-1
   1.493383112770E-1   4.784221561096E-1   5.961203250433E-1
   1.500050001667E-1   4.804499785794E-1   5.982953833972E-1
   1.506716890563E-1   4.824763726051E-1   6.004641793148E-1
   1.513383779459E-1   4.845013321622E-1   6.026266900952E-1
   1.520050668356E-1   4.865248512299E-1   6.047828931031E-1
   1.526717557252E-1   4.885469237922E-1   6.069327657691E-1
   1.533384446148E-1   4.905675438372E-1   6.090762855904E-1
   1.540051335045E-1   4.925867053572E-1   6.112134301303E-1
   1.546718223941E-1   4.946044023491E-1   6.133441770192E-1
   1.553385112837E-1   4.966206288139E-1   6.154685039542E-1
   1.560052001733E-1   4.986353787571E-1   6.175863886998E-1
   1.566718890630E-1   5.006486461886E-1   6.196978090876E-1
   1.573385779526E-1   5.026604251226E-1   6.218027430173E-1
   1.580052668422E-1   5.046707095779E-1   6.239011684562E-1
   1.586719557319E-1   5.066794935776E-1   6.259930634398E-1
   1.593386446215E-1   5.086867711494E-1   6.280784060720E-1
   1.600053335111E-1   5.106925363252E-1   6.301571745252E-1
   1.606720224007E-1   5.126967831418E-1   6.322293470407E-1
   1.613387112904E-1   5.146995056401E-1   6.342949019287E-1
   1.620054001800E-1   5.167006978658E-1   6.363538175689E-1
   1.626720890696E-1   5.187003538692E-1   6.384060724103E-1
   1.633387779593E-1   5.206984677049E-1   6.404516449716E-1
   1.640054668489E-1   5.226950334322E-1   6.424905138417E-1
   1.646721557385E-1   5.246900451152E-1   6.445226576794E-1
   1.653388446282E-1   5.266834968223E-1   6.465480552139E-1
   1.660055335178E-1   5.286753826268E-1   6.485666852452E-1
   1.666722224074E-1   5.306656966066E-1   6.505785266441E-1
   1.673389112970E-1   5.326544328440E-1   6.525835583522E-1
   1.680056001867E-1   5.346415854264E-1   6.545817593827E-1
   1.686722890763E-1   5.366271484457E-1   6.565731088202E-1
   1.693389779659E-1   5.386111159984E-1   6.585575858209E-1
   1.700056668556E-1   5.405934821861E-1   6.605351696130E-1
   1.706723557452E-1   5.425742411149E-1   6.625058394969E-1
   1.713390446348E-1   5.445533868956E-1   6.644695748455E-1
   1.720057335245E-1   5.465309136440E-1   6.664263551039E-1
   1.726724224141E-1   5.485068154807E-1   6.683761597903E-1
   1.733391113037E-1   5.504810865310E-1   6.703189684958E-1
   1.740058001933E-1   5.524537209252E-1   6.722547608849E-1
   1.746724890830E-1   5.544247127983E-1   6.741835166953E-1
   1.753391779726E-1   5.563940562903E-1   6.761052157385E-1
   1.760058668622E-1   5.583617455461E-1   6.780198378997E-1
   1.766725557519E-1   5.603277747154E-1   6.799273631385E-1
   1.773392446415E-1   5.622921379530E-1   6.818277714885E-1
   1.780059335311E-1   5.642548294186E-1   6.837210430578E-1
   1.786726224207E-1   5.662158432768E-1   6.856071580294E-1
   1.793393113104E-1   5.681751736972E-1   6.874860966610E-1
   1.800060002000E-1   5.701328148545E-1   6.893578392856E-1
   1.806726890896E-1   5.720887609284E-1   6.912223663113E-1
   1.813393779793E-1   5.740430061035E-1   6.930796582219E-1
   1.820060668689E-1   5.759955445697E-1   6.949296955769E-1
   1.826727557585E-1   5.779463705216E-1   6.967724590117E-1
   1.833394446482E-1   5.798954781594E-1   6.986079292379E-1
   1.840061335378E-1   5.818428616879E-1   7.004360870433E-1
   1.846728224274E-1   5.837885153175E-1   7.022569132924E-1
   1.853395113170E-1   5.857324332633E-1   7.040703889264E-1
   1.860062002067E-1   5.876746097458E-1   7.058764949634E-1
   1.866728890963E-1   5.896150389907E-1   7.076752124986E-1
   1.873395779859E-1   5.915537152288E-1   7.094665227046E-1
   1.880062668756E-1   5.934906326961E-1   7.112504068315E-1
   1.886729557652E-1   5.954257856341E-1   7.130268462072E-1
   1.893396446548E-1   5.973591682890E-1   7.147958222375E-1
   1.900063335445E-1   5.992907749128E-1   7.165573164062E-1
   1.906730224341E-1   6.012205997626E-1   7.183113102756E-1
   1.913397113237E-1   6.031486371006E-1   7.200577854864E-1
   1.920064002133E-1   6.050748811945E-1   7.217967237580E-1
   1.926730891030E-1   6.069993263175E-1   7.235281068887E-1
   1.933397779926E-1   6.089219667477E-1   7.252519167558E-1
   1.940064668822E-1   6.108427967690E-1   7.269681353162E-1
   1.946731557719E-1   6.127618106705E-1   7.286767446057E-1
   1.953398446615E-1   6.146790027466E-1   7.303777267403E-1
   1.960065335511E-1   6.165943672974E-1   7.320710639156E-1
   1.966732224407E-1   6.185078986281E-1   7.337567384070E-1
   1.973399113304E-1   6.204195910495E-1   7.354347325706E-1
   1.980066002200E-1   6.223294388780E-1   7.371050288424E-1
   1.986732891096E-1   6.242374364352E-1   7.387676097393E-1
   1.993399779993E-1   6.261435780485E-1   7.404224578588E-1
   2.000066668889E-1   6.280478580507E-1   7.420695558794E-1
   2.006733557785E-1   6.299502707800E-1   7.437088865607E-1
   2.013400446682E-1   6.318508105803E-1   7.453404327436E-1
   2.020067335578E-1   6.337494718010E-1   7.469641773506E-1
   2.026734224474E-1   6.356462487972E-1   7.485801033856E-1
   2.033401113370E-1   6.375411359294E-1   7.501881939346E-1
   2.040068002267E-1   6.394341275640E-1   7.517884321654E-1
   2.046734891163E-1   6.413252180728E-1   7.533808013282E-1
   2.053401780059E-1   6.432144018333E-1   7.549652847555E-1
   2.060068668956E-1   6.451016732287E-1   7.565418658621E-1
   2.066735557852E-1   6.469870266479E-1   7.581105281459E-1
   2.073402446748E-1   6.488704564855E-1   7.596712551875E-1
   2.080069335645E-1   6.507519571418E-1   7.612240306505E-1
   2.086736224541E-1   6.526315230228E-1   7.627688382818E-1
   2.093403113437E-1   6.545091485403E-1   7.643056619117E-1
   2.100070002333E-1   6.563848281120E-1   7.658344854541E-1
   2.106736891230E-1   6.582585561610E-1   7.673552929066E-1
   2.113403780126E-1   6.601303271166E-1   7.688680683506E-1
   2.120070669022E-1   6.620001354137E-1   7.703727959519E-1
   2.126737557919E-1   6.638679754932E-1   7.718694599601E-1
   2.133404446815E-1   6.657338418017E-1   7.733580447095E-1
   2.140071335711E-1   6.675977287917E-1   7.748385346190E-1
   2.146738224607E-1   6.694596309216E-1   7.763109141919E-1
   2.153405113504E-1   6.713195426557E-1   7.777751680168E-1
   2.160072002400E-1   6.731774584643E-1   7.792312807671E-1
   2.166738891296E-1   6.750333728236E-1   7.806792372014E-1
   2.173405780193E-1   6.768872802155E-1   7.821190221639E-1
   2.180072669089E-1   6.787391751283E-1   7.835506205841E-1
   2.186739557985E-1   6.805890520559E-1   7.849740174772E-1
   2.193406446882E-1   6.824369054985E-1   7.863891979444E-1
   2.200073335778E-1   6.842827299621E-1   7.877961471729E-1
   2.206740224674E-1   6.861265199587E-1   7.891948504358E-1
   2.213407113570E-1   6.879682700067E-1   7.905852930928E-1
   2.220074002467E-1   6.898079746301E-1   7.919674605900E-1
   2.226740891363E-1   6.916456283594E-1   7.933413384599E-1
   2.233407780259E-1   6.934812257309E-1   7.947069123221E-1
   2.240074669156E-1   6.953147612871E-1   7.960641678830E-1
   2.246741558052E-1   6.971462295766E-1   7.974130909358E-1
   2.253408446948E-1   6.989756251543E-1   7.987536673613E-1
   2.260075335845E-1   7.008029425811E-1   8.000858831275E-1
   2.266742224741E-1   7.026281764242E-1   8.014097242900E-1
   2.273409113637E-1   7.044513212568E-1   8.027251769918E-1
   2.280076002533E-1   7.062723716586E-1   8.040322274640E-1
   2.286742891430E-1   7.080913222152E-1   8.053308620255E-1
   2.293409780326E-1   7.099081675187E-1   8.066210670833E-1
   2.300076669222E-1   7.117229021674E-1   8.079028291327E-1
   2.306743558119E-1   7.135355207658E-1   8.091761347574E-1
   2.313410447015E-1   7.153460179247E-1   8.104409706294E-1
   2.320077335911E-1   7.171543882613E-1   8.116973235095E-1
   2.326744224807E-1   7.189606263991E-1   8.129451802474E-1
   2.333411113704E-1   7.207647269677E-1   8.141845277816E-1
   2.340078002600E-1   7.225666846036E-1   8.154153531396E-1
   2.346744891496E-1   7.243664939490E-1   8.166376434383E-1
   2.353411780393E-1   7.261641496530E-1   8.178513858837E-1
   2.360078669289E-1   7.279596463709E-1   8.190565677715E-1
   2.366745558185E-1   7.297529787644E-1   8.202531764869E-1
   2.373412447082E-1   7.315441415017E-1   8.214411995048E-1
   2.380079335978E-1   7.333331292574E-1   8.226206243900E-1
   2.386746224874E-1   7.351199367127E-1   8.237914387973E-1
   2.393413113770E-1   7.369045585550E-1   8.249536304717E-1
   2.400080002667E-1   7.386869894785E-1   8.261071872483E-1
   2.406746891563E-1   7.404672241838E-1   8.272520970527E-1
   2.413413780459E-1   7.422452573779E-1   8.283883479010E-1
   2.420080669356E-1   7.440210837746E-1   8.295159279000E-1
   2.426747558252E-1   7.457946980940E-1   8.306348252470E-1
   2.433414447148E-1   7.475660950629E-1   8.317450282304E-1
   2.440081336045E-1   7.493352694149E-1   8.328465252296E-1
   2.446748224941E-1   7.511022158897E-1   8.339393047152E-1
   2.453415113837E-1   7.528669292342E-1   8.350233552487E-1
   2.460082002733E-1   7.546294042014E-1   8.360986654833E-1
   2.466748891630E-1   7.563896355515E-1   8.371652241637E-1
   2.473415780526E-1   7.581476180508E-1   8.382230201259E-1
   2.480082669422E-1   7.599033464728E-1   8.392720422979E-1
   2.486749558319E-1   7.616568155974E-1   8.403122796995E-1
   2.493416447215E-1   7.634080202113E-1   8.413437214424E-1
   2.500083336111E-1   7.651569551079E-1   8.423663567302E-1
   2.506750225008E-1   7.669036150874E-1   8.433801748590E-1
   2.513417113904E-1   7.686479949568E-1   8.443851652170E-1
   2.520084002800E-1   7.703900895297E-1   8.453813172848E-1
   2.526750891696E-1   7.721298936267E-1   8.463686206356E-1
   2.533417780593E-1   7.738674020750E-1   8.473470649351E-1
   2.540084669489E-1   7.756026097089E-1   8.483166399419E-1
   2.546751558385E-1   7.773355113693E-1   8.492773355072E-1
   2.553418447282E-1   7.790661019041E-1   8.502291415753E-1
   2.560085336178E-1   7.807943761680E-1   8.511720481836E-1
   2.566752225074E-1   7.825203290225E-1   8.521060454626E-1
   2.573419113970E-1   7.842439553363E-1   8.530311236359E-1
   2.580086002867E-1   7.859652499846E-1   8.539472730206E-1
   2.586752891763E-1   7.876842078499E-1   8.548544840273E-1
   2.593419780659E-1   7.894008238215E-1   8.557527471601E-1
   2.600086669556E-1   7.911150927957E-1   8.566420530168E-1
   2.606753558452E-1   7.928270096756E-1   8.575223922888E-1
   2.613420447348E-1   7.945365693715E-1   8.583937557616E-1
   2.620087336245E-1   7.962437668006E-1   8.592561343144E-1
   2.626754225141E-1   7.979485968873E-1   8.601095189207E-1
   2.633421114037E-1   7.996510545628E-1   8.609539006479E-1
   2.640088002933E-1   8.013511347655E-1   8.617892706579E-1
   2.646754891830E-1   8.030488324408E-1   8.626156202066E-1
   2.653421780726E-1   8.047441425413E-1   8.634329406446E-1
   2.660088669622E-1   8.064370600264E-1   8.642412234168E-1
   2.666755558519E-1   8.081275798630E-1   8.650404600629E-1
   2.673422447415E-1   8.098156970249E-1   8.658306422171E-1
   2.680089336311E-1   8.115014064932E-1   8.666117616085E-1
   2.686756225208E-1   8.131847032558E-1   8.673838100611E-1
   2.693423114104E-1   8.148655823083E-1   8.681467794936E-1
   2.700090003000E-1   8.165440386530E-1   8.689006619201E-1
   2.706756891896E-1   8.182200672998E-1   8.696454494494E-1
   2.713423780793E-1   8.198936632655E-1   8.703811342859E-1
   2.720090669689E-1   8.215648215743E-1   8.711077087290E-1
   2.726757558585E-1   8.232335372577E-1   8.718251651735E-1
   2.733424447482E-1   8.248998053542E-1   8.725334961098E-1
   2.740091336378E-1   8.265636209100E-1   8.732326941236E-1
   2.746758225274E-1   8.282249789781E-1   8.739227518964E-1
   2.753425114170E-1   8.298838746192E-1   8.746036622053E-1
   2.760092003067E-1   8.315403029012E-1   8.752754179229E-1
   2.766758891963E-1   8.331942588992E-1   8.759380120181E-1
   2.773425780859E-1   8.348457376958E-1   8.765914375553E-1
   2.780092669756E-1   8.364947343810E-1   8.772356876951E-1
   2.786759558652E-1   8.381412440520E-1   8.778707556940E-1
   2.793426447548E-1   8.397852618135E-1   8.784966349046E-1
   2.800093336445E-1   8.414267827777E-1   8.791133187758E-1
   2.806760225341E-1   8.430658020641E-1   8.797208008527E-1
   2.813427114237E-1   8.447023147997E-1   8.803190747767E-1
   2.820094003133E-1   8.463363161188E-1   8.809081342856E-1
   2.826760892030E-1   8.479678011634E-1   8.814879732136E-1
   2.833427780926E-1   8.495967650828E-1   8.820585854915E-1
   2.840094669822E-1   8.512232030339E-1   8.826199651466E-1
   2.846761558719E-1   8.528471101811E-1   8.831721063028E-1
   2.853428447615E-1   8.544684816963E-1   8.837150031809E-1
   2.860095336511E-1   8.560873127588E-1   8.842486500982E-1
   2.866762225408E-1   8.577035985558E-1   8.847730414690E-1
   2.873429114304E-1   8.593173342818E-1   8.852881718045E-1
   2.880096003200E-1   8.609285151389E-1   8.857940357126E-1
   2.886762892096E-1   8.625371363368E-1   8.862906278985E-1
   2.893429780993E-1   8.641431930929E-1   8.867779431642E-1
   2.900096669889E-1   8.657466806322E-1   8.872559764090E-1
   2.906763558785E-1   8.673475941872E-1   8.877247226293E-1
   2.913430447682E-1   8.689459289983E-1   8.881841769185E-1
   2.920097336578E-1   8.705416803134E-1   8.886343344675E-1
   2.926764225474E-1   8.721348433880E-1   8.890751905645E-1
   2.933431114370E-1   8.737254134856E-1   8.895067405950E-1
   2.940098003267E-1   8.753133858770E-1   8.899289800419E-1
   2.946764892163E-1   8.768987558411E-1   8.903419044855E-1
   2.953431781059E-1   8.784815186643E-1   8.907455096037E-1
   2.960098669956E-1   8.800616696408E-1   8.911397911720E-1
   2.966765558852E-1   8.816392040727E-1   8.915247450632E-1
   2.973432447748E-1   8.832141172697E-1   8.919003672482E-1
   2.980099336645E-1   8.847864045494E-1   8.922666537951E-1
   2.986766225541E-1   8.863560612371E-1   8.926236008700E-1
