#             R [au]        psi_0 [a.u.]
    0.000000000000E0    0.000000000000E0
   6.666888896297E-4   2.596419143598E-6
   1.333377779259E-3   9.934107101847E-6
   2.000066668889E-3   2.225582709330E-5
   2.666755558519E-3   3.952449818486E-5
   3.333444448148E-3   6.173377359975E-5
   4.000133337778E-3   8.888147107459E-5
   4.666822227408E-3   1.209665368052E-4
   5.333511117037E-3   1.579883145532E-4
   6.000200006667E-3   1.999463048104E-4
   6.666888896297E-3   2.468400689078E-4
   7.333577785926E-3   2.986691855239E-4
   8.000266675556E-3   3.554332289645E-4
   8.666955565186E-3   4.171317574763E-4
   9.333644454815E-3   4.837643065716E-4
   1.000033334444E-2   5.553303850270E-4
   1.066702223407E-2   6.318294723823E-4
   1.133371112370E-2   7.132610173254E-4
   1.200040001333E-2   7.996244366155E-4
   1.266708890296E-2   8.909191143488E-4
   1.333377779259E-2   9.871444014447E-4
   1.400046668222E-2   1.088299615281E-3
   1.466715557185E-2   1.194384039430E-3
   1.533384446148E-2   1.305396923463E-3
   1.600053335111E-2   1.421337482809E-3
   1.666722224074E-2   1.542204898642E-3
   1.733391113037E-2   1.667998317805E-3
   1.800060002000E-2   1.798716852742E-3
   1.866728890963E-2   1.934359581454E-3
   1.933397779926E-2   2.074925547462E-3
   2.000066668889E-2   2.220413759776E-3
   2.066735557852E-2   2.370823192880E-3
   2.133404446815E-2   2.526152786712E-3
   2.200073335778E-2   2.686401446653E-3
   2.266742224741E-2   2.851568043519E-3
   2.333411113704E-2   3.021651413560E-3
   2.400080002667E-2   3.196650358449E-3
   2.466748891630E-2   3.376563645287E-3
   2.533417780593E-2   3.561390006603E-3
   2.600086669556E-2   3.751128140354E-3
   2.666755558519E-2   3.945776709927E-3
   2.733424447482E-2   4.145334344146E-3
   2.800093336445E-2   4.349799637276E-3
   2.866762225408E-2   4.559171149027E-3
   2.933431114370E-2   4.773447404561E-3
   3.000100003333E-2   4.992626894499E-3
   3.066768892296E-2   5.216708074928E-3
   3.133437781259E-2   5.445689367411E-3
   3.200106670222E-2   5.679569158990E-3
   3.266775559185E-2   5.918345802202E-3
   3.333444448148E-2   6.162017615082E-3
   3.400113337111E-2   6.410582881174E-3
   3.466782226074E-2   6.664039849543E-3
   3.533451115037E-2   6.922386734784E-3
   3.600120004000E-2   7.185621717030E-3
   3.666788892963E-2   7.453742941966E-3
   3.733457781926E-2   7.726748520840E-3
   3.800126670889E-2   8.004636530471E-3
   3.866795559852E-2   8.287405013265E-3
   3.933464448815E-2   8.575051977222E-3
   4.000133337778E-2   8.867575395954E-3
   4.066802226741E-2   9.164973208692E-3
   4.133471115704E-2   9.467243320300E-3
   4.200140004667E-2   9.774383601292E-3
   4.266808893630E-2   1.008639188784E-2
   4.333477782593E-2   1.040326598178E-2
   4.400146671556E-2   1.072500365066E-2
   4.466815560519E-2   1.105160262770E-2
   4.533484449482E-2   1.138306061185E-2
   4.600153338445E-2   1.171937526779E-2
   4.666822227408E-2   1.206054422593E-2
   4.733491116371E-2   1.240656508245E-2
   4.800160005334E-2   1.275743539931E-2
   4.866828894296E-2   1.311315270424E-2
   4.933497783259E-2   1.347371449079E-2
   5.000166672222E-2   1.383911821831E-2
   5.066835561185E-2   1.420936131202E-2
   5.133504450148E-2   1.458444116295E-2
   5.200173339111E-2   1.496435512802E-2
   5.266842228074E-2   1.534910053004E-2
   5.333511117037E-2   1.573867465771E-2
   5.400180006000E-2   1.613307476565E-2
   5.466848894963E-2   1.653229807442E-2
   5.533517783926E-2   1.693634177052E-2
   5.600186672889E-2   1.734520300645E-2
   5.666855561852E-2   1.775887890065E-2
   5.733524450815E-2   1.817736653762E-2
   5.800193339778E-2   1.860066296785E-2
   5.866862228741E-2   1.902876520787E-2
   5.933531117704E-2   1.946167024031E-2
   6.000200006667E-2   1.989937501383E-2
   6.066868895630E-2   2.034187644324E-2
   6.133537784593E-2   2.078917140942E-2
   6.200206673556E-2   2.124125675943E-2
   6.266875562519E-2   2.169812930646E-2
   6.333544451482E-2   2.215978582991E-2
   6.400213340445E-2   2.262622307534E-2
   6.466882229408E-2   2.309743775457E-2
   6.533551118371E-2   2.357342654562E-2
   6.600220007334E-2   2.405418609281E-2
   6.666888896297E-2   2.453971300670E-2
   6.733557785260E-2   2.503000386420E-2
   6.800226674222E-2   2.552505520851E-2
   6.866895563185E-2   2.602486354918E-2
   6.933564452148E-2   2.652942536215E-2
   7.000233341111E-2   2.703873708974E-2
   7.066902230074E-2   2.755279514067E-2
   7.133571119037E-2   2.807159589011E-2
   7.200240008000E-2   2.859513567968E-2
   7.266908896963E-2   2.912341081750E-2
   7.333577785926E-2   2.965641757816E-2
   7.400246674889E-2   3.019415220282E-2
   7.466915563852E-2   3.073661089915E-2
   7.533584452815E-2   3.128378984144E-2
   7.600253341778E-2   3.183568517053E-2
   7.666922230741E-2   3.239229299393E-2
   7.733591119704E-2   3.295360938577E-2
   7.800260008667E-2   3.351963038686E-2
   7.866928897630E-2   3.409035200471E-2
   7.933597786593E-2   3.466577021355E-2
   8.000266675556E-2   3.524588095437E-2
   8.066935564519E-2   3.583068013491E-2
   8.133604453482E-2   3.642016362973E-2
   8.200273342445E-2   3.701432728022E-2
   8.266942231408E-2   3.761316689460E-2
   8.333611120371E-2   3.821667824797E-2
   8.400280009334E-2   3.882485708237E-2
   8.466948898297E-2   3.943769910673E-2
   8.533617787260E-2   4.005519999695E-2
   8.600286676223E-2   4.067735539592E-2
   8.666955565186E-2   4.130416091356E-2
   8.733624454148E-2   4.193561212679E-2
   8.800293343111E-2   4.257170457964E-2
   8.866962232074E-2   4.321243378321E-2
   8.933631121037E-2   4.385779521573E-2
   9.000300010000E-2   4.450778432259E-2
   9.066968898963E-2   4.516239651636E-2
   9.133637787926E-2   4.582162717682E-2
   9.200306676889E-2   4.648547165098E-2
   9.266975565852E-2   4.715392525314E-2
   9.333644454815E-2   4.782698326487E-2
   9.400313343778E-2   4.850464093510E-2
   9.466982232741E-2   4.918689348009E-2
   9.533651121704E-2   4.987373608351E-2
   9.600320010667E-2   5.056516389643E-2
   9.666988899630E-2   5.126117203739E-2
   9.733657788593E-2   5.196175559238E-2
   9.800326677556E-2   5.266690961493E-2
   9.866995566519E-2   5.337662912610E-2
   9.933664455482E-2   5.409090911452E-2
   1.000033334444E-1   5.480974453643E-2
   1.006700223341E-1   5.553313031570E-2
   1.013367112237E-1   5.626106134387E-2
   1.020034001133E-1   5.699353248019E-2
   1.026700890030E-1   5.773053855162E-2
   1.033367778926E-1   5.847207435292E-2
   1.040034667822E-1   5.921813464662E-2
   1.046701556719E-1   5.996871416308E-2
   1.053368445615E-1   6.072380760055E-2
   1.060035334511E-1   6.148340962515E-2
   1.066702223407E-1   6.224751487094E-2
   1.073369112304E-1   6.301611793995E-2
   1.080036001200E-1   6.378921340221E-2
   1.086702890096E-1   6.456679579578E-2
   1.093369778993E-1   6.534885962677E-2
   1.100036667889E-1   6.613539936942E-2
   1.106703556785E-1   6.692640946609E-2
   1.113370445682E-1   6.772188432732E-2
   1.120037334578E-1   6.852181833185E-2
   1.126704223474E-1   6.932620582667E-2
   1.133371112370E-1   7.013504112703E-2
   1.140038001267E-1   7.094831851652E-2
   1.146704890163E-1   7.176603224706E-2
   1.153371779059E-1   7.258817653895E-2
   1.160038667956E-1   7.341474558094E-2
   1.166705556852E-1   7.424573353022E-2
   1.173372445748E-1   7.508113451247E-2
   1.180039334644E-1   7.592094262191E-2
   1.186706223541E-1   7.676515192133E-2
   1.193373112437E-1   7.761375644213E-2
   1.200040001333E-1   7.846675018435E-2
   1.206706890230E-1   7.932412711670E-2
   1.213373779126E-1   8.018588117665E-2
   1.220040668022E-1   8.105200627037E-2
   1.226707556919E-1   8.192249627288E-2
   1.233374445815E-1   8.279734502801E-2
   1.240041334711E-1   8.367654634845E-2
   1.246708223607E-1   8.456009401584E-2
   1.253375112504E-1   8.544798178075E-2
   1.260042001400E-1   8.634020336273E-2
   1.266708890296E-1   8.723675245039E-2
   1.273375779193E-1   8.813762270138E-2
   1.280042668089E-1   8.904280774249E-2
