#             R [au]        psi_0 [a.u.]        psi_1 [a.u.]
   8.866962232074E-2   2.854147629023E-1   1.554504270007E-1
   8.933631121037E-2   2.875230908614E-1   1.565491207821E-1
   9.000300010000E-2   2.896305758118E-1   1.576462581926E-1
   9.066968898963E-2   2.917372115744E-1   1.587418283247E-1
   9.133637787926E-2   2.938429919726E-1   1.598358202868E-1
   9.200306676889E-2   2.959479108323E-1   1.609282232024E-1
   9.266975565852E-2   2.980519619819E-1   1.620190262113E-1
   9.333644454815E-2   3.001551392525E-1   1.631082184690E-1
   9.400313343778E-2   3.022574364776E-1   1.641957891470E-1
   9.466982232741E-2   3.043588474934E-1   1.652817274329E-1
   9.533651121704E-2   3.064593661385E-1   1.663660225306E-1
   9.600320010667E-2   3.085589862543E-1   1.674486636605E-1
   9.666988899630E-2   3.106577016848E-1   1.685296400590E-1
   9.733657788593E-2   3.127555062766E-1   1.696089409795E-1
   9.800326677556E-2   3.148523938790E-1   1.706865556917E-1
   9.866995566519E-2   3.169483583441E-1   1.717624734824E-1
   9.933664455482E-2   3.190433935264E-1   1.728366836551E-1
   1.000033334444E-1   3.211374932835E-1   1.739091755301E-1
   1.006700223341E-1   3.232306514755E-1   1.749799384452E-1
   1.013367112237E-1   3.253228619653E-1   1.760489617549E-1
   1.020034001133E-1   3.274141186186E-1   1.771162348315E-1
   1.026700890030E-1   3.295044153040E-1   1.781817470643E-1
   1.033367778926E-1   3.315937458926E-1   1.792454878602E-1
   1.040034667822E-1   3.336821042588E-1   1.803074466439E-1
   1.046701556719E-1   3.357694842795E-1   1.813676128577E-1
   1.053368445615E-1   3.378558798345E-1   1.824259759615E-1
   1.060035334511E-1   3.399412848066E-1   1.834825254335E-1
   1.066702223407E-1   3.420256930815E-1   1.845372507697E-1
   1.073369112304E-1   3.441090985478E-1   1.855901414844E-1
   1.080036001200E-1   3.461914950969E-1   1.866411871098E-1
   1.086702890096E-1   3.482728766233E-1   1.876903771969E-1
   1.093369778993E-1   3.503532370246E-1   1.887377013149E-1
   1.100036667889E-1   3.524325702011E-1   1.897831490514E-1
   1.106703556785E-1   3.545108700563E-1   1.908267100130E-1
   1.113370445682E-1   3.565881304967E-1   1.918683738248E-1
   1.120037334578E-1   3.586643454318E-1   1.929081301309E-1
   1.126704223474E-1   3.607395087743E-1   1.939459685943E-1
   1.133371112370E-1   3.628136144397E-1   1.949818788970E-1
   1.140038001267E-1   3.648866563470E-1   1.960158507404E-1
   1.146704890163E-1   3.669586284181E-1   1.970478738449E-1
   1.153371779059E-1   3.690295245778E-1   1.980779379505E-1
   1.160038667956E-1   3.710993387545E-1   1.991060328164E-1
   1.166705556852E-1   3.731680648796E-1   2.001321482217E-1
   1.173372445748E-1   3.752356968875E-1   2.011562739649E-1
   1.180039334644E-1   3.773022287161E-1   2.021783998646E-1
   1.186706223541E-1   3.793676543063E-1   2.031985157589E-1
   1.193373112437E-1   3.814319676024E-1   2.042166115061E-1
   1.200040001333E-1   3.834951625519E-1   2.052326769847E-1
   1.206706890230E-1   3.855572331056E-1   2.062467020930E-1
   1.213373779126E-1   3.876181732174E-1   2.072586767501E-1
   1.220040668022E-1   3.896779768449E-1   2.082685908950E-1
   1.226707556919E-1   3.917366379488E-1   2.092764344874E-1
   1.233374445815E-1   3.937941504930E-1   2.102821975077E-1
   1.240041334711E-1   3.958505084451E-1   2.112858699569E-1
   1.246708223607E-1   3.979057057758E-1   2.122874418565E-1
   1.253375112504E-1   3.999597364595E-1   2.132869032494E-1
   1.260042001400E-1   4.020125944736E-1   2.142842441991E-1
   1.266708890296E-1   4.040642737994E-1   2.152794547903E-1
   1.273375779193E-1   4.061147684214E-1   2.162725251288E-1
   1.280042668089E-1   4.081640723275E-1   2.172634453418E-1
   1.286709556985E-1   4.102121795094E-1   2.182522055780E-1
   1.293376445882E-1   4.122590839619E-1   2.192387960071E-1
   1.300043334778E-1   4.143047796836E-1   2.202232068209E-1
   1.306710223674E-1   4.163492606767E-1   2.212054282325E-1
   1.313377112570E-1   4.183925209468E-1   2.221854504771E-1
   1.320044001467E-1   4.204345545030E-1   2.231632638113E-1
   1.326710890363E-1   4.224753553582E-1   2.241388585142E-1
   1.333377779259E-1   4.245149175289E-1   2.251122248865E-1
   1.340044668156E-1   4.265532350351E-1   2.260833532514E-1
   1.346711557052E-1   4.285903019006E-1   2.270522339540E-1
   1.353378445948E-1   4.306261121526E-1   2.280188573621E-1
   1.360045334844E-1   4.326606598223E-1   2.289832138657E-1
   1.366712223741E-1   4.346939389445E-1   2.299452938775E-1
   1.373379112637E-1   4.367259435577E-1   2.309050878327E-1
   1.380046001533E-1   4.387566677039E-1   2.318625861892E-1
   1.386712890430E-1   4.407861054294E-1   2.328177794279E-1
   1.393379779326E-1   4.428142507837E-1   2.337706580525E-1
   1.400046668222E-1   4.448410978205E-1   2.347212125897E-1
   1.406713557119E-1   4.468666405971E-1   2.356694335893E-1
   1.413380446015E-1   4.488908731746E-1   2.366153116244E-1
   1.420047334911E-1   4.509137896181E-1   2.375588372913E-1
   1.426714223807E-1   4.529353839965E-1   2.385000012098E-1
   1.433381112704E-1   4.549556503824E-1   2.394387940229E-1
   1.440048001600E-1   4.569745828526E-1   2.403752063975E-1
   1.446714890496E-1   4.589921754876E-1   2.413092290240E-1
   1.453381779393E-1   4.610084223718E-1   2.422408526166E-1
   1.460048668289E-1   4.630233175938E-1   2.431700679134E-1
   1.466715557185E-1   4.650368552458E-1   2.440968656762E-1
   1.473382446082E-1   4.670490294243E-1   2.450212366912E-1
   1.480049334978E-1   4.690598342296E-1   2.459431717685E-1
   1.486716223874E-1   4.710692637661E-1   2.468626617423E-1
   1.493383112770E-1   4.730773121423E-1   2.477796974715E-1
   1.500050001667E-1   4.750839734705E-1   2.486942698391E-1
   1.506716890563E-1   4.770892418674E-1   2.496063697525E-1
   1.513383779459E-1   4.790931114534E-1   2.505159881441E-1
   1.520050668356E-1   4.810955763535E-1   2.514231159705E-1
   1.526717557252E-1   4.830966306963E-1   2.523277442133E-1
   1.533384446148E-1   4.850962686149E-1   2.532298638791E-1
   1.540051335045E-1   4.870944842464E-1   2.541294659990E-1
   1.546718223941E-1   4.890912717321E-1   2.550265416296E-1
   1.553385112837E-1   4.910866252174E-1   2.559210818522E-1
   1.560052001733E-1   4.930805388521E-1   2.568130777737E-1
   1.566718890630E-1   4.950730067900E-1   2.577025205261E-1
   1.573385779526E-1   4.970640231893E-1   2.585894012666E-1
   1.580052668422E-1   4.990535822124E-1   2.594737111783E-1
   1.586719557319E-1   5.010416780260E-1   2.603554414695E-1
   1.593386446215E-1   5.030283048011E-1   2.612345833742E-1
   1.600053335111E-1   5.050134567128E-1   2.621111281523E-1
   1.606720224007E-1   5.069971279409E-1   2.629850670895E-1
   1.613387112904E-1   5.089793126692E-1   2.638563914971E-1
   1.620054001800E-1   5.109600050861E-1   2.647250927128E-1
   1.626720890696E-1   5.129391993842E-1   2.655911621001E-1
   1.633387779593E-1   5.149168897605E-1   2.664545910488E-1
   1.640054668489E-1   5.168930704166E-1   2.673153709749E-1
   1.646721557385E-1   5.188677355584E-1   2.681734933207E-1
   1.653388446282E-1   5.208408793962E-1   2.690289495551E-1
   1.660055335178E-1   5.228124961447E-1   2.698817311733E-1
   1.666722224074E-1   5.247825800234E-1   2.707318296972E-1
   1.673389112970E-1   5.267511252559E-1   2.715792366752E-1
   1.680056001867E-1   5.287181260705E-1   2.724239436828E-1
   1.686722890763E-1   5.306835767001E-1   2.732659423220E-1
   1.693389779659E-1   5.326474713821E-1   2.741052242220E-1
   1.700056668556E-1   5.346098043582E-1   2.749417810387E-1
   1.706723557452E-1   5.365705698752E-1   2.757756044554E-1
   1.713390446348E-1   5.385297621839E-1   2.766066861824E-1
   1.720057335245E-1   5.404873755402E-1   2.774350179573E-1
   1.726724224141E-1   5.424434042044E-1   2.782605915451E-1
   1.733391113037E-1   5.443978424415E-1   2.790833987381E-1
   1.740058001933E-1   5.463506845211E-1   2.799034313561E-1
   1.746724890830E-1   5.483019247175E-1   2.807206812466E-1
   1.753391779726E-1   5.502515573098E-1   2.815351402848E-1
   1.760058668622E-1   5.521995765818E-1   2.823468003735E-1
   1.766725557519E-1   5.541459768218E-1   2.831556534433E-1
   1.773392446415E-1   5.560907523231E-1   2.839616914530E-1
   1.780059335311E-1   5.580338973837E-1   2.847649063889E-1
   1.786726224207E-1   5.599754063063E-1   2.855652902659E-1
   1.793393113104E-1   5.619152733985E-1   2.863628351266E-1
   1.800060002000E-1   5.638534929726E-1   2.871575330422E-1
   1.806726890896E-1   5.657900593460E-1   2.879493761118E-1
   1.813393779793E-1   5.677249668405E-1   2.887383564633E-1
   1.820060668689E-1   5.696582097832E-1   2.895244662527E-1
   1.826727557585E-1   5.715897825057E-1   2.903076976649E-1
   1.833394446482E-1   5.735196793449E-1   2.910880429130E-1
   1.840061335378E-1   5.754478946423E-1   2.918654942391E-1
   1.846728224274E-1   5.773744227444E-1   2.926400439140E-1
   1.853395113170E-1   5.792992580027E-1   2.934116842374E-1
   1.860062002067E-1   5.812223947737E-1   2.941804075376E-1
   1.866728890963E-1   5.831438274188E-1   2.949462061725E-1
   1.873395779859E-1   5.850635503043E-1   2.957090725284E-1
   1.880062668756E-1   5.869815578019E-1   2.964689990213E-1
   1.886729557652E-1   5.888978442878E-1   2.972259780961E-1
   1.893396446548E-1   5.908124041436E-1   2.979800022271E-1
   1.900063335445E-1   5.927252317559E-1   2.987310639181E-1
   1.906730224341E-1   5.946363215163E-1   2.994791557021E-1
   1.913397113237E-1   5.965456678216E-1   3.002242701419E-1
   1.920064002133E-1   5.984532650736E-1   3.009663998297E-1
   1.926730891030E-1   6.003591076793E-1   3.017055373874E-1
   1.933397779926E-1   6.022631900509E-1   3.024416754667E-1
   1.940064668822E-1   6.041655066055E-1   3.031748067492E-1
   1.946731557719E-1   6.060660517658E-1   3.039049239462E-1
   1.953398446615E-1   6.079648199594E-1   3.046320197991E-1
   1.960065335511E-1   6.098618056190E-1   3.053560870792E-1
   1.966732224407E-1   6.117570031829E-1   3.060771185882E-1
   1.973399113304E-1   6.136504070944E-1   3.067951071577E-1
   1.980066002200E-1   6.155420118020E-1   3.075100456496E-1
   1.986732891096E-1   6.174318117597E-1   3.082219269562E-1
   1.993399779993E-1   6.193198014265E-1   3.089307440002E-1
   2.000066668889E-1   6.212059752671E-1   3.096364897346E-1
   2.006733557785E-1   6.230903277511E-1   3.103391571432E-1
   2.013400446682E-1   6.249728533537E-1   3.110387392402E-1
   2.020067335578E-1   6.268535465554E-1   3.117352290706E-1
   2.026734224474E-1   6.287324018421E-1   3.124286197100E-1
   2.033401113370E-1   6.306094137050E-1   3.131189042648E-1
   2.040068002267E-1   6.324845766409E-1   3.138060758726E-1
   2.046734891163E-1   6.343578851516E-1   3.144901277016E-1
   2.053401780059E-1   6.362293337449E-1   3.151710529511E-1
   2.060068668956E-1   6.380989169336E-1   3.158488448516E-1
   2.066735557852E-1   6.399666292362E-1   3.165234966645E-1
   2.073402446748E-1   6.418324651767E-1   3.171950016828E-1
   2.080069335645E-1   6.436964192844E-1   3.178633532305E-1
   2.086736224541E-1   6.455584860942E-1   3.185285446629E-1
   2.093403113437E-1   6.474186601468E-1   3.191905693670E-1
   2.100070002333E-1   6.492769359880E-1   3.198494207611E-1
   2.106736891230E-1   6.511333081696E-1   3.205050922950E-1
   2.113403780126E-1   6.529877712486E-1   3.211575774502E-1
   2.120070669022E-1   6.548403197879E-1   3.218068697398E-1
   2.126737557919E-1   6.566909483557E-1   3.224529627089E-1
   2.133404446815E-1   6.585396515263E-1   3.230958499340E-1
   2.140071335711E-1   6.603864238791E-1   3.237355250238E-1
   2.146738224607E-1   6.622312599995E-1   3.243719816188E-1
   2.153405113504E-1   6.640741544786E-1   3.250052133915E-1
   2.160072002400E-1   6.659151019130E-1   3.256352140465E-1
   2.166738891296E-1   6.677540969050E-1   3.262619773204E-1
   2.173405780193E-1   6.695911340630E-1   3.268854969822E-1
   2.180072669089E-1   6.714262080006E-1   3.275057668329E-1
   2.186739557985E-1   6.732593133375E-1   3.281227807061E-1
   2.193406446882E-1   6.750904446991E-1   3.287365324675E-1
   2.200073335778E-1   6.769195967167E-1   3.293470160154E-1
   2.206740224674E-1   6.787467640271E-1   3.299542252805E-1
   2.213407113570E-1   6.805719412732E-1   3.305581542260E-1
   2.220074002467E-1   6.823951231036E-1   3.311587968479E-1
   2.226740891363E-1   6.842163041728E-1   3.317561471748E-1
   2.233407780259E-1   6.860354791412E-1   3.323501992679E-1
   2.240074669156E-1   6.878526426749E-1   3.329409472213E-1
   2.246741558052E-1   6.896677894462E-1   3.335283851620E-1
   2.253408446948E-1   6.914809141331E-1   3.341125072498E-1
   2.260075335845E-1   6.932920114195E-1   3.346933076774E-1
   2.266742224741E-1   6.951010759953E-1   3.352707806709E-1
   2.273409113637E-1   6.969081025565E-1   3.358449204890E-1
   2.280076002533E-1   6.987130858050E-1   3.364157214238E-1
   2.286742891430E-1   7.005160204484E-1   3.369831778006E-1
   2.293409780326E-1   7.023169012008E-1   3.375472839778E-1
   2.300076669222E-1   7.041157227819E-1   3.381080343473E-1
   2.306743558119E-1   7.059124799177E-1   3.386654233341E-1
   2.313410447015E-1   7.077071673402E-1   3.392194453970E-1
   2.320077335911E-1   7.094997797873E-1   3.397700950280E-1
   2.326744224807E-1   7.112903120032E-1   3.403173667526E-1
   2.333411113704E-1   7.130787587382E-1   3.408612551299E-1
   2.340078002600E-1   7.148651147485E-1   3.414017547529E-1
   2.346744891496E-1   7.166493747965E-1   3.419388602480E-1
   2.353411780393E-1   7.184315336510E-1   3.424725662755E-1
   2.360078669289E-1   7.202115860867E-1   3.430028675293E-1
   2.366745558185E-1   7.219895268845E-1   3.435297587374E-1
   2.373412447082E-1   7.237653508315E-1   3.440532346615E-1
   2.380079335978E-1   7.255390527211E-1   3.445732900973E-1
   2.386746224874E-1   7.273106273528E-1   3.450899198747E-1
   2.393413113770E-1   7.290800695325E-1   3.456031188574E-1
   2.400080002667E-1   7.308473740722E-1   3.461128819434E-1
   2.406746891563E-1   7.326125357903E-1   3.466192040646E-1
   2.413413780459E-1   7.343755495112E-1   3.471220801874E-1
   2.420080669356E-1   7.361364100659E-1   3.476215053123E-1
   2.426747558252E-1   7.378951122917E-1   3.481174744742E-1
   2.433414447148E-1   7.396516510320E-1   3.486099827422E-1
   2.440081336045E-1   7.414060211368E-1   3.490990252200E-1
   2.446748224941E-1   7.431582174623E-1   3.495845970456E-1
   2.453415113837E-1   7.449082348711E-1   3.500666933916E-1
   2.460082002733E-1   7.466560682322E-1   3.505453094651E-1
   2.466748891630E-1   7.484017124210E-1   3.510204405079E-1
   2.473415780526E-1   7.501451623194E-1   3.514920817963E-1
   2.480082669422E-1   7.518864128155E-1   3.519602286414E-1
   2.486749558319E-1   7.536254588042E-1   3.524248763889E-1
   2.493416447215E-1   7.553622951866E-1   3.528860204196E-1
   2.500083336111E-1   7.570969168703E-1   3.533436561487E-1
   2.506750225008E-1   7.588293187694E-1   3.537977790267E-1
   2.513417113904E-1   7.605594958047E-1   3.542483845387E-1
   2.520084002800E-1   7.622874429033E-1   3.546954682049E-1
   2.526750891696E-1   7.640131549989E-1   3.551390255806E-1
   2.533417780593E-1   7.657366270318E-1   3.555790522560E-1
   2.540084669489E-1   7.674578539488E-1   3.560155438564E-1
   2.546751558385E-1   7.691768307033E-1   3.564484960425E-1
   2.553418447282E-1   7.708935522554E-1   3.568779045098E-1
   2.560085336178E-1   7.726080135717E-1   3.573037649894E-1
   2.566752225074E-1   7.743202096253E-1   3.577260732474E-1
   2.573419113970E-1   7.760301353963E-1   3.581448250854E-1
   2.580086002867E-1   7.777377858712E-1   3.585600163401E-1
   2.586752891763E-1   7.794431560431E-1   3.589716428840E-1
   2.593419780659E-1   7.811462409121E-1   3.593797006247E-1
   2.600086669556E-1   7.828470354847E-1   3.597841855055E-1
   2.606753558452E-1   7.845455347741E-1   3.601850935049E-1
   2.613420447348E-1   7.862417338006E-1   3.605824206374E-1
   2.620087336245E-1   7.879356275909E-1   3.609761629527E-1
   2.626754225141E-1   7.896272111785E-1   3.613663165365E-1
   2.633421114037E-1   7.913164796037E-1   3.617528775098E-1
   2.640088002933E-1   7.930034279138E-1   3.621358420297E-1
   2.646754891830E-1   7.946880511626E-1   3.625152062887E-1
   2.653421780726E-1   7.963703444108E-1   3.628909665154E-1
   2.660088669622E-1   7.980503027260E-1   3.632631189739E-1
   2.666755558519E-1   7.997279211826E-1   3.636316599646E-1
   2.673422447415E-1   8.014031948619E-1   3.639965858234E-1
   2.680089336311E-1   8.030761188521E-1   3.643578929223E-1
   2.686756225208E-1   8.047466882482E-1   3.647155776693E-1
   2.693423114104E-1   8.064148981521E-1   3.650696365085E-1
   2.700090003000E-1   8.080807436727E-1   3.654200659198E-1
   2.706756891896E-1   8.097442199258E-1   3.657668624193E-1
   2.713423780793E-1   8.114053220342E-1   3.661100225594E-1
   2.720090669689E-1   8.130640451274E-1   3.664495429284E-1
   2.726757558585E-1   8.147203843423E-1   3.667854201508E-1
   2.733424447482E-1   8.163743348224E-1   3.671176508875E-1
   2.740091336378E-1   8.180258917184E-1   3.674462318355E-1
   2.746758225274E-1   8.196750501881E-1   3.677711597282E-1
   2.753425114170E-1   8.213218053961E-1   3.680924313352E-1
   2.760092003067E-1   8.229661525143E-1   3.684100434625E-1
   2.766758891963E-1   8.246080867213E-1   3.687239929524E-1
   2.773425780859E-1   8.262476032032E-1   3.690342766839E-1
   2.780092669756E-1   8.278846971529E-1   3.693408915720E-1
   2.786759558652E-1   8.295193637706E-1   3.696438345686E-1
   2.793426447548E-1   8.311515982633E-1   3.699431026619E-1
   2.800093336445E-1   8.327813958455E-1   3.702386928765E-1
   2.806760225341E-1   8.344087517387E-1   3.705306022739E-1
   2.813427114237E-1   8.360336611715E-1   3.708188279519E-1
   2.820094003133E-1   8.376561193796E-1   3.711033670451E-1
   2.826760892030E-1   8.392761216062E-1   3.713842167247E-1
   2.833427780926E-1   8.408936631013E-1   3.716613741984E-1
   2.840094669822E-1   8.425087391225E-1   3.719348367110E-1
   2.846761558719E-1   8.441213449344E-1   3.722046015437E-1
   2.853428447615E-1   8.457314758089E-1   3.724706660145E-1
   2.860095336511E-1   8.473391270251E-1   3.727330274784E-1
   2.866762225408E-1   8.489442938694E-1   3.729916833269E-1
   2.873429114304E-1   8.505469716355E-1   3.732466309887E-1
   2.880096003200E-1   8.521471556245E-1   3.734978679291E-1
   2.886762892096E-1   8.537448411446E-1   3.737453916503E-1
   2.893429780993E-1   8.553400235115E-1   3.739891996915E-1
   2.900096669889E-1   8.569326980481E-1   3.742292896289E-1
   2.906763558785E-1   8.585228600848E-1   3.744656590755E-1
   2.913430447682E-1   8.601105049593E-1   3.746983056815E-1
   2.920097336578E-1   8.616956280167E-1   3.749272271339E-1
   2.926764225474E-1   8.632782246093E-1   3.751524211568E-1
   2.933431114370E-1   8.648582900972E-1   3.753738855114E-1
   2.940098003267E-1   8.664358198476E-1   3.755916179960E-1
   2.946764892163E-1   8.680108092352E-1   3.758056164459E-1
   2.953431781059E-1   8.695832536421E-1   3.760158787336E-1
   2.960098669956E-1   8.711531484582E-1   3.762224027687E-1
   2.966765558852E-1   8.727204890804E-1   3.764251864981E-1
   2.973432447748E-1   8.742852709134E-1   3.766242279057E-1
   2.980099336645E-1   8.758474893692E-1   3.768195250127E-1
   2.986766225541E-1   8.774071398676E-1   3.770110758775E-1
