#             E [au]      sigma_0 [au^2]      sigma_1 [au^2]    sigma_tot [au^2]
   7.305000000000E-1    6.119427407403E0    1.342580890407E1    1.954523631147E1
   7.310000000000E-1    6.119619230815E0    1.339858811521E1    1.951820734602E1
   7.315000000000E-1    6.119819278441E0    1.337143255711E1    1.949125183555E1
   7.320000000000E-1    6.120027419030E0    1.334434215504E1    1.946436957407E1
   7.325000000000E-1    6.120243522475E0    1.331731683420E1    1.943756035667E1
   7.330000000000E-1    6.120467459860E0    1.329035651974E1    1.941082397960E1
   7.335000000000E-1    6.120699103400E0    1.326346113669E1    1.938416024009E1
   7.340000000000E-1    6.120938326364E0    1.323663061019E1    1.935756893656E1
   7.345000000000E-1    6.121185003304E0    1.320986486492E1    1.933104986823E1
   7.350000000000E-1    6.121439009680E0    1.318316382608E1    1.930460283576E1
   7.355000000000E-1    6.121700222269E0    1.315652741831E1    1.927822764058E1
   7.360000000000E-1    6.121968518749E0    1.312995556651E1    1.925192408526E1
   7.365000000000E-1    6.122243777997E0    1.310344819532E1    1.922569197331E1
   7.370000000000E-1    6.122525879851E0    1.307700522944E1    1.919953110930E1
   7.375000000000E-1    6.122814705372E0    1.305062659339E1    1.917344129876E1
   7.380000000000E-1    6.123110136485E0    1.302431221184E1    1.914742234832E1
   7.385000000000E-1    6.123412056301E0    1.299806200931E1    1.912147406562E1
   7.390000000000E-1    6.123720348897E0    1.297187591028E1    1.909559625918E1
   7.395000000000E-1    6.124034899322E0    1.294575383902E1    1.906978873834E1
   7.400000000000E-1    6.124355593764E0    1.291969572004E1    1.904405131380E1
   7.405000000000E-1    6.124682319292E0    1.289370147769E1    1.901838379698E1
   7.410000000000E-1    6.125014964054E0    1.286777103621E1    1.899278600027E1
   7.415000000000E-1    6.125353417088E0    1.284190431979E1    1.896725773688E1
   7.420000000000E-1    6.125697568542E0    1.281610125263E1    1.894179882118E1
   7.425000000000E-1    6.126047309366E0    1.279036175898E1    1.891640906835E1
   7.430000000000E-1    6.126402531636E0    1.276468576281E1    1.889108829444E1
   7.435000000000E-1    6.126763128215E0    1.273907318823E1    1.886583631645E1
   7.440000000000E-1    6.127128993032E0    1.271352395937E1    1.884065295240E1
   7.445000000000E-1    6.127500020909E0    1.268803800014E1    1.881553802105E1
   7.450000000000E-1    6.127876107519E0    1.266261523457E1    1.879049134209E1
   7.455000000000E-1    6.128257149579E0    1.263725558644E1    1.876551273602E1
   7.460000000000E-1    6.128643044634E0    1.261195897986E1    1.874060202449E1
   7.465000000000E-1    6.129033691144E0    1.258672533847E1    1.871575902961E1
   7.470000000000E-1    6.129428988393E0    1.256155458631E1    1.869098357471E1
   7.475000000000E-1    6.129828836679E0    1.253644664703E1    1.866627548371E1
   7.480000000000E-1    6.130233137101E0    1.251140144442E1    1.864163458152E1
   7.485000000000E-1    6.130641791580E0    1.248641890223E1    1.861706069381E1
   7.490000000000E-1    6.131054703029E0    1.246149894418E1    1.859255364721E1
   7.495000000000E-1    6.131471775040E0    1.243664149399E1    1.856811326903E1
   7.500000000000E-1    6.131892912171E0    1.241184647525E1    1.854373938743E1
   7.505000000000E-1    6.132318019783E0    1.238711381168E1    1.851943183146E1
   7.510000000000E-1    6.132747004086E0    1.236244342686E1    1.849519043095E1
   7.515000000000E-1    6.133179772070E0    1.233783524434E1    1.847101501641E1
   7.520000000000E-1    6.133616231571E0    1.231328918773E1    1.844690541931E1
   7.525000000000E-1    6.134056291224E0    1.228880518056E1    1.842286147179E1
   7.530000000000E-1    6.134499860421E0    1.226438314641E1    1.839888300683E1
   7.535000000000E-1    6.134946849437E0    1.224002300873E1    1.837496985817E1
   7.540000000000E-1    6.135397169286E0    1.221572469104E1    1.835112186033E1
   7.545000000000E-1    6.135850731708E0    1.219148811681E1    1.832733884852E1
   7.550000000000E-1    6.136307449320E0    1.216731320947E1    1.830362065879E1
   7.555000000000E-1    6.136767235437E0    1.214319989250E1    1.827996712794E1
   7.560000000000E-1    6.137230004124E0    1.211914808953E1    1.825637809365E1
   7.565000000000E-1    6.137695670241E0    1.209515772366E1    1.823285339390E1
   7.570000000000E-1    6.138164149358E0    1.207122871850E1    1.820939286786E1
   7.575000000000E-1    6.138635357865E0    1.204736099737E1    1.818599635523E1
   7.580000000000E-1    6.139109212720E0    1.202355448375E1    1.816266369647E1
   7.585000000000E-1    6.139585631782E0    1.199980910099E1    1.813939473277E1
   7.590000000000E-1    6.140064533507E0    1.197612477246E1    1.811618930597E1
   7.595000000000E-1    6.140545837190E0    1.195250142157E1    1.809304725876E1
   7.600000000000E-1    6.141029462705E0    1.192893897159E1    1.806996843429E1
   7.605000000000E-1    6.141515330672E0    1.190543734597E1    1.804695267664E1
   7.610000000000E-1    6.142003362474E0    1.188199646812E1    1.802399983060E1
   7.615000000000E-1    6.142493480062E0    1.185861626127E1    1.800110974134E1
   7.620000000000E-1    6.142985606192E0    1.183529664892E1    1.797828225511E1
   7.625000000000E-1    6.143479664192E0    1.181203755439E1    1.795551721858E1
   7.630000000000E-1    6.143975578189E0    1.178883890094E1    1.793281447913E1
   7.635000000000E-1    6.144473272845E0    1.176570061206E1    1.791017388490E1
   7.640000000000E-1    6.144972673551E0    1.174262261111E1    1.788759528466E1
   7.645000000000E-1    6.145473706338E0    1.171960482140E1    1.786507852774E1
   7.650000000000E-1    6.145976297902E0    1.169664716621E1    1.784262346411E1
   7.655000000000E-1    6.146480375592E0    1.167374956910E1    1.782022994469E1
   7.660000000000E-1    6.146985867328E0    1.165091195335E1    1.779789782068E1
   7.665000000000E-1    6.147492701770E0    1.162813424235E1    1.777562694412E1
   7.670000000000E-1    6.148000808101E0    1.160541635972E1    1.775341716782E1
   7.675000000000E-1    6.148510116211E0    1.158275822853E1    1.773126834474E1
   7.680000000000E-1    6.149020556537E0    1.156015977244E1    1.770918032897E1
   7.685000000000E-1    6.149532060234E0    1.153762091480E1    1.768715297504E1
   7.690000000000E-1    6.150044558921E0    1.151514157906E1    1.766518613798E1
   7.695000000000E-1    6.150557984944E0    1.149272168869E1    1.764327967363E1
   7.700000000000E-1    6.151072271177E0    1.147036116716E1    1.762143343833E1
   7.705000000000E-1    6.151587351077E0    1.144805993795E1    1.759964728903E1
   7.710000000000E-1    6.152103158802E0    1.142581792452E1    1.757792108332E1
   7.715000000000E-1    6.152619628933E0    1.140363505048E1    1.755625467941E1
   7.720000000000E-1    6.153136696739E0    1.138151123935E1    1.753464793609E1
   7.725000000000E-1    6.153654297977E0    1.135944641464E1    1.751310071262E1
   7.730000000000E-1    6.154172369131E0    1.133744049996E1    1.749161286909E1
   7.735000000000E-1    6.154690847046E0    1.131549341885E1    1.747018426589E1
   7.740000000000E-1    6.155209669278E0    1.129360509504E1    1.744881476432E1
   7.745000000000E-1    6.155728773847E0    1.127177545215E1    1.742750422599E1
   7.750000000000E-1    6.156248099360E0    1.125000441376E1    1.740625251312E1
   7.755000000000E-1    6.156767584980E0    1.122829190355E1    1.738505948852E1
   7.760000000000E-1    6.157287170406E0    1.120663784528E1    1.736392501569E1
   7.765000000000E-1    6.157806795863E0    1.118504216268E1    1.734284895854E1
   7.770000000000E-1    6.158326402083E0    1.116350477948E1    1.732183118157E1
   7.775000000000E-1    6.158845930398E0    1.114202561962E1    1.730087155002E1
   7.780000000000E-1    6.159365322580E0    1.112060460677E1    1.727996992935E1
   7.785000000000E-1    6.159884520996E0    1.109924166487E1    1.725912618587E1
   7.790000000000E-1    6.160403468460E0    1.107793671773E1    1.723834018619E1
   7.795000000000E-1    6.160922108357E0    1.105668968924E1    1.721761179760E1
   7.800000000000E-1    6.161440384528E0    1.103550050342E1    1.719694088795E1
   7.805000000000E-1    6.161958241354E0    1.101436908417E1    1.717632732552E1
   7.810000000000E-1    6.162475623690E0    1.099329535561E1    1.715577097930E1
   7.815000000000E-1    6.162992476932E0    1.097227924165E1    1.713527171858E1
   7.820000000000E-1    6.163508746902E0    1.095132066642E1    1.711482941332E1
   7.825000000000E-1    6.164024379934E0    1.093041955410E1    1.709444393404E1
   7.830000000000E-1    6.164539322874E0    1.090957582868E1    1.707411515156E1
   7.835000000000E-1    6.165053522994E0    1.088878941464E1    1.705384293763E1
   7.840000000000E-1    6.165566928087E0    1.086806023589E1    1.703362716398E1
   7.845000000000E-1    6.166079486407E0    1.084738821689E1    1.701346770330E1
   7.850000000000E-1    6.166591146686E0    1.082677328182E1    1.699336442851E1
   7.855000000000E-1    6.167101858054E0    1.080621535520E1    1.697331721325E1
   7.860000000000E-1    6.167611570168E0    1.078571436127E1    1.695332593144E1
   7.865000000000E-1    6.168120233145E0    1.076527022448E1    1.693339045762E1
   7.870000000000E-1    6.168627797516E0    1.074488286936E1    1.691351066687E1
   7.875000000000E-1    6.169134214294E0    1.072455222038E1    1.689368643467E1
   7.880000000000E-1    6.169639434894E0    1.070427820211E1    1.687391763700E1
   7.885000000000E-1    6.170143411258E0    1.068406073920E1    1.685420415046E1
   7.890000000000E-1    6.170646095640E0    1.066389975641E1    1.683454585205E1
   7.895000000000E-1    6.171147440859E0    1.064379517822E1    1.681494261907E1
   7.900000000000E-1    6.171647400076E0    1.062374692957E1    1.679539432965E1
   7.905000000000E-1    6.172145926956E0    1.060375493513E1    1.677590086209E1
   7.910000000000E-1    6.172642975484E0    1.058381911983E1    1.675646209531E1
   7.915000000000E-1    6.173138500174E0    1.056393940862E1    1.673707790879E1
   7.920000000000E-1    6.173632455881E0    1.054411572634E1    1.671774818222E1
   7.925000000000E-1    6.174124797929E0    1.052434799809E1    1.669847279602E1
   7.930000000000E-1    6.174615482062E0    1.050463614888E1    1.667925163094E1
   7.935000000000E-1    6.175104464359E0    1.048498010381E1    1.666008456817E1
   7.940000000000E-1    6.175591701375E0    1.046537978812E1    1.664097148949E1
   7.945000000000E-1    6.176077150005E0    1.044583512708E1    1.662191227709E1
   7.950000000000E-1    6.176560767633E0    1.042634604586E1    1.660290681349E1
   7.955000000000E-1    6.177042511976E0    1.040691246979E1    1.658395498177E1
   7.960000000000E-1    6.177522341138E0    1.038753432436E1    1.656505666550E1
   7.965000000000E-1    6.178000213624E0    1.036821153509E1    1.654621174872E1
   7.970000000000E-1    6.178476088364E0    1.034894402722E1    1.652742011559E1
   7.975000000000E-1    6.178949924630E0    1.032973172662E1    1.650868165125E1
   7.980000000000E-1    6.179421682062E0    1.031057455872E1    1.648999624078E1
   7.985000000000E-1    6.179891320750E0    1.029147244940E1    1.647136377015E1
   7.990000000000E-1    6.180358801046E0    1.027242532415E1    1.645278412519E1
   7.995000000000E-1    6.180824083829E0    1.025343310913E1    1.643425719296E1
   8.000000000000E-1    6.181287130177E0    1.023449573005E1    1.641578286022E1
   8.005000000000E-1    6.181747901669E0    1.021561311283E1    1.639736101450E1
   8.010000000000E-1    6.182206360169E0    1.019678518361E1    1.637899154378E1
   8.015000000000E-1    6.182662467972E0    1.017801186843E1    1.636067433641E1
   8.020000000000E-1    6.183116187636E0    1.015929309342E1    1.634240928106E1
   8.025000000000E-1    6.183567482165E0    1.014062878465E1    1.632419626681E1
   8.030000000000E-1    6.184016314889E0    1.012201886869E1    1.630603518358E1
   8.035000000000E-1    6.184462649422E0    1.010346327168E1    1.628792592110E1
   8.040000000000E-1    6.184906449850E0    1.008496192017E1    1.626986837002E1
   8.045000000000E-1    6.185347680501E0    1.006651474064E1    1.625186242114E1
   8.050000000000E-1    6.185786306124E0    1.004812165960E1    1.623390796572E1
   8.055000000000E-1    6.186222291680E0    1.002978260372E1    1.621600489540E1
   8.060000000000E-1    6.186655602634E0    1.001149749981E1    1.619815310245E1
   8.065000000000E-1    6.187086204690E0    9.993266274555E0    1.618035247924E1
   8.070000000000E-1    6.187514063893E0    9.975088854686E0    1.616260291858E1
   8.075000000000E-1    6.187939146617E0    9.956965167434E0    1.614490431405E1
   8.080000000000E-1    6.188361419549E0    9.938895139634E0    1.612725655918E1
   8.085000000000E-1    6.188780849775E0    9.920878698350E0    1.610965954813E1
   8.090000000000E-1    6.189197404610E0    9.902915770808E0    1.609211317542E1
   8.095000000000E-1    6.189611051761E0    9.885006284246E0    1.607461733601E1
   8.100000000000E-1    6.190021759192E0    9.867150165908E0    1.605717192510E1
   8.105000000000E-1    6.190429495245E0    9.849347343260E0    1.603977683850E1
   8.110000000000E-1    6.190834228501E0    9.831597743856E0    1.602243197236E1
   8.115000000000E-1    6.191235927907E0    9.813901295168E0    1.600513722308E1
   8.120000000000E-1    6.191634562723E0    9.796257924926E0    1.598789248765E1
   8.125000000000E-1    6.192030102496E0    9.778667560643E0    1.597069766314E1
   8.130000000000E-1    6.192422517060E0    9.761130130349E0    1.595355264741E1
   8.135000000000E-1    6.192811776554E0    9.743645561780E0    1.593645733833E1
   8.140000000000E-1    6.193197851456E0    9.726213783030E0    1.591941163449E1
   8.145000000000E-1    6.193580712519E0    9.708834722001E0    1.590241543452E1
   8.150000000000E-1    6.193960330761E0    9.691508306967E0    1.588546863773E1
   8.155000000000E-1    6.194336677518E0    9.674234466190E0    1.586857114371E1
   8.160000000000E-1    6.194709724459E0    9.657013127826E0    1.585172285229E1
   8.165000000000E-1    6.195079443410E0    9.639844220401E0    1.583492366381E1
   8.170000000000E-1    6.195445806662E0    9.622727672340E0    1.581817347900E1
   8.175000000000E-1    6.195808786665E0    9.605663412300E0    1.580147219896E1
   8.180000000000E-1    6.196168356186E0    9.588651368883E0    1.578481972507E1
   8.185000000000E-1    6.196524488263E0    9.571691470867E0    1.576821595913E1
   8.190000000000E-1    6.196877156229E0    9.554783647080E0    1.575166080331E1
   8.195000000000E-1    6.197226333683E0    9.537927826453E0    1.573515416014E1
   8.200000000000E-1    6.197571994486E0    9.521123937991E0    1.571869593248E1
   8.205000000000E-1    6.197914112813E0    9.504371910901E0    1.570228602371E1
   8.210000000000E-1    6.198252663031E0    9.487671674309E0    1.568592433734E1
   8.215000000000E-1    6.198587619886E0    9.471023157688E0    1.566961077757E1
   8.220000000000E-1    6.198918958249E0    9.454426290194E0    1.565334524844E1
   8.225000000000E-1    6.199246653395E0    9.437881001593E0    1.563712765499E1
   8.230000000000E-1    6.199570680792E0    9.421387221204E0    1.562095790200E1
   8.235000000000E-1    6.199891016157E0    9.404944878943E0    1.560483589510E1
   8.240000000000E-1    6.200207635486E0    9.388553904491E0    1.558876153998E1
   8.245000000000E-1    6.200520515015E0    9.372214227728E0    1.557273474274E1
   8.250000000000E-1    6.200829631256E0    9.355925778713E0    1.555675540997E1
   8.255000000000E-1    6.201134960979E0    9.339688487374E0    1.554082344835E1
   8.260000000000E-1    6.201436481181E0    9.323502284034E0    1.552493876522E1
   8.265000000000E-1    6.201734169130E0    9.307367098971E0    1.550910126810E1
   8.270000000000E-1    6.202028002307E0    9.291282862533E0    1.549331086484E1
   8.275000000000E-1    6.202317958440E0    9.275249505159E0    1.547756746360E1
   8.280000000000E-1    6.202604015575E0    9.259266957430E0    1.546187097300E1
   8.285000000000E-1    6.202886151915E0    9.243335150109E0    1.544622130202E1
   8.290000000000E-1    6.203164345951E0    9.227454013954E0    1.543061835990E1
   8.295000000000E-1    6.203438576366E0    9.211623479872E0    1.541506205624E1
   8.300000000000E-1    6.203708822116E0    9.195843478759E0    1.539955230087E1
   8.305000000000E-1    6.203975062398E0    9.180113941814E0    1.538408900421E1
   8.310000000000E-1    6.204237276607E0    9.164434800221E0    1.536867207683E1
   8.315000000000E-1    6.204495444429E0    9.148805985329E0    1.535330142976E1
   8.320000000000E-1    6.204749545682E0    9.133227428395E0    1.533797697408E1
   8.325000000000E-1    6.204999560538E0    9.117699061206E0    1.532269862174E1
   8.330000000000E-1    6.205245469269E0    9.102220815237E0    1.530746628451E1
   8.335000000000E-1    6.205487252473E0    9.086792622231E0    1.529227987470E1
   8.340000000000E-1    6.205724890894E0    9.071414414019E0    1.527713930491E1
   8.345000000000E-1    6.205958365580E0    9.056086122663E0    1.526204448824E1
   8.350000000000E-1    6.206187657743E0    9.040807680136E0    1.524699533788E1
   8.355000000000E-1    6.206412748765E0    9.025579018619E0    1.523199176738E1
   8.360000000000E-1    6.206633620355E0    9.010400070425E0    1.521703369078E1
   8.365000000000E-1    6.206850254389E0    8.995270767963E0    1.520212102235E1
   8.370000000000E-1    6.207062632947E0    8.980191043876E0    1.518725367682E1
   8.375000000000E-1    6.207270738311E0    8.965160830512E0    1.517243156882E1
   8.380000000000E-1    6.207474553024E0    8.950180060820E0    1.515765461384E1
   8.385000000000E-1    6.207674059757E0    8.935248667589E0    1.514292272735E1
   8.390000000000E-1    6.207869241469E0    8.920366583883E0    1.512823582535E1
   8.395000000000E-1    6.208060081295E0    8.905533742599E0    1.511359382389E1
   8.400000000000E-1    6.208246562591E0    8.890750077014E0    1.509899663960E1
   8.405000000000E-1    6.208428668866E0    8.876015520531E0    1.508444418940E1
   8.410000000000E-1    6.208606383853E0    8.861330006491E0    1.506993639034E1
   8.415000000000E-1    6.208779691528E0    8.846693468427E0    1.505547315996E1
   8.420000000000E-1    6.208948576023E0    8.832105840119E0    1.504105441614E1
   8.425000000000E-1    6.209113021679E0    8.817567055149E0    1.502668007683E1
   8.430000000000E-1    6.209273013019E0    8.803077047661E0    1.501235006068E1
   8.435000000000E-1    6.209428534787E0    8.788635751482E0    1.499806428627E1
   8.440000000000E-1    6.209579571935E0    8.774243100875E0    1.498382267281E1
   8.445000000000E-1    6.209726109548E0    8.759899030120E0    1.496962513967E1
   8.450000000000E-1    6.209868132937E0    8.745603473458E0    1.495547160640E1
   8.455000000000E-1    6.210005627607E0    8.731356365486E0    1.494136199309E1
   8.460000000000E-1    6.210138579264E0    8.717157640797E0    1.492729622006E1
   8.465000000000E-1    6.210266973721E0    8.703007234147E0    1.491327420787E1
   8.470000000000E-1    6.210390797106E0    8.688905080388E0    1.489929587749E1
   8.475000000000E-1    6.210510035631E0    8.674851114614E0    1.488536115025E1
   8.480000000000E-1    6.210624675731E0    8.660845271809E0    1.487146994754E1
   8.485000000000E-1    6.210734703977E0    8.646887487285E0    1.485762219126E1
   8.490000000000E-1    6.210840107203E0    8.632977696410E0    1.484381780361E1
   8.495000000000E-1    6.210940872334E0    8.619115834634E0    1.483005670697E1
   8.500000000000E-1    6.211036986557E0    8.605301837660E0    1.481633882422E1
   8.505000000000E-1    6.211128437173E0    8.591535641151E0    1.480266407832E1
   8.510000000000E-1    6.211215211694E0    8.577817180982E0    1.478903239268E1
   8.515000000000E-1    6.211297297757E0    8.564146393080E0    1.477544369084E1
   8.520000000000E-1    6.211374683226E0    8.550523213771E0    1.476189789700E1
   8.525000000000E-1    6.211447356104E0    8.536947579087E0    1.474839493519E1
   8.530000000000E-1    6.211515304589E0    8.523419425559E0    1.473493473015E1
   8.535000000000E-1    6.211578517024E0    8.509938689599E0    1.472151720662E1
   8.540000000000E-1    6.211636981912E0    8.496505307944E0    1.470814228986E1
   8.545000000000E-1    6.211690688004E0    8.483119217333E0    1.469480990534E1
   8.550000000000E-1    6.211739624099E0    8.469780354587E0    1.468151997869E1
   8.555000000000E-1    6.211783779227E0    8.456488656788E0    1.466827243601E1
   8.560000000000E-1    6.211823142575E0    8.443244061200E0    1.465506720378E1
   8.565000000000E-1    6.211857703491E0    8.430046504923E0    1.464190420841E1
   8.570000000000E-1    6.211887451486E0    8.416895925498E0    1.462878337698E1
   8.575000000000E-1    6.211912376183E0    8.403792260444E0    1.461570463663E1
   8.580000000000E-1    6.211932467471E0    8.390735447444E0    1.460266791491E1
   8.585000000000E-1    6.211947715282E0    8.377725424406E0    1.458967313969E1
   8.590000000000E-1    6.211958109773E0    8.364762129299E0    1.457672023907E1
   8.595000000000E-1    6.211963641239E0    8.351845500041E0    1.456380914128E1
   8.600000000000E-1    6.211964300140E0    8.338975475038E0    1.455093977518E1
   8.605000000000E-1    6.211960077030E0    8.326151992530E0    1.453811206956E1
   8.610000000000E-1    6.211950962710E0    8.313374991134E0    1.452532595384E1
   8.615000000000E-1    6.211936948069E0    8.300644409413E0    1.451258135748E1
   8.620000000000E-1    6.211918024172E0    8.287960186134E0    1.449987821031E1
   8.625000000000E-1    6.211894182207E0    8.275322260180E0    1.448721644239E1
   8.630000000000E-1    6.211865413523E0    8.262730570702E0    1.447459598423E1
   8.635000000000E-1    6.211831709645E0    8.250185056759E0    1.446201676640E1
   8.640000000000E-1    6.211793062179E0    8.237685657760E0    1.444947871994E1
   8.645000000000E-1    6.211749462963E0    8.225232313125E0    1.443698177609E1
   8.650000000000E-1    6.211700903874E0    8.212824962562E0    1.442452586644E1
   8.655000000000E-1    6.211647377029E0    8.200463545552E0    1.441211092258E1
   8.660000000000E-1    6.211588874631E0    8.188148002244E0    1.439973687687E1
   8.665000000000E-1    6.211525389058E0    8.175878272544E0    1.438740366160E1
   8.670000000000E-1    6.211456912790E0    8.163654296591E0    1.437511120938E1
   8.675000000000E-1    6.211383438471E0    8.151476014711E0    1.436285945318E1
   8.680000000000E-1    6.211304958887E0    8.139343367400E0    1.435064832629E1
   8.685000000000E-1    6.211221466909E0    8.127256295106E0    1.433847776202E1
   8.690000000000E-1    6.211132955645E0    8.115214738640E0    1.432634769428E1
   8.695000000000E-1    6.211039418234E0    8.103218638922E0    1.431425805716E1
   8.700000000000E-1    6.210940848034E0    8.091267936904E0    1.430220878494E1
   8.705000000000E-1    6.210837238457E0    8.079362573697E0    1.429019981215E1
   8.710000000000E-1    6.210728583127E0    8.067502490677E0    1.427823107380E1
   8.715000000000E-1    6.210614875716E0    8.055687629244E0    1.426630250496E1
   8.720000000000E-1    6.210496110115E0    8.043917930993E0    1.425441404111E1
   8.725000000000E-1    6.210372280254E0    8.032193337751E0    1.424256561800E1
   8.730000000000E-1    6.210243380287E0    8.020513791248E0    1.423075717153E1
   8.735000000000E-1    6.210109404400E0    8.008879233478E0    1.421898863788E1
   8.740000000000E-1    6.209970346983E0    7.997289606719E0    1.420725995370E1
   8.745000000000E-1    6.209826202498E0    7.985744853310E0    1.419557105581E1
   8.750000000000E-1    6.209676965567E0    7.974244915584E0    1.418392188115E1
   8.755000000000E-1    6.209522630930E0    7.962789736237E0    1.417231236717E1
   8.760000000000E-1    6.209363193415E0    7.951379258014E0    1.416074245143E1
   8.765000000000E-1    6.209198648043E0    7.940013423745E0    1.414921207179E1
   8.770000000000E-1    6.209028989901E0    7.928692176605E0    1.413772116651E1
   8.775000000000E-1    6.208854214194E0    7.917415459671E0    1.412626967387E1
   8.780000000000E-1    6.208674316275E0    7.906183216317E0    1.411485753259E1
   8.785000000000E-1    6.208489291601E0    7.894995390067E0    1.410348468167E1
   8.790000000000E-1    6.208299135781E0    7.883851924569E0    1.409215106035E1
   8.795000000000E-1    6.208103844462E0    7.872752763629E0    1.408085660809E1
   8.800000000000E-1    6.207903413495E0    7.861697851040E0    1.406960126453E1
   8.805000000000E-1    6.207697838776E0    7.850687131062E0    1.405838496984E1
   8.810000000000E-1    6.207487116385E0    7.839720547911E0    1.404720766430E1
   8.815000000000E-1    6.207271242473E0    7.828798045920E0    1.403606928839E1
   8.820000000000E-1    6.207050213291E0    7.817919569689E0    1.402496978298E1
   8.825000000000E-1    6.206824025228E0    7.807085063851E0    1.401390908908E1
   8.830000000000E-1    6.206592674816E0    7.796294473273E0    1.400288714809E1
   8.835000000000E-1    6.206356158618E0    7.785547743003E0    1.399190390162E1
   8.840000000000E-1    6.206114473382E0    7.774844818150E0    1.398095929153E1
   8.845000000000E-1    6.205867615908E0    7.764185643929E0    1.397005325984E1
   8.850000000000E-1    6.205615583140E0    7.753570165907E0    1.395918574905E1
   8.855000000000E-1    6.205358372133E0    7.742998329692E0    1.394835670183E1
   8.860000000000E-1    6.205095980030E0    7.732470080943E0    1.393756606097E1
   8.865000000000E-1    6.204828404091E0    7.721985365688E0    1.392681376978E1
   8.870000000000E-1    6.204555641663E0    7.711544129898E0    1.391609977156E1
   8.875000000000E-1    6.204277690226E0    7.701146319855E0    1.390542401008E1
   8.880000000000E-1    6.203994547366E0    7.690791881948E0    1.389478642931E1
   8.885000000000E-1    6.203706210728E0    7.680480762563E0    1.388418697329E1
   8.890000000000E-1    6.203412678118E0    7.670212908590E0    1.387362558671E1
   8.895000000000E-1    6.203113947402E0    7.659988266743E0    1.386310221414E1
   8.900000000000E-1    6.202810016565E0    7.649806783941E0    1.385261680051E1
   8.905000000000E-1    6.202500883676E0    7.639668407513E0    1.384216929119E1
   8.910000000000E-1    6.202186546927E0    7.629573084598E0    1.383175963153E1
   8.915000000000E-1    6.201867004602E0    7.619520762819E0    1.382138776742E1
   8.920000000000E-1    6.201542255081E0    7.609511389630E0    1.381105364471E1
   8.925000000000E-1    6.201212296826E0    7.599544912819E0    1.380075720965E1
   8.930000000000E-1    6.200877128433E0    7.589621280500E0    1.379049840893E1
   8.935000000000E-1    6.200536748554E0    7.579740440495E0    1.378027718905E1
   8.940000000000E-1    6.200191155971E0    7.569902341190E0    1.377009349716E1
   8.945000000000E-1    6.199840349521E0    7.560106931024E0    1.375994728055E1
   8.950000000000E-1    6.199484328188E0    7.550354158433E0    1.374983848662E1
   8.955000000000E-1    6.199123091009E0    7.540643972191E0    1.373976706320E1
   8.960000000000E-1    6.198756637113E0    7.530976321027E0    1.372973295814E1
   8.965000000000E-1    6.198384965754E0    7.521351154198E0    1.371973611995E1
   8.970000000000E-1    6.198008076256E0    7.511768420728E0    1.370977649698E1
   8.975000000000E-1    6.197625968023E0    7.502228070099E0    1.369985403812E1
   8.980000000000E-1    6.197238640557E0    7.492730051644E0    1.368996869220E1
   8.985000000000E-1    6.196846093480E0    7.483274315037E0    1.368012040852E1
   8.990000000000E-1    6.196448326479E0    7.473860810325E0    1.367030913680E1
   8.995000000000E-1    6.196045339307E0    7.464489487216E0    1.366053482652E1
   9.000000000000E-1    6.195637131840E0    7.455160295907E0    1.365079742775E1
   9.005000000000E-1    6.195223704024E0    7.445873186709E0    1.364109689073E1
   9.010000000000E-1    6.194805055904E0    7.436628110174E0    1.363143316608E1
   9.015000000000E-1    6.194381187589E0    7.427425016730E0    1.362180620432E1
   9.020000000000E-1    6.193952099295E0    7.418263857306E0    1.361221595660E1
   9.025000000000E-1    6.193517791300E0    7.409144582799E0    1.360266237410E1
   9.030000000000E-1    6.193078264002E0    7.400067144224E0    1.359314540823E1
   9.035000000000E-1    6.192633517874E0    7.391031492936E0    1.358366501081E1
   9.040000000000E-1    6.192183553431E0    7.382037580222E0    1.357422113365E1
   9.045000000000E-1    6.191728371289E0    7.373085357674E0    1.356481372896E1
   9.050000000000E-1    6.191267972187E0    7.364174777152E0    1.355544274934E1
   9.055000000000E-1    6.190802356916E0    7.355305790429E0    1.354610814735E1
   9.060000000000E-1    6.190331526317E0    7.346478349566E0    1.353680987588E1
   9.065000000000E-1    6.189855481358E0    7.337692406777E0    1.352754788814E1
   9.070000000000E-1    6.189374223073E0    7.328947914469E0    1.351832213754E1
   9.075000000000E-1    6.188887752550E0    7.320244825128E0    1.350913257768E1
   9.080000000000E-1    6.188396070980E0    7.311583091435E0    1.349997916241E1
   9.085000000000E-1    6.187899179649E0    7.302962666370E0    1.349086184602E1
   9.090000000000E-1    6.187397079861E0    7.294383502751E0    1.348178058261E1
   9.095000000000E-1    6.186889773069E0    7.285845553889E0    1.347273532696E1
   9.100000000000E-1    6.186377260763E0    7.277348773143E0    1.346372603391E1
   9.105000000000E-1    6.185859544485E0    7.268893113840E0    1.345475265833E1
   9.110000000000E-1    6.185336625911E0    7.260478529820E0    1.344581515573E1
   9.115000000000E-1    6.184808506727E0    7.252104974794E0    1.343691348152E1
   9.120000000000E-1    6.184275188767E0    7.243772402755E0    1.342804759152E1
   9.125000000000E-1    6.183736673856E0    7.235480767880E0    1.341921744174E1
   9.130000000000E-1    6.183192963956E0    7.227230024491E0    1.341042298845E1
   9.135000000000E-1    6.182644061067E0    7.219020126979E0    1.340166418805E1
