#             e [au]            f [a.u.]
   -5.000000000000E1   -1.000000000000E0
   -4.994994994995E1   -1.000000000000E0
   -4.989989989990E1   -1.000000000000E0
   -4.984984984985E1   -1.000000000000E0
   -4.979979979980E1   -1.000000000000E0
   -4.974974974975E1   -1.000000000000E0
   -4.969969969970E1   -1.000000000000E0
   -4.964964964965E1   -1.000000000000E0
   -4.959959959960E1   -1.000000000000E0
   -4.954954954955E1   -1.000000000000E0
   -4.949949949950E1   -1.000000000000E0
   -4.944944944945E1   -1.000000000000E0
   -4.939939939940E1   -1.000000000000E0
   -4.934934934935E1   -1.000000000000E0
   -4.929929929930E1   -1.000000000000E0
   -4.924924924925E1   -1.000000000000E0
   -4.919919919920E1   -1.000000000000E0
   -4.914914914915E1   -1.000000000000E0
   -4.909909909910E1   -1.000000000000E0
   -4.904904904905E1   -1.000000000000E0
   -4.899899899900E1   -1.000000000000E0
   -4.894894894895E1   -1.000000000000E0
   -4.889889889890E1   -1.000000000000E0
   -4.884884884885E1   -1.000000000000E0
   -4.879879879880E1   -1.000000000000E0
   -4.874874874875E1  -9.999999803793E-1
   -4.869869869870E1  -9.999996495587E-1
   -4.864864864865E1  -9.999973963092E-1
   -4.859859859860E1  -9.999880946995E-1
   -4.854854854855E1  -9.999622793614E-1
   -4.849849849850E1  -9.999039253706E-1
   -4.844844844845E1  -9.997917361940E-1
   -4.839839839840E1  -9.995908212155E-1
   -4.834834834835E1  -9.992886347116E-1
   -4.829829829830E1  -9.988524029815E-1
   -4.824824824825E1  -9.982568953337E-1
   -4.819819819820E1  -9.974418572216E-1
   -4.814814814815E1  -9.964056837402E-1
   -4.809809809810E1  -9.951291781747E-1
   -4.804804804805E1  -9.935260526340E-1
   -4.799799799800E1  -9.916287700439E-1
   -4.794794794795E1  -9.894248314184E-1
   -4.789789789790E1  -9.867937887963E-1
   -4.784784784785E1  -9.838079765668E-1
   -4.779779779780E1  -9.803191169022E-1
   -4.774774774775E1  -9.762734150313E-1
   -4.769769769770E1  -9.717828980680E-1
   -4.764764764765E1  -9.666525386571E-1
   -4.759759759760E1  -9.610196394446E-1
