#             e [au]            f [a.u.]
   -4.699619626004E1   -1.000000000000E0
   -4.694915294546E1   -1.000000000000E0
   -4.690210963089E1   -1.000000000000E0
   -4.685506631631E1   -1.000000000000E0
   -4.680802300174E1   -1.000000000000E0
   -4.676097968716E1   -1.000000000000E0
   -4.671393637259E1   -1.000000000000E0
   -4.666689305801E1   -1.000000000000E0
   -4.661984974344E1   -1.000000000000E0
   -4.657280642887E1   -1.000000000000E0
   -4.652576311429E1   -1.000000000000E0
   -4.647871979972E1   -1.000000000000E0
   -4.643167648514E1   -1.000000000000E0
   -4.638463317057E1   -1.000000000000E0
   -4.633758985599E1   -1.000000000000E0
   -4.629054654142E1   -1.000000000000E0
   -4.624350322684E1   -1.000000000000E0
   -4.619645991227E1   -1.000000000000E0
   -4.614941659769E1   -1.000000000000E0
   -4.610237328312E1   -1.000000000000E0
   -4.605532996855E1   -1.000000000000E0
   -4.600828665397E1   -1.000000000000E0
   -4.596124333940E1   -1.000000000000E0
   -4.591420002482E1   -1.000000000000E0
   -4.586715671025E1   -1.000000000000E0
   -4.582011339567E1   -1.000000000000E0
   -4.577307008110E1   -1.000000000000E0
   -4.572602676652E1   -1.000000000000E0
   -4.567898345195E1   -1.000000000000E0
   -4.563194013737E1   -1.000000000000E0
   -4.558489682280E1   -1.000000000000E0
   -4.553785350822E1   -1.000000000000E0
   -4.549081019365E1   -1.000000000000E0
   -4.544376687908E1   -1.000000000000E0
   -4.539672356450E1   -1.000000000000E0
   -4.534968024993E1   -1.000000000000E0
   -4.530263693535E1   -1.000000000000E0
   -4.525559362078E1   -1.000000000000E0
   -4.520855030620E1   -1.000000000000E0
   -4.516150699163E1   -1.000000000000E0
   -4.511446367705E1   -1.000000000000E0
   -4.506742036248E1   -1.000000000000E0
   -4.502037704790E1   -1.000000000000E0
   -4.497333373333E1   -1.000000000000E0
   -4.492629041875E1   -1.000000000000E0
   -4.487924710418E1   -1.000000000000E0
   -4.483220378961E1   -1.000000000000E0
   -4.478516047503E1   -1.000000000000E0
   -4.473811716046E1   -1.000000000000E0
   -4.469107384588E1   -1.000000000000E0
   -4.464403053131E1   -1.000000000000E0
   -4.459698721673E1   -1.000000000000E0
   -4.454994390216E1   -1.000000000000E0
   -4.450290058758E1   -1.000000000000E0
   -4.445585727301E1   -1.000000000000E0
   -4.440881395843E1   -1.000000000000E0
   -4.436177064386E1   -1.000000000000E0
   -4.431472732928E1   -1.000000000000E0
   -4.426768401471E1   -1.000000000000E0
   -4.422064070014E1   -1.000000000000E0
   -4.417359738556E1   -1.000000000000E0
   -4.412655407099E1   -1.000000000000E0
   -4.407951075641E1   -1.000000000000E0
   -4.403246744184E1   -1.000000000000E0
   -4.398542412726E1   -1.000000000000E0
   -4.393838081269E1   -1.000000000000E0
   -4.389133749811E1   -1.000000000000E0
   -4.384429418354E1   -1.000000000000E0
   -4.379725086896E1   -1.000000000000E0
   -4.375020755439E1   -1.000000000000E0
   -4.370316423981E1   -1.000000000000E0
   -4.365612092524E1   -1.000000000000E0
   -4.360907761067E1   -1.000000000000E0
   -4.356203429609E1   -1.000000000000E0
   -4.351499098152E1   -1.000000000000E0
   -4.346794766694E1   -1.000000000000E0
   -4.342090435237E1   -1.000000000000E0
   -4.337386103779E1   -1.000000000000E0
   -4.332681772322E1   -1.000000000000E0
   -4.327977440864E1   -1.000000000000E0
   -4.323273109407E1   -1.000000000000E0
   -4.318568777949E1   -1.000000000000E0
   -4.313864446492E1   -1.000000000000E0
   -4.309160115034E1   -1.000000000000E0
   -4.304455783577E1   -1.000000000000E0
   -4.299751452120E1   -1.000000000000E0
   -4.295047120662E1   -1.000000000000E0
   -4.290342789205E1   -1.000000000000E0
   -4.285638457747E1   -1.000000000000E0
   -4.280934126290E1   -1.000000000000E0
   -4.276229794832E1   -1.000000000000E0
   -4.271525463375E1   -1.000000000000E0
   -4.266821131917E1   -1.000000000000E0
   -4.262116800460E1   -1.000000000000E0
   -4.257412469002E1   -1.000000000000E0
   -4.252708137545E1   -1.000000000000E0
   -4.248003806087E1  -9.999999847160E-1
   -4.243299474630E1  -9.999999713398E-1
   -4.238595143173E1  -9.999999532542E-1
   -4.233890811715E1  -9.999999178255E-1
